OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
06/30/2020,01:00,13439.48,1728.76,3702.82,1025.42,15215.76,3890.40,7688.06,1498.17,48188.88,N
06/30/2020,02:00,12920.11,1647.20,3609.11,983.10,14433.24,3695.68,7289.19,1445.97,46023.60,N
06/30/2020,03:00,12573.38,1605.65,3567.52,951.83,13928.65,3548.41,6998.40,1381.09,44554.94,N
06/30/2020,04:00,12418.08,1587.25,3540.54,922.85,13517.55,3423.67,6820.65,1346.31,43576.89,N
06/30/2020,05:00,12423.39,1567.03,3504.69,911.68,13488.33,3357.77,6764.75,1352.11,43369.74,N
06/30/2020,06:00,12658.21,1612.70,3519.50,925.55,13781.92,3377.64,6886.22,1323.26,44085.00,N
06/30/2020,07:00,12927.53,1705.97,3519.41,943.51,14259.08,3446.12,7103.26,1367.79,45272.67,N
06/30/2020,08:00,13103.62,1760.38,3506.90,989.23,14628.91,3494.53,7228.69,1397.03,46109.28,N
06/30/2020,09:00,13666.47,1811.53,3584.38,1068.84,15465.04,3713.28,7440.16,1479.53,48229.23,N
06/30/2020,10:00,14562.20,1966.25,3704.77,1162.83,16384.34,4006.94,7782.62,1536.03,51105.98,N
06/30/2020,11:00,15492.51,2090.68,3816.54,1228.48,17061.26,4334.17,8224.17,1601.42,53849.22,N
06/30/2020,12:00,16447.55,2179.86,3933.93,1289.42,17754.70,4656.41,8706.12,1575.47,56543.46,N
06/30/2020,13:00,17293.96,2302.11,4025.40,1347.08,18567.19,4924.87,9186.80,1640.45,59287.85,N
06/30/2020,14:00,17932.50,2365.24,4115.32,1431.33,19659.84,5141.23,9682.46,1720.25,62048.16,N
06/30/2020,15:00,18361.48,2422.00,4157.70,1487.73,20619.44,5302.43,10135.59,1819.79,64306.17,N
06/30/2020,16:00,18493.79,2499.56,4138.07,1519.50,21168.84,5391.01,10475.68,1921.88,65608.33,N
06/30/2020,17:00,18440.87,2485.82,4033.79,1493.54,21411.04,5430.15,10732.94,2027.16,66055.30,N
06/30/2020,18:00,18143.89,2403.79,4026.60,1466.42,21350.63,5357.34,10845.59,2054.38,65648.63,N
06/30/2020,19:00,17658.16,2352.04,4061.46,1445.26,20945.47,5217.68,10751.71,1968.39,64400.18,N
06/30/2020,20:00,17032.59,2283.11,4169.41,1372.40,20060.50,4987.09,10450.64,1868.34,62224.09,N
06/30/2020,21:00,16524.45,2232.39,4164.47,1285.37,19196.72,4822.05,10081.06,1831.42,60137.93,N
06/30/2020,22:00,16147.94,2178.78,4073.10,1234.09,18733.80,4723.74,9817.25,1791.14,58699.85,N
06/30/2020,23:00,15369.37,2035.39,4011.56,1153.24,17692.67,4471.07,9198.09,1702.55,55633.93,N
06/30/2020,24:00,14513.04,1863.78,3885.20,1058.90,16420.13,4201.50,8472.15,1606.72,52021.41,N
