OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/19/2020,01:00,9659.98,1064.53,3320.01,663.91,8588.52,2822.25,4478.76,1382.81,31980.78,N
04/19/2020,02:00,9361.94,1015.77,3340.33,627.56,8119.73,2677.34,4268.71,1276.34,30687.72,N
04/19/2020,03:00,9185.39,986.36,3354.49,614.44,7841.88,2585.49,4144.53,1225.79,29938.39,N
04/19/2020,04:00,9108.84,977.56,3333.07,614.34,7665.23,2519.61,4075.95,1202.11,29496.71,N
04/19/2020,05:00,9077.32,966.47,3295.09,614.40,7604.79,2480.91,4038.71,1218.07,29295.75,N
04/19/2020,06:00,9079.03,970.12,3288.85,614.54,7662.23,2454.45,4066.23,1206.74,29342.19,N
04/19/2020,07:00,9134.91,998.61,3275.84,620.55,7832.61,2454.67,4169.04,1242.14,29728.37,N
04/19/2020,08:00,9145.50,1025.13,3295.08,653.25,7984.56,2477.45,4260.32,1260.79,30102.08,N
04/19/2020,09:00,9437.01,1091.99,3310.87,684.46,8449.39,2538.02,4466.15,1291.02,31268.92,N
04/19/2020,10:00,9874.55,1193.93,3473.79,734.59,9061.90,2757.16,4758.55,1309.50,33163.97,N
04/19/2020,11:00,10228.16,1234.40,3423.68,740.65,9728.83,2977.75,5006.23,1365.65,34705.34,N
04/19/2020,12:00,10662.81,1277.40,3468.08,752.38,10119.58,3275.91,5184.97,1361.03,36102.15,N
04/19/2020,13:00,11124.17,1303.01,3531.52,812.84,10413.48,3699.33,5356.00,1310.27,37550.62,N
04/19/2020,14:00,11564.74,1300.82,3587.42,815.29,10560.55,3983.73,5631.33,1253.87,38697.75,N
04/19/2020,15:00,11786.66,1317.99,3614.48,794.83,10641.02,4167.20,6055.62,1327.10,39704.90,N
04/19/2020,16:00,11892.26,1337.69,3612.64,795.06,10886.77,4350.05,6486.23,1346.10,40706.80,N
04/19/2020,17:00,12081.88,1348.19,3663.62,818.79,11270.21,4433.76,6837.07,1358.87,41812.37,N
04/19/2020,18:00,12585.30,1403.51,3722.74,846.21,11741.18,4447.58,7151.12,1344.38,43242.01,N
04/19/2020,19:00,12876.76,1427.68,3725.90,821.79,11867.31,4352.66,7250.60,1308.68,43631.39,N
04/19/2020,20:00,12657.40,1372.78,3664.30,765.00,11611.92,4140.11,7058.49,1260.33,42530.34,N
04/19/2020,21:00,12506.19,1358.37,3641.60,781.21,11642.44,4048.21,6800.94,1256.93,42035.90,N
04/19/2020,22:00,12020.67,1305.87,3592.15,682.66,11278.31,3850.78,6329.14,1300.55,40360.14,N
04/19/2020,23:00,11295.53,1216.31,3509.54,577.62,10466.63,3571.87,5758.34,1322.79,37718.64,N
04/19/2020,24:00,10481.85,1121.12,3453.17,608.43,9494.24,3275.63,5139.14,1250.58,34824.16,N
