OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/15/2021,01:00,10847.93,1257.08,3647.05,614.28,9166.03,3459.38,6145.73,1115.72,36253.21,N
04/15/2021,02:00,10466.05,1204.25,3640.21,571.08,8730.35,3256.26,5743.62,1078.58,34690.40,N
04/15/2021,03:00,10230.48,1176.16,3649.64,501.60,8472.01,3138.01,5489.96,1054.46,33712.32,N
04/15/2021,04:00,10137.37,1150.25,3633.62,478.31,8290.91,3062.58,5324.86,1053.68,33131.58,N
04/15/2021,05:00,10229.88,1174.19,3621.62,496.95,8409.84,3049.42,5316.56,1063.75,33362.21,N
04/15/2021,06:00,10581.08,1227.72,3659.97,587.66,8872.98,3144.81,5482.02,1102.86,34659.11,N
04/15/2021,07:00,11129.31,1362.05,3700.00,691.94,9795.58,3362.96,5873.10,1215.98,37130.93,N
04/15/2021,08:00,11430.20,1408.16,3689.11,779.88,10357.92,3454.22,6142.01,1285.29,38546.78,N
04/15/2021,09:00,11635.06,1417.78,3649.33,765.14,10617.19,3503.04,6215.61,1273.51,39076.66,N
04/15/2021,10:00,11768.18,1413.20,3572.63,784.81,10773.41,3573.21,6232.27,1267.72,39385.43,N
04/15/2021,11:00,11954.23,1429.90,3594.23,793.01,10993.54,3673.08,6277.40,1277.02,39992.41,N
04/15/2021,12:00,12099.25,1428.41,3577.18,752.09,11145.10,3749.10,6260.61,1257.27,40269.03,N
04/15/2021,13:00,12126.32,1442.29,3537.65,761.69,11123.69,3807.55,6269.56,1275.85,40344.59,N
04/15/2021,14:00,12271.10,1426.93,3558.85,695.92,11200.49,3907.02,6276.40,1248.90,40585.62,N
04/15/2021,15:00,12477.52,1431.05,3570.24,638.51,11263.02,4030.88,6224.07,1209.83,40845.12,N
04/15/2021,16:00,12543.97,1444.66,3547.91,628.14,11250.68,4141.79,6213.53,1208.36,40979.05,N
04/15/2021,17:00,12501.97,1452.43,3576.69,644.55,11207.43,4209.25,6200.12,1225.45,41017.89,N
04/15/2021,18:00,12374.90,1486.77,3620.69,656.46,11346.96,4172.16,6228.50,1235.19,41121.62,N
04/15/2021,19:00,12266.81,1510.86,3691.61,676.22,11452.54,4049.52,6273.66,1222.85,41144.07,N
04/15/2021,20:00,12218.62,1508.87,3753.17,729.11,11339.64,3930.60,6303.97,1217.05,41001.03,N
04/15/2021,21:00,12310.16,1456.77,3807.71,740.87,11394.28,3962.03,6394.26,1213.03,41279.10,N
04/15/2021,22:00,12067.45,1445.56,3778.68,748.73,10987.43,3877.14,6193.90,1234.57,40333.46,N
04/15/2021,23:00,11586.10,1348.64,3736.25,736.10,10236.67,3677.59,5778.59,1139.26,38239.21,N
04/15/2021,24:00,11014.12,1260.33,3725.96,648.53,9497.74,3452.65,5350.14,1036.90,35986.37,N
