OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/19/2021,01:00,10286.20,1275.57,3875.19,647.57,9773.17,3380.44,5323.12,906.04,35467.30,N
05/19/2021,02:00,9846.89,1222.54,3767.23,609.38,9203.39,3204.24,5041.70,937.29,33832.65,N
05/19/2021,03:00,9591.15,1191.89,3699.88,593.84,8869.76,3133.57,4847.23,949.61,32876.92,N
05/19/2021,04:00,9489.32,1162.91,3601.53,591.36,8683.92,2984.46,4744.49,1010.59,32268.58,N
05/19/2021,05:00,9579.11,1160.46,3598.44,596.00,8743.35,3001.36,4767.14,1029.85,32475.69,N
05/19/2021,06:00,9901.46,1217.54,3548.33,640.93,9216.51,3188.26,4982.84,1060.40,33756.28,N
05/19/2021,07:00,10462.89,1340.14,3552.10,680.60,10025.47,3203.84,5385.15,1169.40,35819.59,N
05/19/2021,08:00,10869.16,1392.10,3606.31,691.33,10640.20,3128.39,5676.44,1211.13,37215.06,N
05/19/2021,09:00,11204.96,1430.70,3677.80,754.58,11182.73,3184.85,5857.07,1108.47,38401.16,N
05/19/2021,10:00,11515.81,1484.78,3699.85,829.59,11831.87,3398.07,6022.69,1078.83,39861.46,N
05/19/2021,11:00,11749.15,1405.36,3634.10,860.91,12395.52,3253.33,6144.65,1198.52,40641.55,N
05/19/2021,12:00,11866.72,1588.20,3669.23,862.25,12896.52,3064.24,6214.46,1221.94,41383.56,N
05/19/2021,13:00,11966.99,1662.00,3702.94,850.48,13438.49,2868.65,6292.28,1221.08,42002.90,N
05/19/2021,14:00,12099.44,1746.26,3780.49,868.08,14066.89,3036.58,6297.71,1281.41,43176.87,N
05/19/2021,15:00,12081.95,1759.50,3845.77,930.43,14710.44,3046.31,6252.35,1231.44,43858.19,N
05/19/2021,16:00,12034.72,1701.12,3906.00,965.42,15267.58,3041.97,6235.66,1260.90,44413.36,N
05/19/2021,17:00,11976.04,1759.00,3868.51,1007.35,15614.83,3041.17,6293.24,1341.03,44901.19,N
05/19/2021,18:00,11806.08,1782.63,3849.62,1006.74,15522.63,3080.87,6431.90,1344.04,44824.52,N
05/19/2021,19:00,11563.10,1714.57,3953.56,938.76,14980.61,3142.71,6556.59,1248.10,44098.00,N
05/19/2021,20:00,11516.90,1673.29,4110.68,917.76,14355.19,3054.91,6592.26,1056.77,43277.77,N
05/19/2021,21:00,11694.89,1692.72,4065.81,889.36,13929.38,3063.26,6704.87,1140.91,43181.20,N
05/19/2021,22:00,11537.88,1648.63,3923.83,867.93,13582.67,3060.93,6587.60,1268.27,42477.74,N
05/19/2021,23:00,11070.48,1530.09,3836.64,825.53,12618.34,2887.04,6176.92,1196.32,40141.35,N
05/19/2021,24:00,10491.99,1403.37,3815.66,743.86,11507.73,2650.60,5640.06,1072.20,37325.48,N
