OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/24/2021,01:00,11036.79,1342.35,3723.26,711.36,10095.67,3158.70,5686.19,1390.41,37144.72,N
05/24/2021,02:00,10671.61,1304.84,3681.22,668.98,9543.09,2964.25,5404.34,1357.07,35595.41,N
05/24/2021,03:00,10506.89,1261.00,3661.10,643.16,9238.11,2830.02,5225.73,1315.40,34681.41,N
05/24/2021,04:00,10484.41,1226.85,3669.65,612.90,9021.34,2756.16,5160.95,1216.99,34149.25,N
05/24/2021,05:00,10636.46,1257.91,3703.18,612.80,9178.61,2746.75,5241.86,1137.65,34515.22,N
05/24/2021,06:00,11067.99,1320.40,3747.44,616.14,9664.59,2838.42,5481.02,1126.89,35862.90,N
05/24/2021,07:00,11621.53,1406.14,3782.15,689.60,10568.57,3018.95,5986.32,1175.44,38248.71,N
05/24/2021,08:00,12000.16,1471.10,3792.07,731.28,11189.35,3134.69,6258.63,1189.45,39766.72,N
05/24/2021,09:00,12448.57,1513.34,3810.48,767.13,11678.90,3300.74,6469.23,1238.96,41227.35,N
05/24/2021,10:00,12937.82,1583.40,3872.43,794.22,12056.16,3524.01,6685.64,1281.01,42734.67,N
05/24/2021,11:00,13095.12,1639.96,3949.02,857.43,12462.27,3815.07,6983.61,1338.58,44141.05,N
05/24/2021,12:00,13110.11,1664.21,3990.49,878.26,12755.17,4114.64,7350.88,1421.50,45285.27,N
05/24/2021,13:00,13101.02,1698.37,4072.76,899.05,12973.77,4343.97,7782.11,1412.18,46283.24,N
05/24/2021,14:00,13336.03,1752.08,4112.55,870.10,13289.88,4479.33,8090.22,1524.54,47454.74,N
05/24/2021,15:00,13601.66,1784.21,4122.66,882.84,13511.54,4545.57,8304.72,1557.59,48310.78,N
05/24/2021,16:00,13907.23,1813.05,4069.71,926.02,13620.40,4645.70,8622.45,1634.38,49238.93,N
05/24/2021,17:00,14263.92,1774.92,4065.00,939.88,13770.34,4682.46,8942.36,1678.21,50117.09,N
05/24/2021,18:00,14310.85,1765.35,4101.86,977.88,13674.66,4683.99,8902.52,1680.65,50097.75,N
05/24/2021,19:00,14024.86,1762.52,4105.62,977.07,13523.63,4552.49,8611.26,1765.82,49323.27,N
05/24/2021,20:00,13704.00,1741.64,4055.23,930.22,13265.98,4341.91,8332.81,1792.04,48163.83,N
05/24/2021,21:00,13631.74,1768.92,3971.18,917.93,13138.92,4244.58,8166.11,1748.10,47587.49,N
05/24/2021,22:00,13418.34,1733.01,3905.97,915.10,13016.54,4145.16,7971.74,1721.84,46827.70,N
05/24/2021,23:00,12817.79,1621.54,3861.68,881.42,12274.37,3888.84,7451.29,1538.04,44334.97,N
05/24/2021,24:00,12055.72,1485.45,3871.84,754.04,11286.42,3615.15,6759.31,1347.61,41175.54,N
