OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/08/2020,01:00,12482.35,1631.08,3869.56,964.41,13841.43,3399.78,7144.75,1358.24,44691.59,N
09/08/2020,02:00,12006.81,1502.66,3824.43,928.00,13099.76,3239.62,6793.03,1285.92,42680.24,N
09/08/2020,03:00,11682.10,1474.66,3802.15,903.28,12562.78,3129.84,6552.15,1249.80,41356.77,N
09/08/2020,04:00,11579.76,1426.83,3781.58,879.65,12252.30,3065.66,6424.95,1206.97,40617.71,N
09/08/2020,05:00,11730.39,1435.53,3777.57,871.74,12214.25,3024.60,6408.46,1196.98,40659.52,N
09/08/2020,06:00,12097.09,1476.23,3820.11,888.12,12553.74,3079.32,6629.35,1160.93,41704.89,N
09/08/2020,07:00,12654.09,1626.77,3861.63,930.17,13270.01,3236.16,7031.40,1213.73,43823.97,N
09/08/2020,08:00,12881.13,1681.55,3874.51,918.70,13667.67,3345.70,7317.28,1251.81,44938.34,N
09/08/2020,09:00,12928.00,1753.97,3860.81,992.79,14241.40,3516.25,7451.95,1286.88,46032.05,N
09/08/2020,10:00,13305.16,1847.73,3906.10,1117.18,15317.77,3804.57,7686.47,1379.58,48364.56,N
09/08/2020,11:00,13793.97,1994.70,4002.05,1199.55,16516.54,4130.52,7962.91,1470.21,51070.46,N
09/08/2020,12:00,14344.19,2110.19,4159.89,1239.63,17586.74,4466.56,8376.52,1441.80,53725.52,N
09/08/2020,13:00,14945.66,2225.39,4309.52,1271.57,18590.64,4754.26,8851.71,1408.65,56357.40,N
09/08/2020,14:00,15825.30,2292.31,4426.10,1313.63,19492.44,4991.95,9224.69,1435.51,59001.93,N
09/08/2020,15:00,16119.93,2289.31,4463.71,1351.11,20135.74,5138.97,9538.15,1495.94,60532.84,N
09/08/2020,16:00,16015.32,2154.53,4388.09,1314.65,20476.60,5222.14,9660.70,1658.83,60890.86,N
09/08/2020,17:00,16050.77,2080.58,4301.58,1270.68,20462.34,5242.28,9694.58,1766.31,60869.11,N
09/08/2020,18:00,15926.13,2037.08,4183.52,1217.18,20045.15,5130.59,9326.65,1805.35,59671.65,N
09/08/2020,19:00,15548.03,2002.22,3993.98,1170.26,19016.23,4938.98,9022.48,1748.81,57440.98,N
09/08/2020,20:00,15260.37,1974.74,3787.80,1126.38,17918.33,4701.79,8791.21,1720.90,55281.54,N
09/08/2020,21:00,15175.53,1922.31,3537.26,1106.25,17518.74,4636.43,8675.39,1751.26,54323.16,N
09/08/2020,22:00,14654.71,1901.37,3423.02,1051.37,16518.56,4453.42,8365.83,1625.80,51994.09,N
09/08/2020,23:00,13869.18,1781.80,3378.58,978.68,15138.23,4190.19,7878.03,1474.32,48689.02,N
09/08/2020,24:00,13077.46,1612.10,3297.31,910.62,13877.69,3914.97,7301.44,1381.38,45372.98,N
