OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/18/2020,01:00,10375.09,1153.21,3430.77,771.88,9326.95,2966.25,4501.28,1216.70,33742.12,N
04/18/2020,02:00,9784.12,1098.76,3413.53,755.31,9045.91,2848.75,4305.76,1159.73,32411.87,N
04/18/2020,03:00,9328.58,1055.87,3435.87,751.81,8869.68,2800.27,4155.18,1094.51,31491.77,N
04/18/2020,04:00,9084.83,1013.26,3490.69,744.40,8842.80,2708.86,4103.65,1048.03,31036.51,N
04/18/2020,05:00,8985.89,992.34,3513.01,761.46,8995.28,2542.42,4084.78,1052.29,30927.46,N
04/18/2020,06:00,8933.30,1024.98,3510.71,801.49,9302.25,2589.49,4143.67,1076.47,31382.37,N
04/18/2020,07:00,9023.25,1074.31,3538.70,837.86,9720.03,2616.64,4273.90,1112.03,32196.71,N
04/18/2020,08:00,9065.66,1120.89,3560.72,859.30,10100.00,2614.58,4492.42,1127.12,32940.69,N
04/18/2020,09:00,9292.97,1191.32,3580.02,843.40,10418.49,2639.92,4735.65,1129.59,33831.36,N
04/18/2020,10:00,9617.13,1225.96,3592.18,845.17,10689.36,2778.17,4995.20,1178.57,34921.75,N
04/18/2020,11:00,9914.27,1234.73,3580.40,861.30,10673.57,2940.94,5195.03,1198.14,35598.37,N
04/18/2020,12:00,10224.65,1227.15,3557.53,871.04,10597.92,3035.93,5295.89,1200.69,36010.79,N
04/18/2020,13:00,10572.31,1216.06,3537.84,846.27,10362.75,3092.35,5309.46,1215.05,36152.10,N
04/18/2020,14:00,10857.31,1194.04,3523.72,789.24,10129.78,3139.96,5277.70,1229.04,36140.78,N
04/18/2020,15:00,10877.25,1193.00,3492.82,781.07,9956.21,3169.90,5214.58,1227.46,35912.28,N
04/18/2020,16:00,10762.87,1210.54,3435.44,775.65,9858.88,3268.49,5146.77,1276.82,35735.47,N
04/18/2020,17:00,10671.33,1223.62,3426.35,790.24,9882.15,3372.08,5128.92,1301.98,35796.66,N
04/18/2020,18:00,10728.24,1239.10,3445.40,822.69,10004.45,3438.51,5198.48,1318.26,36195.13,N
04/18/2020,19:00,10755.31,1257.83,3444.85,810.20,10061.05,3349.65,5264.84,1333.60,36277.33,N
04/18/2020,20:00,10787.29,1274.08,3418.05,798.74,10041.68,3302.18,5347.55,1294.10,36263.67,N
04/18/2020,21:00,10794.72,1284.60,3420.94,785.42,10242.20,3406.79,5427.11,1373.20,36734.99,N
04/18/2020,22:00,10641.90,1243.94,3436.18,783.23,10015.00,3336.12,5297.58,1453.94,36207.88,N
04/18/2020,23:00,10366.37,1195.88,3404.35,759.61,9650.11,3221.06,5050.50,1460.81,35108.68,N
04/18/2020,24:00,10016.54,1154.75,3328.61,718.12,9115.57,3021.27,4747.79,1453.63,33556.28,N
