OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/23/2021,01:00,13880.98,1744.06,4049.24,1279.41,15439.49,3821.86,8143.91,1487.03,49845.98,N
08/23/2021,02:00,13217.24,1670.83,4005.12,1167.04,14421.05,3595.12,7576.55,1460.65,47113.60,N
08/23/2021,03:00,12777.79,1569.23,3987.64,1104.59,13807.09,3432.60,7171.80,1413.04,45263.79,N
08/23/2021,04:00,12562.47,1521.13,3971.82,1066.29,13360.38,3337.26,6908.52,1377.56,44105.42,N
08/23/2021,05:00,12475.42,1520.02,3919.54,1051.21,13173.09,3296.12,6806.74,1349.34,43591.47,N
08/23/2021,06:00,12619.43,1573.57,3909.76,1101.71,13466.10,3352.60,6978.53,1350.40,44352.11,N
08/23/2021,07:00,13031.84,1683.49,3958.70,1180.90,14138.49,3538.66,7372.86,1368.23,46273.16,N
08/23/2021,08:00,13124.22,1714.43,3959.44,1230.57,14410.27,3545.43,7497.31,1363.06,46844.74,N
08/23/2021,09:00,13948.17,1843.90,3972.69,1317.85,15143.79,3736.44,7778.99,1400.57,49142.39,N
08/23/2021,10:00,15155.85,2017.86,3972.40,1499.66,16478.14,4088.64,8291.16,1556.71,53060.43,N
08/23/2021,11:00,16490.84,2198.54,4004.83,1587.75,18102.31,4451.63,8953.46,1704.68,57494.05,N
08/23/2021,12:00,17687.63,2414.76,4104.87,1668.75,19671.67,4820.34,9638.46,1781.07,61787.56,N
08/23/2021,13:00,18641.65,2556.92,4220.86,1756.11,21083.93,5121.91,10322.70,1793.90,65497.97,N
08/23/2021,14:00,19472.28,2693.32,4296.96,1857.44,22355.19,5378.21,10955.03,1881.46,68889.89,N
08/23/2021,15:00,20060.18,2756.08,4334.44,1915.49,23174.35,5571.11,11458.66,1941.36,71211.66,N
08/23/2021,16:00,20281.98,2788.35,4342.69,1964.19,23720.89,5636.82,11627.87,1990.06,72352.84,N
08/23/2021,17:00,20373.76,2769.49,4312.66,2001.95,23940.28,5648.61,11711.85,2026.62,72785.21,N
08/23/2021,18:00,20217.98,2764.47,4299.64,2010.39,23902.91,5619.43,11832.34,2073.32,72720.48,N
08/23/2021,19:00,19803.39,2785.51,4288.67,1942.30,23489.11,5525.59,11980.50,2130.76,71945.82,N
08/23/2021,20:00,19082.04,2615.78,4325.66,1828.23,22176.57,5368.74,11714.88,2074.99,69186.89,N
08/23/2021,21:00,18534.85,2516.51,4310.98,1748.95,21035.22,5210.08,11308.48,2011.60,66676.67,N
08/23/2021,22:00,17784.52,2354.34,4276.83,1658.59,19819.18,4986.44,10748.73,1901.15,63529.78,N
08/23/2021,23:00,16665.83,2141.62,4226.80,1475.91,18126.56,4605.75,9904.08,1727.27,58873.82,N
08/23/2021,24:00,15538.69,1953.48,4190.57,1352.06,16481.01,4233.97,9036.58,1584.41,54370.77,N
