OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/11/2021,01:00,13202.64,1274.17,3680.35,627.03,8756.09,3742.20,5728.24,1064.92,38075.65,N
05/11/2021,02:00,12663.83,1211.27,3689.80,614.43,8398.51,3562.86,5286.29,1015.81,36442.81,N
05/11/2021,03:00,12340.20,1161.01,3656.50,612.54,8256.82,3385.42,5056.04,990.19,35458.71,N
05/11/2021,04:00,12247.55,1122.36,3593.24,625.10,8198.85,3290.22,4919.71,1018.62,35015.66,N
05/11/2021,05:00,12359.21,1155.51,3553.98,637.37,8349.35,3302.49,4948.23,1057.68,35363.82,N
05/11/2021,06:00,12748.10,1165.82,3576.57,672.04,8854.48,3409.72,5150.44,1089.44,36666.62,N
05/11/2021,07:00,13199.21,1343.13,3627.82,722.59,9859.86,3582.53,5595.58,1134.53,39065.25,N
05/11/2021,08:00,13514.23,1394.21,3632.35,739.20,10475.06,3641.17,5810.31,1220.85,40427.38,N
05/11/2021,09:00,14051.65,1420.71,3705.81,752.32,10758.98,3779.71,6032.18,1136.78,41638.16,N
05/11/2021,10:00,14835.74,1466.32,3749.96,766.18,11120.07,4015.22,6257.34,1111.17,43321.99,N
05/11/2021,11:00,15771.58,1536.70,3770.92,791.21,11415.88,4297.22,6460.03,1146.78,45190.32,N
05/11/2021,12:00,16591.35,1634.52,3753.03,793.56,11670.16,4564.19,6660.79,1188.08,46855.69,N
05/11/2021,13:00,17132.78,1675.97,3751.70,793.42,11812.77,4778.00,6932.33,1145.41,48022.39,N
05/11/2021,14:00,17572.84,1701.56,3729.97,801.75,11796.81,4923.57,7245.87,1184.16,48956.53,N
05/11/2021,15:00,17871.23,1683.10,3802.68,774.10,11724.54,5065.78,7555.92,1196.60,49673.95,N
05/11/2021,16:00,18082.88,1668.21,3859.53,780.33,11640.04,5240.94,7773.57,1210.17,50255.68,N
05/11/2021,17:00,18064.13,1591.03,3897.10,796.50,11614.32,5305.69,7593.11,1198.08,50059.96,N
05/11/2021,18:00,17525.40,1556.26,3915.63,787.63,11499.10,5219.59,7211.16,1163.49,48878.26,N
05/11/2021,19:00,16266.31,1508.59,3841.18,784.64,11454.28,5039.95,6995.48,1219.87,47110.29,N
05/11/2021,20:00,14928.14,1487.80,3763.53,776.62,11471.53,4843.91,6798.75,1267.71,45338.00,N
05/11/2021,21:00,14234.80,1513.76,3804.58,783.63,11544.86,4712.13,6693.81,1269.22,44556.78,N
05/11/2021,22:00,13534.13,1471.47,3837.82,770.23,11272.55,4549.71,6515.91,1221.42,43173.23,N
05/11/2021,23:00,12765.04,1382.50,3774.81,743.08,10451.06,4236.35,6102.85,1207.64,40663.34,N
05/11/2021,24:00,12032.70,1274.33,3725.45,703.42,9758.28,3930.06,5646.15,1172.87,38243.26,N
