"BA Code","Timestamp (Hour Ending)","AEC Interchange (MWh)","AECI Interchange (MWh)","GLHB Interchange (MWh)","IESO Interchange (MWh)","LGEE Interchange (MWh)","MHEB Interchange (MWh)","PJM Interchange (MWh)","SOCO Interchange (MWh)","SPA Interchange (MWh)","SWPP Interchange (MWh)","TVA Interchange (MWh)"
MISO,"2/7/2021 1 p.m. CST",10,0,-130,-862,-98,-273,-4571,-439,-205,709,885
MISO,"2/7/2021 2 p.m. CST",5,-14,-131,-678,54,-264,-4309,-308,-202,939,956
MISO,"2/7/2021 3 p.m. CST",13,-68,-132,-928,83,-277,-3617,-283,-199,897,944
MISO,"2/7/2021 4 p.m. CST",-2,-97,-133,-999,9,-357,-3603,-272,-190,1022,882
MISO,"2/7/2021 5 p.m. CST",24,-150,-135,-1049,-10,-214,-3210,-209,-175,1088,880
MISO,"2/7/2021 6 p.m. CST",27,-198,-140,-811,-174,-184,-3287,-210,-164,1122,730
MISO,"2/7/2021 7 p.m. CST",8,-120,-142,-694,-252,-98,-3156,-355,-140,1179,527
MISO,"2/7/2021 8 p.m. CST",9,-213,-153,-584,-237,-92,-3663,-383,-143,793,546
MISO,"2/7/2021 9 p.m. CST",4,-295,-150,-678,-162,-179,-3735,-371,-149,630,760
MISO,"2/7/2021 10 p.m. CST",11,-406,-150,-929,-69,-218,-3797,-242,-166,704,1022
MISO,"2/7/2021 11 p.m. CST",12,-412,-151,-998,46,-231,-3927,-245,-162,1238,1139
MISO,"2/8/2021 12 a.m. CST",-7,-454,-152,-881,157,-225,-4563,-469,-181,1229,1180
MISO,"2/8/2021 1 a.m. CST",-4,-412,-151,-966,257,5,-4652,-500,-139,934,1145
MISO,"2/8/2021 2 a.m. CST",-9,-414,-180,-959,294,-7,-4494,-583,-156,851,1222
MISO,"2/8/2021 3 a.m. CST",-9,-386,-184,-1011,345,-30,-4678,-610,-158,973,1297
MISO,"2/8/2021 4 a.m. CST",-12,-328,-184,-1077,222,96,-4680,-592,-147,1021,1407
MISO,"2/8/2021 5 a.m. CST",-30,-346,-178,-1221,264,-201,-4132,-608,-167,738,1507
MISO,"2/8/2021 6 a.m. CST",-19,-316,-180,-1150,265,-99,-4142,-474,-258,904,1315
MISO,"2/8/2021 7 a.m. CST",30,-224,-200,-1121,157,-22,-3986,-310,-346,859,1047
MISO,"2/8/2021 8 a.m. CST",10,-193,-224,-1147,74,97,-4462,-539,-397,717,506
MISO,"2/8/2021 9 a.m. CST",-14,-122,-234,-1300,-11,98,-4947,-468,-359,1346,529
MISO,"2/8/2021 10 a.m. CST",-36,-137,-250,-1058,-21,22,-4318,-532,-344,1541,841
MISO,"2/8/2021 11 a.m. CST",-9,-162,-255,-1096,-98,-24,-4386,-387,-219,1555,935
MISO,"2/8/2021 12 p.m. CST",-6,-98,-270,-1123,-204,-53,-5356,-437,-150,1525,873
MISO,"2/8/2021 1 p.m. CST",-15,-95,-282,-1166,-214,-95,-5561,-427,-156,1393,720
MISO,"2/8/2021 2 p.m. CST",-9,-124,-289,-1266,-103,-109,-5402,-424,-157,762,625
MISO,"2/8/2021 3 p.m. CST",-8,-168,-285,-959,-1,-253,-5317,-438,-162,642,747
MISO,"2/8/2021 4 p.m. CST",-8,-178,-278,-903,17,-288,-4963,-427,-168,677,775
MISO,"2/8/2021 5 p.m. CST",-9,-220,-278,-861,-15,-121,-4675,-431,-225,758,792
MISO,"2/8/2021 6 p.m. CST",-1,-25,-285,-959,-209,-48,-4794,-577,-256,1240,593
MISO,"2/8/2021 7 p.m. CST",1,-146,-284,-908,-164,64,-4887,-505,-368,1248,754
MISO,"2/8/2021 8 p.m. CST",-42,-64,-283,-769,-138,99,-5165,-166,-309,1426,753
MISO,"2/8/2021 9 p.m. CST",-40,47,-280,-963,-67,-4,-5188,-93,-260,1321,860
MISO,"2/8/2021 10 p.m. CST",-26,-81,-282,-806,33,-71,-5467,-46,-230,863,929
MISO,"2/8/2021 11 p.m. CST",-30,-183,-289,-768,216,-106,-4509,56,-174,987,1209
MISO,"2/9/2021 12 a.m. CST",-34,-272,-289,-914,336,505,-3861,70,-170,993,1524
MISO,"2/9/2021 1 a.m. CST",-41,-314,-291,-978,394,546,-4026,10,-113,997,1370
MISO,"2/9/2021 2 a.m. CST",-30,-323,-288,-876,370,536,-4399,42,-118,1092,1443
MISO,"2/9/2021 3 a.m. CST",-27,-349,-285,-1034,308,557,-4589,67,-102,1118,1246
MISO,"2/9/2021 4 a.m. CST",-15,-338,-279,-1038,322,619,-4657,118,-106,1112,1300
MISO,"2/9/2021 5 a.m. CST",-26,-240,-270,-908,151,628,-4358,81,-184,1225,910
MISO,"2/9/2021 6 a.m. CST",-44,-153,-275,-1074,-91,-96,-4192,55,-279,1678,630
MISO,"2/9/2021 7 a.m. CST",-63,-3,-293,-1000,-38,-130,-4141,-45,-395,1756,199
MISO,"2/9/2021 8 a.m. CST",-71,136,-305,-960,-61,-81,-4369,-83,-417,2243,-204
MISO,"2/9/2021 9 a.m. CST",-59,11,-304,-1015,-29,-17,-4378,-142,-416,1594,-210
MISO,"2/9/2021 10 a.m. CST",-54,8,-303,-1012,-41,-127,-4106,-214,-421,1510,-139
MISO,"2/9/2021 11 a.m. CST",-48,-86,-297,-1020,-112,-366,-4119,-67,-414,1493,223
MISO,"2/9/2021 12 p.m. CST",-42,-161,-295,-1042,-101,-470,-3891,-19,-292,1233,540
MISO,"2/9/2021 1 p.m. CST",-44,-141,-293,-1019,-29,-422,-4120,-42,-199,1099,378
MISO,"2/9/2021 2 p.m. CST",-35,-92,-291,-1062,90,-392,-3797,-97,-110,930,544
MISO,"2/9/2021 3 p.m. CST",-45,-49,-290,-1032,115,-328,-3479,-174,-121,971,562
MISO,"2/9/2021 4 p.m. CST",-51,-134,-287,-971,131,-246,-3407,-104,-173,828,617
MISO,"2/9/2021 5 p.m. CST",-48,-82,-288,-1070,105,-71,-3459,-62,-219,905,356
MISO,"2/9/2021 6 p.m. CST",-45,-46,-295,-1127,-61,-179,-3553,-120,-390,1065,20
MISO,"2/9/2021 7 p.m. CST",-56,-35,-296,-854,-205,-124,-3593,-162,-420,947,-110
MISO,"2/9/2021 8 p.m. CST",-16,-35,-295,-954,-296,-126,-3797,-406,-401,1068,187
MISO,"2/9/2021 9 p.m. CST",-2,-48,-292,-882,-245,19,-4115,-440,-258,928,662
MISO,"2/9/2021 10 p.m. CST",2,4,-296,-735,-133,-33,-4203,-455,-163,1199,810
MISO,"2/9/2021 11 p.m. CST",-1,-103,-269,-1005,27,938,-4046,-458,-106,1153,1202
MISO,"2/10/2021 12 a.m. CST",-5,-181,-274,-1191,52,1019,-4782,-446,-105,1205,1186
MISO,"2/10/2021 1 a.m. CST",-16,-70,-279,-1200,83,1024,-5476,-564,-96,1804,880
MISO,"2/10/2021 2 a.m. CST",-18,-164,-279,-1185,111,985,-5646,-527,-95,2016,1063
MISO,"2/10/2021 3 a.m. CST",-18,-139,-286,-1147,127,998,-5799,-483,-83,2271,1029
MISO,"2/10/2021 4 a.m. CST",-20,-102,-296,-1009,180,1006,-5970,-481,-95,2187,1026
MISO,"2/10/2021 5 a.m. CST",-20,-74,-298,-924,-12,872,-6171,-552,-155,2116,1047
MISO,"2/10/2021 6 a.m. CST",-33,-37,-298,-976,-278,387,-5696,-716,-267,2044,566
MISO,"2/10/2021 7 a.m. CST",-36,89,-303,-1105,-217,129,-5323,-702,-400,2348,39
MISO,"2/10/2021 8 a.m. CST",-28,139,-307,-1123,-337,33,-5587,-644,-382,1970,-1
MISO,"2/10/2021 9 a.m. CST",-19,142,-308,-1112,-350,-1,-5292,-681,-401,1936,52
MISO,"2/10/2021 10 a.m. CST",-23,37,-302,-1092,-379,-67,-5895,-709,-395,1558,30
MISO,"2/10/2021 11 a.m. CST",-35,53,-303,-1185,-313,-87,-6363,-656,-393,1284,-90
MISO,"2/10/2021 12 p.m. CST",-34,0,-302,-967,-309,-158,-6663,-552,-348,997,-48
MISO,"2/10/2021 1 p.m. CST",-20,32,-301,-813,-328,79,-6702,-500,-192,978,-12
MISO,"2/10/2021 2 p.m. CST",-24,19,-298,-873,-279,170,-6525,-590,-102,759,-23
MISO,"2/10/2021 3 p.m. CST",-30,29,-290,-976,-68,190,-6207,-621,-104,891,147
MISO,"2/10/2021 4 p.m. CST",-23,51,-282,-914,-47,196,-5549,-573,-108,975,224
MISO,"2/10/2021 5 p.m. CST",-10,87,-288,-1007,-153,-121,-5035,-554,-169,1384,35
MISO,"2/10/2021 6 p.m. CST",-13,95,-297,-1144,-235,-131,-5326,-546,-287,1749,-302
MISO,"2/10/2021 7 p.m. CST",-18,46,-307,-1008,-154,-67,-5622,-635,-409,1852,-240
MISO,"2/10/2021 8 p.m. CST",-16,8,-311,-1227,-154,-106,-5829,-525,-345,1974,204
MISO,"2/10/2021 9 p.m. CST",-30,146,-306,-1171,-165,8,-6059,-586,-239,2230,168
MISO,"2/10/2021 10 p.m. CST",-23,144,-299,-684,-121,393,-6220,-614,-151,1795,517
MISO,"2/10/2021 11 p.m. CST",-19,20,-292,-730,-9,867,-5738,-536,-132,2019,994
MISO,"2/11/2021 12 a.m. CST",-15,-120,-296,-716,235,726,-5330,-325,-143,2517,1260
MISO,"2/11/2021 1 a.m. CST",-48,69,-301,-867,261,793,-5639,-67,-153,2977,788
MISO,"2/11/2021 2 a.m. CST",-46,109,-304,-903,266,945,-5614,-63,-147,3064,820
MISO,"2/11/2021 3 a.m. CST",-34,217,-314,-955,314,946,-5646,-3,-147,3293,857
MISO,"2/11/2021 4 a.m. CST",-31,145,-312,-932,276,939,-5850,52,-141,3046,1000
MISO,"2/11/2021 5 a.m. CST",-35,269,-310,-1006,100,905,-5761,21,-197,3278,782
MISO,"2/11/2021 6 a.m. CST",-54,290,-292,-1014,60,409,-5327,47,-301,3276,451
MISO,"2/11/2021 7 a.m. CST",-60,410,-304,-1083,-120,-18,-4936,-66,-441,3466,-182
MISO,"2/11/2021 8 a.m. CST",-53,463,-319,-1139,-163,239,-4762,-84,-440,3439,-489
MISO,"2/11/2021 9 a.m. CST",-64,364,-311,-1149,-106,230,-4603,-132,-454,2829,-325
MISO,"2/11/2021 10 a.m. CST",-103,381,-307,-1212,-62,112,-4408,-177,-446,2701,-450
MISO,"2/11/2021 11 a.m. CST",-101,291,-302,-1120,-113,23,-4483,-203,-444,2220,-328
MISO,"2/11/2021 12 p.m. CST",-38,371,-308,-1093,-163,-83,-4238,-649,-436,2233,-107
MISO,"2/11/2021 1 p.m. CST",-42,349,-305,-1008,-182,-215,-4013,-671,-323,2043,-151
MISO,"2/11/2021 2 p.m. CST",-38,354,-302,-934,-169,-293,-3836,-629,-175,1575,-230
MISO,"2/11/2021 3 p.m. CST",-49,379,-299,-866,-128,-203,-3922,-620,-141,1572,-104
MISO,"2/11/2021 4 p.m. CST",-56,368,-293,-884,-72,-55,-3824,-675,-139,1575,-26
MISO,"2/11/2021 5 p.m. CST",-38,420,-286,-1175,-33,22,-3735,-643,-183,1882,123
MISO,"2/11/2021 6 p.m. CST",-45,443,-287,-1132,-146,9,-4013,-644,-356,2382,-73
MISO,"2/11/2021 7 p.m. CST",-40,444,-288,-845,-156,192,-4311,-640,-443,2422,-170
MISO,"2/11/2021 8 p.m. CST",-34,372,-284,-875,-154,170,-4359,-617,-454,2527,-105
MISO,"2/11/2021 9 p.m. CST",-70,437,-280,-837,3,103,-4095,-770,-373,2710,-256
MISO,"2/11/2021 10 p.m. CST",-81,531,-268,-767,80,11,-4015,-810,-291,2693,-64
MISO,"2/11/2021 11 p.m. CST",-80,387,-262,-737,190,598,-3816,-672,-243,2683,415
MISO,"2/12/2021 12 a.m. CST",-66,337,-265,-739,242,894,-4478,-563,-232,3105,702
MISO,"2/12/2021 1 a.m. CST",-81,376,-271,-652,202,969,-5283,-672,-248,3129,297
MISO,"2/12/2021 2 a.m. CST",-77,419,-276,-570,238,976,-5522,-674,-248,3239,288
MISO,"2/12/2021 3 a.m. CST",-82,451,-270,-526,266,978,-5386,-683,-242,3449,285
MISO,"2/12/2021 4 a.m. CST",-100,500,-266,-793,222,934,-4841,-786,-247,3495,162
MISO,"2/12/2021 5 a.m. CST",-115,509,-273,-973,113,887,-4340,-834,-282,3631,-21
MISO,"2/12/2021 6 a.m. CST",-103,556,-272,-1050,-33,293,-4234,-845,-327,3504,-69
MISO,"2/12/2021 7 a.m. CST",-99,690,-272,-1167,-126,95,-4248,-964,-502,3271,-306
MISO,"2/12/2021 8 a.m. CST",-122,682,-282,-1041,-92,158,-4543,-1047,-497,3402,-512
MISO,"2/12/2021 9 a.m. CST",-118,576,-281,-1079,-84,166,-4480,-1019,-491,2929,-384
MISO,"2/12/2021 10 a.m. CST",-81,648,-291,-1088,-16,109,-4628,-1013,-455,2979,-233
MISO,"2/12/2021 11 a.m. CST",-67,851,-300,-1052,31,13,-4948,-1022,-436,3108,-418
MISO,"2/12/2021 12 p.m. CST",-72,833,-312,-1109,56,-44,-5261,-981,-434,2893,-434
MISO,"2/12/2021 1 p.m. CST",-79,720,-304,-880,167,-154,-5421,-917,-395,2622,-454
MISO,"2/12/2021 2 p.m. CST",-91,768,-302,-836,123,-203,-5484,-940,-238,2511,-291
MISO,"2/12/2021 3 p.m. CST",-96,898,-300,-892,136,-264,-5429,-987,-190,2404,-468
MISO,"2/12/2021 4 p.m. CST",-102,929,-300,-934,106,-181,-5194,-1002,-185,2613,-482
MISO,"2/12/2021 5 p.m. CST",-111,872,-290,-867,130,-76,-4919,-1067,-302,2724,-641
MISO,"2/12/2021 6 p.m. CST",-98,815,-284,-862,40,115,-5261,-915,-440,2769,-812
MISO,"2/12/2021 7 p.m. CST",-63,722,-312,-1118,-76,128,-5177,-792,-440,2796,-1114
MISO,"2/12/2021 8 p.m. CST",-55,704,-318,-1069,-107,153,-5415,-737,-428,2375,-1023
MISO,"2/12/2021 9 p.m. CST",-51,620,-319,-1196,-138,84,-5596,-672,-330,2177,-721
MISO,"2/12/2021 10 p.m. CST",-62,708,-321,-1106,-117,-41,-6165,-718,-211,2128,-570
MISO,"2/12/2021 11 p.m. CST",-111,849,-324,-888,-232,675,-6408,-959,-182,2122,-949
MISO,"2/13/2021 12 a.m. CST",-123,746,-309,-565,-182,682,-6749,-917,-115,2077,-693
MISO,"2/13/2021 1 a.m. CST",-131,832,-317,-672,-307,639,-7669,-1030,-125,2388,-1154
MISO,"2/13/2021 2 a.m. CST",-111,951,-326,-652,-319,683,-7616,-971,-113,2733,-1162
MISO,"2/13/2021 3 a.m. CST",-117,867,-324,-554,-315,672,-7505,-964,-136,2663,-1036
MISO,"2/13/2021 4 a.m. CST",-121,958,-307,-541,-341,658,-7640,-955,-146,2766,-1055
MISO,"2/13/2021 5 a.m. CST",-104,986,-302,-293,-222,660,-7528,-843,-142,2520,-969
MISO,"2/13/2021 6 a.m. CST",-116,1110,-309,-751,-279,701,-7034,-887,-234,2677,-1383
MISO,"2/13/2021 7 a.m. CST",-142,1061,-329,-954,-409,-41,-7337,-1003,-303,2690,-1478
MISO,"2/13/2021 8 a.m. CST",-139,1033,-326,-1069,-580,-6,-7706,-1015,-300,2239,-1532
MISO,"2/13/2021 9 a.m. CST",-126,1071,-325,-761,-580,37,-7817,-969,-293,2193,-1817
MISO,"2/13/2021 10 a.m. CST",-118,1161,-329,-876,-694,-50,-7887,-999,-302,2277,-2027
MISO,"2/13/2021 11 a.m. CST",-93,1286,-324,-604,-763,-79,-7643,-907,-381,2964,-1904
MISO,"2/13/2021 12 p.m. CST",-92,1302,-310,-341,-648,-116,-7073,-948,-386,3004,-1557
MISO,"2/13/2021 1 p.m. CST",-123,1140,-269,-423,-335,-178,-6184,-994,-271,2424,-917
MISO,"2/13/2021 2 p.m. CST",-145,1025,-259,-290,-60,-175,-5598,-1017,-227,2193,-785
MISO,"2/13/2021 3 p.m. CST",-170,906,-256,-293,-115,25,-5661,-1113,-249,2090,-857
MISO,"2/13/2021 4 p.m. CST",-167,850,-275,-435,-93,473,-5036,-1067,-286,1895,-737
MISO,"2/13/2021 5 p.m. CST",-160,780,-272,-583,-48,404,-4752,-1078,-366,1960,-604
MISO,"2/13/2021 6 p.m. CST",-132,821,-281,-617,-90,430,-4895,-979,-440,2212,-947
MISO,"2/13/2021 7 p.m. CST",-103,1042,-300,-760,-81,326,-5189,-912,-407,2262,-870
MISO,"2/13/2021 8 p.m. CST",-109,1024,-298,-702,-114,260,-5309,-968,-424,2156,-750
MISO,"2/13/2021 9 p.m. CST",-131,957,-293,-628,-144,226,-5293,-1008,-445,2010,-674
MISO,"2/13/2021 10 p.m. CST",-123,942,-282,-612,-1,193,-4840,-889,-297,2064,-479
MISO,"2/13/2021 11 p.m. CST",-96,766,-268,-540,244,884,-4049,-746,-262,1777,169
MISO,"2/14/2021 12 a.m. CST",-84,737,-263,-494,359,993,-4156,-624,-266,1740,369
MISO,"2/14/2021 1 a.m. CST",-93,700,-253,-415,295,984,-4406,-637,-276,1704,240
MISO,"2/14/2021 2 a.m. CST",-100,655,-257,-280,280,908,-4556,-614,-275,2361,83
MISO,"2/14/2021 3 a.m. CST",-106,688,-261,-235,311,979,-4671,-571,-309,2423,81
MISO,"2/14/2021 4 a.m. CST",-102,642,-258,-135,175,930,-4558,-562,-321,2553,53
MISO,"2/14/2021 5 a.m. CST",-90,744,-264,-110,83,919,-4233,-617,-303,2434,45
MISO,"2/14/2021 6 a.m. CST",-82,821,-270,-122,74,958,-4268,-642,-285,2255,-173
MISO,"2/14/2021 7 a.m. CST",-90,951,-268,-255,110,231,-4329,-712,-381,2533,-393
MISO,"2/14/2021 8 a.m. CST",-103,987,-270,-486,274,381,-4520,-775,-394,2378,-511
MISO,"2/14/2021 9 a.m. CST",-109,1060,-267,-293,335,346,-4454,-864,-407,2351,-734
MISO,"2/14/2021 10 a.m. CST",-116,1183,-274,-351,241,140,-4707,-878,-399,2478,-782
MISO,"2/14/2021 11 a.m. CST",-104,1157,-278,-403,239,317,-4796,-910,-408,2513,-582
MISO,"2/14/2021 12 p.m. CST",-111,1133,-279,-377,249,170,-4870,-1034,-419,2330,-521
MISO,"2/14/2021 1 p.m. CST",-112,1276,-275,-240,83,344,-4931,-1014,-315,2398,-361
MISO,"2/14/2021 2 p.m. CST",-119,1371,-267,-322,140,386,-4800,-1023,-332,3066,-356
MISO,"2/14/2021 3 p.m. CST",-112,1311,-274,-374,107,-77,-4778,-941,-312,3628,-373
MISO,"2/14/2021 4 p.m. CST",-95,1292,-284,-402,59,50,-5006,-917,-293,3363,-590
MISO,"2/14/2021 5 p.m. CST",-84,1307,-297,-490,-123,66,-5362,-1019,-272,3038,-1018
MISO,"2/14/2021 6 p.m. CST",-94,1376,-309,-818,-370,-402,-5964,-1068,-291,3629,-1476
MISO,"2/14/2021 7 p.m. CST",-100,1421,-315,-990,-445,-564,-6527,-1024,-293,3667,-1638
MISO,"2/14/2021 8 p.m. CST",-100,1446,-325,-968,-536,-543,-6999,-1026,-309,3922,-1813
MISO,"2/14/2021 9 p.m. CST",-89,1508,-338,-939,-648,-536,-7224,-1062,-335,4275,-2127
MISO,"2/14/2021 10 p.m. CST",-78,1290,-328,-636,-473,-499,-7539,-981,-348,3203,-1475
MISO,"2/14/2021 11 p.m. CST",-79,1267,-317,-492,-311,535,-6959,-926,-279,3062,-1369
MISO,"2/15/2021 12 a.m. CST",-88,1369,-315,-815,-232,632,-6868,-871,-242,3776,-1578
MISO,"2/15/2021 1 a.m. CST",-95,1502,-313,-1096,-464,560,-7694,-1016,-217,4071,-1828
MISO,"2/15/2021 2 a.m. CST",-120,1447,-312,-1165,-448,541,-7241,-966,-220,3900,-1824
MISO,"2/15/2021 3 a.m. CST",-137,1523,-317,-1024,-422,581,-7506,-1026,-209,4257,-1481
MISO,"2/15/2021 4 a.m. CST",-136,1515,-316,-1007,-336,593,-7432,-1163,-257,3702,-1463
MISO,"2/15/2021 5 a.m. CST",-119,1605,-322,-1133,-376,544,-7367,-1111,-302,4371,-1759
MISO,"2/15/2021 6 a.m. CST",-79,1566,-288,-1172,-327,-1,-7372,-802,-424,4832,-1975
MISO,"2/15/2021 7 a.m. CST",-98,1795,-296,-1019,-349,-394,-6806,-968,-516,4553,-2532
MISO,"2/15/2021 8 a.m. CST",-121,1767,-293,-887,-582,-262,-6820,-1205,-469,5055,-2648
MISO,"2/15/2021 9 a.m. CST",-142,1740,-242,-1032,-419,-503,-6659,-1246,-451,5349,-2849
MISO,"2/15/2021 10 a.m. CST",-147,1597,-228,-1152,-498,-637,-6791,-972,-419,4317,-2944
MISO,"2/15/2021 11 a.m. CST",-147,1560,-205,-1053,-766,-742,-6882,-969,-419,3212,-2729
MISO,"2/15/2021 12 p.m. CST",-122,1798,-131,-1113,-921,-737,-7719,-844,-360,3989,-2683
MISO,"2/15/2021 1 p.m. CST",-91,1595,-93,-844,-1028,-767,-8026,-878,-373,2799,-2328
MISO,"2/15/2021 2 p.m. CST",-87,1780,-111,-874,-1147,-895,-8610,-905,-261,4056,-2394
MISO,"2/15/2021 3 p.m. CST",-97,1744,-154,-832,-1026,-870,-8254,-979,-279,4038,-2309
MISO,"2/15/2021 4 p.m. CST",-116,1723,-152,-741,-1075,-712,-8048,-992,-273,3188,-2201
MISO,"2/15/2021 5 p.m. CST",-118,1800,-179,-827,-1225,-774,-8278,-901,-235,3710,-2333
MISO,"2/15/2021 6 p.m. CST",-143,1797,-213,-1127,-1302,-703,-7886,-831,-280,3218,-2514
MISO,"2/15/2021 7 p.m. CST",-149,1860,-217,-1115,-1088,-681,-7222,-680,-313,3596,-2453
MISO,"2/15/2021 8 p.m. CST",-162,1845,-215,-847,-1138,-679,-7157,-718,-330,4169,-2530
MISO,"2/15/2021 9 p.m. CST",-138,1686,-198,-723,-1127,-752,-7128,-472,-228,4010,-2031
MISO,"2/15/2021 10 p.m. CST",-135,1659,-193,-805,-986,-380,-7563,-416,-220,3497,-1953
MISO,"2/15/2021 11 p.m. CST",-146,1652,-192,-781,-811,101,-7522,-515,-202,3395,-1838
