datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Coal,9606.0,0.13,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Gas,25054.2,0.35,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Hydro,471.4,0.01,True
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Multiple Fuels,521.3,0.01,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Nuclear,31067.6,0.43,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Oil,163.9,0.00,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Other,44.0,0.00,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Other Renewables,664.9,0.01,True
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Solar,11.5,0.00,True
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Storage,0.0,0.00,False
9/21/2020 3:00:00 AM,9/20/2020 11:00:00 PM,Wind,4840.1,0.07,True
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Coal,9704.2,0.13,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Gas,28755.1,0.38,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Hydro,487.6,0.01,True
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Multiple Fuels,506.4,0.01,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Nuclear,31149.7,0.41,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Oil,160.3,0.00,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Other,46.4,0.00,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Other Renewables,663.8,0.01,True
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Solar,11.5,0.00,True
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Storage,0.0,0.00,False
9/21/2020 2:00:00 AM,9/20/2020 10:00:00 PM,Wind,4668.1,0.06,True
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Coal,10226.4,0.13,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Gas,32168.5,0.40,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Hydro,1048.7,0.01,True
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Multiple Fuels,553.0,0.01,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Nuclear,31150.3,0.39,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Oil,160.8,0.00,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Other,53.4,0.00,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Other Renewables,658.8,0.01,True
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Solar,11.5,0.00,True
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Storage,0.0,0.00,False
9/21/2020 1:00:00 AM,9/20/2020 9:00:00 PM,Wind,3803.7,0.05,True
9/21/2020 12:00:00 AM,9/20/2020 8:00:00 PM,Coal,10903.3,0.13,False
9/21/2020 12:00:00 AM,9/20/2020 8:00:00 PM,Gas,33874.3,0.41,False
9/21/2020 12:00:00 AM,9/20/2020 8:00:00 PM,Hydro,2360.8,0.03,True
