datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Coal,18995.0,0.22,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Gas,26266.3,0.30,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Hydro,1553.0,0.02,True
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Multiple Fuels,3.0,0.00,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Nuclear,30650.2,0.36,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Oil,169.0,0.00,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Other,109.5,0.00,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Other Renewables,506.5,0.01,True
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Solar,3.7,0.00,True
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Storage,0.0,0.00,False
11/17/2020 4:00:00 AM,11/16/2020 11:00:00 PM,Wind,7820.7,0.09,True
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Coal,20039.1,0.22,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Gas,28362.8,0.32,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Hydro,1663.3,0.02,True
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Multiple Fuels,365.0,0.00,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Nuclear,30643.9,0.34,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Oil,192.3,0.00,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Other,108.3,0.00,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Other Renewables,491.9,0.01,True
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Solar,3.7,0.00,True
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Storage,0.0,0.00,False
11/17/2020 3:00:00 AM,11/16/2020 10:00:00 PM,Wind,7825.4,0.09,True
11/17/2020 2:00:00 AM,11/16/2020 9:00:00 PM,Coal,20782.7,0.22,False
11/17/2020 2:00:00 AM,11/16/2020 9:00:00 PM,Gas,31022.6,0.33,False
11/17/2020 2:00:00 AM,11/16/2020 9:00:00 PM,Hydro,1782.4,0.02,True
