datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Coal,13670.3,0.17,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Gas,27820.6,0.35,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Hydro,1872.7,0.02,True
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Multiple Fuels,203.7,0.00,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Nuclear,26484.6,0.34,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Oil,200.6,0.00,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Other,48.9,0.00,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Other Renewables,588.4,0.01,True
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Solar,10.6,0.00,True
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Storage,0.0,0.00,False
3/24/2021 3:00:00 AM,3/23/2021 11:00:00 PM,Wind,7717.5,0.10,True
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Coal,14972.3,0.18,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Gas,30692.7,0.37,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Hydro,1972.8,0.02,True
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Multiple Fuels,239.1,0.00,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Nuclear,26342.6,0.32,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Oil,205.0,0.00,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Other,48.3,0.00,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Other Renewables,588.3,0.01,True
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Solar,10.6,0.00,True
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Storage,0.0,0.00,False
3/24/2021 2:00:00 AM,3/23/2021 10:00:00 PM,Wind,7788.2,0.09,True
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Coal,15627.3,0.18,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Gas,33407.5,0.39,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Hydro,2643.5,0.03,True
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Multiple Fuels,548.7,0.01,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Nuclear,26343.5,0.30,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Oil,267.1,0.00,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Other,48.7,0.00,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Other Renewables,585.0,0.01,True
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Solar,10.6,0.00,True
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Storage,0.0,0.00,False
3/24/2021 1:00:00 AM,3/23/2021 9:00:00 PM,Wind,7220.1,0.08,True
3/24/2021 12:00:00 AM,3/23/2021 8:00:00 PM,Coal,15450.7,0.18,False
3/24/2021 12:00:00 AM,3/23/2021 8:00:00 PM,Gas,34208.5,0.39,False
3/24/2021 12:00:00 AM,3/23/2021 8:00:00 PM,Hydro,3465.6,0.04,True
