datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Coal,20972.4,0.21,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Gas,41037.2,0.42,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Hydro,645.5,0.01,True
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Multiple Fuels,413.8,0.00,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Nuclear,32810.6,0.34,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Oil,205.9,0.00,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Other,26.9,0.00,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Other Renewables,701.2,0.01,True
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Solar,27.1,0.00,True
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Storage,0.0,0.00,False
8/8/2020 3:00:00 AM,8/7/2020 11:00:00 PM,Wind,1098.6,0.01,True
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Coal,23737.4,0.23,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Gas,42843.2,0.42,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Hydro,703.0,0.01,True
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Multiple Fuels,528.6,0.01,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Nuclear,32811.1,0.32,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Oil,203.2,0.00,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Other,25.9,0.00,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Other Renewables,686.0,0.01,True
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Solar,27.2,0.00,True
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Storage,0.0,0.00,False
8/8/2020 2:00:00 AM,8/7/2020 10:00:00 PM,Wind,794.9,0.01,True
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Coal,26024.8,0.24,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Gas,45306.1,0.42,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Hydro,1438.2,0.01,True
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Multiple Fuels,587.3,0.01,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Nuclear,32808.4,0.30,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Oil,218.1,0.00,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Other,25.5,0.00,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Other Renewables,683.9,0.01,True
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Solar,27.4,0.00,True
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Storage,0.0,0.00,False
8/8/2020 1:00:00 AM,8/7/2020 9:00:00 PM,Wind,589.2,0.01,True
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Coal,25940.0,0.23,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Gas,48539.4,0.44,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Hydro,1472.9,0.01,True
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Multiple Fuels,598.1,0.01,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Nuclear,32777.1,0.30,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Oil,227.9,0.00,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Other,33.8,0.00,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Other Renewables,675.4,0.00,True
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Solar,27.1,0.00,True
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Storage,0.0,0.00,False
8/8/2020 12:00:00 AM,8/7/2020 8:00:00 PM,Wind,424.0,0.00,True
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Coal,27313.3,0.24,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Gas,50797.1,0.44,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Hydro,3151.8,0.03,True
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Multiple Fuels,717.7,0.01,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Nuclear,32775.2,0.28,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Oil,229.6,0.00,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Other,31.7,0.00,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Other Renewables,680.4,0.00,True
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Solar,105.0,0.00,True
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Storage,0.0,0.00,False
8/7/2020 11:00:00 PM,8/7/2020 7:00:00 PM,Wind,343.6,0.00,True
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Coal,27856.7,0.23,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Gas,52382.1,0.44,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Hydro,3857.7,0.03,True
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Multiple Fuels,836.2,0.01,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Nuclear,32745.1,0.27,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Oil,228.4,0.00,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Other,34.6,0.00,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Other Renewables,696.2,0.00,True
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Solar,245.7,0.00,True
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Storage,0.0,0.00,False
8/7/2020 10:00:00 PM,8/7/2020 6:00:00 PM,Wind,408.6,0.00,True
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Coal,27843.2,0.23,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Gas,54036.3,0.44,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Hydro,4754.5,0.04,True
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Multiple Fuels,924.1,0.01,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Nuclear,32730.7,0.27,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Oil,231.3,0.00,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Other,32.1,0.00,False
8/7/2020 9:00:00 PM,8/7/2020 5:00:00 PM,Other Renewables,690.8,0.00,True
