datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Coal,18276.5,0.20,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Gas,33255.9,0.37,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Hydro,1897.0,0.02,True
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Multiple Fuels,4.9,0.00,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Nuclear,34005.7,0.38,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Oil,176.8,0.00,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Other,91.6,0.00,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Other Renewables,541.0,0.01,True
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Solar,9.3,0.00,True
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Storage,0.0,0.00,False
1/1/2021 4:00:00 AM,12/31/2020 11:00:00 PM,Wind,2234.5,0.02,True
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Coal,18444.6,0.20,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Gas,35558.8,0.38,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Hydro,1911.1,0.02,True
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Multiple Fuels,5.2,0.00,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Nuclear,33984.2,0.37,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Oil,184.1,0.00,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Other,93.6,0.00,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Other Renewables,552.3,0.01,True
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Solar,9.3,0.00,True
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Storage,0.0,0.00,False
1/1/2021 3:00:00 AM,12/31/2020 10:00:00 PM,Wind,1910.3,0.02,True
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Coal,18636.7,0.20,False
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Gas,37596.3,0.40,False
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Hydro,2455.8,0.03,True
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Multiple Fuels,4.8,0.00,False
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Nuclear,33997.8,0.36,False
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Oil,189.7,0.00,False
1/1/2021 2:00:00 AM,12/31/2020 9:00:00 PM,Other,95.7,0.00,False
