datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Coal,19413.0,0.21,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Gas,38995.2,0.41,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Hydro,1196.4,0.01,True
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Multiple Fuels,789.4,0.01,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Nuclear,32838.1,0.35,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Oil,185.1,0.00,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Other,30.4,0.00,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Other Renewables,524.4,0.00,True
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Solar,8.3,0.00,True
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Storage,0.0,0.00,False
6/19/2020 3:00:00 AM,6/18/2020 11:00:00 PM,Wind,646.4,0.01,True
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Coal,21482.4,0.21,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Gas,43731.8,0.43,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Hydro,1220.7,0.01,True
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Multiple Fuels,787.3,0.01,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Nuclear,33106.9,0.33,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Oil,183.4,0.00,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Other,32.2,0.00,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Other Renewables,521.8,0.00,True
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Solar,8.3,0.00,True
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Storage,0.0,0.00,False
6/19/2020 2:00:00 AM,6/18/2020 10:00:00 PM,Wind,625.7,0.01,True
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Coal,24015.3,0.22,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Gas,45988.8,0.43,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Hydro,1409.8,0.01,True
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Multiple Fuels,793.6,0.01,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Nuclear,33250.1,0.31,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Oil,183.7,0.00,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Other,31.8,0.00,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Other Renewables,524.4,0.00,True
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Solar,8.3,0.00,True
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Storage,0.0,0.00,False
6/19/2020 1:00:00 AM,6/18/2020 9:00:00 PM,Wind,668.6,0.01,True
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Coal,24711.3,0.23,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Gas,47063.3,0.43,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Hydro,1799.6,0.02,True
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Multiple Fuels,790.2,0.01,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Nuclear,33233.5,0.30,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Oil,181.1,0.00,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Other,30.8,0.00,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Other Renewables,525.7,0.00,True
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Solar,8.4,0.00,True
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Storage,0.0,0.00,False
6/19/2020 12:00:00 AM,6/18/2020 8:00:00 PM,Wind,786.4,0.01,True
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Coal,26621.8,0.23,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Gas,48737.9,0.43,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Hydro,2475.8,0.02,True
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Multiple Fuels,787.8,0.01,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Nuclear,33238.8,0.29,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Oil,182.5,0.00,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Other,34.0,0.00,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Other Renewables,523.8,0.00,True
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Solar,260.9,0.00,True
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Storage,0.0,0.00,False
6/18/2020 11:00:00 PM,6/18/2020 7:00:00 PM,Wind,627.0,0.01,True
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Coal,27098.3,0.23,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Gas,49459.3,0.42,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Hydro,3881.7,0.03,True
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Multiple Fuels,805.6,0.01,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Nuclear,33245.2,0.29,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Oil,183.7,0.00,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Other,31.3,0.00,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Other Renewables,533.0,0.00,True
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Solar,780.0,0.01,True
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Storage,0.0,0.00,False
6/18/2020 10:00:00 PM,6/18/2020 6:00:00 PM,Wind,564.7,0.00,True
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Coal,26700.6,0.23,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Gas,49043.0,0.42,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Hydro,4705.1,0.04,True
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Multiple Fuels,805.4,0.01,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Nuclear,33260.5,0.29,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Oil,184.7,0.00,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Other,27.5,0.00,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Other Renewables,551.3,0.00,True
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Solar,902.4,0.01,True
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Storage,0.0,0.00,False
6/18/2020 9:00:00 PM,6/18/2020 5:00:00 PM,Wind,502.1,0.00,True
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Coal,26442.8,0.23,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Gas,48737.7,0.42,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Hydro,4459.0,0.04,True
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Multiple Fuels,836.0,0.01,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Nuclear,33216.6,0.29,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Oil,184.5,0.00,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Other,29.9,0.00,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Other Renewables,557.4,0.00,True
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Solar,1092.8,0.01,True
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Storage,0.0,0.00,False
6/18/2020 8:00:00 PM,6/18/2020 4:00:00 PM,Wind,515.7,0.00,True
6/18/2020 7:00:00 PM,6/18/2020 3:00:00 PM,Coal,25284.4,0.22,False
6/18/2020 7:00:00 PM,6/18/2020 3:00:00 PM,Gas,48417.1,0.42,False
