datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Coal,15940.6,0.20,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Gas,28419.6,0.36,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Hydro,594.5,0.01,True
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Multiple Fuels,569.6,0.01,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Nuclear,29665.7,0.38,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Oil,158.2,0.00,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Other,45.2,0.00,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Other Renewables,572.7,0.01,True
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Solar,1.2,0.00,True
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Storage,0.0,0.00,False
10/21/2020 3:00:00 AM,10/20/2020 11:00:00 PM,Wind,3094.9,0.04,True
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Coal,17643.1,0.21,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Gas,30957.8,0.37,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Hydro,673.9,0.01,True
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Multiple Fuels,651.9,0.01,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Nuclear,29607.9,0.36,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Oil,166.5,0.00,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Other,43.9,0.00,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Other Renewables,572.9,0.01,True
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Solar,1.1,0.00,True
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Storage,0.0,0.00,False
10/21/2020 2:00:00 AM,10/20/2020 10:00:00 PM,Wind,2333.3,0.03,True
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Coal,18401.1,0.21,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Gas,32936.1,0.38,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Hydro,712.0,0.01,True
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Multiple Fuels,1312.7,0.02,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Nuclear,29567.1,0.34,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Oil,166.0,0.00,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Other,31.8,0.00,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Other Renewables,588.6,0.01,True
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Solar,1.1,0.00,True
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Storage,0.0,0.00,False
10/21/2020 1:00:00 AM,10/20/2020 9:00:00 PM,Wind,2825.0,0.03,True
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Coal,18534.8,0.20,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Gas,36114.6,0.40,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Hydro,2331.8,0.03,True
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Multiple Fuels,1352.7,0.01,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Nuclear,29524.4,0.32,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Oil,164.9,0.00,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Other,43.5,0.00,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Other Renewables,580.1,0.01,True
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Solar,1.1,0.00,True
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Storage,0.0,0.00,False
10/21/2020 12:00:00 AM,10/20/2020 8:00:00 PM,Wind,2571.3,0.03,True
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Coal,18574.4,0.20,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Gas,37597.4,0.40,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Hydro,3196.6,0.03,True
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Multiple Fuels,1346.6,0.01,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Nuclear,29508.0,0.32,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Oil,167.4,0.00,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Other,57.5,0.00,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Other Renewables,593.2,0.01,True
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Solar,1.1,0.00,True
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Storage,0.0,0.00,False
10/20/2020 11:00:00 PM,10/20/2020 7:00:00 PM,Wind,2556.0,0.03,True
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Coal,18286.3,0.20,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Gas,35318.6,0.39,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Hydro,2947.5,0.03,True
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Multiple Fuels,1205.2,0.01,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Nuclear,29467.3,0.32,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Oil,163.4,0.00,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Other,42.8,0.00,False
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Other Renewables,600.7,0.01,True
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Solar,2.1,0.00,True
10/20/2020 10:00:00 PM,10/20/2020 6:00:00 PM,Storage,0.0,0.00,False
