datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Coal,21076.6,0.20,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Gas,41256.8,0.40,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Hydro,924.9,0.01,True
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Multiple Fuels,698.7,0.01,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Nuclear,32740.6,0.32,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Oil,288.0,0.00,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Other,25.6,0.00,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Other Renewables,666.9,0.01,True
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Solar,10.7,0.00,True
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Storage,0.0,0.00,False
9/4/2020 3:00:00 AM,9/3/2020 11:00:00 PM,Wind,5298.6,0.05,True
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Coal,23114.6,0.21,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Gas,44895.6,0.41,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Hydro,1043.0,0.01,True
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Multiple Fuels,721.3,0.01,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Nuclear,32712.1,0.30,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Oil,413.1,0.00,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Other,31.9,0.00,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Other Renewables,652.2,0.00,True
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Solar,10.7,0.00,True
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Storage,0.0,0.00,False
9/4/2020 2:00:00 AM,9/3/2020 10:00:00 PM,Wind,5284.0,0.05,True
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Coal,25710.9,0.22,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Gas,47074.1,0.41,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Hydro,1824.5,0.02,True
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Multiple Fuels,1383.4,0.01,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Nuclear,32707.3,0.28,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Oil,437.6,0.00,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Other,47.8,0.00,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Other Renewables,659.5,0.00,True
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Solar,10.7,0.00,True
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Storage,0.0,0.00,False
9/4/2020 1:00:00 AM,9/3/2020 9:00:00 PM,Wind,5309.7,0.05,True
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Coal,27031.7,0.22,False
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Gas,50545.2,0.42,False
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Hydro,3382.0,0.03,True
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Multiple Fuels,1379.0,0.01,False
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Nuclear,32681.6,0.27,False
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Oil,431.1,0.00,False
9/4/2020 12:00:00 AM,9/3/2020 8:00:00 PM,Other,27.9,0.00,False
