datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Coal,23149.5,0.25,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Gas,30188.5,0.33,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Hydro,813.0,0.01,True
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Multiple Fuels,258.2,0.00,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Nuclear,33223.1,0.36,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Oil,187.7,0.00,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Other,38.7,0.00,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Other Renewables,703.9,0.01,True
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Solar,4.6,0.00,True
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Storage,0.0,0.00,False
6/16/2021 3:00:00 AM,6/15/2021 11:00:00 PM,Wind,3745.4,0.04,True
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Coal,26102.4,0.26,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Gas,36051.5,0.36,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Hydro,716.0,0.01,True
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Multiple Fuels,337.2,0.00,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Nuclear,33207.5,0.33,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Oil,195.3,0.00,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Other,38.5,0.00,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Other Renewables,700.7,0.01,True
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Solar,4.8,0.00,True
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Storage,0.0,0.00,False
6/16/2021 2:00:00 AM,6/15/2021 10:00:00 PM,Wind,3833.0,0.04,True
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Coal,27560.1,0.26,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Gas,39124.9,0.37,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Hydro,1548.4,0.01,True
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Multiple Fuels,335.2,0.00,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Nuclear,33197.4,0.31,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Oil,201.5,0.00,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Other,39.4,0.00,False
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Other Renewables,674.4,0.01,True
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Solar,4.8,0.00,True
6/16/2021 1:00:00 AM,6/15/2021 9:00:00 PM,Storage,0.0,0.00,False
