datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Coal,9592.4,0.13,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Gas,26001.7,0.36,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Hydro,1694.0,0.02,True
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Multiple Fuels,3.3,0.00,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Nuclear,28938.3,0.40,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Oil,218.0,0.00,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Other,61.6,0.00,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Other Renewables,590.7,0.01,True
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Solar,3.7,0.00,True
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Storage,0.0,0.00,False
4/30/2020 3:00:00 AM,4/29/2020 11:00:00 PM,Wind,5771.7,0.08,True
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Coal,10121.0,0.13,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Gas,28142.4,0.37,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Hydro,1985.3,0.03,True
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Multiple Fuels,87.1,0.00,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Nuclear,28911.5,0.38,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Oil,217.9,0.00,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Other,78.6,0.00,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Other Renewables,575.5,0.01,True
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Solar,3.7,0.00,True
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Storage,0.0,0.00,False
4/30/2020 2:00:00 AM,4/29/2020 10:00:00 PM,Wind,5950.7,0.08,True
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Coal,11010.1,0.14,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Gas,30272.9,0.38,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Hydro,2596.5,0.03,True
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Multiple Fuels,699.9,0.01,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Nuclear,29038.5,0.36,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Oil,212.8,0.00,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Other,93.4,0.00,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Other Renewables,564.2,0.01,True
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Solar,3.7,0.00,True
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Storage,0.0,0.00,False
4/30/2020 1:00:00 AM,4/29/2020 9:00:00 PM,Wind,6054.4,0.08,True
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Coal,11573.0,0.14,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Gas,30891.6,0.37,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Hydro,3394.0,0.04,True
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Multiple Fuels,706.9,0.01,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Nuclear,29047.0,0.35,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Oil,213.9,0.00,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Other,79.0,0.00,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Other Renewables,560.9,0.01,True
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Solar,3.7,0.00,True
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Storage,0.0,0.00,False
4/30/2020 12:00:00 AM,4/29/2020 8:00:00 PM,Wind,6000.4,0.07,True
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Coal,11007.5,0.14,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Gas,30091.1,0.37,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Hydro,3003.9,0.04,True
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Multiple Fuels,706.2,0.01,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Nuclear,29026.8,0.36,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Oil,209.6,0.00,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Other,93.1,0.00,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Other Renewables,562.0,0.01,True
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Solar,31.0,0.00,True
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Storage,0.0,0.00,False
4/29/2020 11:00:00 PM,4/29/2020 7:00:00 PM,Wind,6532.5,0.08,True
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Coal,11001.4,0.14,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Gas,29874.1,0.37,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Hydro,2656.9,0.03,True
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Multiple Fuels,690.1,0.01,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Nuclear,29009.9,0.36,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Oil,209.6,0.00,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Other,88.1,0.00,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Other Renewables,550.8,0.01,True
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Solar,403.8,0.00,True
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Storage,0.0,0.00,False
4/29/2020 10:00:00 PM,4/29/2020 6:00:00 PM,Wind,6712.2,0.08,True
4/29/2020 9:00:00 PM,4/29/2020 5:00:00 PM,Coal,11238.4,0.14,False
4/29/2020 9:00:00 PM,4/29/2020 5:00:00 PM,Gas,28892.5,0.36,False
