datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Coal,10607.8,0.15,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Gas,26352.2,0.36,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Hydro,1558.6,0.02,True
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Multiple Fuels,3.2,0.00,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Nuclear,27712.0,0.38,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Oil,203.9,0.00,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Other,51.5,0.00,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Other Renewables,616.2,0.01,True
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Solar,1.6,0.00,True
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Storage,0.0,0.00,False
4/5/2021 3:00:00 AM,4/4/2021 11:00:00 PM,Wind,5631.9,0.08,True
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Coal,11283.0,0.15,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Gas,28229.4,0.38,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Hydro,1806.9,0.02,True
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Multiple Fuels,3.2,0.00,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Nuclear,27749.6,0.37,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Oil,200.8,0.00,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Other,54.8,0.00,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Other Renewables,610.4,0.01,True
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Solar,1.6,0.00,True
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Storage,0.0,0.00,False
4/5/2021 2:00:00 AM,4/4/2021 10:00:00 PM,Wind,5259.1,0.07,True
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Coal,12297.4,0.16,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Gas,29440.6,0.38,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Hydro,2213.1,0.03,True
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Multiple Fuels,352.2,0.00,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Nuclear,27964.0,0.36,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Oil,199.7,0.00,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Other,52.4,0.00,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Other Renewables,610.8,0.01,True
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Solar,1.6,0.00,True
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Storage,0.0,0.00,False
4/5/2021 1:00:00 AM,4/4/2021 9:00:00 PM,Wind,4351.4,0.06,True
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Coal,12618.6,0.16,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Gas,30672.2,0.39,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Hydro,2981.5,0.04,True
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Multiple Fuels,342.2,0.00,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Nuclear,28200.5,0.36,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Oil,197.9,0.00,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Other,55.3,0.00,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Other Renewables,622.1,0.01,True
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Solar,1.6,0.00,True
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Storage,0.0,0.00,False
4/5/2021 12:00:00 AM,4/4/2021 8:00:00 PM,Wind,3385.6,0.04,True
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Coal,11728.8,0.16,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Gas,28796.9,0.38,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Hydro,2179.1,0.03,True
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Multiple Fuels,337.2,0.00,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Nuclear,28270.7,0.37,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Oil,199.7,0.00,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Other,57.5,0.00,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Other Renewables,617.2,0.01,True
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Solar,36.4,0.00,True
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Storage,0.0,0.00,False
4/4/2021 11:00:00 PM,4/4/2021 7:00:00 PM,Wind,3267.2,0.04,True
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Coal,11191.8,0.15,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Gas,27941.3,0.37,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Hydro,2030.7,0.03,True
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Multiple Fuels,335.2,0.00,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Nuclear,28275.2,0.38,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Oil,201.1,0.00,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Other,58.7,0.00,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Other Renewables,620.0,0.01,True
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Solar,813.4,0.01,True
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Storage,0.0,0.00,False
4/4/2021 10:00:00 PM,4/4/2021 6:00:00 PM,Wind,3610.2,0.05,True
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Coal,10540.2,0.14,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Gas,25259.3,0.35,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Hydro,1811.5,0.02,True
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Multiple Fuels,734.0,0.01,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Nuclear,28275.5,0.39,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Oil,203.7,0.00,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Other,53.9,0.00,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Other Renewables,634.8,0.01,True
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Solar,1954.9,0.03,True
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Storage,0.0,0.00,False
4/4/2021 9:00:00 PM,4/4/2021 5:00:00 PM,Wind,3413.3,0.05,True
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Coal,10375.4,0.14,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Gas,25040.9,0.35,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Hydro,1586.6,0.02,True
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Multiple Fuels,734.1,0.01,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Nuclear,28300.5,0.39,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Oil,207.4,0.00,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Other,57.5,0.00,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Other Renewables,632.5,0.01,True
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Solar,2327.8,0.03,True
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Storage,0.0,0.00,False
4/4/2021 8:00:00 PM,4/4/2021 4:00:00 PM,Wind,3044.7,0.04,True
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Coal,10299.1,0.14,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Gas,24365.5,0.34,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Hydro,1554.3,0.02,True
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Multiple Fuels,736.1,0.01,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Nuclear,28308.2,0.40,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Oil,207.5,0.00,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Other,56.7,0.00,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Other Renewables,614.7,0.01,True
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Solar,2396.3,0.03,True
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Storage,0.0,0.00,False
4/4/2021 7:00:00 PM,4/4/2021 3:00:00 PM,Wind,2636.7,0.04,True
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Coal,10737.0,0.15,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Gas,25779.3,0.36,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Hydro,1614.2,0.02,True
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Multiple Fuels,518.3,0.01,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Nuclear,28337.5,0.39,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Oil,210.7,0.00,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Other,55.1,0.00,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Other Renewables,620.2,0.01,True
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Solar,2519.1,0.03,True
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Storage,0.0,0.00,False
4/4/2021 6:00:00 PM,4/4/2021 2:00:00 PM,Wind,2137.0,0.03,True
4/4/2021 5:00:00 PM,4/4/2021 1:00:00 PM,Coal,10908.9,0.15,False
4/4/2021 5:00:00 PM,4/4/2021 1:00:00 PM,Gas,27336.5,0.37,False
4/4/2021 5:00:00 PM,4/4/2021 1:00:00 PM,Hydro,1645.8,0.02,True
