date,q_0.10,q_0.25,q_0.50,q_0.75,q_0.90
2020-02-01,0.021069833358488,0.03229360045915908,0.045242729729593756,0.0603073086223328,0.07472328852150278
2020-02-02,0.015651483238791175,0.023114854519206363,0.037789766211157816,0.052817956153693,0.06305424670335691
2020-02-03,-0.011937482554184475,-0.0019949219968820042,0.011057693148172398,0.02384307167838806,0.03367658430526099
2020-02-04,-0.012501008124360169,-0.0015961704520437436,0.00937190001098498,0.021012555306134773,0.03228959675598142
2020-02-05,0.0029465405569532033,0.009157328432312428,0.01819970276957361,0.026540565503086255,0.03190952392347357
2020-02-06,-0.011855986481620562,-0.002071105202271939,0.009645217227941316,0.02110164185940866,0.03009245729104648
2020-02-07,-0.015357429335872474,-0.0037462503254119817,0.00434888520217358,0.01848159238961733,0.0274125649769158
2020-02-08,0.049335650780929274,0.0578561899776725,0.06895372417160728,0.07667263969783433,0.08258348048218045
2020-02-09,0.017261731766745503,0.02726759786319022,0.03937161239780018,0.05334368286937019,0.06551257436772095
2020-02-10,-0.02670396814044773,-0.015100865541223918,-0.00319262830015532,0.01483687567652614,0.024068804999139326
2020-02-11,-0.010356410218959722,-0.0022595872352562107,0.012899008149148572,0.025777008157060854,0.03537772035896436
2020-02-12,-0.010666630255186105,0.002129773223972009,0.010291678068485077,0.019668027841832636,0.028110691110643904
2020-02-13,-0.01457775643646686,-0.005764581252701628,0.007909993213331412,0.01786808946395113,0.024518828736808884
2020-02-14,0.030959448181589022,0.03990497140145011,0.052747324339226465,0.06165146529544052,0.0693513420178602
2020-02-15,0.015353697598238125,0.027745523010218598,0.03766377627474904,0.046382346644534334,0.059361595605699646
2020-02-16,-0.024917269967466016,-0.011939317500724522,0.004186105712334687,0.02002349679644788,0.030709804227084248
2020-02-17,-0.06437976653108257,-0.03833209477185817,-0.014619066748117415,0.010706115878992395,0.02886163973961664
2020-02-18,-0.02686087979649443,-0.013638495274038931,-0.00526686021997147,0.003888995508332438,0.012001391563184027
2020-02-19,0.006823096836666043,0.014090920826791864,0.023345539155879003,0.032627457138332705,0.04097669369449408
2020-02-20,0.009414293745396374,0.017869509336836842,0.025914259896791414,0.03321766592613984,0.039678067390122695
2020-02-21,-0.01904563355180877,-0.010918329568248009,0.0018409677261802537,0.01126595113439366,0.01908917534113541
2020-02-22,-0.01111580033279469,0.011282794735670287,0.02516774334670513,0.0431146351978513,0.06013560749455049
