date,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-10-22,153475.0,61123.0,315430.0
2020-10-23,188283.0,67782.0,373516.0
2020-10-24,198824.0,77117.0,395660.0
2020-10-25,147587.0,66355.0,291024.0
2020-10-26,131120.0,62283.0,289079.0
2020-10-27,138202.0,61665.0,299121.0
2020-10-28,139111.0,64429.0,306812.0
2020-10-29,154274.0,65829.0,325472.0
2020-10-30,185876.0,73208.0,376550.0
2020-10-31,170624.0,76313.0,352490.0
2020-11-01,144050.0,61104.0,280280.0
2020-11-02,135295.0,61311.0,293698.0
2020-11-03,147129.0,60036.0,304741.0
2020-11-04,136074.0,54398.0,281739.0
2020-11-05,140134.0,53718.0,284753.0
2020-11-06,173430.0,59017.0,338399.0
2020-11-07,181823.0,66594.0,354408.0
2020-11-08,135339.0,59181.0,267364.0
2020-11-09,118131.0,54095.0,258109.0
2020-11-10,129234.0,53889.0,271146.0
2020-11-11,143912.0,58090.0,299517.0
2020-11-12,148409.0,57286.0,302215.0
2020-11-13,180543.0,65493.0,360446.0
2020-11-14,188784.0,73119.0,373326.0
2020-11-15,140623.0,65112.0,281419.0
2020-11-16,123111.0,56938.0,268263.0
2020-11-17,132589.0,55222.0,276468.0
2020-11-18,136750.0,56308.0,283595.0
2020-11-19,147985.0,59431.0,304607.0
2020-11-20,174162.0,63702.0,345484.0
2020-11-21,180960.0,72059.0,363697.0
2020-11-22,142091.0,63513.0,281969.0
