"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
SWPP,"2/15/2021 7 p.m. CST",3031,12,2009,43,1067,12212,17564,2037
SWPP,"2/15/2021 8 p.m. CST",3190,0,2007,43,1023,11790,17340,2036
SWPP,"2/15/2021 9 p.m. CST",3389,0,1999,43,1057,12108,16948,2036
SWPP,"2/15/2021 10 p.m. CST",3713,0,1919,43,955,11779,16802,2037
SWPP,"2/15/2021 11 p.m. CST",4132,0,1241,43,810,11513,17005,2036
SWPP,"2/16/2021 12 a.m. CST",4246,0,1119,43,782,10697,17139,2037
SWPP,"2/16/2021 1 a.m. CST",4170,0,1075,43,740,10182,16614,2037
SWPP,"2/16/2021 2 a.m. CST",4559,0,1071,42,747,10328,16786,2036
SWPP,"2/16/2021 3 a.m. CST",4603,0,1062,42,730,10439,16877,2037
SWPP,"2/16/2021 4 a.m. CST",4644,0,1059,42,723,10968,16422,2037
SWPP,"2/16/2021 5 a.m. CST",4485,0,1055,42,817,10743,16010,2037
SWPP,"2/16/2021 6 a.m. CST",4723,0,1113,42,937,10854,16187,2036
SWPP,"2/16/2021 7 a.m. CST",4277,0,1827,41,955,11897,16600,2036
SWPP,"2/16/2021 8 a.m. CST",4463,0,2016,41,922,12212,16792,2036
SWPP,"2/16/2021 9 a.m. CST",4320,4,2000,38,885,10850,16856,2036
SWPP,"2/16/2021 10 a.m. CST",3804,10,1889,38,870,10657,16720,2037
SWPP,"2/16/2021 11 a.m. CST",4331,32,1683,38,828,10603,17142,2037
SWPP,"2/16/2021 12 p.m. CST",4207,46,1634,39,780,10135,16330,2037
SWPP,"2/16/2021 1 p.m. CST",4264,50,1628,42,694,9869,15131,2037
SWPP,"2/16/2021 2 p.m. CST",5160,118,1589,42,512,9665,14538,2037
SWPP,"2/16/2021 3 p.m. CST",5332,121,1463,42,496,9240,15186,2037
SWPP,"2/16/2021 4 p.m. CST",5282,119,1393,42,460,8904,15634,2037
SWPP,"2/16/2021 5 p.m. CST",5185,155,1441,41,433,9044,16106,2037
SWPP,"2/16/2021 6 p.m. CST",5057,109,1700,44,465,8915,16724,2037
SWPP,"2/16/2021 7 p.m. CST",4922,8,1776,48,652,9698,17261,2037
SWPP,"2/16/2021 8 p.m. CST",4904,0,1764,43,696,9301,16720,2037
SWPP,"2/16/2021 9 p.m. CST",4698,0,1756,44,675,9464,16763,2037
SWPP,"2/16/2021 10 p.m. CST",4295,0,1631,44,653,9483,16561,2037
SWPP,"2/16/2021 11 p.m. CST",3660,0,1101,44,631,9770,16600,2037
SWPP,"2/17/2021 12 a.m. CST",2996,0,992,44,586,9436,16470,2036
SWPP,"2/17/2021 1 a.m. CST",2656,0,975,43,600,9230,16147,2037
SWPP,"2/17/2021 2 a.m. CST",2295,0,977,43,568,9179,15904,2037
SWPP,"2/17/2021 3 a.m. CST",1958,0,931,43,552,8831,15894,2037
SWPP,"2/17/2021 4 a.m. CST",1885,0,956,43,576,8773,16001,2037
SWPP,"2/17/2021 5 a.m. CST",1752,0,956,43,633,9048,16097,2037
SWPP,"2/17/2021 6 a.m. CST",1630,0,974,43,755,9734,16220,2036
SWPP,"2/17/2021 7 a.m. CST",1479,0,1515,43,857,9673,16607,2037
SWPP,"2/17/2021 8 a.m. CST",1307,0,1644,43,857,10079,16897,2037
SWPP,"2/17/2021 9 a.m. CST",1020,23,1643,43,911,10927,17050,2037
SWPP,"2/17/2021 10 a.m. CST",851,147,1735,43,1027,10270,17010,2037
SWPP,"2/17/2021 11 a.m. CST",708,168,1637,42,947,9993,16863,2036
SWPP,"2/17/2021 12 p.m. CST",581,183,1598,43,896,9977,16937,2036
SWPP,"2/17/2021 1 p.m. CST",486,197,1541,44,694,9465,16630,2037
SWPP,"2/17/2021 2 p.m. CST",519,203,1469,44,558,9303,16387,2037
SWPP,"2/17/2021 3 p.m. CST",631,207,1465,44,507,9156,16505,2037
SWPP,"2/17/2021 4 p.m. CST",639,210,1599,44,527,8974,16720,2037
SWPP,"2/17/2021 5 p.m. CST",690,200,1610,44,518,8809,16806,2037
SWPP,"2/17/2021 6 p.m. CST",787,103,1610,44,556,8964,16767,2037
SWPP,"2/17/2021 7 p.m. CST",975,2,1592,45,616,9828,16907,2037
SWPP,"2/17/2021 8 p.m. CST",911,0,1575,45,585,9876,16468,2037
SWPP,"2/17/2021 9 p.m. CST",1510,0,1561,45,546,9499,15842,2037
SWPP,"2/17/2021 10 p.m. CST",1902,0,1559,50,609,9478,15820,2037
SWPP,"2/17/2021 11 p.m. CST",2158,0,1158,44,507,8810,15701,2037
SWPP,"2/18/2021 12 a.m. CST",2556,0,880,44,524,8540,15368,2037
SWPP,"2/18/2021 1 a.m. CST",2859,0,788,44,408,8200,15243,2037
SWPP,"2/18/2021 2 a.m. CST",3110,0,808,44,359,8156,15574,2037
SWPP,"2/18/2021 3 a.m. CST",3624,0,808,44,353,8268,15851,2037
SWPP,"2/18/2021 4 a.m. CST",4396,0,828,44,364,8217,15409,2037
SWPP,"2/18/2021 5 a.m. CST",5128,0,1382,44,444,8114,14965,2037
SWPP,"2/18/2021 6 a.m. CST",5625,0,1404,43,504,8163,14587,2036
SWPP,"2/18/2021 7 a.m. CST",5689,0,1453,43,577,8525,15782,2036
SWPP,"2/18/2021 8 a.m. CST",5354,0,1458,43,621,8821,17050,2036
SWPP,"2/18/2021 9 a.m. CST",4877,6,1468,43,707,9188,17723,2037
SWPP,"2/18/2021 10 a.m. CST",3827,16,1529,43,712,9474,17705,2043
SWPP,"2/18/2021 11 a.m. CST",3398,36,1523,45,775,9604,17457,2039
SWPP,"2/18/2021 12 p.m. CST",3504,52,1385,47,637,9210,17231,2037
SWPP,"2/18/2021 1 p.m. CST",3968,58,1325,44,546,8418,16690,2037
SWPP,"2/18/2021 2 p.m. CST",3918,82,1320,44,538,8400,15852,2037
SWPP,"2/18/2021 3 p.m. CST",4036,102,1316,44,532,8325,15656,2037
SWPP,"2/18/2021 4 p.m. CST",3879,99,1336,44,535,8340,14834,2037
SWPP,"2/18/2021 5 p.m. CST",3428,105,1337,46,573,8497,15789,2037
SWPP,"2/18/2021 6 p.m. CST",2550,80,1348,48,589,9008,16615,2037
SWPP,"2/18/2021 7 p.m. CST",2463,8,1456,49,614,9794,16878,2037
SWPP,"2/18/2021 8 p.m. CST",2472,0,1454,44,536,9144,16792,2037
SWPP,"2/18/2021 9 p.m. CST",2413,0,1456,42,685,10005,16612,2037
SWPP,"2/18/2021 10 p.m. CST",2248,0,1416,38,659,10304,16122,2037
SWPP,"2/18/2021 11 p.m. CST",2245,0,997,38,667,9908,16037,2037
SWPP,"2/19/2021 12 a.m. CST",2727,0,802,39,611,9018,16036,2037
