LMP,Load,temperature
25.04,46067.73,1.30
26.31,47212.22,1.30
22.83,49562.70,1.30
23.75,52989.73,1.20
29.35,55313.04,1.10
31.62,55798.18,1.00
29.20,55076.46,0.70
26.97,53958.08,0.40
25.35,52530.39,0.20
22.20,50972.10,0.10
21.42,49377.00,0.20
19.53,47864.30,1.30
18.64,46965.81,2.60
19.43,47374.84,3.80
21.48,49490.60,4.80
28.67,52208.89,5.70
27.63,52695.06,6.30
28.16,52562.96,6.60
30.66,51725.84,6.50
23.38,49879.33,5.70
21.04,48296.59,3.20
20.21,47544.82,1.80
19.73,47504.05,1.40
19.83,47835.28,1.00
20.01,48505.68,0.70
20.92,50016.60,0.40
21.78,52764.95,0.00
23.50,56546.61,-0.40
28.81,58597.85,-0.80
29.32,57382.32,-1.10
20.07,54460.47,-1.20
19.29,51606.63,-1.30
19.10,49087.91,-1.40
18.34,47154.76,-1.40
17.44,45491.69,-0.80
17.30,44281.33,1.60
16.80,43886.72,4.10
17.60,44508.94,7.50
20.85,46667.03,9.30
32.73,49073.82,10.30
24.90,49458.32,10.90
20.64,49267.50,11.10
18.15,48337.71,10.80
17.27,46442.68,9.90
16.89,44937.64,7.90
17.03,44195.69,6.80
15.57,44223.53,5.90
15.91,44652.13,5.10
16.94,45572.62,4.40
17.63,47290.94,3.80
20.44,50321.51,3.30
36.52,54283.42,2.70
38.54,56375.79,2.10
21.01,55037.55,1.50
20.54,51873.76,1.00
19.29,48584.36,0.60
19.74,45831.35,0.20
18.30,43411.48,-0.10
17.30,41384.07,0.40
16.17,40052.04,3.40
16.11,39352.76,6.00
15.88,39477.19,9.80
18.59,40833.81,11.90
28.70,43764.97,13.10
19.47,44447.23,13.90
19.69,44628.27,14.20
20.10,43830.13,14.00
15.51,42235.00,12.50
17.24,40789.03,8.40
17.36,39976.48,7.00
17.76,39756.12,6.50
17.32,39925.23,6.00
17.47,40508.78,5.50
18.27,41799.87,4.90
18.54,44439.30,4.40
42.48,48213.29,3.90
25.48,50235.45,3.70
18.65,49225.95,3.60
17.97,46980.25,4.20
17.42,44681.03,4.70
16.56,42790.88,5.20
15.06,41334.36,5.50
13.57,40224.64,6.10
11.51,39381.71,8.80
2.31,38871.47,11.80
12.72,38985.44,15.10
17.07,40060.73,17.40
24.39,42383.85,18.70
25.54,42826.09,19.30
29.26,42643.77,19.20
22.83,41931.44,18.40
20.73,40524.53,16.40
21.11,39303.43,12.80
19.34,38635.06,11.50
18.17,38579.58,10.90
17.25,38854.63,10.30
18.48,39676.61,9.30
17.77,41233.98,8.20
17.48,44102.88,7.10
20.39,48012.68,5.90
56.69,50378.09,5.00
28.28,49984.70,4.30
22.03,48527.88,3.70
18.08,47179.12,3.20
17.13,45846.14,2.80
15.68,44503.39,2.40
16.46,43271.61,2.70
13.94,42248.20,5.40
13.98,41710.98,8.50
13.92,41837.70,11.90
16.65,43163.59,13.30
43.06,45413.42,13.90
21.76,45821.57,14.20
22.37,45939.72,14.10
23.09,45529.04,13.70
19.94,44567.24,12.50
18.98,43439.82,9.70
19.78,42553.98,8.10
25.17,42081.46,7.10
22.23,42016.92,6.10
23.83,42437.00,5.10
27.66,43388.02,4.20
27.17,44916.63,3.60
26.29,47091.55,2.80
63.63,48864.10,2.10
149.49,49163.07,1.60
29.11,47560.78,1.30
29.62,45277.14,0.80
19.79,42897.94,0.40
19.45,40903.42,-0.10
17.91,39068.43,0.50
18.02,37663.23,3.70
18.38,37012.55,6.80
21.77,37147.99,10.80
26.68,38656.74,12.80
29.10,40861.23,13.60
27.77,41490.23,14.10
53.92,41630.88,14.20
59.75,41401.52,13.90
30.42,40803.65,12.30
27.07,40076.27,9.70
335.06,39314.26,9.60
22.53,39051.44,9.90
21.17,38942.76,10.10
21.68,39228.41,9.40
50.52,39835.98,7.80
22.10,40749.87,6.60
21.52,42206.52,5.90
22.98,43730.46,5.30
35.15,44210.36,4.50
28.43,43088.93,4.30
26.46,41385.78,4.30
18.69,39674.53,3.70
18.03,38315.25,3.00
17.94,37086.99,3.30
17.68,36219.02,6.60
17.54,35802.86,9.00
17.79,35948.92,12.70
20.43,37314.00,15.70
30.84,39714.33,17.00
26.69,40305.55,17.50
26.30,40354.33,17.50
20.59,40176.48,17.00
18.04,39227.06,15.00
16.67,38409.03,11.50
16.43,37997.70,10.50
2.69,38046.89,10.20
11.72,38365.32,9.80
13.76,39026.17,9.10
13.46,40358.14,8.30
15.71,42567.16,7.60
17.01,45040.01,6.60
17.84,46606.12,5.70
17.57,46618.18,5.00
16.80,45485.95,4.70
16.47,44183.51,4.50
16.53,42805.24,4.40
15.55,41382.10,4.40
17.31,39976.25,5.50
17.12,38963.03,9.90
17.62,38527.60,13.10
17.08,38601.59,16.30
17.10,39440.69,18.20
17.39,41177.63,19.20
18.14,41126.21,19.60
17.11,40246.88,19.40
15.33,38774.41,18.50
1.52,36684.92,17.10
1.67,34622.55,15.50
0.56,33031.01,14.70
-0.14,32133.10,14.50
-0.50,31702.45,14.60
-0.52,31675.19,14.80
-0.53,32510.19,15.00
0.67,34510.16,15.20
16.61,37626.70,15.20
19.86,39571.07,15.30
18.08,40095.20,15.20
17.80,40744.65,15.20
17.40,41421.13,15.00
17.25,41765.33,14.90
16.87,41834.03,14.90
16.32,41866.60,15.20
16.80,41731.61,16.50
17.03,41753.15,17.80
17.03,41950.08,19.50
17.24,42866.09,20.60
20.53,43892.65,21.40
27.76,43237.63,21.70
49.16,42152.17,21.70
30.06,40696.50,21.10
28.62,38540.36,19.80
25.97,36556.46,16.80
186.89,35152.77,15.50
25.18,34489.61,14.90
38.13,34179.62,14.30
21.21,34376.39,13.70
24.84,35240.96,13.40
22.64,37377.47,13.00
27.10,40610.00,12.80
25.32,42577.26,12.40
30.02,43279.14,12.10
66.66,43685.37,11.90
27.85,43826.82,11.80
22.02,43820.43,11.60
21.55,43650.80,11.20
20.19,43075.48,11.80
19.48,42734.05,13.80
20.28,42741.48,16.00
37.68,43260.71,18.30
25.77,44355.33,19.90
34.30,45368.78,20.60
17.76,44852.18,21.00
16.71,43890.24,20.90
17.90,42253.20,20.40
17.42,39985.00,19.20
17.38,37725.86,16.90
16.78,36207.80,15.90
16.30,35269.40,15.30
14.71,34847.72,14.80
15.20,34780.16,14.50
13.42,35393.55,14.30
14.85,37228.67,14.20
21.86,40178.49,14.10
18.64,41817.16,14.20
19.48,42025.07,14.20
19.38,41984.64,14.40
63.34,41752.18,14.50
24.51,41654.97,14.30
310.74,41187.59,14.10
27.22,40908.33,14.70
24.87,40429.26,16.00
18.82,40197.24,17.40
18.86,40445.69,18.50
43.41,41234.96,19.10
45.86,42249.38,19.30
24.65,41694.55,19.60
21.63,40785.46,19.60
23.43,39436.58,19.40
17.80,37482.99,19.00
16.45,35518.08,17.70
16.35,34119.19,16.90
16.29,33204.55,16.60
16.83,32807.52,16.20
16.82,32843.40,16.00
16.96,33527.80,15.80
17.32,35312.05,15.50
17.42,38245.71,15.40
18.07,40058.91,15.20
18.32,40506.42,15.00
17.68,40864.64,14.50
18.23,40883.89,14.20
18.78,40897.89,13.90
19.68,40786.92,13.50
22.60,40715.54,14.00
20.54,40579.30,16.00
19.81,40638.50,18.70
19.47,40805.89,21.20
21.45,41170.62,22.30
26.02,41896.84,23.00
22.26,41268.66,23.30
19.32,40276.60,23.10
18.74,39206.15,22.70
19.93,37684.78,21.60
19.91,36051.87,19.90
19.09,34646.72,18.70
18.75,33672.58,17.70
18.10,33115.90,17.00
17.83,32938.50,16.50
17.71,33154.89,16.10
17.57,33945.45,15.70
18.24,35140.92,15.30
18.44,36535.50,14.80
19.52,38080.83,14.50
19.66,39379.21,14.30
21.37,40097.11,14.10
19.62,40189.13,13.90
22.57,39956.20,13.70
19.00,39412.39,13.90
18.35,38906.33,15.00
17.89,38690.72,16.30
18.61,38812.70,18.00
30.59,39604.92,19.60
24.69,40458.09,20.60
28.47,40038.26,20.70
18.68,39350.48,20.30
18.29,38381.73,19.60
17.63,37021.03,18.70
17.23,35500.41,17.20
17.53,34158.66,16.50
17.02,33078.93,16.10
17.32,32333.71,15.90
16.83,31977.96,15.60
17.61,31980.95,15.40
16.85,32304.53,15.30
17.01,33056.10,15.30
18.64,34117.61,15.30
19.64,35402.85,15.40
20.40,36846.32,15.50
19.48,37779.95,15.80
17.82,38552.54,16.20
17.43,39070.37,16.70
17.76,39192.73,17.50
17.47,39181.44,19.00
17.04,39158.91,20.60
16.73,39231.85,22.30
17.92,39939.48,23.40
18.14,41131.95,23.70
17.48,41045.38,23.60
17.77,40221.65,23.10
18.63,39037.99,22.20
20.34,37077.50,21.10
20.05,35030.15,19.80
16.55,33405.80,19.10
6.70,32351.33,18.80
16.10,31771.95,18.60
14.62,31701.15,18.60
15.20,32314.62,18.90
13.73,34049.69,19.20
15.95,37001.75,19.60
16.67,38982.72,19.90
17.11,39621.34,20.00
19.36,40118.91,19.90
18.23,40663.55,19.80
17.64,41023.26,19.70
23.05,41098.94,19.80
18.08,40979.19,20.00
17.09,40665.17,20.80
15.64,40343.44,21.90
15.37,40292.99,23.00
14.75,40480.27,23.70
22.15,41728.08,24.00
18.40,41410.36,24.00
18.39,40538.76,23.80
36.48,39178.51,23.10
18.65,37158.32,21.70
22.38,35154.60,18.80
18.87,33916.53,17.20
18.33,33269.26,16.10
17.34,33199.82,15.00
16.68,33479.08,14.10
17.55,34565.48,13.30
18.21,36894.10,12.70
17.99,40744.49,12.20
20.00,43077.65,11.80
22.76,43134.85,11.80
19.82,42441.57,11.70
18.90,41622.38,11.70
19.37,40995.70,11.50
35.33,40489.33,11.20
22.80,40067.88,11.80
24.49,39760.10,14.90
27.44,39632.24,16.90
19.61,39765.73,19.60
18.84,40316.91,21.90
20.61,42135.91,22.60
18.99,42182.44,22.70
23.97,41556.07,22.50
44.58,40349.43,21.80
26.40,38442.32,20.40
28.51,36539.58,18.00
46.40,35194.32,17.00
47.53,34479.00,16.60
24.86,34177.65,16.10
18.05,34330.82,15.60
14.96,35272.24,15.40
15.43,37728.73,15.20
16.06,41534.30,14.90
17.57,43965.28,14.60
17.82,44082.25,14.20
16.72,43530.27,13.20
14.87,42804.16,11.80
17.08,42034.22,10.70
16.69,41194.62,10.00
16.07,40485.16,9.90
16.07,39871.55,11.30
16.01,39581.23,13.70
16.12,39848.98,16.00
17.36,41030.19,17.60
23.43,43645.92,18.40
21.60,44160.76,18.50
18.67,44057.25,18.20
17.88,43261.88,17.40
17.25,41705.77,15.90
16.76,40237.13,13.30
16.68,39499.70,11.30
16.44,39434.88,10.00
16.05,39756.46,9.10
15.91,40438.58,8.50
16.92,42028.27,7.80
17.17,45001.77,7.30
18.97,49300.41,6.70
21.28,51663.47,6.00
22.92,51315.36,5.30
23.45,49558.49,4.50
23.36,47430.93,3.90
20.33,45507.43,3.30
19.53,43561.10,2.90
18.69,42158.53,3.20
17.21,41241.00,5.30
17.18,40745.62,7.60
17.17,40827.68,9.70
18.86,41884.07,11.50
20.69,44626.79,12.90
20.62,45320.43,13.80
19.00,45109.71,14.20
18.11,44309.97,14.10
17.60,42496.93,13.50
16.59,40778.83,10.90
16.17,39759.87,9.50
15.42,39322.25,8.90
14.37,39318.74,8.40
14.48,39770.85,7.80
15.26,41051.11,7.20
15.93,43481.04,6.50
17.46,47104.56,6.20
20.80,48871.54,6.20
19.29,48172.42,5.80
18.74,46492.63,5.10
19.40,44641.73,4.50
15.94,42813.11,4.30
16.74,41164.83,4.40
15.77,40195.57,5.40
15.24,39388.07,8.10
16.03,38828.28,11.40
18.15,38671.00,14.40
19.92,39295.27,16.20
27.14,40711.39,17.40
19.10,40563.10,18.00
19.53,39978.12,18.10
19.32,39124.19,17.70
24.65,37742.10,16.60
19.68,36247.62,14.10
13.95,34855.71,12.70
5.36,33865.09,12.00
15.67,33295.64,11.40
3.25,33006.76,11.20
11.91,33124.60,11.60
11.88,33627.54,12.10
7.14,34782.64,12.70
4.60,36098.53,13.30
10.42,37412.02,13.60
15.24,38535.87,14.20
15.71,39013.97,14.70
19.15,38898.45,15.00
10.84,38506.06,15.20
29.28,37927.01,15.60
13.68,37589.31,16.90
15.01,37536.89,18.70
12.74,37712.49,20.30
8.10,37910.90,21.60
18.88,38875.05,22.50
18.56,38764.39,22.90
18.72,37954.75,22.90
18.09,37060.74,22.60
18.85,35904.47,21.70
17.99,34650.70,20.20
18.11,33498.72,19.30
17.82,32997.38,18.80
16.85,32781.04,18.30
16.84,32892.75,17.60
15.93,33237.99,17.10
16.64,34093.01,16.40
16.82,35567.14,15.60
17.03,36944.47,14.90
16.66,38262.59,13.90
16.73,39221.72,12.60
12.33,39330.86,11.20
12.75,38914.00,10.20
15.61,38317.47,9.80
15.56,37565.97,10.30
15.11,36990.29,12.20
13.42,36687.56,13.80
11.23,36891.52,15.10
16.15,37772.76,16.30
28.04,40048.23,17.10
23.64,40792.95,17.50
24.42,40589.61,17.40
28.31,39880.80,16.90
30.56,38396.34,15.80
18.89,36924.91,13.70
19.52,36054.97,11.90
18.80,35849.82,11.00
19.14,36087.23,10.30
19.34,36801.23,9.60
19.25,38346.44,8.90
18.55,41216.53,8.20
26.61,45428.16,7.50
44.63,47907.11,6.70
29.58,47250.72,5.90
19.11,45650.91,5.40
19.06,44101.12,4.80
18.56,42637.66,4.20
18.69,41153.49,3.60
18.44,40105.26,4.20
17.60,39292.26,6.70
17.42,38720.46,9.40
17.38,38683.64,11.50
18.53,39396.19,13.40
41.86,41707.12,14.90
23.00,42509.84,15.90
20.05,42451.04,16.10
19.19,41860.99,15.90
18.26,40341.29,14.80
16.65,38807.02,11.00
16.11,37764.35,8.90
16.64,37311.89,8.20
16.47,37368.19,7.40
15.94,37759.22,6.80
16.18,39084.49,6.20
17.11,41709.67,5.50
18.38,45550.00,5.10
19.31,47524.18,4.40
18.62,46870.08,3.90
18.35,44874.75,3.40
17.74,43099.26,3.00
16.69,41560.28,2.60
16.22,40168.67,2.30
16.52,39200.82,3.90
17.37,38375.78,7.40
17.47,37947.65,11.00
18.12,38022.81,14.10
20.56,38649.11,15.60
29.01,40620.25,16.70
18.76,41050.39,17.30
17.82,40810.02,17.50
16.75,39923.36,17.10
16.96,38220.11,15.90
16.31,36601.61,12.10
17.34,35657.59,9.80
17.90,35274.99,9.20
18.38,35255.04,8.80
19.06,35708.72,8.10
20.22,36910.03,7.70
336.05,39235.99,7.40
21.47,43089.47,7.20
32.11,44705.32,7.10
27.94,43932.34,7.00
23.05,42257.26,6.80
21.63,40761.19,6.70
24.78,39725.76,6.80
34.76,38891.60,6.90
19.67,38513.23,8.60
18.41,38371.17,12.20
16.45,38436.66,15.30
18.46,38739.79,17.70
21.72,39096.19,19.10
23.72,40608.76,19.90
19.49,40850.77,20.20
15.44,40121.83,20.10
11.26,38696.66,19.50
9.10,36541.97,18.30
-1.22,34327.14,15.90
-24.21,32775.93,14.30
-25.33,31876.08,13.40
-29.01,31306.45,12.80
-28.49,31184.54,13.00
-13.02,31822.10,13.50
-0.18,33581.88,14.10
33.72,36420.32,14.50
24.31,37939.41,14.80
29.29,38389.83,14.90
22.50,39042.33,14.90
15.79,39487.26,15.10
14.69,39826.26,15.20
13.24,40095.01,15.00
17.83,40187.40,15.70
24.15,40000.78,17.70
19.50,40042.88,20.00
25.52,40080.95,21.90
21.12,40075.10,23.10
50.71,41289.97,24.00
25.89,41451.58,24.50
21.03,40745.18,24.50
19.06,39411.99,24.20
17.87,37466.09,23.10
17.04,35542.23,20.70
16.36,34312.59,19.00
16.19,33684.86,17.60
17.09,33597.25,16.00
17.70,33920.93,14.70
17.97,34921.05,13.40
18.18,37136.78,12.40
18.85,40624.49,11.50
22.48,42777.12,10.80
27.03,43409.39,10.10
20.12,43699.57,9.50
19.11,43409.16,9.20
19.17,42756.29,8.90
26.20,41986.52,8.70
19.01,40992.70,9.50
18.95,40028.74,10.60
18.80,39566.19,10.80
18.76,39490.04,10.70
19.51,40170.19,10.70
29.99,41875.92,10.80
19.78,42243.08,11.00
17.89,41941.16,11.00
17.53,41406.51,10.80
18.06,40098.24,10.40
17.89,38634.68,9.80
18.34,37277.93,9.50
17.85,36528.56,9.30
16.98,36134.47,9.10
17.56,36012.92,8.90
18.09,36305.06,8.70
19.84,37069.61,8.60
20.66,38440.62,8.60
23.32,39859.84,8.60
25.52,41241.78,8.60
225.35,42280.58,8.50
21.15,42256.37,8.50
19.61,41148.80,8.60
17.54,39927.26,8.80
15.20,38679.46,9.30
12.26,37682.24,10.30
4.65,37091.48,11.70
15.11,37034.82,13.20
19.68,37526.95,14.90
618.63,38842.79,16.50
35.75,39665.30,17.80
31.39,39523.34,18.60
32.25,38953.94,18.90
22.36,38171.75,18.60
22.87,37311.97,15.80
21.16,36668.69,13.90
19.29,36367.21,13.50
19.26,36444.60,12.70
18.89,36958.87,11.30
18.25,37734.86,9.90
19.65,38860.37,8.60
18.81,40363.38,7.50
21.75,41847.02,6.50
24.10,42863.12,5.70
21.59,43128.04,4.80
18.41,42507.35,4.20
16.81,41204.65,3.70
15.66,39607.45,3.70
16.17,38446.86,5.00
16.67,37598.07,7.20
16.67,37249.51,9.80
16.13,37319.63,12.10
17.07,37792.12,14.10
18.34,38939.72,15.60
16.53,39576.17,16.50
16.33,39601.36,16.90
14.06,39474.80,16.60
10.49,38280.38,15.40
4.52,36420.91,12.30
2.78,35105.80,10.30
1.25,34438.25,9.60
1.86,34258.45,8.80
11.98,34371.37,8.30
17.02,35149.80,8.10
18.21,37076.94,8.20
19.38,40103.78,8.60
20.41,41702.66,8.90
22.97,41874.10,9.50
23.16,41891.96,9.60
24.71,41741.37,9.90
20.87,41385.13,10.20
21.02,40853.97,10.60
21.65,40462.51,11.70
20.61,39753.55,13.20
20.12,39262.76,14.80
19.05,39365.07,16.50
20.25,39892.23,17.70
27.70,41430.13,18.40
23.30,41740.34,18.60
20.98,41154.63,18.60
20.74,40039.76,18.30
20.44,38145.08,17.60
20.13,36278.21,16.30
20.42,35104.82,15.40
20.86,34646.33,14.80
20.78,34628.65,14.30
22.93,35051.41,14.00
25.48,36318.54,13.70
144.95,38832.76,13.50
44.70,42265.25,13.30
48.22,44811.01,13.30
97.51,45841.55,13.50
39.35,46547.54,14.00
49.68,47180.84,14.40
103.57,47321.13,14.70
41.86,46999.32,14.80
36.78,46597.62,15.30
32.97,46074.37,17.20
29.74,45767.74,19.80
25.75,46121.61,22.10
26.00,46934.44,23.20
57.92,48446.66,23.80
37.10,48567.30,24.20
39.49,47687.03,24.10
42.67,46187.18,23.60
34.97,43938.46,22.30
35.77,41754.60,19.70
51.92,40520.63,17.70
28.45,39990.92,16.60
24.11,39947.72,15.90
32.60,40278.92,15.40
24.41,41265.16,15.20
30.31,43524.86,15.10
32.89,46923.87,15.00
41.98,49135.61,14.90
80.37,49746.65,14.90
70.32,50387.24,14.80
77.08,51006.92,14.60
55.72,51233.97,14.50
63.84,51128.46,14.40
44.00,51082.01,15.20
35.94,50906.94,16.30
46.39,50961.82,17.90
58.50,51614.66,19.30
35.49,52709.78,20.70
102.17,53952.02,22.00
69.08,53979.78,22.60
53.90,53332.55,22.50
42.46,51937.39,21.70
37.35,49696.58,20.40
31.99,47723.78,18.30
40.93,46604.82,16.30
34.27,46226.92,14.80
37.22,46269.29,13.50
37.28,46777.46,12.50
47.68,48141.03,11.60
63.50,50731.71,10.70
94.73,54184.91,9.90
58.49,56832.59,8.80
238.37,58104.26,7.70
736.90,59097.61,6.90
1740.42,59769.18,6.40
117.06,60106.74,5.90
954.06,59834.23,5.40
697.09,59497.09,5.00
265.65,59113.32,5.40
225.48,58978.42,6.30
601.88,59218.32,7.60
1953.30,59998.97,9.00
1920.02,61120.00,10.20
139.00,61103.57,10.80
86.48,60543.60,11.00
88.24,58872.24,10.70
64.30,56636.51,10.00
59.67,54681.97,8.70
78.97,53562.94,7.40
77.57,53152.28,6.30
74.15,53141.03,5.30
70.49,53554.72,4.60
77.93,54726.08,4.20
95.85,56985.10,4.00
101.80,60176.47,3.70
116.98,62344.57,3.30
118.70,63306.65,2.60
161.77,63843.87,2.10
272.49,63997.23,1.80
648.39,63482.49,1.60
1840.62,62794.36,1.40
371.07,62204.48,1.70
205.01,61773.97,2.00
405.47,61285.52,2.60
404.90,61381.19,3.30
207.81,62128.27,4.20
1293.78,63112.31,4.90
624.84,63056.44,5.20
1106.25,62357.53,5.20
865.50,61175.48,5.00
392.96,59281.10,4.50
161.87,57584.44,3.70
706.78,56129.91,3.00
1016.92,55483.30,2.30
1124.09,55251.93,1.90
1241.77,55404.95,1.70
1688.17,56082.63,1.60
1606.96,57394.45,1.50
1242.49,58997.21,1.30
912.84,60469.79,1.20
2114.76,62047.11,1.10
8812.29,63495.37,1.10
5414.99,64132.07,1.20
4234.07,63591.46,1.40
2394.58,62101.96,1.50
1634.78,60180.32,1.70
1487.60,58570.91,2.30
1312.99,57505.86,3.10
1178.23,57649.77,4.00
1320.63,58850.49,4.90
1821.87,60585.13,5.30
1764.36,60798.90,5.50
1543.41,60185.33,5.50
1399.14,59157.56,5.40
1328.23,57579.01,5.20
1197.74,56271.60,4.60
1187.41,55282.61,4.10
1007.74,54746.71,3.80
617.70,54701.39,3.60
606.82,55005.10,3.50
723.52,55630.17,3.30
916.49,56680.45,2.80
1122.06,58071.47,2.50
945.13,59511.08,2.30
1004.97,61299.99,2.20
1376.94,63072.42,2.10
1574.42,64185.23,1.90
1790.87,64864.16,1.70
2091.65,65047.45,1.40
1620.67,65028.90,1.60
