LMP,Load,temperature
12.24,37450.96,4.70
12.78,36895.29,7.30
14.92,37195.68,10.10
17.83,38932.63,12.50
21.35,41298.68,14.20
18.42,41565.73,15.30
17.29,41182.05,15.70
14.92,40231.00,15.60
12.61,38226.04,14.70
9.45,36316.51,12.40
8.96,35022.17,11.10
9.79,34411.28,10.40
8.78,34261.52,10.10
4.16,34586.16,10.00
9.28,35810.93,9.90
10.84,38393.43,9.80
14.05,42175.05,9.80
16.86,43503.15,10.00
15.58,43052.76,10.40
15.54,42857.81,10.50
15.36,42575.45,10.70
15.65,42125.94,10.90
14.37,41514.53,11.00
13.67,40995.31,11.20
13.30,40444.90,11.80
12.79,40020.38,12.50
13.09,40258.16,13.40
16.41,41360.75,14.50
18.04,42517.74,15.80
17.49,41885.47,17.30
17.18,40944.00,18.40
15.82,39363.38,19.00
13.27,36999.61,18.80
10.55,34759.26,16.80
11.66,33052.46,16.30
10.71,32192.54,16.60
11.36,31667.59,16.80
13.06,31597.47,17.20
13.80,32258.77,17.50
12.89,34341.23,17.70
15.32,37793.56,17.90
18.41,39283.41,18.00
18.34,39236.88,18.20
17.76,39470.63,18.40
20.76,39770.10,18.20
20.41,39765.08,18.10
18.36,39776.82,18.00
17.90,40060.42,18.40
17.53,40111.69,20.20
17.21,40002.58,21.60
17.21,40233.54,23.20
17.26,40726.99,24.50
18.80,42087.62,25.30
17.25,41814.45,25.50
16.08,41054.03,25.20
13.80,39739.27,24.60
23.09,37540.44,23.50
13.23,34993.84,21.60
6.78,33177.16,20.80
4.22,32038.44,20.20
1.05,31393.72,19.70
0.38,31243.87,19.20
2.11,31842.66,18.80
6.30,33765.78,18.60
13.23,37158.43,18.40
14.70,38713.87,18.40
14.81,38714.38,18.50
16.04,39357.63,18.60
16.73,40046.93,18.70
17.75,40583.77,18.60
17.59,40914.84,18.60
20.80,41442.26,19.10
20.41,41792.43,20.50
19.97,41867.03,21.40
19.69,41850.20,22.50
18.55,42223.82,23.60
18.22,43244.95,24.30
17.29,42633.59,24.60
16.02,41634.67,24.70
15.11,40055.45,24.30
14.95,37464.48,23.40
15.50,34915.61,21.00
12.77,33005.18,19.80
5.86,31928.47,19.00
0.03,31376.65,18.50
-0.45,31304.53,18.20
-0.30,31909.01,18.00
4.70,33893.67,17.80
8.08,37610.49,17.60
13.73,39392.28,17.30
13.21,39726.98,17.10
13.18,40513.57,16.90
12.48,41320.84,16.80
15.24,41783.65,16.80
17.95,42013.83,16.50
18.07,42185.71,16.90
17.98,42101.43,19.30
17.94,41882.67,20.70
17.88,42183.24,22.80
17.61,43064.05,23.80
54.26,44122.67,24.30
20.43,43720.46,24.20
23.92,42859.99,23.90
22.47,41289.48,23.20
20.14,38818.48,22.00
19.22,36423.75,20.00
17.04,34638.91,19.20
17.41,33600.11,19.00
16.76,33030.98,18.90
16.04,32932.88,18.70
16.14,33606.12,18.50
21.35,35581.39,18.20
19.87,38952.69,17.70
19.85,40528.45,17.20
19.72,40745.32,16.70
21.89,41286.01,16.30
103.57,41591.72,16.00
27.79,41605.20,15.80
23.91,41389.61,15.80
19.78,41205.90,16.00
18.80,40877.46,17.10
17.77,40544.55,18.70
16.19,40619.02,20.50
16.15,41226.28,22.00
16.68,41653.94,22.70
14.13,40873.23,23.00
13.53,39992.74,22.90
14.33,38776.34,22.40
13.41,37067.44,21.20
12.74,34970.87,19.20
14.97,33193.58,18.50
15.75,32020.50,18.20
15.34,31324.02,18.00
16.20,31021.83,18.00
15.50,31097.13,18.00
11.73,31739.11,17.90
2.56,33170.14,17.70
10.35,34761.50,17.50
11.57,36259.15,17.30
13.91,37493.24,17.40
14.51,38337.37,17.60
15.44,38571.64,17.70
15.13,38236.26,17.70
14.73,37647.27,18.10
14.71,37132.78,19.20
13.78,36797.56,20.20
13.05,36749.00,20.90
15.14,37439.12,21.50
17.82,38977.55,21.30
15.60,39040.78,20.80
14.15,38799.15,20.00
13.11,38296.08,19.20
12.46,37494.26,18.40
11.86,36556.72,16.80
11.24,35848.65,16.00
11.49,35432.86,15.40
10.95,35321.62,14.70
11.41,35649.29,13.90
11.89,36355.78,12.80
12.71,37559.51,11.70
15.21,39203.44,10.70
17.00,41303.63,9.70
17.56,42401.63,8.90
16.88,42180.47,8.20
17.01,41139.36,7.40
14.08,39893.69,6.60
14.02,38646.98,5.90
14.91,37521.81,5.60
14.83,36645.60,7.00
14.25,36175.52,8.90
14.53,36335.98,10.80
16.77,37765.75,12.50
21.70,40566.40,13.70
19.92,41369.00,14.40
20.68,41515.14,14.60
19.17,41117.84,14.20
16.48,39792.52,13.10
17.21,38309.56,9.80
16.84,37385.94,8.10
16.04,37011.81,7.40
15.51,37120.32,6.70
15.50,37662.08,6.10
15.24,38919.85,5.60
15.92,41470.25,5.10
16.93,44793.69,4.60
18.48,47064.22,4.20
18.24,47031.18,3.90
18.15,45771.52,3.60
17.79,44293.15,3.30
16.81,42464.02,3.10
15.52,40890.42,3.00
15.65,39728.79,3.70
15.51,38820.38,6.10
15.32,38334.24,9.10
15.19,38374.99,11.50
16.21,39545.76,13.30
18.91,42354.01,14.50
18.24,43044.30,15.20
18.00,43124.93,15.40
17.45,42227.17,15.10
16.81,40431.22,13.80
15.18,38731.65,9.90
13.47,37815.30,8.30
13.25,37562.46,7.50
13.20,37702.58,6.90
14.29,38398.61,6.20
15.11,39912.72,5.60
15.80,43050.66,5.10
24.97,47376.88,4.60
21.33,48677.86,4.20
17.45,47385.16,3.70
20.50,45807.09,3.40
16.61,44296.20,3.20
17.19,42807.14,3.00
15.16,41515.20,3.00
13.33,40785.01,4.10
12.32,40346.81,7.20
11.03,40189.58,10.10
10.86,40855.00,12.50
10.43,42598.92,13.50
21.47,44891.93,14.30
17.77,45082.29,14.70
17.63,44728.30,14.50
15.62,43260.02,13.60
12.50,40815.06,12.40
9.89,38564.47,9.80
11.32,37306.86,8.60
12.44,36740.29,8.30
12.68,36661.66,8.20
13.48,36871.68,8.10
14.34,38115.57,7.70
14.49,40886.31,7.40
19.76,44838.26,7.40
18.14,46426.81,7.80
18.83,46246.48,7.80
19.15,46331.23,7.50
18.62,46526.82,7.10
20.05,46306.80,6.90
17.62,45734.91,6.90
17.99,45270.27,7.60
17.04,44654.04,8.70
17.01,44276.41,9.80
17.73,44412.64,11.30
19.55,45036.39,12.50
46.57,45953.05,13.30
20.89,45428.17,13.70
17.07,44394.31,14.00
16.76,42557.33,14.10
16.44,39914.01,14.10
17.35,37347.99,14.10
15.41,35685.61,14.30
15.44,34734.70,14.50
15.84,34289.95,14.80
12.94,34401.04,15.10
13.55,35281.73,15.50
15.24,37733.76,15.80
20.33,41590.70,15.90
18.64,42843.54,15.80
15.62,42379.83,15.70
14.42,42062.37,15.40
12.12,41910.93,14.80
11.96,41161.57,14.00
12.06,40095.73,13.10
13.62,39251.28,13.00
13.20,38579.34,14.40
13.25,38164.25,16.10
13.34,38382.06,17.40
15.22,39265.34,18.30
18.50,41378.95,18.60
18.09,41877.91,18.50
16.56,41767.63,17.90
15.54,40951.83,17.00
13.53,39180.26,15.60
12.93,37345.12,12.80
13.46,36366.33,10.90
13.85,35986.25,10.00
14.17,36156.94,9.10
14.56,36802.72,8.30
15.84,38252.86,7.60
18.63,41288.44,7.10
41.99,45604.43,6.60
41.78,47114.34,6.20
23.57,45795.75,5.80
19.68,44021.88,5.50
18.59,42331.14,5.20
17.31,40788.83,5.00
15.94,39504.24,4.70
16.80,38670.99,5.60
16.77,37944.65,8.70
17.05,37400.17,11.30
17.29,37337.27,14.80
18.30,37879.67,16.80
20.78,39797.68,17.80
18.01,40041.43,18.30
15.83,40108.26,18.20
15.08,39760.45,17.80
13.13,38877.26,16.40
12.40,37708.76,13.90
11.51,36804.32,13.50
10.05,36421.50,13.70
10.66,36326.32,13.30
11.11,36426.99,12.40
12.64,36966.87,11.20
11.86,38185.03,10.30
11.80,39956.26,9.50
14.36,41605.51,9.00
17.64,42180.41,8.60
18.49,41541.92,8.10
17.32,40464.68,7.30
14.74,39394.52,6.20
13.30,38402.88,5.90
12.31,37529.03,7.10
11.86,36934.11,10.40
12.64,36600.09,12.80
11.97,36655.49,15.10
14.49,37353.27,16.30
18.15,38498.85,16.70
17.26,38165.43,16.60
17.63,37486.20,16.40
18.68,36496.35,16.00
18.29,35144.78,15.30
18.23,33730.34,14.40
16.98,32443.59,14.10
14.98,31496.23,14.40
14.28,30860.63,14.60
15.58,30704.47,14.80
16.12,30890.06,14.90
15.28,31479.81,15.00
14.26,32502.18,15.10
14.79,33678.36,15.30
16.73,34933.54,15.30
17.84,35736.16,15.40
17.24,35909.19,15.60
17.22,35771.52,15.60
16.39,35844.61,15.30
17.36,35906.50,15.10
17.48,35979.54,15.80
17.92,36200.72,17.10
15.09,36468.98,19.00
18.87,37106.18,20.70
30.47,38731.13,21.70
21.42,38859.07,22.20
21.55,38234.38,22.20
18.67,36938.47,21.80
13.34,35072.95,20.40
12.02,33182.77,16.80
10.44,31918.82,15.20
9.73,31459.55,14.20
7.94,31474.89,13.10
2.51,32010.62,12.20
5.36,33277.98,11.30
10.20,36095.18,10.60
12.42,40236.82,10.00
15.25,41739.17,9.60
14.57,41307.91,9.30
16.18,40799.14,9.10
17.42,40276.39,8.80
16.68,39526.89,8.50
14.48,38879.16,8.20
12.34,38568.30,9.00
11.30,38326.04,12.40
9.36,38107.04,14.70
7.07,38262.98,16.30
9.42,38744.92,17.60
16.08,40519.61,18.50
12.64,40862.40,19.10
13.72,40253.86,19.20
12.74,38873.93,18.70
10.03,36545.26,17.40
10.73,34411.59,14.00
8.84,32924.05,12.30
8.77,32180.50,11.70
9.72,31867.76,10.80
12.10,31843.66,10.20
14.14,32608.08,10.00
16.63,34909.47,10.10
48.79,38746.21,10.30
21.78,40490.40,11.20
18.90,40478.06,12.00
18.17,40822.13,12.20
23.10,40856.49,12.10
15.84,40615.63,12.00
16.30,40185.59,11.90
13.93,39881.53,12.50
12.22,39406.02,13.30
11.59,39218.96,14.10
11.33,39508.21,15.20
11.99,40608.61,16.20
13.89,42784.58,17.10
16.35,43251.45,17.40
17.20,42910.33,17.50
16.88,41817.76,17.50
15.37,39766.92,17.40
10.70,37800.15,16.20
10.58,36624.47,14.70
10.64,36152.61,13.70
11.36,36212.77,13.20
12.46,36588.34,12.60
13.09,37916.44,10.90
13.83,40922.34,9.20
15.88,45260.51,8.00
18.74,46847.96,6.90
18.06,46280.39,6.20
17.46,45633.20,6.00
16.53,44752.19,6.30
17.34,43740.16,6.80
17.04,42529.34,6.90
16.29,41655.32,7.10
16.34,41156.00,8.20
15.59,40957.76,9.40
15.09,41473.82,10.60
17.52,42828.88,11.90
18.36,44935.22,13.00
15.75,45254.59,13.80
15.97,45012.81,14.20
15.24,43701.09,14.00
13.50,41413.46,13.10
12.91,39201.33,10.60
13.25,37834.57,8.80
13.69,37213.35,8.20
14.14,37006.72,7.50
14.49,37172.94,7.40
16.29,38375.06,7.80
17.59,41127.19,8.20
19.22,45186.78,8.60
21.27,46523.13,8.80
34.09,46005.24,8.90
30.13,45911.12,8.80
21.50,45649.02,8.70
19.94,45000.19,8.60
19.27,44034.38,8.50
18.08,43326.09,8.90
17.72,42731.48,9.70
17.24,42669.22,10.50
17.50,43226.03,11.50
19.20,44557.37,12.40
23.00,46207.30,12.90
21.62,46090.21,13.20
18.87,45475.00,13.40
17.78,43894.21,13.40
17.07,41346.76,13.00
16.77,39067.39,11.90
14.49,37600.85,11.30
13.45,36764.62,11.10
13.23,36600.69,10.90
13.20,36744.31,10.70
12.85,37837.67,10.40
14.61,40514.02,10.00
16.55,44314.27,9.40
19.13,45709.14,8.70
16.85,45201.23,8.60
15.95,44661.62,8.50
13.59,43750.52,8.00
13.34,42032.42,7.60
14.12,40349.93,7.00
13.34,39149.11,7.80
12.79,38232.56,10.10
12.39,37631.43,12.30
12.27,37697.02,13.60
13.50,38610.39,14.60
18.28,40711.38,15.30
18.76,41388.17,15.60
17.39,41506.61,15.40
16.93,41198.01,15.00
14.75,40252.40,14.20
12.61,39060.28,11.90
11.66,38219.96,10.20
11.42,37858.51,9.20
10.18,37979.07,8.40
8.62,38345.90,7.70
8.66,39203.14,7.30
10.49,40654.36,7.10
11.60,42776.89,7.10
14.66,44519.81,6.90
15.71,44598.06,6.00
19.57,43037.57,5.40
32.22,41115.76,5.10
19.89,39157.76,4.70
17.27,37376.66,4.00
14.76,35964.12,4.90
13.29,35066.63,7.80
12.27,34637.96,11.00
12.71,34689.76,14.90
14.53,35181.02,16.70
19.36,36911.66,17.70
16.31,37483.20,18.40
14.03,37649.40,18.70
15.85,37498.78,18.60
15.95,36787.15,17.10
15.33,35753.68,13.40
14.21,34860.12,12.20
14.75,34341.53,11.80
14.13,34134.84,10.90
12.43,34302.25,9.80
15.61,34776.22,8.80
18.56,35798.49,8.10
38.71,37246.38,7.80
18.85,38638.31,7.50
18.68,39182.96,6.90
75.94,38289.75,6.40
24.87,36955.67,6.00
19.10,35798.95,5.80
16.98,35316.19,5.60
13.16,35410.97,6.80
9.37,35654.10,9.90
11.76,35946.41,13.10
9.47,36131.62,16.80
8.54,36124.78,19.50
8.95,36870.07,21.20
6.30,36760.74,21.80
0.72,36299.04,21.90
3.70,35818.31,21.20
10.11,34674.15,19.10
1.15,32378.54,15.30
-24.20,30872.15,13.90
-24.02,30166.44,13.60
-24.44,29924.01,13.20
-20.75,30074.25,12.90
-20.27,31082.40,12.40
-1.81,33543.41,12.10
10.41,37267.58,12.20
9.75,38521.10,12.30
17.34,38075.57,12.30
17.01,38144.46,12.30
14.08,38172.70,12.60
16.00,38194.00,12.90
15.09,38297.22,13.40
16.76,38227.34,14.90
17.36,37994.91,16.80
16.61,37786.54,18.80
15.26,37885.39,21.00
16.73,38803.36,22.40
18.23,40182.36,22.90
15.01,40303.11,22.80
13.88,39677.24,22.30
16.68,38044.06,21.30
13.44,35761.62,20.20
10.66,33385.27,19.20
4.38,31768.65,18.60
9.19,30807.67,18.30
10.86,30265.85,18.20
10.76,30180.91,18.30
13.05,30775.03,18.20
15.47,32811.81,18.10
11.66,36373.93,18.10
14.96,37938.26,18.40
12.21,38228.59,18.60
11.87,38992.10,18.60
12.48,39914.43,18.80
15.60,40514.04,19.00
20.02,41126.78,19.10
19.65,41720.93,19.50
21.84,41973.84,20.80
20.23,41887.36,22.30
16.18,42409.28,23.40
34.03,43250.39,24.30
23.08,44999.57,25.10
17.85,45241.76,25.50
17.57,44612.47,25.40
19.33,43314.26,24.90
17.62,41077.29,23.80
17.13,38689.03,21.30
14.81,37146.74,19.70
14.23,36500.76,19.20
13.98,36487.45,18.40
14.06,36959.42,17.80
13.58,38257.52,17.40
14.16,41033.35,16.60
17.35,45286.55,15.90
18.30,47534.55,15.20
18.17,47967.37,14.70
18.45,48549.60,13.90
19.33,48814.55,13.10
17.57,48699.60,12.30
17.14,48355.81,11.30
17.53,48068.24,10.20
17.66,48071.26,9.60
17.70,48260.62,9.30
18.66,49317.19,9.30
19.90,51142.60,10.10
27.20,53393.08,11.60
74.34,53822.39,12.90
21.54,53394.90,13.40
22.97,51828.46,13.30
22.80,49156.99,12.30
19.21,46810.02,10.70
17.87,45554.61,9.10
16.99,45024.02,8.00
18.61,45183.91,6.80
18.42,45835.86,5.90
19.28,47472.44,5.40
20.86,50741.76,4.70
31.74,55010.73,3.80
36.17,56116.34,3.40
22.73,54351.02,3.20
20.27,52213.58,3.00
22.29,49982.49,2.70
20.95,47653.09,2.30
17.53,45653.45,2.00
14.71,44182.64,2.20
11.64,43075.11,3.30
10.26,42346.81,4.70
9.36,42328.66,6.60
12.07,43479.00,8.40
21.27,46588.76,9.60
25.27,48120.21,10.20
56.39,48717.45,10.50
23.80,48132.37,10.40
21.26,46401.50,9.90
18.10,44582.85,7.50
14.65,43470.15,4.70
13.26,43084.35,3.90
12.79,43217.34,3.60
12.44,43701.13,4.00
13.51,44985.59,4.30
14.45,47649.22,4.30
20.23,51555.69,3.80
20.73,52242.67,2.90
20.26,49790.11,2.10
20.55,46816.48,1.90
17.62,44199.31,1.80
16.86,41890.74,1.70
16.46,39952.29,1.90
17.70,38813.28,3.90
17.64,37965.39,7.90
18.15,37428.88,11.60
17.21,37358.72,15.80
17.88,37702.81,18.10
19.66,39222.15,19.50
18.59,39782.01,20.30
18.19,39710.44,20.50
18.07,39232.18,20.20
14.86,38084.39,18.60
14.27,36839.12,14.50
14.02,35795.60,12.60
14.43,35363.35,12.20
14.53,35230.80,11.50
15.17,35464.70,10.80
15.30,36139.53,10.20
14.89,37476.40,9.90
17.72,39354.03,9.60
17.91,41088.29,9.20
19.44,41745.82,8.80
17.66,41292.56,8.40
13.73,40586.82,8.00
12.15,39536.25,7.50
14.79,38391.40,7.30
14.26,37403.27,8.20
13.76,36712.50,10.30
12.41,36438.91,13.10
10.68,36406.32,16.10
12.64,36686.08,18.50
15.61,38127.57,20.20
12.40,38546.99,21.10
10.99,38147.50,21.30
9.88,37327.01,20.90
5.90,35779.17,19.70
8.40,34288.15,17.60
9.73,32975.46,15.90
2.81,31906.38,14.80
2.97,31228.94,13.80
-1.25,30914.50,13.40
-0.48,30957.39,13.40
1.60,31346.79,13.10
0.88,32082.10,13.10
5.10,33045.55,13.20
5.25,34446.32,13.40
5.85,35833.54,13.80
8.17,36731.66,14.60
10.76,37137.47,15.20
12.28,37379.21,15.90
14.54,37448.20,16.60
15.04,37427.56,17.40
16.76,37420.28,18.30
17.46,37690.92,19.80
19.01,38371.38,20.90
32.96,39912.67,21.40
18.21,40303.11,21.30
15.60,39757.64,20.80
16.76,38712.99,20.60
14.52,36659.41,20.40
12.73,34346.19,19.60
10.22,32624.98,19.00
10.58,31599.97,18.80
13.13,31137.80,18.90
14.88,31113.47,19.10
17.86,32059.65,19.30
11.72,34443.29,19.60
14.11,38449.18,19.60
17.81,40282.16,19.40
17.68,40762.79,19.40
19.22,41588.76,19.40
20.43,42370.20,19.30
22.54,42669.97,19.40
59.04,42975.62,19.40
35.16,43242.80,19.50
20.17,43297.83,20.00
21.83,43496.63,20.60
44.14,44237.04,21.40
44.25,45203.22,22.20
231.07,46481.14,22.90
115.87,46579.69,23.30
27.68,45782.00,23.30
22.85,43997.53,23.00
17.46,41234.11,22.40
16.36,38688.99,21.20
14.93,37149.31,20.20
13.24,36292.87,19.70
14.77,35970.50,19.30
16.62,36102.19,18.30
14.92,37115.82,16.90
17.65,39851.46,15.50
20.27,43990.49,14.20
18.19,45732.34,13.20
25.98,45742.48,12.20
16.26,45972.73,11.60
19.80,46379.33,11.20
18.62,46392.07,10.90
19.15,46363.87,10.50
22.90,46255.16,10.50
21.78,45991.09,11.00
20.66,45892.13,12.10
21.43,46473.10,13.40
22.26,47612.32,14.80
34.10,48807.84,16.00
22.46,48437.07,16.90
28.06,47527.46,17.50
62.85,45709.08,17.50
23.01,42971.74,17.00
20.44,40572.05,15.80
17.87,38978.10,14.80
17.98,38128.98,14.30
17.74,37767.82,14.00
16.37,37840.40,13.90
16.23,38838.16,13.80
19.72,41337.49,13.90
107.85,45143.70,13.90
28.07,46459.60,14.00
34.00,46074.33,14.20
20.94,45846.66,14.40
18.84,45647.41,14.80
18.52,45237.74,15.30
15.38,44332.00,15.90
11.96,43594.08,16.20
10.63,42858.37,16.00
11.16,42467.53,15.10
12.68,42510.20,14.30
12.33,43173.79,13.90
15.02,44850.03,14.40
13.99,45607.28,14.90
17.50,45476.76,15.20
17.57,44286.43,15.10
15.29,42094.74,14.50
13.66,40086.17,13.40
12.18,38869.33,12.20
11.73,38491.39,11.30
11.83,38481.04,10.60
11.76,38992.76,10.10
12.00,40435.19,9.70
11.80,43581.47,9.30
14.96,47980.99,9.00
18.16,49324.55,8.90
18.04,48251.01,8.70
18.15,47485.14,8.50
19.39,46749.22,8.20
21.10,45756.13,7.60
19.50,44536.61,7.10
18.95,43346.83,7.10
17.43,42152.89,8.60
15.75,41174.74,10.20
14.73,41145.39,11.60
15.37,42160.12,12.90
17.90,45124.07,13.90
17.94,46948.45,14.60
16.98,47622.12,14.80
17.18,47253.84,14.50
17.40,45774.08,13.70
16.82,44286.90,11.30
17.24,43511.27,8.80
17.46,43322.63,8.00
17.61,43574.20,7.20
18.83,44262.22,6.50
18.82,45951.05,5.90
20.32,49160.78,5.60
49.76,53427.19,5.00
131.81,54649.12,4.60
42.71,52760.49,4.20
45.43,50316.27,3.50
20.20,47920.81,3.20
18.31,45357.08,2.90
19.87,43143.29,2.90
18.12,41513.93,3.80
17.90,40033.51,6.20
15.80,39133.91,8.70
13.48,39023.39,10.60
13.48,39608.59,12.40
