date,q_0.10,q_0.25,q_0.50,q_0.75,q_0.90
2020-02-01,331.3825013653368,226.20804644340205,115.1340019682757,-22.86683428330798,-86.5641337471825
2020-02-02,262.63664809816146,155.96659496132452,32.77574570623983,-164.0126027031838,-265.9836292644013
2020-02-03,-67.85524968210666,-228.30916550077927,-384.5562893809474,-523.623152881506,-706.655376536839
2020-02-04,-115.65059646191366,-200.26745760165977,-303.4105755223154,-447.34655911755544,-597.8702588806609
2020-02-05,265.9819948649383,74.66442220105273,-152.56824352964577,-305.39964043343207,-539.396508795242
2020-02-06,698.3182635902649,452.2031069404293,229.38860603389185,92.88151830509378,-68.70783917456538
2020-02-07,1188.573159769241,1035.1585343441457,865.3728580048082,720.5736818242676,575.918245887442
2020-02-08,268.50099601531656,191.64761442003692,87.67662211246898,-3.9654249472550873,-96.4588270454351
2020-02-09,241.45129239432754,149.6636498195585,-5.686589037570229,-200.5529929504446,-408.1896934768247
2020-02-10,317.5229417299288,186.29611089054742,-7.995372947329088,-124.56751218261707,-257.4174039660538
2020-02-11,-2.867487927811453,-104.97175062451242,-260.63130492272285,-383.03958355480245,-477.6172115501413
2020-02-12,290.43273344115914,205.32995606302575,88.95611232327246,24.475644751473737,-73.0310571829159
2020-02-13,478.2696285972852,321.0387860944611,207.0095311040768,94.03372816115552,4.563861647668091
2020-02-14,464.2487947888367,361.7630620033997,239.40962587979993,149.80683767223127,58.37208532749173
2020-02-15,-41.08683654179731,-133.6854910754755,-201.56526860529993,-298.1531161227231,-436.90824858145606
2020-02-16,-129.32876060901253,-273.26137137182195,-445.83491980221515,-611.4034187649595,-726.6962023569922
2020-02-17,78.31093903508918,-198.07743135247074,-460.0445705694856,-754.2657273742989,-1006.2250592158834
2020-02-18,-104.17571990698343,-196.52302653924016,-303.3013229285025,-452.8357002028133,-625.0828758941661
2020-02-19,-389.129629984056,-489.85916198049745,-609.7862196156129,-704.070887769547,-773.2438838345042
2020-02-20,103.40093317046012,-123.32980662792215,-275.1837172694359,-422.6412487740108,-583.8530996326172
2020-02-21,546.0313494219281,411.93776524084205,285.42084079472625,156.88356567366463,51.683034278525156
2020-02-22,205.8325653896245,82.99343804151613,-30.05854846012153,-126.0479262232202,-256.80738199802545
2020-02-23,282.53454086225975,170.45927537906755,51.177644880111984,-94.3859078777914,-175.92725036225784
2020-02-24,123.04833484360279,-33.230319466663786,-180.19714280607877,-320.6133500798678,-456.6153446295157
2020-02-25,298.17732234088726,187.27580779426899,25.733076386955872,-121.23756110658542,-213.8594143284463
2020-02-26,274.597424926882,24.39602749835103,-212.49739024130213,-468.2009405406425,-725.6379882048332
2020-02-27,704.1103392304685,566.9280959189455,426.50704388643317,310.46896250372447,122.59707080657063
2020-02-28,747.9444224920298,631.3682114597777,501.5308633738023,337.79022341320706,216.68590440911976
2020-02-29,367.0945537666885,311.09096721832793,209.864016723217,68.64549921237813,-36.5813857949197
2020-03-01,139.34243925129704,-48.733506078770006,-155.4433888519452,-346.35309998408775,-501.09815289497055
2020-03-02,52.409042622219204,-76.936146888851,-226.7204596594347,-386.43692489377645,-491.8856954325511
2020-03-03,220.4589175649453,86.62721636668903,-35.36307248555022,-219.5985528945148,-358.88423979036634
2020-03-04,187.2265138788389,92.46796254658511,-36.29614012157799,-172.6866551590283,-349.1436099684579
2020-03-05,427.6638563086981,265.4037537308268,143.68019940142767,-22.94454459229928,-160.7602954043232
2020-03-06,723.0429107033779,413.2147809119433,239.58684763051133,26.798783979096697,-131.0707509276126
2020-03-07,16.383541395383872,-91.92931290118577,-205.00068665657636,-304.31371927192595,-443.92616940018706
2020-03-08,204.62451724485982,50.22874666995085,-27.648664673863095,-215.19562601152393,-335.27987335597027
2020-03-09,74.599001305618,-28.55181936176814,-135.86861571765075,-273.5693940590136,-449.73482046497884
2020-03-10,191.9054285195907,88.80503864843013,-45.95297429123275,-235.627262721051,-351.43380006447296
2020-03-11,318.5515271511649,226.26466678577708,93.0950099990041,-94.8041497700342,-196.846351240687
2020-03-12,450.03718853629834,303.2948628717568,184.32525140334474,76.6089535895062,-121.43499300428448
2020-03-13,625.9061234548171,554.5612277120854,387.7556594662801,244.07140278487714,103.77471979118127
2020-03-14,398.15911502605377,293.7775129419206,141.4033989800355,-5.5797469613298745,-124.76295818572544
2020-03-15,399.9359654791642,250.59688017911503,110.8401290417005,-66.35620704412395,-235.96498280388187
2020-03-16,233.3636219247055,123.53727545421862,38.877017328828515,-119.58578579861387,-300.61320864101253
2020-03-17,451.78879411330854,303.18859996290666,173.53187929831438,17.77537414442486,-139.96035673979532
2020-03-18,313.84351503848666,195.26970195326066,116.20257129927086,-78.09575499243147,-205.04981972921814
2020-03-19,777.2663439598127,655.7170232776207,506.8617768253698,336.20430283324094,225.14819047328456
2020-03-20,1287.01996303552,1213.9629135168398,1110.9276317535405,946.515223908511,836.6972961130978
2020-03-21,-17.49970227583617,-101.05721914809692,-257.0901075395286,-359.89486520588616,-549.087497042321
2020-03-22,314.71098825098125,200.911116346344,78.21068132131586,-100.62024909907632,-283.9597711864153
2020-03-23,168.1069625257296,-26.940338351507307,-191.55943723858763,-339.10187802542896,-524.1211477105026
2020-03-24,-114.39111567188593,-348.3964536088788,-466.8272257685894,-641.2183684034535,-786.8626258278782
2020-03-25,535.7408656694606,383.2464708020252,198.83778601465747,62.47619839864092,-61.18906079057888
2020-03-26,801.8252027161034,659.7462814783157,521.0843537057335,381.5135915021183,264.7286285595201
2020-03-27,866.837618378866,695.8416564338368,549.5110023857596,383.91297406922786,240.67270913039465
2020-03-28,896.9168708909438,775.0701268876601,636.8167680099159,482.4228648014814,299.10344750510194
2020-03-29,350.41246250924996,179.7765027472451,-105.77070626811474,-393.81885276369576,-579.5628440410655
2020-03-30,-206.73162849996334,-335.4557276523992,-436.91040578211687,-607.3987479611351,-788.5496667434054
