date,q_0.10,q_0.25,q_0.50,q_0.75,q_0.90
2020-02-01,-216.66215421685592,-301.3281452203464,-429.6788033243538,-519.971262377836,-665.4083553779456
2020-02-02,422.06897670952094,307.57267860572756,147.1213741961492,-54.98991101268257,-154.42780399173535
2020-02-03,-175.34201784165452,-258.3468755061531,-386.8225364530208,-528.5896372035186,-636.6246225249579
2020-02-04,207.711677453628,-42.1694403338588,-274.61017096870637,-440.38574653405885,-567.7345906194096
2020-02-05,102.4115107347643,-11.077783627393728,-152.78702591865112,-308.89961800767014,-448.1129739546068
2020-02-06,207.06838033397435,110.36939623619219,-19.669116276174464,-142.89861403374562,-262.407841946193
2020-02-07,672.5853038953774,492.5784939086079,372.40712506147247,191.2986264040519,70.3296505258877
2020-02-08,-183.50235259757392,-323.5426175796165,-466.0238453152506,-556.7712109979766,-706.9504710725523
2020-02-09,75.01221868400353,-19.389030604104846,-169.75281479007754,-310.9517160291798,-407.1230181092378
2020-02-10,-219.6267996592651,-344.07727582261396,-465.50458296613397,-595.5616462964299,-716.9348541154031
2020-02-11,-7.325267946878739,-137.51891426247676,-225.68521858787972,-395.8959172560044,-484.03251108524637
2020-02-12,293.8467227537858,180.78045481521258,40.9290957600133,-93.64435288403911,-225.23401631192792
2020-02-13,159.3286876767488,58.40883668613424,-187.96530874508971,-365.15407361295183,-579.2092618339575
2020-02-14,457.14490471816316,221.1805096120006,-6.102981621663275,-167.92378268238645,-351.5941327224227
2020-02-15,653.412010982358,522.8809567222925,376.1044298030556,222.76794536208217,119.01849622347254
2020-02-16,139.57693371563983,-6.891850779567903,-247.75190751083755,-465.83071986949835,-599.7374016135764
2020-02-17,937.2545136796289,752.7890801432259,524.5851857806647,324.029917336331,220.41921256482237
2020-02-18,65.00386924277336,-53.95479676959985,-171.220853683315,-374.4586691742825,-529.2685852134855
2020-02-19,289.6988771679098,139.56683850177615,-90.42430854060694,-245.52732094331986,-458.88105486766835
2020-02-20,751.651459502651,477.5644678515564,249.94589929004178,64.86253682065035,-142.68250040553175
2020-02-21,1112.7522392977098,902.463143239278,664.0708781995618,446.92066424861514,345.96767293894663
2020-02-22,751.8543289575446,571.2458289256065,330.36682598205334,144.88072840379027,6.201108933664727
2020-02-23,577.1803894757795,324.3696032665175,137.6429620335839,-83.60056500081373,-212.33649691531718
2020-02-24,-71.19185046257735,-167.99232344714255,-301.0229747709309,-454.52704496475053,-545.0755580935347
2020-02-25,113.44048205472063,-13.598718786966856,-240.51948642386378,-470.4997054442938,-608.9687073223322
2020-02-26,79.46846294996249,-40.09724785933395,-181.40753709238743,-386.9344172172259,-550.3421531766598
2020-02-27,268.20607252973787,154.02519360670703,10.817342874441238,-139.79279459525424,-285.2520432414967
2020-02-28,590.5456789172731,374.2124924015752,180.04348244291396,3.0286110957276833,-145.14143911939755
2020-02-29,306.08418272864947,79.1765200948812,-103.85963216994423,-277.2528069829332,-595.0895917344387
2020-03-01,543.4235927057052,409.1980550235512,229.46597672346797,-15.138582570221843,-118.44378237713136
2020-03-02,-94.47640922161372,-264.68810214475525,-407.0565746269476,-531.2080952689648,-632.2527496827697
2020-03-03,117.82255270714813,8.497247623537987,-136.3179494002161,-256.4665835637552,-378.01851973069824
2020-03-04,202.2804959396999,77.28208867680951,-104.26156458297191,-251.77402823948796,-427.33522424483635
2020-03-05,707.4755999502759,585.3629436259343,337.6563373859317,222.66263146823803,69.84742518832354
2020-03-06,238.83365755203704,159.67667369437368,5.373549098510921,-183.69814649083128,-275.6394495964232
2020-03-07,336.8817053801031,200.9765537651947,-13.18121068799337,-204.04479688897118,-354.2792567835422
2020-03-08,918.1554454518246,592.6469813663662,283.34233922653766,-15.567999720427906,-309.2662699375978
2020-03-09,40.40557259261732,-182.67444729390263,-394.7472378743987,-592.6347997716621,-905.6326432394817
2020-03-10,-249.24577029586544,-372.0271038539522,-534.9928518835186,-709.5066263735171,-850.816450331331
2020-03-11,-79.4800150217161,-207.42823058962676,-305.62538347440386,-415.8386538591367,-533.9549777754874
2020-03-12,553.6053961069829,413.44980554296853,294.27863521387553,116.81004426677646,-11.591962260203218
2020-03-13,582.1943045718381,472.0868613887342,189.3401310661211,-12.466662255486881,-106.15533902938296
2020-03-14,-81.31819530576468,-196.53808642465629,-397.2179054773442,-528.8751384943844,-682.3418463987437
2020-03-15,-245.6871755954653,-387.6632782954566,-588.810435884945,-723.6381783287798,-867.8013728467158
2020-03-16,-275.00413139201373,-382.636420409066,-508.0715118223052,-684.1047214544651,-839.166351051228
2020-03-17,-176.24701022444788,-281.82261566372654,-436.5161671816877,-588.86268973406,-761.74554721606
2020-03-18,-180.7353219077504,-304.9550286056219,-459.8431518843008,-602.9272203618348,-708.5824535158627
2020-03-19,290.26289415530846,129.221441494803,9.091980795605195,-127.35137832003784,-364.58502109911205
2020-03-20,424.38348643290374,255.81201671287818,46.55773098053032,-132.18753936256144,-300.33003639166964
2020-03-21,-634.430756033018,-771.7323385149102,-975.9871464664411,-1145.8282885304288,-1277.6615125724893
2020-03-22,-505.71001625099234,-716.9847883176153,-853.31247705428,-1007.1068962071786,-1172.4493343033373
2020-03-23,-749.5465668435572,-887.4353776014977,-1032.3285927013312,-1253.0120636284628,-1430.4475312538962
2020-03-24,-885.8029953792429,-952.888952929803,-1118.67733020189,-1271.018851609566,-1311.39523157461
2020-03-25,-542.075769905463,-631.0956425734748,-752.6236427760414,-901.7750233454863,-1027.8132976150082
2020-03-26,-653.110244097079,-735.8781627093394,-898.0516061968974,-1027.0495993309214,-1164.9050628783443
2020-03-27,-531.2001784510867,-623.3395168919051,-779.1476432287163,-920.1041303502298,-1076.2521289306096
2020-03-28,-387.20472660244377,-580.5716592276203,-791.6481401519595,-939.5737969434522,-1128.2349691595973
2020-03-29,-235.15680290411,-448.1352729602004,-618.3347627856074,-778.4867099049916,-959.7679552149675
2020-03-30,-879.4064083446738,-995.3307229945549,-1182.4099532694236,-1381.5873968600845,-1544.0080953309007
2020-03-31,-1053.3952382231146,-1130.6379011849185,-1240.0693451399638,-1394.6634284291758,-1548.5225686847261
2020-04-01,-753.5418984922671,-856.7481821327019,-984.4088803024479,-1092.858979191089,-1240.912876845945
2020-04-02,-474.3775727974953,-638.9425047906661,-804.4940372122892,-981.2922656144056,-1079.8266719534258
2020-04-03,-81.90350101668628,-266.78378924875324,-535.9408028487942,-675.8540091578561,-862.4980602827472
2020-04-04,-1039.536056808969,-1208.3860661119288,-1348.9264920041423,-1476.4309426411164,-1621.7193201495174
2020-04-05,-825.6513056709728,-992.1086871427406,-1184.3044740722335,-1403.1611713934772,-1570.7070217279133
2020-04-06,-675.9356153603658,-876.9854669315573,-1076.7594405237542,-1281.546699505583,-1463.913158211788
2020-04-07,-1508.2758374658406,-1654.7089767692105,-1898.5563047327596,-2127.393170031908,-2320.568818635851
2020-04-08,-812.914123702225,-977.5481923111602,-1169.2964932596242,-1355.5349588247682,-1535.2010096911672
2020-04-09,-729.8651592328806,-908.1841253227449,-1127.471285990836,-1334.5742601124966,-1496.3622013526601
2020-04-10,-744.8686195376886,-977.6296557192982,-1172.5934225621131,-1364.019058154512,-1530.81005656271
2020-04-11,-511.3042453022654,-760.0989255256836,-998.5170358855112,-1222.5843762468567,-1436.0429980938925
2020-04-12,-852.7028819661882,-1019.7788725940281,-1202.3138070659334,-1414.4016704030437,-1543.2126989157387
2020-04-13,-1080.310185090335,-1214.5669404950404,-1476.6263380996188,-1790.6100980739557,-2039.64540685648
2020-04-14,-899.601814025862,-1045.8486363972406,-1283.378742278388,-1402.8323810491456,-1533.8483197604892
2020-04-15,-904.223562920175,-1097.4395515535998,-1248.2986454594811,-1378.3308793523938,-1531.3728075250474
2020-04-16,-33.101609435156206,-381.5112863554841,-651.1872138421477,-916.979830684124,-1036.440288726606
2020-04-17,-780.8147125594514,-929.1234509507758,-1065.08722213683,-1215.6049267578146,-1355.306872056106
2020-04-18,-532.1238375003668,-645.5548857982467,-802.1275257431371,-1040.6042010434157,-1200.212232594211
2020-04-19,-452.40590341561074,-608.6006608258722,-823.214420914901,-1023.9577432889346,-1184.7068376306906
2020-04-20,-724.705982339492,-952.9469964182554,-1172.0048534301004,-1297.5625963709863,-1524.949014634125
2020-04-21,-721.717120640229,-908.1358518628858,-1220.083608066163,-1470.1518976458337,-1610.5603593416981
2020-04-22,-223.384144729318,-418.22928173871514,-587.2483666631288,-722.1462368912089,-886.6661533701954
2020-04-23,-733.2376842508656,-869.9833188859047,-984.8288470487114,-1115.5903091760447,-1247.7242365416496
2020-04-24,-927.094309581842,-1026.2521261386373,-1186.306560936011,-1338.3635902603382,-1474.3596659521609
2020-04-25,-1011.768515238442,-1116.5722070236388,-1241.4273337945087,-1424.9297877867048,-1517.0781403552592
2020-04-26,-263.36715785292836,-464.383817358892,-693.2513276608588,-934.887520986802,-1106.8030602723502
2020-04-27,-700.492274371958,-893.2893705127499,-1130.4343221963973,-1331.159118045025,-1610.3598465395808
2020-04-28,-1171.8015485513097,-1334.1468002444763,-1523.8435570664424,-1774.4115387855018,-1948.5099110756255
2020-04-29,-791.8555506155826,-906.6938547730097,-1100.3872375486753,-1225.7659851897788,-1502.8182132032907
2020-04-30,-795.343864403203,-882.7921857549809,-1055.738117112278,-1199.5197379525434,-1274.7061286902008
2020-05-01,-188.02875006657086,-362.9988103260839,-551.8335142889591,-789.3239410399601,-941.232349304455
2020-05-02,-1234.9954903693506,-1453.6836771533726,-1717.4620730005045,-1948.483531477661,-2081.380132352433
