,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-05-25,225310.0,98061.0,469198.0
2019-05-26,182765.0,85857.0,371455.0
2019-05-27,152660.0,82203.0,342087.0
2019-05-28,181563.0,83776.0,389579.0
2019-05-29,194096.0,84561.0,410602.0
2019-05-30,245580.0,100651.0,500844.0
2019-05-31,174611.0,77360.0,380236.0
2019-06-01,229425.0,98224.0,467988.0
2019-06-02,186938.0,90477.0,380400.0
2019-06-03,178972.0,88838.0,395259.0
2019-06-04,189992.0,85899.0,404426.0
2019-06-05,176589.0,81408.0,381565.0
2019-06-06,201132.0,87153.0,424997.0
2019-06-07,229646.0,96216.0,477901.0
2019-06-08,222387.0,97268.0,465441.0
2019-06-09,179216.0,87790.0,368824.0
2019-06-10,177172.0,87822.0,394603.0
2019-06-11,187273.0,84219.0,399899.0
2019-06-12,191593.0,84728.0,409574.0
2019-06-13,170433.0,73581.0,361817.0
2019-06-14,228113.0,94461.0,472502.0
2019-06-15,222760.0,103394.0,478988.0
2019-06-16,181364.0,85230.0,365280.0
2019-06-17,173894.0,87272.0,387342.0
2019-06-18,187917.0,84503.0,401475.0
2019-06-19,189773.0,83811.0,405957.0
2019-06-20,201355.0,85641.0,423072.0
2019-06-21,231973.0,92811.0,472549.0
2019-06-22,228757.0,94228.0,465884.0
2019-06-23,184176.0,87058.0,374403.0
2019-06-24,167076.0,80318.0,367804.0
2019-06-25,168597.0,73623.0,355361.0
2019-06-26,172945.0,74517.0,364814.0
2019-06-27,183358.0,76658.0,383326.0
2019-06-28,214908.0,85971.0,440038.0
2019-06-29,204613.0,86086.0,420738.0
2019-06-30,131215.0,64996.0,276892.0
2019-07-01,159848.0,78362.0,351628.0
2019-07-02,170166.0,76207.0,359792.0
2019-07-03,185758.0,87304.0,398648.0
2019-07-04,141166.0,73723.0,303668.0
2019-07-05,183447.0,79586.0,387257.0
2019-07-06,184938.0,80963.0,388437.0
2019-07-07,156921.0,73229.0,318636.0
2019-07-08,157179.0,76139.0,346933.0
2019-07-09,170166.0,77082.0,361229.0
2019-07-10,172899.0,79952.0,373184.0
2019-07-11,178688.0,79383.0,378974.0
2019-07-12,206676.0,84388.0,427838.0
2019-07-13,198866.0,87079.0,418822.0
2019-07-14,162035.0,76981.0,334310.0
2019-07-15,157689.0,76682.0,350416.0
2019-07-16,170915.0,76072.0,365071.0
2019-07-17,170992.0,75765.0,367982.0
2019-07-18,183628.0,77004.0,383523.0
2019-07-19,209310.0,85072.0,429429.0
2019-07-20,207496.0,86771.0,427923.0
2019-07-21,171268.0,78198.0,343938.0
2019-07-22,161242.0,76911.0,351952.0
2019-07-23,171731.0,75524.0,365556.0
2019-07-24,177809.0,75558.0,375583.0
2019-07-25,184706.0,77337.0,386286.0
2019-07-26,208408.0,84185.0,431123.0
