,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-05-25,36488.0,8727.0,58700.0
2019-05-26,31755.0,7707.0,50650.0
2019-05-27,27426.0,7716.0,45700.0
2019-05-28,33751.0,8851.0,54477.0
2019-05-29,37394.0,9356.0,59618.0
2019-05-30,47088.0,10846.0,72754.0
2019-05-31,33773.0,8629.0,54829.0
2019-06-01,34428.0,8612.0,55528.0
2019-06-02,28908.0,9030.0,48693.0
2019-06-03,34716.0,9474.0,55857.0
2019-06-04,38375.0,9527.0,60349.0
2019-06-05,40076.0,9651.0,62563.0
2019-06-06,41992.0,10239.0,65862.0
2019-06-07,44637.0,10562.0,69759.0
2019-06-08,43436.0,9917.0,68984.0
2019-06-09,31968.0,9551.0,52244.0
2019-06-10,39472.0,10564.0,63223.0
2019-06-11,40543.0,10336.0,63798.0
2019-06-12,42088.0,10085.0,65184.0
2019-06-13,34502.0,8623.0,54460.0
2019-06-14,41610.0,10216.0,65786.0
2019-06-15,36859.0,9328.0,59056.0
2019-06-16,26829.0,8456.0,44942.0
2019-06-17,36234.0,9693.0,58206.0
2019-06-18,36752.0,9270.0,58295.0
2019-06-19,41055.0,9637.0,63339.0
2019-06-20,41599.0,9818.0,65037.0
2019-06-21,42525.0,10096.0,66843.0
2019-06-22,40848.0,9271.0,63532.0
2019-06-23,34750.0,8966.0,54391.0
2019-06-24,39470.0,9344.0,61475.0
2019-06-25,37371.0,8734.0,58036.0
2019-06-26,40703.0,9452.0,61868.0
2019-06-27,43710.0,9549.0,66369.0
2019-06-28,45887.0,9672.0,69947.0
2019-06-29,41636.0,8962.0,64181.0
2019-06-30,28436.0,7449.0,44850.0
2019-07-01,37983.0,8510.0,58044.0
2019-07-02,38896.0,8521.0,59323.0
2019-07-03,37301.0,9198.0,58189.0
2019-07-04,29265.0,6208.0,43139.0
2019-07-05,36062.0,7963.0,55466.0
2019-07-06,35655.0,8010.0,55091.0
2019-07-07,31481.0,8033.0,49141.0
2019-07-08,37994.0,9060.0,58827.0
2019-07-09,39862.0,9009.0,60368.0
2019-07-10,40728.0,8798.0,61611.0
2019-07-11,43278.0,8964.0,65182.0
2019-07-12,44775.0,9386.0,67493.0
2019-07-13,40002.0,8921.0,61525.0
2019-07-14,32202.0,8212.0,50169.0
2019-07-15,38315.0,9207.0,59470.0
2019-07-16,42259.0,9242.0,63879.0
2019-07-17,42517.0,8948.0,63977.0
2019-07-18,43866.0,9791.0,66618.0
2019-07-19,42763.0,9831.0,65722.0
2019-07-20,34867.0,8630.0,55226.0
2019-07-21,32113.0,8479.0,51059.0
2019-07-22,36926.0,9163.0,57937.0
2019-07-23,37112.0,8928.0,58545.0
2019-07-24,40191.0,8790.0,60887.0
2019-07-25,42307.0,9058.0,63884.0
2019-07-26,43041.0,9392.0,65706.0
2019-07-27,38853.0,8521.0,59664.0
2019-07-28,31682.0,8105.0,50012.0
2019-07-29,35977.0,8923.0,56440.0
2019-07-30,42584.0,9586.0,65133.0
2019-07-31,30964.0,7428.0,48433.0
2019-08-01,37454.0,9252.0,58426.0
2019-08-02,38125.0,9279.0,59552.0
2019-08-03,34556.0,8349.0,54588.0
2019-08-04,29092.0,7798.0,45841.0
2019-08-05,34932.0,8816.0,54817.0
2019-08-06,36115.0,8890.0,56385.0
2019-08-07,36975.0,8760.0,57613.0
2019-08-08,37296.0,9020.0,58159.0
2019-08-09,43717.0,9483.0,66283.0
2019-08-10,39054.0,8475.0,59528.0
2019-08-11,32585.0,7909.0,50395.0
2019-08-12,36988.0,8592.0,56608.0
2019-08-13,37256.0,8578.0,57414.0
2019-08-14,39764.0,8844.0,60631.0
2019-08-15,43036.0,9049.0,64522.0
2019-08-16,46660.0,9317.0,69135.0
2019-08-17,44109.0,8467.0,64539.0
2019-08-18,34695.0,8263.0,53000.0
2019-08-19,38524.0,8970.0,59265.0
2019-08-20,40334.0,8841.0,61854.0
2019-08-21,39839.0,8559.0,60855.0
2019-08-22,40703.0,9050.0,62274.0
2019-08-23,40584.0,9225.0,63540.0
2019-08-24,39398.0,8353.0,60736.0
2019-08-25,33021.0,8367.0,51849.0
2019-08-26,38658.0,9068.0,59567.0
2019-08-27,40856.0,8978.0,63110.0
2019-08-28,38513.0,8554.0,59894.0
2019-08-29,42619.0,9473.0,65701.0
2019-08-30,44473.0,10224.0,69495.0
2019-08-31,38703.0,9434.0,61713.0
2019-09-01,39218.0,8822.0,60749.0
2019-09-02,34662.0,9708.0,57362.0
2019-09-03,46132.0,10830.0,71774.0
2019-09-04,48622.0,10435.0,74007.0
2019-09-05,50725.0,10656.0,75706.0
2019-09-06,54801.0,11109.0,82464.0
2019-09-07,46816.0,10677.0,73644.0
2019-09-08,39150.0,10386.0,62296.0
2019-09-09,48849.0,11104.0,74785.0
2019-09-10,48421.0,10377.0,73162.0
2019-09-11,51271.0,10654.0,77448.0
2019-09-12,49875.0,10866.0,76004.0
2019-09-13,54876.0,11495.0,82970.0
2019-09-14,47973.0,10572.0,74735.0
2019-09-15,39015.0,10340.0,62202.0
2019-09-16,49746.0,10833.0,74917.0
2019-09-17,49504.0,10183.0,74320.0
2019-09-18,51017.0,10553.0,76987.0
2019-09-19,50972.0,10710.0,76601.0
2019-09-20,54235.0,10669.0,81141.0
2019-09-21,48058.0,10078.0,73167.0
2019-09-22,38788.0,9842.0,61596.0
2019-09-23,46479.0,10486.0,70479.0
2019-09-24,45860.0,9462.0,68663.0
2019-09-25,45525.0,9277.0,68335.0
2019-09-26,44986.0,9466.0,67726.0
2019-09-27,49010.0,10300.0,73790.0
2019-09-28,44135.0,9173.0,66774.0
2019-09-29,35451.0,9001.0,55497.0
2019-09-30,34379.0,8066.0,53537.0
2019-10-01,38334.0,8288.0,58601.0
2019-10-02,37891.0,8314.0,58097.0
2019-10-03,38853.0,8524.0,58912.0
2019-10-04,41987.0,9231.0,64089.0
2019-10-05,37932.0,8631.0,59566.0
2019-10-06,28690.0,8487.0,47329.0
2019-10-07,36169.0,8663.0,56332.0
2019-10-08,41313.0,9054.0,62907.0
2019-10-09,34570.0,8292.0,53882.0
2019-10-10,35302.0,8591.0,54863.0
2019-10-11,38336.0,9455.0,59756.0
2019-10-12,35462.0,8963.0,56983.0
2019-10-13,31307.0,8009.0,49654.0
2019-10-14,28073.0,8451.0,46491.0
2019-10-15,36170.0,8792.0,56385.0
2019-10-16,40004.0,9387.0,61948.0
2019-10-17,38029.0,8997.0,59124.0
2019-10-18,42808.0,10059.0,66282.0
2019-10-19,41673.0,9584.0,66194.0
2019-10-20,33760.0,9910.0,55504.0
2019-10-21,37852.0,9345.0,58992.0
2019-10-22,37528.0,8741.0,57642.0
2019-10-23,38190.0,9000.0,59751.0
2019-10-24,39818.0,9354.0,61891.0
2019-10-25,41648.0,9710.0,65064.0
2019-10-26,39227.0,9050.0,62147.0
2019-10-27,24634.0,7768.0,41715.0
2019-10-28,33503.0,8962.0,53710.0
2019-10-29,34909.0,8161.0,54645.0
2019-10-30,39117.0,9175.0,61350.0
2019-10-31,26983.0,6942.0,43219.0
2019-11-01,35160.0,8407.0,55292.0
2019-11-02,33038.0,7984.0,52992.0
2019-11-03,26159.0,8025.0,43716.0
2019-11-04,31060.0,8240.0,49465.0
2019-11-05,29946.0,7407.0,47378.0
2019-11-06,32310.0,7741.0,50834.0
2019-11-07,33622.0,8250.0,52522.0
2019-11-08,36197.0,8976.0,57098.0
2019-11-09,35903.0,8439.0,56958.0
2019-11-10,29810.0,8253.0,48182.0
2019-11-11,28222.0,8507.0,46913.0
2019-11-12,31468.0,7936.0,49711.0
2019-11-13,32253.0,8032.0,51210.0
2019-11-14,33645.0,8271.0,53135.0
2019-11-15,37709.0,8848.0,58970.0
2019-11-16,33960.0,8408.0,55326.0
2019-11-17,24617.0,8130.0,42723.0
2019-11-18,30526.0,7992.0,48778.0
2019-11-19,32197.0,7604.0,50723.0
2019-11-20,32141.0,7815.0,50767.0
2019-11-21,34263.0,8469.0,54136.0
2019-11-22,36103.0,9232.0,57783.0
2019-11-23,33037.0,9005.0,54788.0
2019-11-24,24007.0,7599.0,40921.0
2019-11-25,34785.0,9672.0,56669.0
2019-11-26,33372.0,9816.0,55067.0
2019-11-27,31102.0,10765.0,54723.0
2019-11-28,14434.0,4222.0,23867.0
2019-11-29,28023.0,8258.0,50472.0
2019-11-30,19084.0,6860.0,35580.0
2019-12-01,21782.0,5444.0,34101.0
2019-12-02,28998.0,5540.0,41911.0
2019-12-03,27709.0,4835.0,39275.0
2019-12-04,37138.0,6197.0,52097.0
2019-12-05,39055.0,6710.0,55579.0
2019-12-06,40921.0,6878.0,58550.0
2019-12-07,36154.0,7040.0,54691.0
2019-12-08,27612.0,6441.0,42585.0
2019-12-09,33810.0,6131.0,48597.0
2019-12-10,36777.0,6424.0,52291.0
2019-12-11,36559.0,6356.0,52370.0
2019-12-12,40393.0,6678.0,56636.0
2019-12-13,42453.0,7119.0,60267.0
2019-12-14,35519.0,6994.0,53372.0
2019-12-15,28666.0,6493.0,43682.0
2019-12-16,36075.0,6993.0,52084.0
2019-12-17,32528.0,5900.0,46409.0
2019-12-18,37773.0,6935.0,54215.0
2019-12-19,37564.0,6944.0,54274.0
2019-12-20,38002.0,7348.0,56045.0
2019-12-21,33032.0,7657.0,52020.0
2019-12-22,29794.0,7220.0,46350.0
2019-12-23,34263.0,8363.0,53904.0
2019-12-24,27968.0,7345.0,43928.0
2019-12-25,15943.0,2410.0,20233.0
2019-12-26,28406.0,5692.0,43304.0
2019-12-27,35083.0,6273.0,51387.0
2019-12-28,35359.0,6500.0,52128.0
2019-12-29,29363.0,6037.0,43295.0
2019-12-30,37121.0,7308.0,55035.0
2019-12-31,27609.0,6966.0,44371.0
2020-01-01,27086.0,4631.0,38039.0
2020-01-02,36355.0,7343.0,53857.0
2020-01-03,41076.0,7611.0,59442.0
2020-01-04,33855.0,7381.0,51584.0
2020-01-05,28565.0,6831.0,43049.0
2020-01-06,39476.0,7441.0,55776.0
2020-01-07,40781.0,7711.0,58385.0
2020-01-08,42860.0,8177.0,61594.0
2020-01-09,45027.0,8631.0,64190.0
