,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-05-25,338565.0,80397.0,531352.0
2019-05-26,292362.0,69858.0,453750.0
2019-05-27,267180.0,70896.0,425356.0
2019-05-28,320313.0,80565.0,512265.0
2019-05-29,344997.0,82893.0,544970.0
2019-05-30,419162.0,97862.0,656091.0
2019-05-31,315584.0,77520.0,502456.0
2019-06-01,345692.0,79816.0,536360.0
2019-06-02,310681.0,77240.0,486238.0
2019-06-03,334064.0,83293.0,529621.0
2019-06-04,353512.0,84942.0,555416.0
2019-06-05,362021.0,85172.0,564143.0
2019-06-06,366989.0,86275.0,573196.0
2019-06-07,386427.0,88574.0,598907.0
2019-06-08,365439.0,83325.0,562238.0
2019-06-09,295759.0,72882.0,458912.0
2019-06-10,314145.0,78148.0,496146.0
2019-06-11,359813.0,87134.0,564852.0
2019-06-12,369093.0,87898.0,574879.0
2019-06-13,314723.0,75924.0,493399.0
2019-06-14,387197.0,90349.0,600047.0
2019-06-15,361862.0,85504.0,560122.0
2019-06-16,290609.0,74282.0,453215.0
2019-06-17,335094.0,84180.0,529775.0
2019-06-18,334653.0,79749.0,523994.0
2019-06-19,360158.0,85549.0,560365.0
2019-06-20,380929.0,87510.0,588136.0
2019-06-21,393528.0,89223.0,603624.0
2019-06-22,365144.0,82325.0,556474.0
2019-06-23,318612.0,79193.0,489518.0
2019-06-24,357808.0,87006.0,557562.0
2019-06-25,349473.0,84388.0,545060.0
2019-06-26,377919.0,87003.0,580529.0
2019-06-27,376191.0,89049.0,585423.0
2019-06-28,403029.0,92846.0,625824.0
2019-06-29,369666.0,83360.0,568281.0
2019-06-30,271793.0,64195.0,418099.0
2019-07-01,320908.0,78843.0,505963.0
2019-07-02,323713.0,79200.0,513220.0
2019-07-03,335653.0,85520.0,535947.0
2019-07-04,250954.0,65854.0,390199.0
2019-07-05,317765.0,77915.0,501890.0
2019-07-06,303434.0,74446.0,476212.0
2019-07-07,270743.0,70857.0,425764.0
2019-07-08,312326.0,80529.0,499947.0
2019-07-09,327603.0,81289.0,517933.0
2019-07-10,340690.0,83114.0,535578.0
2019-07-11,332167.0,80464.0,522069.0
2019-07-12,366748.0,89104.0,576834.0
2019-07-13,331358.0,79640.0,516273.0
2019-07-14,277330.0,72013.0,434509.0
2019-07-15,328520.0,83333.0,521966.0
2019-07-16,342457.0,82696.0,538322.0
2019-07-17,342097.0,81938.0,535888.0
2019-07-18,342251.0,84088.0,540737.0
2019-07-19,358860.0,85824.0,562142.0
2019-07-20,311140.0,75208.0,486820.0
2019-07-21,276301.0,70710.0,432646.0
2019-07-22,317682.0,79015.0,502039.0
2019-07-23,328606.0,83078.0,523670.0
2019-07-24,347225.0,83262.0,544539.0
2019-07-25,348291.0,81081.0,542596.0
2019-07-26,359411.0,83734.0,560449.0
2019-07-27,324477.0,76771.0,505247.0
2019-07-28,277811.0,70039.0,432457.0
2019-07-29,317292.0,79499.0,503067.0
2019-07-30,381914.0,88518.0,591792.0
2019-07-31,265556.0,64265.0,420032.0
2019-08-01,326686.0,77457.0,509361.0
2019-08-02,339807.0,79209.0,529835.0
2019-08-03,314348.0,74104.0,490202.0
2019-08-04,261041.0,66106.0,407370.0
2019-08-05,306121.0,77158.0,486102.0
2019-08-06,310482.0,75218.0,490083.0
2019-08-07,296080.0,71330.0,470186.0
2019-08-08,321070.0,78332.0,509666.0
2019-08-09,357451.0,85775.0,566555.0
2019-08-10,322383.0,75220.0,505339.0
2019-08-11,280564.0,70747.0,442941.0
2019-08-12,311664.0,79696.0,503956.0
2019-08-13,312250.0,75349.0,498974.0
2019-08-14,327802.0,80400.0,521708.0
2019-08-15,339748.0,81804.0,538061.0
2019-08-16,356284.0,86231.0,564498.0
2019-08-17,331087.0,82011.0,524838.0
2019-08-18,277887.0,72160.0,439983.0
2019-08-19,318195.0,85703.0,514646.0
2019-08-20,335791.0,84372.0,532494.0
2019-08-21,333328.0,80722.0,525354.0
2019-08-22,339945.0,81625.0,536940.0
2019-08-23,348329.0,82590.0,547699.0
2019-08-24,334512.0,76823.0,516389.0
2019-08-25,291372.0,71274.0,452425.0
2019-08-26,332713.0,79353.0,519963.0
2019-08-27,350533.0,80586.0,544609.0
2019-08-28,334415.0,78108.0,522957.0
2019-08-29,362827.0,84070.0,565799.0
2019-08-30,376990.0,88028.0,589703.0
2019-08-31,309304.0,74686.0,490978.0
2019-09-01,285527.0,67771.0,457511.0
2019-09-02,275786.0,74043.0,462009.0
2019-09-03,378910.0,90054.0,618831.0
2019-09-04,396139.0,94888.0,649253.0
2019-09-05,401007.0,95326.0,652757.0
2019-09-06,420761.0,94271.0,671541.0
2019-09-07,413859.0,94827.0,661390.0
2019-09-08,345854.0,88657.0,564829.0
2019-09-09,402363.0,99708.0,659220.0
2019-09-10,408201.0,97528.0,657881.0
2019-09-11,427481.0,102976.0,684278.0
2019-09-12,426807.0,107643.0,691381.0
2019-09-13,472317.0,115680.0,757571.0
2019-09-14,429728.0,103155.0,683882.0
2019-09-15,366740.0,96718.0,592796.0
2019-09-16,411066.0,106399.0,666894.0
2019-09-17,421756.0,106905.0,679301.0
2019-09-18,424148.0,106046.0,679988.0
2019-09-19,413182.0,108087.0,667051.0
2019-09-20,441062.0,108609.0,699475.0
2019-09-21,410940.0,95230.0,640905.0
2019-09-22,351934.0,91981.0,562925.0
2019-09-23,385112.0,96285.0,617706.0
2019-09-24,384626.0,94225.0,614224.0
2019-09-25,365805.0,90847.0,586319.0
2019-09-26,359254.0,87527.0,574985.0
2019-09-27,393959.0,91642.0,620725.0
2019-09-28,355444.0,81997.0,557348.0
2019-09-29,307267.0,76601.0,489905.0
2019-09-30,256994.0,70367.0,424464.0
2019-10-01,313594.0,83669.0,511658.0
2019-10-02,324923.0,78733.0,520497.0
2019-10-03,307218.0,73744.0,487701.0
2019-10-04,355178.0,83040.0,558075.0
2019-10-05,333637.0,77436.0,522490.0
2019-10-06,270264.0,69810.0,431501.0
2019-10-07,309083.0,77852.0,499550.0
2019-10-08,348771.0,83507.0,555256.0
2019-10-09,266320.0,64912.0,425629.0
2019-10-10,314633.0,75318.0,498656.0
2019-10-11,356515.0,82941.0,560129.0
2019-10-12,334425.0,75335.0,519269.0
2019-10-13,285651.0,68301.0,446067.0
2019-10-14,271263.0,69194.0,436942.0
2019-10-15,324263.0,78130.0,513295.0
2019-10-16,331902.0,79227.0,525238.0
2019-10-17,334776.0,80515.0,530797.0
2019-10-18,372276.0,85215.0,581926.0
2019-10-19,378259.0,86353.0,591542.0
2019-10-20,295469.0,75708.0,469921.0
2019-10-21,327803.0,81767.0,525345.0
2019-10-22,327207.0,78012.0,518278.0
2019-10-23,356038.0,84738.0,566256.0
2019-10-24,355964.0,84796.0,564069.0
2019-10-25,373990.0,85562.0,585193.0
2019-10-26,348954.0,80324.0,546706.0
2019-10-27,245562.0,64378.0,394953.0
2019-10-28,311939.0,78407.0,502261.0
2019-10-29,310624.0,75376.0,497686.0
2019-10-30,359484.0,87489.0,574788.0
2019-10-31,251759.0,63512.0,406925.0
2019-11-01,317479.0,73677.0,497604.0
2019-11-02,310590.0,71086.0,485624.0
2019-11-03,257246.0,67671.0,411088.0
2019-11-04,285902.0,73386.0,460567.0
2019-11-05,278103.0,69128.0,446055.0
