date,accum_confirm,new_confirm,infect_rate,accum_death,new_death,fatal_rate
2020-03-25,17856,2952,0.12,573,140,3.21
2020-03-26,21873,4017,0.15,798,225,3.65
2020-03-27,25573,3700,0.17,1050,252,4.11
2020-03-28,29776,4203,0.2,1377,327,4.62
2020-03-29,33768,3992,0.22,1729,352,5.12
2020-03-30,37453,3685,0.25,2128,399,5.68
2020-03-31,43119,5666,0.29,2589,461,6.0
2020-04-01,47439,4320,0.32,3115,526,6.57
2020-04-02,51809,4370,0.34,3754,639,7.25
2020-04-03,57159,5350,0.38,4399,645,7.7
2020-04-04,63306,6147,0.42,5077,678,8.02
2020-04-05,67551,4245,0.45,5804,727,8.59
2020-04-06,72181,4630,0.48,6596,792,9.14
2020-04-07,76876,4695,0.51,7406,810,9.63
2020-04-08,81803,4927,0.54,8137,731,9.95
2020-04-09,87028,5225,0.58,8861,724,10.18
2020-04-10,92384,5356,0.61,9558,697,10.35
2020-04-11,98308,5924,0.65,10238,680,10.41
2020-04-12,103208,4900,0.69,10955,717,10.61
2020-04-13,106763,3555,0.71,11681,726,10.94
2020-04-14,110465,3702,0.73,12324,643,11.16
2020-04-15,118302,7837,0.79,12851,527,10.86
2020-04-16,123146,4844,0.82,13374,523,10.86
2020-04-17,127352,4206,0.85,13826,452,10.86
2020-04-18,131334,3982,0.87,14291,465,10.88
2020-04-19,134267,2933,0.89,14735,444,10.97
2020-04-20,136591,2324,0.91,15169,434,11.11
2020-04-21,139348,2757,0.93,15529,360,11.14
2020-04-22,142227,2879,0.95,15864,335,11.15
2020-04-23,145855,3628,0.97,16158,294,11.08
2020-04-24,150473,4618,1.0,16190,32,10.76
2020-04-25,155113,4640,1.03,17126,936,11.04
2020-04-26,158258,3145,1.05,17280,154,10.92
2020-04-27,160489,2231,1.07,17515,235,10.91
2020-04-28,162338,1849,1.08,17682,167,10.89
2020-04-29,164841,2503,1.1,18076,394,10.97
2020-04-30,167478,2637,1.11,18069,-7,10.79
2020-05-01,169690,2212,1.13,18399,330,10.84
2020-05-02,172354,2664,1.15,18491,92,10.73
2020-05-03,174331,1977,1.16,18925,434,10.86
2020-05-04,175651,1320,1.17,19057,132,10.85
2020-05-05,176874,1223,1.18,19067,10,10.78
2020-05-06,178351,1477,1.19,19174,107,10.75
2020-05-07,180216,1865,1.2,19626,452,10.89
2020-05-08,181783,1567,1.21,19561,-65,10.76
2020-05-09,183289,1506,1.22,19818,257,10.81
2020-05-10,184417,1128,1.23,19789,-29,10.73
2020-05-11,185357,940,1.23,20056,267,10.82
2020-05-12,186123,766,1.24,20237,181,10.87
2020-05-13,187250,1127,1.24,20316,79,10.85
2020-05-14,188545,1295,1.25,20406,90,10.82
2020-05-15,190357,1812,1.27,20476,70,10.76
2020-05-16,191600,1243,1.27,20576,100,10.74
2020-05-17,192593,993,1.28,20720,144,10.76
2020-05-18,193230,637,1.28,20806,86,10.77
2020-05-19,193821,591,1.29,20887,81,10.78
2020-05-20,194550,729,1.29,20934,47,10.76
2020-05-21,195675,1125,1.3,21003,69,10.73
2020-05-22,196484,809,1.31,21086,83,10.73
2020-05-23,197266,782,1.31,21138,52,10.72
2020-05-24,198123,857,1.32,21216,78,10.71
2020-05-25,198731,608,1.32,21259,43,10.7
2020-05-26,199301,570,1.32,21314,55,10.69
2020-05-27,199968,667,1.33,21362,48,10.68
2020-05-28,201051,1083,1.34,21415,53,10.65
2020-05-29,201999,948,1.34,21477,62,10.63
2020-05-30,202751,752,1.35,21512,35,10.61
2020-05-31,203303,552,1.35,21569,57,10.61
2020-06-01,203764,461,1.35,21607,38,10.6
2020-06-02,204377,613,1.36,21649,42,10.59
2020-06-03,204872,495,1.36,21688,39,10.59
2020-06-04,205406,534,1.37,21752,64,10.59
2020-06-05,205940,534,1.37,21782,30,10.58
2020-06-06,206511,571,1.37,21815,33,10.56
2020-06-07,206969,458,1.38,21844,29,10.55
2020-06-08,207353,384,1.38,21877,33,10.55
2020-06-09,207693,340,1.38,21918,41,10.55
2020-06-10,208118,425,1.38,21960,42,10.55
2020-06-11,208517,399,1.39,21993,33,10.55
2020-06-12,208954,437,1.39,22043,50,10.55
2020-06-13,209493,539,1.39,22076,33,10.54
2020-06-14,209878,385,1.4,22103,27,10.53
2020-06-15,210259,381,1.4,22124,21,10.52
