date,completely_home_device_count_percentage,median_home_dwell_time_percentage,part_time_work_behavior_devices_percentage,full_time_work_behavior_devices_percentage,completely_home_device_count,device_count,part_time_work_behavior_devices,full_time_work_behavior_devices
2020-04-14,45.72834876362358,64.23611111111111,4.050939489823821,3.617328801906324,11706.0,25598.0,1037.0,926.0
2020-04-15,46.846092503987244,65.38194444444444,4.449760765550239,3.971291866028708,11749.0,25079.0,1116.0,996.0
2020-04-16,47.441000281429666,63.40277777777777,4.273710449081333,3.743014513729747,11800.0,24872.0,1063.0,931.0
2020-04-17,44.09322475831361,61.875,3.8108227365718643,3.289341730514662,10992.0,24928.0,950.0,820.0
2020-04-18,50.06641208699983,67.08333333333333,3.615307986053462,3.0549560019923625,12062.0,24091.0,871.0,736.0
2020-04-19,47.729329494035376,67.5,4.199917729329494,3.6404771698889347,11603.0,24309.0,1021.0,885.0
2020-04-20,45.28812480101879,62.708333333333336,3.5776822667940147,3.0085959885386817,11380.0,25127.0,899.0,756.0
2020-04-21,47.89219073946096,58.81944444444444,5.010366275051831,4.16570682638409,12474.0,26045.0,1305.0,1085.0
2020-04-22,45.28537432216284,59.375,4.029961377911286,3.643740490773612,11608.0,25632.0,1033.0,934.0
2020-04-23,43.891716797778805,56.21527777777777,4.153169828782971,3.45519049822613,11382.0,25931.0,1077.0,896.0
2020-04-24,46.96819282849541,56.80555555555556,4.086089822499305,3.6294325537068657,11828.0,25182.0,1029.0,914.0
2020-04-25,43.7806347930896,60.0,4.355162715950181,3.6199276817999197,10897.0,24889.0,1084.0,901.0
2020-04-26,48.8625004997801,64.86111111111111,3.5064571588501057,3.0466594698332736,12221.0,25010.0,877.0,762.0
2020-04-27,44.136033025358756,56.458333333333336,4.39944957735404,3.6327894633379203,11226.0,25434.0,1119.0,924.0
2020-04-28,45.90812777355775,60.83333333333333,3.929956422660217,3.578139367528885,11483.0,25012.0,983.0,895.0
2020-04-29,42.64016804007109,50.38194444444445,3.566812085958959,3.0780416868637905,10556.0,24755.0,883.0,762.0
2020-04-30,42.919183544553675,54.96527777777778,4.698172055746378,3.8098622132733233,10871.0,25328.0,1190.0,965.0
2020-05-01,49.79222777991536,59.583333333333336,4.232397075798384,3.482108503270489,12941.0,25989.0,1100.0,905.0
2020-05-02,45.64589190877851,57.395833333333336,3.787878787878788,3.1513589503280226,11689.0,25607.0,970.0,807.0
2020-05-03,49.026667224850335,65.48611111111111,3.838908192740821,3.2863063591074644,11711.0,23886.0,917.0,785.0
2020-05-04,48.90822784810126,59.86111111111111,4.382911392405063,3.8014240506329116,12364.0,25279.0,1108.0,961.0
2020-05-05,46.834951456310684,60.729166666666664,4.085436893203884,3.386407766990291,12060.0,25749.0,1052.0,872.0
2020-05-06,47.64900785525483,58.71527777777777,4.608912549793381,3.856892893041957,12799.0,26860.0,1238.0,1036.0
2020-05-07,46.986177203716295,57.49999999999999,4.607598761235742,3.7993806178714404,12441.0,26477.0,1220.0,1006.0
2020-05-08,46.43055005935892,57.77777777777777,4.305500593589237,3.6446379105658884,11733.0,25269.0,1088.0,921.0
2020-05-09,47.17395567758384,61.111111111111114,4.192979015493234,3.4908805648166306,12027.0,25494.0,1069.0,890.0
2020-05-10,47.85020258841116,63.020833333333336,4.2563235120569605,3.4577711341017268,12164.0,25420.0,1082.0,879.0
2020-05-11,48.58119792485458,59.40972222222223,4.2957082219776765,3.8083634648640152,12361.0,25443.0,1093.0,969.0
2020-05-12,46.536334913112164,58.05555555555556,4.522116903633491,3.854660347551343,11783.0,25319.0,1145.0,976.0
2020-05-13,45.866180723368856,57.15277777777777,4.353682208929208,3.7039971477241216,11578.0,25242.0,1099.0,935.0
2020-05-14,43.22505349153861,56.458333333333336,4.45049601244894,3.641314919276405,11111.0,25704.0,1144.0,936.0
2020-05-15,42.60756909547739,54.61805555555556,4.290986180904523,3.4469221105527637,10853.0,25471.0,1093.0,878.0
2020-05-16,42.487922705314006,56.28472222222223,4.392109500805153,3.433977455716586,10554.0,24839.0,1091.0,853.0
2020-05-17,47.10598940851794,57.638888888888886,3.610054449168345,2.8940105914820617,12631.0,26813.0,968.0,776.0
2020-05-18,46.62144726656099,55.06944444444445,4.143473292291812,3.332473181700889,12647.0,27126.0,1124.0,904.0
