,0
1892,Henderson
1893,Leon
1894,Cherokee
1895,Smith
1896,Freestone
1897,Freestone
1898,Freestone
1899,Freestone
1900,Freestone
1901,Nacogdoches
1902,Nacogdoches
1903,Freestone
1904,Henderson
1905,Hopkins
1906,Limestone
1907,Limestone
1908,Limestone
1909,Limestone
1910,Limestone
1911,Anderson
1912,Rains
1913,Rusk
1914,Rusk
1915,Rusk
1916,Rusk
1917,Rusk
1918,Rusk
1919,Rusk
1920,Smith
1921,Robertson
1922,Robertson
1923,Robertson
1924,Robertson
1925,Robertson
1926,Robertson
1927,Robertson
1928,Smith
1929,Anderson
1930,Navarro
1931,Leon
1932,Titus
1933,Brazos
1934,Brazos
1935,Van Zandt
1936,Nacogdoches
1937,Nacogdoches
1938,Nacogdoches
1939,Smith
1940,Cherokee
1941,Robertson
1942,Leon
1943,Grimes
1944,Franklin
1945,Franklin
1946,Franklin
1947,Van Zandt
1948,Henderson
1949,Hunt
1950,Angelina
1951,Cherokee
1952,Cherokee
1953,Cherokee
1954,Cherokee
1955,Cherokee
1956,Cherokee
1957,Houston
1958,Rusk
1959,Brazos
1960,Cherokee
1961,Robertson
1962,Henderson
1963,Hopkins
1964,Nacogdoches
1965,Titus
1966,Titus
1967,Titus
1968,Titus
1969,Titus
1970,Titus
1971,Freestone
1972,Smith
1973,Smith
1974,Smith
1975,Wood
1976,Houston
1977,Smith
1978,Brazos
1979,Brazos
1980,Robertson
1981,Hopkins
1982,Grimes
1983,Freestone
1984,Hopkins
1985,Rusk
1986,Henderson
1987,Henderson
1988,Henderson
1989,Angelina
1990,Houston
1991,Brazos
1992,Van Zandt
1993,Smith
1994,Robertson
1995,Robertson
1996,Robertson
1997,Brazos
1998,Brazos
1999,Brazos
