GMT MKT Interval, Coal Market, Coal Self, Diesel Fuel Oil Market, Diesel Fuel Oil Self, Hydro Market, Hydro Self, Natural Gas Market, Natural Gas Self, Nuclear Market, Nuclear Self, Solar Market, Solar Self, Waste Disposal Services Market, Waste Disposal Services Self, Wind Market, Wind Self, Waste Heat Market, Waste Heat Self, Other Market, Other Self, Load
2021-01-01T06:00:00Z,6155.50,4181.70,0.00,0.00,35.00,284.50,3898.30,906.50,0.00,2034.90,0.00,0.00,0.00,10.60,0.00,13588.20,0.00,0.00,0.00,28.60,29536.106
2021-01-01T06:05:00Z,6192.50,4226.20,0.00,0.00,34.70,286.10,3856.00,926.00,0.00,2034.70,0.00,0.00,0.00,10.90,0.00,13533.10,0.00,0.00,0.00,28.40,29527.813
2021-01-01T06:10:00Z,6238.20,4232.60,0.00,0.00,33.90,285.10,3901.90,884.20,0.00,2034.60,0.00,0.00,0.00,10.80,0.00,13436.30,0.00,0.00,0.00,28.50,29463.581
2021-01-01T06:15:00Z,6279.40,4265.10,0.00,0.00,33.50,283.50,3865.90,895.40,0.00,2034.80,0.00,0.00,0.00,10.70,0.00,13367.00,0.00,0.00,0.00,28.50,29364.982
2021-01-01T06:20:00Z,6303.10,4249.40,0.00,0.00,33.60,285.90,3826.90,874.90,0.00,2031.60,0.00,0.00,0.00,11.10,0.00,13367.00,0.00,0.00,0.00,28.40,29367.888
2021-01-01T06:25:00Z,6333.60,4263.70,0.00,0.00,33.00,283.30,3779.40,868.20,0.00,2033.10,0.00,0.00,0.00,10.80,0.00,13350.80,0.00,0.00,0.00,28.50,29352.684
2021-01-01T06:30:00Z,6364.80,4235.60,0.00,0.00,33.10,285.50,3775.90,857.00,0.00,2034.50,0.00,0.00,0.00,11.00,0.00,13358.10,0.00,0.00,0.00,28.60,29309.757
2021-01-01T06:35:00Z,6350.90,4156.30,0.00,0.00,32.70,283.50,3765.70,849.10,0.00,2034.00,0.00,0.00,0.00,10.70,0.00,13398.80,0.00,0.00,0.00,28.60,29137.375
2021-01-01T06:40:00Z,6303.20,4098.20,0.00,0.00,32.80,285.10,3764.10,851.90,0.00,2035.20,0.00,0.00,0.00,10.90,0.00,13393.60,0.00,0.00,0.00,25.80,29172.211
2021-01-01T06:45:00Z,6229.50,4062.90,0.00,0.00,32.60,284.00,3740.80,826.00,0.00,2034.90,0.00,0.00,0.00,10.80,0.00,13468.50,0.00,0.00,0.00,25.70,29081.666
2021-01-01T06:50:00Z,6189.70,4028.20,0.00,0.00,32.80,284.50,3720.80,839.50,0.00,2035.20,0.00,0.00,0.00,10.80,0.00,13456.80,0.00,0.00,0.00,25.70,29136.297
2021-01-01T06:55:00Z,6145.00,3996.40,0.00,0.00,32.50,284.80,3679.50,842.70,0.00,2034.90,0.00,0.00,0.00,10.90,0.00,13430.50,0.00,0.00,0.00,25.50,29132.206
2021-01-01T07:00:00Z,6124.20,3973.30,0.00,0.00,32.40,284.00,3658.30,842.90,0.00,2035.00,0.00,0.00,0.00,10.80,0.00,13377.90,0.00,0.00,0.00,25.30,29088.719
2021-01-01T07:05:00Z,6116.40,4048.20,0.00,0.00,32.00,283.30,3619.00,847.40,0.00,2035.00,0.00,0.00,0.00,10.80,0.00,13291.40,0.00,0.00,0.00,25.60,29067.284
2021-01-01T07:10:00Z,6162.10,4103.70,0.00,0.00,32.40,286.70,3629.80,852.60,0.00,2033.90,0.00,0.00,0.00,10.90,0.00,13198.60,0.00,0.00,0.00,25.50,29006.449
2021-01-01T07:15:00Z,6206.80,4162.90,0.00,0.00,31.90,284.20,3689.90,841.80,0.00,2034.90,0.00,0.00,0.00,10.80,0.00,13093.20,0.00,0.00,0.00,25.60,28962.207
2021-01-01T07:20:00Z,6259.70,4185.00,0.00,0.00,31.70,283.60,3756.40,861.80,0.00,2035.30,0.00,0.00,0.00,10.50,0.00,12900.00,0.00,0.00,0.00,25.50,28832.613
2021-01-01T07:25:00Z,6306.40,4194.70,0.00,0.00,31.90,285.10,3676.30,866.80,0.00,2034.50,0.00,0.00,0.00,10.90,0.00,12890.80,0.00,0.00,0.00,25.40,28813.611
2021-01-01T07:30:00Z,6340.00,4219.90,0.00,0.00,31.70,285.20,3735.10,882.40,0.00,2035.00,0.00,0.00,0.00,10.80,0.00,12692.20,0.00,0.00,0.00,25.40,28790.120
2021-01-01T07:35:00Z,6377.80,4272.30,0.00,0.00,32.00,283.90,3570.60,856.90,0.00,2033.20,0.00,0.00,0.00,10.90,0.00,12732.70,0.00,0.00,0.00,25.60,28807.120
2021-01-01T07:40:00Z,6343.40,4310.40,0.00,0.00,32.10,284.80,3470.20,870.10,0.00,2031.80,0.00,0.00,0.00,10.90,0.00,12758.30,0.00,0.00,0.00,25.50,28718.021
2021-01-01T07:45:00Z,6232.70,4326.80,0.00,0.00,31.60,339.80,3415.60,849.90,0.00,2035.00,0.00,0.00,0.00,10.60,0.00,12855.80,0.00,0.00,0.00,25.50,28809.395
2021-01-01T07:50:00Z,6198.00,4352.60,0.00,0.00,31.60,370.10,3444.00,839.90,0.00,2035.50,0.00,0.00,0.00,10.80,0.00,12794.60,0.00,0.00,0.00,25.40,28740.469
2021-01-01T07:55:00Z,6170.30,4384.20,0.00,0.00,31.90,372.90,3485.30,787.60,0.00,2035.70,0.00,0.00,0.00,10.80,0.00,12848.10,0.00,0.00,0.00,25.50,28744.012
2021-01-01T08:00:00Z,6166.50,4406.30,0.00,0.00,31.10,370.80,3185.50,1086.80,0.00,2035.20,0.00,0.00,0.00,10.70,0.00,12866.70,0.00,0.00,0.00,25.50,28648.284
2021-01-01T08:05:00Z,6214.50,4426.40,0.00,0.00,30.70,371.70,3139.50,1123.10,0.00,2034.00,0.00,0.00,0.00,10.80,0.00,12819.90,0.00,0.00,0.00,25.60,28701.660
2021-01-01T08:10:00Z,6207.00,4328.50,0.00,0.00,31.30,371.30,3208.80,1190.60,0.00,2034.30,0.00,0.00,0.00,10.90,0.00,12749.40,0.00,0.00,0.00,25.50,28653.625
2021-01-01T08:15:00Z,6217.80,4328.60,0.00,0.00,30.70,408.90,3320.70,1118.50,0.00,2034.40,0.00,0.00,0.00,11.10,0.00,12638.80,0.00,0.00,0.00,25.40,28673.026
2021-01-01T08:20:00Z,6227.10,4387.50,0.00,0.00,30.80,408.20,3351.90,1048.30,0.00,2034.90,0.00,0.00,0.00,10.80,0.00,12600.50,0.00,0.00,0.00,25.40,28646.651
2021-01-01T08:25:00Z,6293.70,4446.90,0.00,0.00,30.60,409.70,3433.30,977.70,0.00,2033.40,0.00,0.00,0.00,10.90,0.00,12462.70,0.00,0.00,0.00,25.40,28654.237
2021-01-01T08:30:00Z,6313.40,4453.80,0.00,0.00,30.60,408.10,3410.80,900.10,0.00,2034.40,0.00,0.00,0.00,10.80,0.00,12494.70,0.00,0.00,0.00,25.20,28615.912
2021-01-01T08:35:00Z,6289.90,4460.00,0.00,0.00,30.30,409.90,3414.90,861.60,0.00,2034.90,0.00,0.00,0.00,10.90,0.00,12540.80,0.00,0.00,0.00,25.30,28585.302
2021-01-01T08:40:00Z,6274.80,4486.40,0.00,0.00,30.20,407.00,3447.50,812.10,0.00,2034.90,0.00,0.00,0.00,10.60,0.00,12521.20,0.00,0.00,0.00,25.50,28576.199
2021-01-01T08:45:00Z,6306.20,4509.40,0.00,0.00,30.30,409.30,3412.30,812.90,0.00,2034.20,0.00,0.00,0.00,10.70,0.00,12532.40,0.00,0.00,0.00,25.40,28555.036
2021-01-01T08:50:00Z,6243.30,4517.70,0.00,0.00,30.10,410.00,3383.30,807.20,0.00,2033.60,0.00,0.00,0.00,10.90,0.00,12591.80,0.00,0.00,0.00,25.30,28562.997
2021-01-01T08:55:00Z,6225.40,4547.30,0.00,0.00,30.20,408.70,3322.70,805.70,0.00,2034.30,0.00,0.00,0.00,10.80,0.00,12648.20,0.00,0.00,0.00,25.30,28566.860
2021-01-01T09:00:00Z,6211.70,4570.70,0.00,0.00,30.10,408.40,3427.80,778.30,0.00,2035.10,0.00,0.00,0.00,10.80,0.00,12591.60,0.00,0.00,0.00,25.30,28527.673
2021-01-01T09:05:00Z,6280.60,4595.50,0.00,0.00,30.20,407.70,3354.70,799.60,0.00,2036.20,0.00,0.00,0.00,10.80,0.00,12528.60,0.00,0.00,0.00,25.40,28555.024
2021-01-01T09:10:00Z,6347.00,4590.90,0.00,0.00,30.20,409.80,3369.40,803.10,0.00,2035.30,0.00,0.00,0.00,10.80,0.00,12441.30,0.00,0.00,0.00,25.40,28575.694
2021-01-01T09:15:00Z,6302.80,4591.00,0.00,0.00,30.30,409.10,3377.20,792.80,0.00,2035.40,0.00,0.00,0.00,11.00,0.00,12519.00,0.00,0.00,0.00,25.40,28611.206
2021-01-01T09:20:00Z,6326.90,4589.80,0.00,0.00,29.80,408.20,3372.80,800.00,0.00,2034.90,0.00,0.00,0.00,10.90,0.00,12511.50,0.00,0.00,0.00,25.50,28637.990
2021-01-01T09:25:00Z,6242.60,4575.50,0.00,0.00,29.80,408.20,3467.10,784.30,0.00,2034.90,0.00,0.00,0.00,10.70,0.00,12447.80,0.00,0.00,0.00,25.60,28624.234
2021-01-01T09:30:00Z,6284.70,4590.20,0.00,0.00,28.90,408.40,3389.80,814.30,0.00,2033.60,0.00,0.00,0.00,10.80,0.00,12452.00,0.00,0.00,0.00,25.70,28654.578
2021-01-01T09:35:00Z,6268.00,4581.30,0.00,0.00,28.40,407.80,3454.30,809.00,0.00,2035.00,0.00,0.00,0.00,10.80,0.00,12422.70,0.00,0.00,0.00,25.60,28666.647
2021-01-01T09:40:00Z,6354.30,4577.60,0.00,0.00,28.40,407.50,3392.60,807.50,0.00,2034.10,0.00,0.00,0.00,10.70,0.00,12442.20,0.00,0.00,0.00,25.60,28629.413
2021-01-01T09:45:00Z,6297.70,4593.20,0.00,0.00,28.50,409.50,3438.00,794.90,0.00,2036.80,0.00,0.00,0.00,10.90,0.00,12433.70,0.00,0.00,0.00,25.50,28653.485
2021-01-01T09:50:00Z,6306.80,4600.40,0.00,0.00,28.10,408.40,3408.60,784.20,0.00,2037.00,0.00,0.00,0.00,10.60,0.00,12509.50,0.00,0.00,0.00,25.30,28667.573
2021-01-01T09:55:00Z,6299.50,4612.70,0.00,0.00,28.20,409.00,3432.60,796.70,0.00,2037.00,0.00,0.00,0.00,10.70,0.00,12443.10,0.00,0.00,0.00,25.60,28633.692
2021-01-01T10:00:00Z,6227.40,4643.20,0.00,0.00,28.10,408.00,2915.80,1210.50,0.00,2037.00,0.00,0.00,0.00,10.60,0.00,12603.20,0.00,0.00,0.00,25.60,28752.021
2021-01-01T10:05:00Z,6205.10,4623.50,0.00,0.00,27.90,409.10,2973.20,1224.80,0.00,2037.00,0.00,0.00,0.00,10.70,0.00,12634.50,0.00,0.00,0.00,25.60,28762.048
2021-01-01T10:10:00Z,6181.50,4660.20,0.00,0.00,28.10,410.40,2923.60,1154.00,0.00,2037.00,0.00,0.00,0.00,10.90,0.00,12755.90,0.00,0.00,0.00,25.50,28736.022
2021-01-01T10:15:00Z,6239.50,4680.70,0.00,0.00,27.90,408.70,3000.50,919.50,0.00,2037.00,0.00,0.00,0.00,10.80,0.00,12808.70,0.00,0.00,0.00,25.40,28787.061
2021-01-01T10:20:00Z,6280.60,4690.20,0.00,0.00,27.60,408.10,2979.90,777.10,0.00,2034.20,0.00,0.00,0.00,10.80,0.00,12875.90,0.00,0.00,0.00,25.30,28800.493
2021-01-01T10:25:00Z,6325.50,4724.10,0.00,0.00,27.50,409.40,3114.90,835.50,0.00,2035.80,0.00,0.00,0.00,10.70,0.00,12670.80,0.00,0.00,0.00,25.40,28854.308
2021-01-01T10:30:00Z,6336.00,4711.10,0.00,0.00,27.60,379.80,3148.40,845.90,0.00,2034.70,0.00,0.00,0.00,10.80,0.00,12704.10,0.00,0.00,0.00,25.30,28808.862
2021-01-01T10:35:00Z,6433.70,4791.70,0.00,0.00,27.40,408.70,3261.30,856.70,0.00,2035.10,0.00,0.00,0.00,10.70,0.00,12449.80,0.00,0.00,0.00,25.40,28878.370
2021-01-01T10:40:00Z,6421.90,4761.70,0.00,0.00,27.40,410.10,3126.60,859.80,0.00,2036.60,0.00,0.00,0.00,11.00,0.00,12627.90,0.00,0.00,0.00,25.70,28812.392
2021-01-01T10:45:00Z,6441.90,4719.30,0.00,0.00,27.10,407.40,3145.90,869.00,0.00,2036.40,0.00,0.00,0.00,10.80,0.00,12651.80,0.00,0.00,0.00,25.60,28941.709
2021-01-01T10:50:00Z,6466.60,4733.40,0.00,0.00,27.40,439.10,3048.30,864.40,0.00,2038.00,0.00,0.00,0.00,10.70,0.00,12719.70,0.00,0.00,0.00,25.30,28958.801
2021-01-01T10:55:00Z,6429.20,4712.70,0.00,0.00,27.20,438.40,3091.20,871.50,0.00,2037.40,0.00,0.00,0.00,10.80,0.00,12841.70,0.00,0.00,0.00,25.30,28993.450
2021-01-01T11:00:00Z,6497.10,4622.20,0.00,0.00,27.00,437.70,3397.60,630.60,0.00,2037.00,0.00,0.00,0.00,10.60,0.00,12896.80,0.00,0.00,0.00,25.30,28992.405
2021-01-01T11:05:00Z,6470.50,4614.30,0.00,0.00,27.20,445.80,3425.30,622.80,0.00,2037.10,0.00,0.00,0.00,10.70,0.00,12928.50,0.00,0.00,0.00,25.30,29118.235
2021-01-01T11:10:00Z,6540.00,4638.20,0.00,0.00,27.10,474.10,3518.10,626.00,0.00,2037.00,0.00,0.00,0.00,10.80,0.00,12663.90,0.00,0.00,0.00,25.40,29176.497
2021-01-01T11:15:00Z,6513.20,4575.40,0.00,0.00,27.00,542.30,3528.10,611.70,0.00,2034.90,0.00,0.00,0.00,10.80,0.00,12687.40,0.00,0.00,0.00,25.40,29206.675
2021-01-01T11:20:00Z,6535.70,4571.30,0.00,0.00,27.00,543.30,3542.30,601.20,0.00,2036.90,0.00,0.00,0.00,10.90,0.00,12666.50,0.00,0.00,0.00,25.40,29236.918
2021-01-01T11:25:00Z,6487.70,4566.90,0.00,0.00,26.80,538.00,3475.10,602.00,0.00,2037.00,0.00,0.00,0.00,10.70,0.00,12816.20,0.00,0.00,0.00,25.40,29254.059
2021-01-01T11:30:00Z,6558.40,4579.30,0.00,0.00,26.90,538.70,3448.30,606.20,0.00,2037.70,0.00,0.00,0.00,10.90,0.00,12805.40,0.00,0.00,0.00,25.10,29164.932
2021-01-01T11:35:00Z,6551.70,4512.30,0.00,0.00,27.00,539.50,3473.40,602.40,0.00,2038.40,0.00,0.00,0.00,10.80,0.00,12893.80,0.00,0.00,0.00,25.40,29303.188
2021-01-01T11:40:00Z,6514.50,4489.90,0.00,0.00,26.90,539.20,3489.10,605.70,0.00,2038.20,0.00,0.00,0.00,10.80,0.00,12916.60,0.00,0.00,0.00,25.30,29354.235
2021-01-01T11:45:00Z,6475.00,4462.80,0.00,0.00,26.60,539.50,3415.10,606.40,0.00,2039.20,0.00,0.00,0.00,11.00,0.00,12910.70,0.00,0.00,0.00,25.10,29397.580
2021-01-01T11:50:00Z,6533.30,4430.10,0.00,0.00,26.50,539.20,3510.50,606.60,0.00,2035.80,0.00,0.00,0.00,10.80,0.00,12908.40,0.00,0.00,0.00,25.30,29427.812
2021-01-01T11:55:00Z,6523.70,4407.80,0.00,0.00,26.80,542.00,3535.70,605.70,0.00,2035.00,0.00,0.00,0.00,10.80,0.00,12859.00,0.00,0.00,0.00,25.50,29415.166
2021-01-01T12:00:00Z,6609.10,4383.40,0.00,0.00,119.50,449.80,3427.90,606.00,0.00,2035.30,0.00,0.00,0.00,10.80,0.00,12936.90,0.00,0.00,0.00,25.40,29518.191
2021-01-01T12:05:00Z,6543.00,4294.20,0.00,0.00,134.10,608.00,3315.30,601.60,0.00,2035.40,0.00,0.00,0.00,10.80,0.00,13137.60,0.00,0.00,0.00,25.40,29598.712
2021-01-01T12:10:00Z,6481.00,4232.20,0.00,0.00,154.30,853.90,3223.00,615.40,0.00,2036.40,0.00,0.00,0.00,10.80,0.00,13072.50,0.00,0.00,0.00,25.50,29574.619
2021-01-01T12:15:00Z,6492.40,4183.10,0.00,0.00,155.80,967.40,3349.30,617.70,0.00,2038.30,0.00,0.00,0.00,10.80,0.00,12881.10,0.00,0.00,0.00,25.40,29716.259
2021-01-01T12:20:00Z,6416.50,4127.00,0.00,0.00,156.00,1022.40,3229.50,617.20,0.00,2036.20,0.00,0.00,0.00,10.70,0.00,13103.30,0.00,0.00,0.00,25.30,29748.484
2021-01-01T12:25:00Z,6441.90,4116.10,0.00,0.00,156.00,1002.30,3395.40,617.40,0.00,2037.30,0.00,0.00,0.00,10.70,0.00,12997.70,0.00,0.00,0.00,25.20,29748.433
2021-01-01T12:30:00Z,6459.30,4092.50,0.00,0.00,155.60,953.10,3412.40,617.50,0.00,2038.20,0.00,0.00,0.00,10.80,0.00,13069.90,0.00,0.00,0.00,25.30,29770.058
2021-01-01T12:35:00Z,6391.60,4011.00,0.00,0.00,155.90,955.80,3349.40,616.10,0.00,2035.40,0.00,0.00,0.00,10.80,0.00,13296.40,0.00,0.00,0.00,25.50,29785.569
2021-01-01T12:40:00Z,6363.40,4130.90,0.00,0.00,155.30,950.10,3324.70,601.30,0.00,2036.80,0.00,0.00,0.00,10.80,0.00,13269.40,0.00,0.00,0.00,25.20,29791.036
2021-01-01T12:45:00Z,6344.10,4203.30,0.00,0.00,156.00,950.20,3215.90,602.00,0.00,2037.80,0.00,0.00,0.00,10.80,0.00,13320.40,0.00,0.00,0.00,25.30,29825.857
2021-01-01T12:50:00Z,6274.30,4243.30,0.00,0.00,155.50,951.50,3239.70,603.00,0.00,2037.00,0.00,0.00,0.00,10.80,0.00,13374.60,0.00,0.00,0.00,25.30,29886.648
2021-01-01T12:55:00Z,6268.80,4230.90,0.00,0.00,155.50,950.20,3361.10,616.90,0.00,2035.20,0.00,0.00,0.00,10.70,0.00,13404.20,0.00,0.00,0.00,25.30,29819.082
2021-01-01T13:00:00Z,6277.20,4168.50,0.00,0.00,138.60,971.90,3494.60,618.00,0.00,2040.60,0.00,0.00,0.00,10.90,0.00,13411.40,0.00,0.00,0.00,25.50,29961.013
2021-01-01T13:05:00Z,6213.80,4261.80,0.00,0.00,138.70,977.80,3509.30,601.70,0.00,2037.70,0.00,0.00,0.00,10.80,0.00,13385.10,0.00,0.00,0.00,25.50,30030.784
2021-01-01T13:10:00Z,6166.80,4179.40,0.00,0.00,138.90,983.30,3565.00,618.90,0.00,2037.60,0.00,0.00,0.00,10.90,0.00,13458.70,0.00,0.00,0.00,25.20,30070.287
2021-01-01T13:15:00Z,6163.00,4116.10,0.00,0.00,138.40,980.80,3630.00,618.20,0.00,2037.60,0.00,0.00,0.00,10.90,0.00,13495.70,0.00,0.00,0.00,25.30,30119.703
2021-01-01T13:20:00Z,6165.20,4066.80,0.00,0.00,138.60,982.80,3754.50,617.10,0.00,2037.80,0.00,0.00,0.00,10.80,0.00,13439.60,0.00,0.00,0.00,25.20,30104.872
2021-01-01T13:25:00Z,6178.10,4098.70,0.00,0.00,137.90,979.80,3841.60,631.00,0.00,2038.10,0.00,0.00,0.00,10.70,0.00,13310.40,0.00,0.00,0.00,25.30,30053.333
2021-01-01T13:30:00Z,6205.80,4142.80,0.00,0.00,138.70,984.20,3937.70,630.30,0.00,2037.90,0.00,0.00,0.00,11.00,0.00,13243.30,0.00,0.00,0.00,25.60,30164.236
2021-01-01T13:35:00Z,6218.00,4129.90,0.00,0.00,138.50,982.80,3851.00,631.30,0.00,2037.90,0.00,0.00,0.00,11.00,0.00,13214.30,0.00,0.00,0.00,25.40,30171.107
2021-01-01T13:40:00Z,6223.80,4076.70,0.00,0.00,138.50,981.50,3888.40,631.40,0.00,2031.50,0.00,0.00,0.00,10.70,0.00,13233.50,0.00,0.00,0.00,25.50,30153.051
2021-01-01T13:45:00Z,6231.10,4132.60,0.00,0.00,138.20,980.80,3936.50,631.20,0.00,2036.30,0.00,0.00,0.00,10.70,0.00,13106.10,0.00,0.00,0.00,25.30,30172.950
2021-01-01T13:50:00Z,6226.50,4077.40,0.00,0.00,138.30,984.40,3925.90,635.60,0.00,2035.00,0.00,0.20,0.00,10.80,0.00,13173.30,0.00,0.00,0.00,25.10,30146.548
2021-01-01T13:55:00Z,6237.70,4104.20,0.00,0.00,137.80,982.50,3945.60,639.60,0.00,2035.60,0.00,0.40,0.00,11.00,0.00,13181.90,0.00,0.00,0.00,25.20,30091.067
2021-01-01T14:00:00Z,6242.40,4120.40,0.00,0.00,62.10,1060.60,3984.40,631.60,0.00,2038.00,0.00,0.60,0.00,10.90,0.00,13139.50,0.00,0.00,0.00,25.30,30157.015
2021-01-01T14:05:00Z,6232.30,4107.60,0.00,0.00,61.50,1063.10,3982.10,631.80,0.00,2037.90,0.00,2.10,0.00,10.90,0.00,13127.40,0.00,0.00,0.00,25.10,30240.078
2021-01-01T14:10:00Z,6214.00,4123.70,0.00,0.00,61.90,1065.70,4047.80,631.90,0.00,2035.70,0.00,3.40,0.00,10.80,0.00,13104.90,0.00,0.00,0.00,25.20,30155.414
2021-01-01T14:15:00Z,6211.10,4123.60,0.00,0.00,61.30,1069.20,4048.30,631.10,0.00,2036.80,0.00,4.80,0.00,10.90,0.00,13125.60,0.00,0.00,0.00,25.50,30302.304
2021-01-01T14:20:00Z,6213.90,4123.90,0.00,0.00,61.10,1065.90,4073.80,632.40,0.00,2036.70,0.00,7.60,0.00,11.00,0.00,13072.00,0.00,0.00,0.00,25.50,30325.392
2021-01-01T14:25:00Z,6229.40,4110.40,0.00,0.00,61.30,1070.00,4072.40,631.80,0.00,2037.50,0.00,10.80,0.00,10.80,0.00,13107.00,0.00,0.00,0.00,25.70,30366.877
2021-01-01T14:30:00Z,6237.30,4078.50,0.00,0.00,60.90,1068.70,4040.50,631.80,0.00,2036.70,0.00,17.80,0.00,11.10,0.00,13170.40,0.00,0.00,0.00,25.50,30393.395
2021-01-01T14:35:00Z,6263.20,4150.80,0.00,0.00,61.10,1070.90,4131.40,632.00,0.00,2036.60,0.00,20.40,0.00,10.90,0.00,13149.50,0.00,0.00,0.00,25.30,30355.625
2021-01-01T14:40:00Z,6310.70,4184.90,0.00,0.00,60.60,1071.00,4204.80,631.50,0.00,2036.70,0.00,24.30,0.00,11.00,0.00,13035.50,0.00,0.00,0.00,25.40,30409.126
2021-01-01T14:45:00Z,6331.00,4200.60,0.00,0.00,60.50,1068.40,4243.80,631.50,0.00,2036.70,0.00,31.40,0.00,10.80,0.00,12952.10,0.00,0.00,0.00,25.20,30450.499
2021-01-01T14:50:00Z,6347.30,4216.30,0.00,0.00,60.40,1068.90,4291.70,630.50,0.00,2036.50,0.00,41.50,0.00,10.90,0.00,12933.50,0.00,0.00,0.00,25.50,30506.556
2021-01-01T14:55:00Z,6400.00,4286.60,0.00,0.00,61.10,1072.90,4338.40,630.80,0.00,2037.50,0.00,50.50,0.00,10.90,0.00,12892.60,0.00,0.00,0.00,25.20,30608.417
2021-01-01T15:00:00Z,6453.50,4352.90,0.00,0.00,117.20,1010.80,4335.20,640.00,0.00,2035.90,0.00,60.30,0.00,10.90,0.00,12785.10,0.00,0.00,0.00,25.50,30648.167
2021-01-01T15:05:00Z,6592.30,4415.10,0.00,0.00,116.80,1009.30,4391.70,664.70,0.00,2036.20,0.00,75.40,0.00,10.90,0.00,12587.60,0.00,0.00,0.00,25.30,30747.181
2021-01-01T15:10:00Z,6677.30,4473.00,0.00,0.00,117.70,1017.00,4368.20,638.10,0.00,2036.60,0.00,86.80,0.00,11.00,0.00,12518.80,0.00,0.00,0.00,25.50,30813.764
2021-01-01T15:15:00Z,6713.30,4509.00,0.00,0.00,117.10,1015.00,4402.90,657.60,0.00,2036.80,0.00,99.80,0.00,11.00,0.00,12471.60,0.00,0.00,0.00,25.60,30871.969
2021-01-01T15:20:00Z,6768.30,4559.50,0.00,0.00,117.00,1020.40,4430.60,673.60,0.00,2039.40,0.00,112.50,0.00,10.90,0.00,12400.60,0.00,0.00,0.00,25.50,30847.718
2021-01-01T15:25:00Z,6848.50,4617.50,0.00,0.00,117.20,1017.30,4405.00,701.20,0.00,2039.10,0.00,129.00,0.00,10.90,0.00,12311.50,0.00,0.00,0.00,25.50,30878.024
2021-01-01T15:30:00Z,6981.10,4706.50,0.00,0.00,117.20,1020.60,4507.50,666.80,0.00,2039.10,0.00,138.20,0.00,10.90,0.00,12138.90,0.00,0.00,0.00,25.50,30888.649
2021-01-01T15:35:00Z,7022.60,4747.00,0.00,0.00,116.80,1018.80,4454.90,668.10,0.00,2036.50,0.00,142.40,0.00,10.90,0.00,12099.50,0.00,0.00,0.00,25.30,30926.499
2021-01-01T15:40:00Z,7083.20,4778.50,0.00,0.00,116.70,1015.80,4414.50,636.50,0.00,2036.70,0.00,152.80,0.00,10.80,0.00,12046.10,0.00,0.00,0.00,25.60,30948.111
2021-01-01T15:45:00Z,7087.40,4814.10,0.00,0.00,116.60,1015.60,4405.20,632.00,0.00,2035.30,0.00,168.00,0.00,10.80,0.00,12033.40,0.00,0.00,0.00,25.50,30985.853
2021-01-01T15:50:00Z,7205.00,4883.90,0.00,0.00,116.20,1016.30,4313.80,618.60,0.00,2039.00,0.00,168.80,0.00,10.70,0.00,11987.50,0.00,0.00,0.00,25.60,31069.428
2021-01-01T15:55:00Z,7322.40,4965.40,0.00,0.00,116.30,1016.00,4169.00,615.80,0.00,2036.90,0.00,167.70,0.00,10.80,0.00,11918.30,0.00,0.00,0.00,25.40,31093.795
2021-01-01T16:00:00Z,7416.00,5044.60,0.00,0.00,59.90,1152.70,3932.10,644.10,0.00,2036.70,0.00,172.40,0.00,10.90,0.00,11829.90,0.00,0.00,0.00,25.60,31132.790
2021-01-01T16:05:00Z,7484.90,5047.60,0.00,0.00,59.20,1171.20,3776.00,703.80,0.00,2036.70,0.00,168.00,0.00,10.80,0.00,11856.80,0.00,0.00,0.00,25.60,31196.696
2021-01-01T16:10:00Z,7575.20,5123.40,0.00,0.00,65.80,1174.50,3775.50,626.10,0.00,2040.80,0.00,165.10,0.00,10.80,0.00,11853.30,0.00,0.00,0.00,25.60,31228.074
2021-01-01T16:15:00Z,7510.10,5066.40,0.00,0.00,65.70,1174.70,3923.90,614.00,0.00,2040.90,0.00,164.50,0.00,10.80,0.00,11795.50,0.00,0.00,0.00,25.40,31208.791
2021-01-01T16:20:00Z,7405.00,5030.10,0.00,0.00,65.80,1174.00,4053.50,603.60,0.00,2040.00,0.00,156.20,0.00,10.70,0.00,11707.50,0.00,0.00,0.00,25.50,31110.661
2021-01-01T16:25:00Z,7380.80,4990.90,0.00,0.00,65.80,1172.30,4183.80,613.90,0.00,2036.70,0.00,153.70,0.00,10.70,0.00,11688.80,0.00,0.00,0.00,25.50,31151.809
2021-01-01T16:30:00Z,7347.30,4930.60,0.00,0.00,66.00,1175.10,4265.10,634.70,0.00,2036.00,0.00,159.00,0.00,10.90,0.00,11698.80,0.00,0.00,0.00,25.50,31160.287
2021-01-01T16:35:00Z,7340.70,4856.50,0.00,0.00,65.70,1173.10,4321.40,654.40,0.00,2040.40,0.00,149.50,0.00,10.80,0.00,11669.10,0.00,0.00,0.00,25.50,31159.567
2021-01-01T16:40:00Z,7227.30,4778.00,0.00,0.00,65.30,1168.70,4327.50,638.90,0.00,2039.50,0.00,169.60,0.00,10.70,0.00,11822.20,0.00,0.00,0.00,25.70,31122.809
2021-01-01T16:45:00Z,7307.00,4835.20,0.00,0.00,65.50,1171.60,4103.90,601.90,0.00,2034.90,0.00,166.40,0.00,10.70,0.00,11957.50,0.00,0.00,0.00,25.50,31127.352
2021-01-01T16:50:00Z,7373.50,4914.70,0.00,0.00,65.00,1168.50,4114.00,584.70,0.00,2034.30,0.00,160.90,0.00,10.70,0.00,11843.60,0.00,0.00,0.00,25.40,31111.004
