date,q_0.10,q_0.25,q_0.50,q_0.75,q_0.90
2020-02-01,0.006358865333960091,0.012851510473019911,0.020411933169856122,0.02798179298417632,0.03469777507939779
2020-02-02,-0.054600791145404726,-0.041339520173629296,-0.02824626958939125,-0.014519253081699693,-0.004539421774247377
2020-02-03,-0.00046561752947967455,0.009379677209037873,0.019686690943992297,0.030202727115623256,0.0401257937828251
2020-02-04,0.0008126928063459195,0.009605005449035567,0.01895673100838846,0.028063676168486634,0.03602581119143056
2020-02-05,-0.04000403984542008,-0.03294276595546449,-0.025090665451542444,-0.016911250126100397,-0.009856986784546088
2020-02-06,-0.028435761252753784,-0.02247173742110764,-0.015107891992177066,-0.008733985743958042,-0.00298225219072575
2020-02-07,-0.04715162096268766,-0.04000368757015127,-0.03350201104273731,-0.02680744579632884,-0.020134137839791084
2020-02-08,0.02534912288857738,0.031612597235483375,0.03955170706690484,0.04716473048673009,0.05306747654659109
2020-02-09,-0.00958831878153473,-0.0025545467014923924,0.005388431556643518,0.013451171251592675,0.02115942215572612
2020-02-10,-0.001879711792324823,0.0037327132315375286,0.011320362039313156,0.01874351250291717,0.026662769391926393
2020-02-11,-0.00703542621893279,-0.0018833730630443875,0.004213020796439186,0.011839914225306983,0.018716755759251098
2020-02-12,-0.029242271333604315,-0.022893543384714166,-0.016433389529007563,-0.009259724868338001,-0.0026458552441937697
2020-02-13,-0.025941205481031515,-0.01468718684760928,-0.004025831451296573,0.008402023171294312,0.018100241916142863
2020-02-14,-0.016438192029486782,-0.006471917228617248,0.005634006401111742,0.0177335329613445,0.02781544873605783
2020-02-15,-0.04027517833732711,-0.028961729851482747,-0.01625250190417371,-0.003845580322396717,0.006723159607270805
2020-02-16,-0.024508015205909766,-0.014521728615862761,-0.0035135372361109573,0.007502651940303602,0.017943644968701267
2020-02-17,-0.0698052762551143,-0.05107605198467202,-0.02806220725298199,-0.005299187511247065,0.013763206369333517
2020-02-18,-0.025048282022423818,-0.016422888627029453,-0.007547613751383612,0.000760646762636689,0.010040948335718928
2020-02-19,0.02076145539796041,0.02834948644602901,0.03562511500249588,0.04331352087654394,0.04899244609952665
2020-02-20,-0.002877265454160005,0.004503023954099035,0.013656963231379327,0.021962574449701438,0.029370821446660405
2020-02-21,-0.07314466991631792,-0.058783534390794236,-0.045857437106397114,-0.03406534539707695,-0.020988292898443506
2020-02-22,-0.053997402637507554,-0.04214378878150223,-0.026668491110143282,-0.013992666295418621,-0.0010552799291378978
2020-02-23,-0.05589905727297421,-0.042913287687773215,-0.02953877725872278,-0.01556781248816345,-0.004895423921375431
2020-02-24,-0.015086924721225895,-0.004981211795966963,0.0040809744608327385,0.015056267390324249,0.023929351316084053
2020-02-25,0.003913015341706739,0.010939470894422895,0.018743696010566097,0.026827699008154182,0.033582482330902184
2020-02-26,0.0023564642123681256,0.009095421429330139,0.01712006444280756,0.025840493448131146,0.032564515060714706
2020-02-27,-0.014445163904122685,-0.00407313216833501,0.006092595200970423,0.01639714052703874,0.025608435248671995
2020-02-28,-0.027898217607997305,-0.017445372187454494,-0.006945939572349162,0.003918467691850151,0.014993771243908808
2020-02-29,-0.0009560348616628099,0.011252973511271006,0.025904387370243476,0.03663719886489958,0.04768376975010857
2020-03-01,-0.0252507105238368,-0.01285967049401974,0.0038078126624367568,0.018815801717329994,0.030944108867884273
2020-03-02,-0.005161085689505018,0.005406944033952772,0.016168373434622334,0.027605025338808264,0.03621940669774756
2020-03-03,-0.01723398518615486,-0.00932961923353622,0.00019156402654585403,0.009032410889208845,0.018446426017271905
2020-03-04,-0.010398912319395345,-0.003680815577968103,0.003954912761418017,0.012949666958096037,0.020837909214468264
2020-03-05,-0.024721355172343824,-0.015553020850298674,-0.005035331985825471,0.004977339475687274,0.015252584707508047
2020-03-06,-0.014569090577620791,-0.008305384981576921,-0.0001406065216110012,0.007258064303090173,0.015475249608942088
2020-03-07,-0.03012111506614157,-0.016637249795427172,-0.0013855124336606963,0.013274725467247542,0.026816396157658667
2020-03-08,-0.04315159025588063,-0.012271318352121696,0.014188476949682949,0.03717702370091477,0.061738519410133745
2020-03-09,-0.010200272220787157,0.003893276568450436,0.01813179161678813,0.030987352553443315,0.0433786276321901
2020-03-10,-0.0012284145438646497,0.00602584405270068,0.015639512274045142,0.024811143684382937,0.033932289900287814
2020-03-11,0.0003155688898368962,0.007922092952681425,0.01604376431189906,0.02413294679432661,0.03150265321679391
2020-03-12,-0.04545049211577471,-0.03509127584838967,-0.02350572180090449,-0.01205884672853356,-0.0032190128960456477
2020-03-13,-0.059467736153649454,-0.046829620234442336,-0.03238187044067842,-0.01991739939432402,-0.008632611541166199
2020-03-14,0.0018287390795932443,0.007808678034972538,0.015450534758817082,0.022918946895471987,0.029921975435963644
2020-03-15,-0.04355085289405003,-0.032764215098521676,-0.01997965890366123,-0.0077491088879814525,0.00540585371594171
2020-03-16,0.002415844392740859,0.008985987769360215,0.01734474923777592,0.02578888706696969,0.03327808733187698
2020-03-17,-0.020727577520508095,-0.01107608291817049,-0.0003898319418656296,0.009281180524714308,0.020249844614144103
