station,valid,tmpc,dwpc,relh,sped
BUR,2020-06-08 00:00,M,M,M,17.25
FAT,2020-06-08 00:00,M,M,M,20.70
SFO,2020-06-08 00:00,M,M,M,12.65
BUR,2020-06-08 00:05,M,M,M,12.65
FAT,2020-06-08 00:05,M,M,M,20.70
SFO,2020-06-08 00:05,M,M,M,12.65
BUR,2020-06-08 00:10,M,M,M,17.25
FAT,2020-06-08 00:10,M,M,M,19.55
SFO,2020-06-08 00:10,M,M,M,12.65
BUR,2020-06-08 00:15,M,M,M,16.10
FAT,2020-06-08 00:15,M,M,M,20.70
SFO,2020-06-08 00:15,M,M,M,12.65
BUR,2020-06-08 00:20,M,M,M,16.10
FAT,2020-06-08 00:20,M,M,M,19.55
SFO,2020-06-08 00:20,M,M,M,12.65
BUR,2020-06-08 00:25,M,M,M,10.35
FAT,2020-06-08 00:25,M,M,M,20.70
SFO,2020-06-08 00:25,M,M,M,12.65
BUR,2020-06-08 00:30,M,M,M,20.70
FAT,2020-06-08 00:30,M,M,M,19.55
SFO,2020-06-08 00:30,M,M,M,12.65
BUR,2020-06-08 00:35,M,M,M,17.25
FAT,2020-06-08 00:35,M,M,M,18.40
SFO,2020-06-08 00:35,M,M,M,12.65
BUR,2020-06-08 00:40,M,M,M,16.10
FAT,2020-06-08 00:40,M,M,M,18.40
SFO,2020-06-08 00:40,M,M,M,12.65
BUR,2020-06-08 00:45,M,M,M,19.55
FAT,2020-06-08 00:45,M,M,M,20.70
SFO,2020-06-08 00:45,M,M,M,12.65
BUR,2020-06-08 00:50,M,M,M,18.40
FAT,2020-06-08 00:50,M,M,M,16.10
SFO,2020-06-08 00:50,M,M,M,11.50
CQT,2020-06-08 00:52,21.11,-4.39,17.66,9.20
BUR,2020-06-08 00:53,18.89,-6.11,17.78,14.95
FAT,2020-06-08 00:53,16.11,5.00,47.66,17.25
BUR,2020-06-08 00:55,M,M,M,19.55
FAT,2020-06-08 00:55,M,M,M,17.25
SFO,2020-06-08 00:55,M,M,M,12.65
SFO,2020-06-08 00:56,12.78,7.78,71.60,13.80
BUR,2020-06-08 01:00,M,M,M,17.25
FAT,2020-06-08 01:00,M,M,M,18.40
SFO,2020-06-08 01:00,M,M,M,12.65
BUR,2020-06-08 01:05,M,M,M,20.70
FAT,2020-06-08 01:05,M,M,M,14.95
SFO,2020-06-08 01:05,M,M,M,12.65
BUR,2020-06-08 01:10,M,M,M,16.10
FAT,2020-06-08 01:10,M,M,M,14.95
SFO,2020-06-08 01:10,M,M,M,11.50
BUR,2020-06-08 01:15,M,M,M,17.25
FAT,2020-06-08 01:15,M,M,M,12.65
SFO,2020-06-08 01:15,M,M,M,10.35
BUR,2020-06-08 01:20,M,M,M,18.40
FAT,2020-06-08 01:20,M,M,M,11.50
SFO,2020-06-08 01:20,M,M,M,12.65
BUR,2020-06-08 01:25,M,M,M,18.40
FAT,2020-06-08 01:25,M,M,M,9.20
SFO,2020-06-08 01:25,M,M,M,9.20
BUR,2020-06-08 01:30,M,M,M,18.40
FAT,2020-06-08 01:30,M,M,M,5.75
SFO,2020-06-08 01:30,M,M,M,9.20
BUR,2020-06-08 01:35,M,M,M,21.85
FAT,2020-06-08 01:35,M,M,M,9.20
SFO,2020-06-08 01:35,M,M,M,9.20
BUR,2020-06-08 01:40,M,M,M,18.40
FAT,2020-06-08 01:40,M,M,M,8.05
SFO,2020-06-08 01:40,M,M,M,9.20
BUR,2020-06-08 01:45,M,M,M,16.10
FAT,2020-06-08 01:45,M,M,M,5.75
SFO,2020-06-08 01:45,M,M,M,9.20
BUR,2020-06-08 01:50,M,M,M,12.65
FAT,2020-06-08 01:50,M,M,M,8.05
SFO,2020-06-08 01:50,M,M,M,10.35
CQT,2020-06-08 01:52,20.61,-3.89,18.91,9.20
BUR,2020-06-08 01:53,18.28,-2.78,23.75,11.50
FAT,2020-06-08 01:53,15.61,5.00,49.21,6.90
BUR,2020-06-08 01:55,M,M,M,17.25
FAT,2020-06-08 01:55,M,M,M,5.75
SFO,2020-06-08 01:55,M,M,M,9.20
SFO,2020-06-08 01:56,12.22,7.78,74.26,9.20
BUR,2020-06-08 02:00,M,M,M,14.95
FAT,2020-06-08 02:00,M,M,M,8.05
SFO,2020-06-08 02:00,M,M,M,9.20
BUR,2020-06-08 02:05,M,M,M,19.55
FAT,2020-06-08 02:05,M,M,M,5.75
SFO,2020-06-08 02:05,M,M,M,10.35
BUR,2020-06-08 02:10,M,M,M,17.25
FAT,2020-06-08 02:10,M,M,M,8.05
SFO,2020-06-08 02:10,M,M,M,9.20
BUR,2020-06-08 02:15,M,M,M,20.70
FAT,2020-06-08 02:15,M,M,M,10.35
SFO,2020-06-08 02:15,M,M,M,10.35
BUR,2020-06-08 02:20,M,M,M,24.15
FAT,2020-06-08 02:20,M,M,M,9.20
SFO,2020-06-08 02:20,M,M,M,9.20
BUR,2020-06-08 02:25,M,M,M,20.70
FAT,2020-06-08 02:25,M,M,M,10.35
SFO,2020-06-08 02:25,M,M,M,10.35
BUR,2020-06-08 02:30,M,M,M,19.55
FAT,2020-06-08 02:30,M,M,M,11.50
SFO,2020-06-08 02:30,M,M,M,10.35
BUR,2020-06-08 02:35,M,M,M,18.40
FAT,2020-06-08 02:35,M,M,M,12.65
SFO,2020-06-08 02:35,M,M,M,10.35
BUR,2020-06-08 02:40,M,M,M,18.40
FAT,2020-06-08 02:40,M,M,M,11.50
SFO,2020-06-08 02:40,M,M,M,10.35
BUR,2020-06-08 02:45,M,M,M,16.10
FAT,2020-06-08 02:45,M,M,M,12.65
SFO,2020-06-08 02:45,M,M,M,10.35
BUR,2020-06-08 02:50,M,M,M,18.40
FAT,2020-06-08 02:50,M,M,M,11.50
SFO,2020-06-08 02:50,M,M,M,10.35
CQT,2020-06-08 02:52,20.00,-2.78,21.33,6.90
