station,valid,tmpc,dwpc,relh,sped
RIC,2020-06-08 00:00,M,M,M,0.00
MDW,2020-06-08 00:00,M,M,M,4.60
PHL,2020-06-08 00:00,M,M,M,9.20
CMH,2020-06-08 00:00,M,M,M,5.75
RIC,2020-06-08 00:05,M,M,M,0.00
MDW,2020-06-08 00:05,M,M,M,4.60
PHL,2020-06-08 00:05,M,M,M,9.20
CMH,2020-06-08 00:05,M,M,M,5.75
RIC,2020-06-08 00:10,M,M,M,0.00
MDW,2020-06-08 00:10,M,M,M,4.60
PHL,2020-06-08 00:10,M,M,M,10.35
CMH,2020-06-08 00:10,M,M,M,5.75
RIC,2020-06-08 00:15,M,M,M,0.00
MDW,2020-06-08 00:15,M,M,M,4.60
PHL,2020-06-08 00:15,M,M,M,10.35
CMH,2020-06-08 00:15,M,M,M,5.75
RIC,2020-06-08 00:20,M,M,M,0.00
MDW,2020-06-08 00:20,M,M,M,2.30
PHL,2020-06-08 00:20,M,M,M,9.20
CMH,2020-06-08 00:20,M,M,M,5.75
RIC,2020-06-08 00:25,M,M,M,0.00
MDW,2020-06-08 00:25,M,M,M,5.75
PHL,2020-06-08 00:25,M,M,M,10.35
CMH,2020-06-08 00:25,M,M,M,5.75
RIC,2020-06-08 00:30,M,M,M,0.00
MDW,2020-06-08 00:30,M,M,M,5.75
PHL,2020-06-08 00:30,M,M,M,10.35
CMH,2020-06-08 00:30,M,M,M,8.05
RIC,2020-06-08 00:35,M,M,M,0.00
MDW,2020-06-08 00:35,M,M,M,5.75
PHL,2020-06-08 00:35,M,M,M,10.35
CMH,2020-06-08 00:35,M,M,M,5.75
RIC,2020-06-08 00:40,M,M,M,0.00
MDW,2020-06-08 00:40,M,M,M,5.75
PHL,2020-06-08 00:40,M,M,M,8.05
CMH,2020-06-08 00:40,M,M,M,5.75
RIC,2020-06-08 00:45,M,M,M,0.00
MDW,2020-06-08 00:45,M,M,M,4.60
PHL,2020-06-08 00:45,M,M,M,9.20
CMH,2020-06-08 00:45,M,M,M,4.60
