station,valid,tmpc,dwpc,relh,sped
CMH,2020-05-16 00:00,M,M,M,0.00
RIC,2020-05-16 00:00,M,M,M,12.65
PHL,2020-05-16 00:00,M,M,M,14.95
CMH,2020-05-16 00:05,M,M,M,0.00
RIC,2020-05-16 00:05,M,M,M,12.65
PHL,2020-05-16 00:05,M,M,M,16.10
CMH,2020-05-16 00:10,M,M,M,0.00
RIC,2020-05-16 00:10,M,M,M,12.65
PHL,2020-05-16 00:10,M,M,M,14.95
CMH,2020-05-16 00:15,M,M,M,0.00
RIC,2020-05-16 00:15,M,M,M,12.65
PHL,2020-05-16 00:15,M,M,M,14.95
CMH,2020-05-16 00:20,M,M,M,0.00
RIC,2020-05-16 00:20,M,M,M,12.65
PHL,2020-05-16 00:20,M,M,M,14.95
CMH,2020-05-16 00:25,M,M,M,0.00
RIC,2020-05-16 00:25,M,M,M,12.65
PHL,2020-05-16 00:25,M,M,M,16.10
CMH,2020-05-16 00:30,14.39,13.28,93.04,0.00
RIC,2020-05-16 00:30,M,M,M,12.65
PHL,2020-05-16 00:30,M,M,M,12.65
CMH,2020-05-16 00:35,M,M,M,0.00
RIC,2020-05-16 00:35,M,M,M,12.65
PHL,2020-05-16 00:35,M,M,M,14.95
CMH,2020-05-16 00:40,M,M,M,0.00
RIC,2020-05-16 00:40,M,M,M,12.65
PHL,2020-05-16 00:40,M,M,M,18.40
CMH,2020-05-16 00:45,M,M,M,0.00
RIC,2020-05-16 00:45,M,M,M,11.50
PHL,2020-05-16 00:45,M,M,M,16.10
CMH,2020-05-16 00:50,M,M,M,0.00
RIC,2020-05-16 00:50,M,M,M,11.50
PHL,2020-05-16 00:50,M,M,M,17.25
CMH,2020-05-16 00:51,13.89,13.28,96.10,0.00
RIC,2020-05-16 00:54,20.61,15.00,70.21,12.65
PHL,2020-05-16 00:54,23.28,13.28,53.36,18.40
CMH,2020-05-16 00:55,M,M,M,0.00
RIC,2020-05-16 00:55,M,M,M,12.65
PHL,2020-05-16 00:55,M,M,M,18.40
CMH,2020-05-16 01:00,M,M,M,0.00
RIC,2020-05-16 01:00,M,M,M,12.65
PHL,2020-05-16 01:00,M,M,M,17.25
CMH,2020-05-16 01:05,M,M,M,0.00
RIC,2020-05-16 01:05,M,M,M,11.50
PHL,2020-05-16 01:05,M,M,M,16.10
CMH,2020-05-16 01:10,M,M,M,0.00
RIC,2020-05-16 01:10,M,M,M,10.35
PHL,2020-05-16 01:10,M,M,M,11.50
CMH,2020-05-16 01:15,M,M,M,0.00
RIC,2020-05-16 01:15,M,M,M,11.50
PHL,2020-05-16 01:15,M,M,M,10.35
CMH,2020-05-16 01:20,M,M,M,0.00
RIC,2020-05-16 01:20,M,M,M,11.50
PHL,2020-05-16 01:20,M,M,M,11.50
CMH,2020-05-16 01:25,M,M,M,0.00
RIC,2020-05-16 01:25,M,M,M,10.35
PHL,2020-05-16 01:25,M,M,M,9.20
CMH,2020-05-16 01:30,M,M,M,0.00
RIC,2020-05-16 01:30,M,M,M,10.35
PHL,2020-05-16 01:30,M,M,M,9.20
CMH,2020-05-16 01:35,M,M,M,0.00
RIC,2020-05-16 01:35,M,M,M,12.65
PHL,2020-05-16 01:35,M,M,M,11.50
CMH,2020-05-16 01:40,M,M,M,0.00
RIC,2020-05-16 01:40,M,M,M,11.50
PHL,2020-05-16 01:40,M,M,M,11.50
CMH,2020-05-16 01:45,M,M,M,0.00
RIC,2020-05-16 01:45,M,M,M,12.65
PHL,2020-05-16 01:45,M,M,M,10.35
CMH,2020-05-16 01:50,M,M,M,0.00
RIC,2020-05-16 01:50,M,M,M,12.65
PHL,2020-05-16 01:50,M,M,M,9.20
CMH,2020-05-16 01:51,13.89,13.28,96.10,0.00
RIC,2020-05-16 01:54,20.61,15.00,70.21,14.95
PHL,2020-05-16 01:54,21.72,13.89,61.04,8.05
CMH,2020-05-16 01:55,M,M,M,0.00
RIC,2020-05-16 01:55,M,M,M,12.65
PHL,2020-05-16 01:55,M,M,M,9.20
CMH,2020-05-16 02:00,M,M,M,0.00
RIC,2020-05-16 02:00,M,M,M,12.65
PHL,2020-05-16 02:00,M,M,M,9.20
CMH,2020-05-16 02:05,M,M,M,0.00
RIC,2020-05-16 02:05,M,M,M,11.50
PHL,2020-05-16 02:05,M,M,M,10.35
CMH,2020-05-16 02:10,M,M,M,0.00
RIC,2020-05-16 02:10,M,M,M,11.50
PHL,2020-05-16 02:10,M,M,M,10.35
CMH,2020-05-16 02:15,M,M,M,0.00
RIC,2020-05-16 02:15,M,M,M,11.50
PHL,2020-05-16 02:15,M,M,M,8.05
CMH,2020-05-16 02:20,M,M,M,0.00
RIC,2020-05-16 02:20,M,M,M,10.35
PHL,2020-05-16 02:20,M,M,M,8.05
CMH,2020-05-16 02:25,M,M,M,0.00
RIC,2020-05-16 02:25,M,M,M,11.50
PHL,2020-05-16 02:25,M,M,M,9.20
CMH,2020-05-16 02:30,M,M,M,0.00
RIC,2020-05-16 02:30,M,M,M,9.20
PHL,2020-05-16 02:30,M,M,M,8.05
CMH,2020-05-16 02:35,M,M,M,0.00
RIC,2020-05-16 02:35,M,M,M,9.20
PHL,2020-05-16 02:35,M,M,M,8.05
CMH,2020-05-16 02:40,M,M,M,2.30
RIC,2020-05-16 02:40,M,M,M,9.20
PHL,2020-05-16 02:40,M,M,M,8.05
CMH,2020-05-16 02:45,M,M,M,2.30
RIC,2020-05-16 02:45,M,M,M,9.20
PHL,2020-05-16 02:45,M,M,M,5.75
CMH,2020-05-16 02:50,M,M,M,2.30
RIC,2020-05-16 02:50,M,M,M,9.20
PHL,2020-05-16 02:50,M,M,M,8.05
CMH,2020-05-16 02:51,13.28,12.78,96.78,3.45
RIC,2020-05-16 02:54,18.28,15.00,81.19,9.20
PHL,2020-05-16 02:54,21.72,13.89,61.04,8.05
CMH,2020-05-16 02:55,M,M,M,0.00
RIC,2020-05-16 02:55,M,M,M,9.20
PHL,2020-05-16 02:55,M,M,M,8.05
CMH,2020-05-16 03:00,M,M,M,0.00
RIC,2020-05-16 03:00,M,M,M,9.20
PHL,2020-05-16 03:00,M,M,M,9.20
CMH,2020-05-16 03:05,M,M,M,0.00
RIC,2020-05-16 03:05,M,M,M,9.20
PHL,2020-05-16 03:05,M,M,M,5.75
CMH,2020-05-16 03:10,M,M,M,0.00
RIC,2020-05-16 03:10,M,M,M,10.35
PHL,2020-05-16 03:10,M,M,M,8.05
CMH,2020-05-16 03:15,M,M,M,0.00
RIC,2020-05-16 03:15,M,M,M,9.20
PHL,2020-05-16 03:15,M,M,M,5.75
CMH,2020-05-16 03:20,M,M,M,2.30
RIC,2020-05-16 03:20,M,M,M,9.20
