station,valid,tmpc,dwpc,relh,sped
CMH,2020-12-26 00:51,-10.61,-13.89,76.82,17.25
MDW,2020-12-26 00:53,-6.72,-15.61,49.22,16.10
RIC,2020-12-26 00:54,-3.89,-12.78,50.07,9.20
PHL,2020-12-26 00:54,-3.28,-11.11,54.68,16.10
CMH,2020-12-26 01:51,-10.00,-13.89,73.19,12.65
MDW,2020-12-26 01:53,-6.72,-15.61,49.22,13.80
RIC,2020-12-26 01:54,-3.89,-12.78,50.07,10.35
PHL,2020-12-26 01:54,-3.28,-12.22,50.02,18.40
CMH,2020-12-26 02:51,-10.00,-13.89,73.19,17.25
MDW,2020-12-26 02:53,-6.72,-15.00,51.77,9.20
RIC,2020-12-26 02:54,-3.89,-12.78,50.07,8.05
PHL,2020-12-26 02:54,-3.89,-12.78,50.07,14.95
CMH,2020-12-26 03:08,-10.00,-13.89,73.19,11.50
CMH,2020-12-26 03:51,-10.00,-13.28,76.92,11.50
MDW,2020-12-26 03:53,-7.22,-14.39,56.57,9.20
RIC,2020-12-26 03:54,-4.39,-13.28,49.92,14.95
PHL,2020-12-26 03:54,-4.39,-12.78,51.98,20.70
CMH,2020-12-26 04:51,-10.00,-13.28,76.92,16.10
MDW,2020-12-26 04:53,-7.22,-13.89,58.94,10.35
RIC,2020-12-26 04:54,-5.00,-13.28,52.27,8.05
PHL,2020-12-26 04:54,-4.39,-12.78,51.98,19.55
CMH,2020-12-26 05:51,-9.39,-13.28,73.31,13.80
MDW,2020-12-26 05:53,-7.22,-13.28,61.94,10.35
RIC,2020-12-26 05:54,-5.00,-13.28,52.27,11.50
PHL,2020-12-26 05:54,-4.39,-12.22,54.36,18.40
MDW,2020-12-26 06:17,-6.72,-12.78,62.07,8.05
CMH,2020-12-26 06:51,-9.39,-13.28,73.31,10.35
MDW,2020-12-26 06:53,-6.72,-12.22,64.91,8.05
RIC,2020-12-26 06:54,-5.61,-13.28,54.75,6.90
PHL,2020-12-26 06:54,-3.89,-12.78,50.07,20.70
CMH,2020-12-26 07:51,-9.39,-13.28,73.31,10.35
MDW,2020-12-26 07:53,-6.11,-10.61,70.45,6.90
