station,valid,tmpc,dwpc,relh,sped
OZW,2020-12-06 00:15,-5.61,-6.00,97.08,0.00
OZW,2020-12-06 00:35,-4.78,-5.28,96.29,0.00
SPI,2020-12-06 00:52,1.72,-1.11,81.46,8.05
BTR,2020-12-06 00:53,8.28,6.11,86.21,4.60
LIT,2020-12-06 00:53,4.39,1.72,82.80,5.75
MSP,2020-12-06 00:53,0.00,-1.72,88.17,4.60
DSM,2020-12-06 00:54,0.61,-3.28,75.18,8.05
OZW,2020-12-06 00:55,-4.50,-5.00,96.30,0.00
OZW,2020-12-06 01:15,-4.22,-4.72,96.30,0.00
OZW,2020-12-06 01:35,-4.00,-4.61,95.51,0.00
SPI,2020-12-06 01:52,1.11,-1.11,85.11,4.60
BTR,2020-12-06 01:53,8.89,6.11,82.72,0.00
LIT,2020-12-06 01:53,3.89,1.72,85.76,3.45
MSP,2020-12-06 01:53,0.00,-2.22,84.98,0.00
DSM,2020-12-06 01:54,0.00,-3.28,78.58,8.05
OZW,2020-12-06 01:55,-4.00,-4.89,93.53,0.00
OZW,2020-12-06 02:15,-3.72,-4.78,92.37,0.00
OZW,2020-12-06 02:35,-3.39,-4.89,89.35,0.00
SPI,2020-12-06 02:52,1.72,-1.11,81.46,4.60
BTR,2020-12-06 02:53,8.28,6.11,86.21,3.45
LIT,2020-12-06 02:53,2.22,1.11,92.35,5.75
MSP,2020-12-06 02:53,0.00,-2.22,84.98,4.60
DSM,2020-12-06 02:54,0.61,-2.78,78.03,10.35
OZW,2020-12-06 02:55,-3.22,-4.78,88.99,0.00
OZW,2020-12-06 03:15,-3.11,-5.22,85.34,0.00
OZW,2020-12-06 03:35,-3.00,-5.11,85.35,0.00
SPI,2020-12-06 03:52,1.11,-1.11,85.11,5.75
BTR,2020-12-06 03:53,7.22,6.11,92.65,0.00
LIT,2020-12-06 03:53,2.22,1.11,92.35,3.45
MSP,2020-12-06 03:53,0.00,-2.78,81.55,3.45
DSM,2020-12-06 03:54,0.00,-3.28,78.58,8.05
OZW,2020-12-06 03:55,-3.00,-5.22,84.63,0.00
MSP,2020-12-06 04:11,0.00,-2.78,81.55,4.60
OZW,2020-12-06 04:15,-3.00,-5.28,84.28,0.00
OZW,2020-12-06 04:35,-2.89,-5.39,82.88,3.45
SPI,2020-12-06 04:52,1.11,-1.11,85.11,4.60
BTR,2020-12-06 04:53,6.11,5.00,92.58,0.00
LIT,2020-12-06 04:53,2.22,0.61,89.09,6.90
MSP,2020-12-06 04:53,0.00,-2.78,81.55,0.00
DSM,2020-12-06 04:54,-2.22,-3.89,88.33,4.60
OZW,2020-12-06 04:55,-3.00,-5.22,84.63,0.00
OZW,2020-12-06 05:15,-2.89,-5.22,83.94,0.00
OZW,2020-12-06 05:35,-2.78,-5.22,83.25,0.00
SPI,2020-12-06 05:52,1.11,-1.11,85.11,5.75
BTR,2020-12-06 05:53,7.78,6.11,89.20,0.00
LIT,2020-12-06 05:53,1.72,0.61,92.32,3.45
MSP,2020-12-06 05:53,0.00,-2.78,81.55,0.00
DSM,2020-12-06 05:54,-1.72,-3.89,85.14,9.20
OZW,2020-12-06 05:55,-2.72,-5.11,83.60,3.45
OZW,2020-12-06 06:15,-2.61,-4.78,85.03,0.00
OZW,2020-12-06 06:35,-2.72,-4.89,85.02,0.00
SPI,2020-12-06 06:52,1.11,-1.11,85.11,4.60
BTR,2020-12-06 06:53,8.28,6.72,89.92,0.00
LIT,2020-12-06 06:53,5.61,2.78,81.98,8.05
MSP,2020-12-06 06:53,0.00,-2.78,81.55,0.00
DSM,2020-12-06 06:54,-2.22,-3.89,88.33,5.75
OZW,2020-12-06 06:55,-2.72,-5.00,84.31,4.60
OZW,2020-12-06 07:15,-2.61,-4.78,85.03,3.45
OZW,2020-12-06 07:35,-2.61,-4.78,85.03,0.00
SPI,2020-12-06 07:52,1.11,-1.11,85.11,4.60
BTR,2020-12-06 07:53,8.89,7.22,89.29,0.00
LIT,2020-12-06 07:53,6.11,3.28,82.04,5.75
MSP,2020-12-06 07:53,0.00,-2.22,84.98,0.00
DSM,2020-12-06 07:54,-2.22,-4.39,85.08,9.20
OZW,2020-12-06 07:55,-2.61,-5.00,83.62,0.00
OZW,2020-12-06 08:15,-2.50,-4.89,83.63,0.00
OZW,2020-12-06 08:35,-2.50,-5.11,82.24,0.00
SPI,2020-12-06 08:52,2.22,-0.61,81.53,5.75
BTR,2020-12-06 08:53,10.00,7.78,86.06,5.75
LIT,2020-12-06 08:53,9.39,3.28,65.62,10.35
MSP,2020-12-06 08:53,0.00,-2.22,84.98,3.45
DSM,2020-12-06 08:54,-1.11,-3.28,85.21,6.90
OZW,2020-12-06 08:55,-2.28,-5.22,80.22,0.00
OZW,2020-12-06 09:15,-2.22,-5.28,79.55,3.45
DSM,2020-12-06 09:22,-1.11,-3.28,85.21,6.90
OZW,2020-12-06 09:35,-2.00,-4.78,81.28,0.00
DSM,2020-12-06 09:49,-1.00,-3.00,86.28,8.05
SPI,2020-12-06 09:52,2.78,-1.11,75.56,5.75
BTR,2020-12-06 09:53,10.00,7.78,86.06,8.05
LIT,2020-12-06 09:53,10.61,2.22,56.10,9.20
MSP,2020-12-06 09:53,0.61,-2.22,81.30,3.45
DSM,2020-12-06 09:54,-0.61,-2.78,85.26,6.90
OZW,2020-12-06 09:55,-1.78,-4.78,79.96,3.45
OZW,2020-12-06 10:15,-1.50,-4.78,78.34,3.45
OZW,2020-12-06 10:35,-1.61,-4.89,78.32,0.00
SPI,2020-12-06 10:52,3.28,-1.11,72.93,4.60
BTR,2020-12-06 10:53,10.61,7.78,82.62,4.60
LIT,2020-12-06 10:53,12.22,1.11,46.57,8.05
MSP,2020-12-06 10:53,1.11,-2.22,78.43,6.90
DSM,2020-12-06 10:54,0.61,-2.22,81.30,6.90
OZW,2020-12-06 10:55,-1.61,-5.11,77.02,0.00
OZW,2020-12-06 11:15,-1.39,-5.00,76.41,0.00
OZW,2020-12-06 11:35,-1.28,-5.00,75.79,5.75
DSM,2020-12-06 11:45,1.11,-1.72,81.37,5.75
SPI,2020-12-06 11:52,4.39,-1.11,67.45,6.90
BTR,2020-12-06 11:53,10.61,8.28,85.48,11.50
LIT,2020-12-06 11:53,13.28,1.72,45.40,9.20
MSP,2020-12-06 11:53,1.11,-2.22,78.43,9.20
DSM,2020-12-06 11:54,1.11,-1.72,81.37,5.75
OZW,2020-12-06 11:55,-1.22,-5.00,75.48,3.45
OZW,2020-12-06 12:15,-1.00,-4.89,74.89,0.00
OZW,2020-12-06 12:35,-1.11,-5.22,73.62,0.00
SPI,2020-12-06 12:52,5.00,-2.22,59.55,9.20
BTR,2020-12-06 12:53,11.11,7.78,79.92,5.75
LIT,2020-12-06 12:53,12.22,1.11,46.57,6.90
MSP,2020-12-06 12:53,1.11,-2.22,78.43,8.05
DSM,2020-12-06 12:54,2.22,-1.11,78.60,5.75
OZW,2020-12-06 12:55,-1.11,-5.11,74.24,0.00
OZW,2020-12-06 13:15,-1.00,-5.11,73.64,3.45
OZW,2020-12-06 13:35,-1.00,-5.11,73.64,0.00
SPI,2020-12-06 13:52,5.61,-1.72,59.22,6.90
BTR,2020-12-06 13:53,11.72,7.22,73.89,5.75
LIT,2020-12-06 13:53,12.22,1.72,48.65,9.20
MSP,2020-12-06 13:53,1.72,-2.22,75.06,8.05
DSM,2020-12-06 13:54,2.78,-1.11,75.56,8.05
OZW,2020-12-06 13:55,-1.11,-5.11,74.24,0.00
OZW,2020-12-06 14:15,-1.00,-5.00,74.26,3.45
OZW,2020-12-06 14:35,-1.00,-4.89,74.89,3.45
SPI,2020-12-06 14:52,5.00,-2.22,59.55,10.35
BTR,2020-12-06 14:53,11.72,6.72,71.40,0.00
LIT,2020-12-06 14:53,11.72,0.61,46.42,9.20
MSP,2020-12-06 14:53,1.11,-2.22,78.43,8.05
DSM,2020-12-06 14:54,3.28,-0.61,75.64,6.90
OZW,2020-12-06 14:55,-1.00,-5.00,74.26,4.60
BTR,2020-12-06 15:04,11.72,7.22,73.89,4.60
BTR,2020-12-06 15:12,11.72,6.72,71.40,4.60
DSM,2020-12-06 15:12,3.00,-1.00,74.98,8.05
OZW,2020-12-06 15:15,-1.11,-4.78,76.14,0.00
OZW,2020-12-06 15:35,-1.22,-5.11,74.85,0.00
MSP,2020-12-06 15:44,1.11,-2.22,78.43,6.90
SPI,2020-12-06 15:52,5.00,-2.78,57.15,5.75
BTR,2020-12-06 15:53,11.72,6.72,71.40,5.75
LIT,2020-12-06 15:53,10.61,1.72,54.13,8.05
MSP,2020-12-06 15:53,1.11,-2.22,78.43,6.90
DSM,2020-12-06 15:54,2.78,-0.61,78.37,9.20
OZW,2020-12-06 15:55,-1.28,-5.28,74.21,0.00
OZW,2020-12-06 16:15,-1.28,-4.89,76.43,4.60
OZW,2020-12-06 16:35,-1.61,-4.89,78.32,4.60
SPI,2020-12-06 16:52,3.89,-2.22,64.37,3.45
BTR,2020-12-06 16:53,11.11,6.72,74.35,4.60
LIT,2020-12-06 16:53,10.00,2.22,58.44,6.90
MSP,2020-12-06 16:53,1.11,-1.72,81.37,6.90
DSM,2020-12-06 16:54,2.78,-0.61,78.37,8.05
OZW,2020-12-06 16:55,-1.61,-4.78,78.98,3.45
OZW,2020-12-06 17:15,-1.50,-4.61,79.33,3.45
OZW,2020-12-06 17:35,-1.50,-4.61,79.33,6.90
SPI,2020-12-06 17:52,3.28,-2.22,67.20,3.45
BTR,2020-12-06 17:53,10.00,6.11,76.76,5.75
LIT,2020-12-06 17:53,8.89,2.22,62.97,8.05
MSP,2020-12-06 17:53,1.11,-1.11,85.11,5.75
DSM,2020-12-06 17:54,2.78,-1.72,72.24,5.75
OZW,2020-12-06 17:55,-1.89,-5.11,78.61,5.75
OZW,2020-12-06 18:15,-2.00,-5.00,79.92,6.90
OZW,2020-12-06 18:35,-2.00,-5.00,79.92,5.75
SPI,2020-12-06 18:52,2.22,-1.72,75.15,3.45
BTR,2020-12-06 18:53,8.89,6.11,82.72,5.75
LIT,2020-12-06 18:53,7.78,2.78,70.64,8.05
MSP,2020-12-06 18:53,1.11,-0.61,88.27,5.75
DSM,2020-12-06 18:54,2.22,-1.72,75.15,9.20
OZW,2020-12-06 18:55,-2.11,-5.11,79.91,5.75
OZW,2020-12-06 19:15,-2.11,-5.00,80.58,5.75
OZW,2020-12-06 19:35,-2.22,-5.22,79.89,4.60
SPI,2020-12-06 19:52,2.22,-1.72,75.15,0.00
BTR,2020-12-06 19:53,7.78,5.61,86.16,4.60
