station,valid,tmpc,dwpc,relh,sped
OKC,2021-06-02 00:00,M,M,M,2.30
OMA,2021-06-02 00:00,M,M,M,4.60
OJC,2021-06-02 00:00,M,M,M,4.60
ATY,2021-06-02 00:00,M,M,M,4.60
OKC,2021-06-02 00:05,M,M,M,2.30
OMA,2021-06-02 00:05,M,M,M,4.60
OJC,2021-06-02 00:05,M,M,M,2.30
ATY,2021-06-02 00:05,M,M,M,5.75
OKC,2021-06-02 00:10,M,M,M,2.30
OMA,2021-06-02 00:10,M,M,M,4.60
OJC,2021-06-02 00:10,M,M,M,2.30
ATY,2021-06-02 00:10,M,M,M,8.05
OKC,2021-06-02 00:15,M,M,M,2.30
OMA,2021-06-02 00:15,M,M,M,4.60
OJC,2021-06-02 00:15,M,M,M,0.00
ATY,2021-06-02 00:15,M,M,M,8.05
OKC,2021-06-02 00:20,M,M,M,0.00
OMA,2021-06-02 00:20,M,M,M,4.60
OJC,2021-06-02 00:20,M,M,M,0.00
ATY,2021-06-02 00:20,M,M,M,8.05
OKC,2021-06-02 00:25,M,M,M,0.00
OMA,2021-06-02 00:25,M,M,M,2.30
OJC,2021-06-02 00:25,M,M,M,0.00
ATY,2021-06-02 00:25,M,M,M,8.05
OKC,2021-06-02 00:30,M,M,M,0.00
OMA,2021-06-02 00:30,M,M,M,2.30
OJC,2021-06-02 00:30,M,M,M,0.00
ATY,2021-06-02 00:30,M,M,M,8.05
OKC,2021-06-02 00:35,M,M,M,0.00
OMA,2021-06-02 00:35,M,M,M,2.30
OJC,2021-06-02 00:35,M,M,M,0.00
ATY,2021-06-02 00:35,M,M,M,5.75
OKC,2021-06-02 00:40,M,M,M,0.00
OMA,2021-06-02 00:40,M,M,M,4.60
OJC,2021-06-02 00:40,M,M,M,0.00
ATY,2021-06-02 00:40,M,M,M,5.75
OKC,2021-06-02 00:45,M,M,M,0.00
OMA,2021-06-02 00:45,M,M,M,2.30
OJC,2021-06-02 00:45,M,M,M,0.00
ATY,2021-06-02 00:45,M,M,M,5.75
OKC,2021-06-02 00:50,M,M,M,2.30
OMA,2021-06-02 00:50,M,M,M,2.30
OJC,2021-06-02 00:50,M,M,M,0.00
ATY,2021-06-02 00:50,M,M,M,8.05
OKC,2021-06-02 00:52,15.61,13.89,89.48,4.60
OMA,2021-06-02 00:52,16.72,11.72,72.33,3.45
OJC,2021-06-02 00:53,15.00,13.28,89.44,0.00
ATY,2021-06-02 00:53,18.28,8.89,54.26,6.90
OKC,2021-06-02 00:55,M,M,M,4.60
OMA,2021-06-02 00:55,M,M,M,2.30
OJC,2021-06-02 00:55,M,M,M,0.00
ATY,2021-06-02 00:55,M,M,M,5.75
OKC,2021-06-02 01:00,M,M,M,5.75
OMA,2021-06-02 01:00,M,M,M,0.00
OJC,2021-06-02 01:00,M,M,M,0.00
ATY,2021-06-02 01:00,M,M,M,8.05
OKC,2021-06-02 01:05,M,M,M,5.75
OMA,2021-06-02 01:05,M,M,M,0.00
OJC,2021-06-02 01:05,M,M,M,0.00
ATY,2021-06-02 01:05,M,M,M,8.05
OKC,2021-06-02 01:10,M,M,M,4.60
OMA,2021-06-02 01:10,M,M,M,0.00
OJC,2021-06-02 01:10,M,M,M,0.00
ATY,2021-06-02 01:10,M,M,M,5.75
OKC,2021-06-02 01:15,M,M,M,4.60
OMA,2021-06-02 01:15,M,M,M,0.00
OJC,2021-06-02 01:15,M,M,M,0.00
ATY,2021-06-02 01:15,M,M,M,5.75
OKC,2021-06-02 01:20,M,M,M,4.60
OMA,2021-06-02 01:20,M,M,M,0.00
OJC,2021-06-02 01:20,M,M,M,0.00
ATY,2021-06-02 01:20,M,M,M,5.75
OKC,2021-06-02 01:25,M,M,M,4.60
OMA,2021-06-02 01:25,M,M,M,0.00
ATY,2021-06-02 01:25,M,M,M,5.75
OKC,2021-06-02 01:30,M,M,M,4.60
OMA,2021-06-02 01:30,M,M,M,0.00
OJC,2021-06-02 01:30,M,M,M,0.00
ATY,2021-06-02 01:30,M,M,M,5.75
OKC,2021-06-02 01:35,M,M,M,2.30
OMA,2021-06-02 01:35,M,M,M,0.00
OJC,2021-06-02 01:35,M,M,M,0.00
ATY,2021-06-02 01:35,M,M,M,5.75
OKC,2021-06-02 01:40,M,M,M,2.30
OMA,2021-06-02 01:40,M,M,M,0.00
OJC,2021-06-02 01:40,M,M,M,0.00
ATY,2021-06-02 01:40,M,M,M,8.05
OKC,2021-06-02 01:45,M,M,M,2.30
OMA,2021-06-02 01:45,M,M,M,0.00
OJC,2021-06-02 01:45,M,M,M,0.00
ATY,2021-06-02 01:45,M,M,M,8.05
OKC,2021-06-02 01:50,M,M,M,4.60
OMA,2021-06-02 01:50,M,M,M,0.00
OJC,2021-06-02 01:50,M,M,M,0.00
ATY,2021-06-02 01:50,M,M,M,9.20
OKC,2021-06-02 01:52,16.11,14.39,89.52,4.60
OMA,2021-06-02 01:52,15.00,12.22,83.46,0.00
OJC,2021-06-02 01:53,13.89,12.78,93.01,0.00
ATY,2021-06-02 01:53,18.28,8.28,52.06,9.20
OKC,2021-06-02 01:55,M,M,M,4.60
OMA,2021-06-02 01:55,M,M,M,0.00
OJC,2021-06-02 01:55,M,M,M,0.00
ATY,2021-06-02 01:55,M,M,M,8.05
OKC,2021-06-02 02:00,M,M,M,4.60
OMA,2021-06-02 02:00,M,M,M,0.00
OJC,2021-06-02 02:00,M,M,M,0.00
ATY,2021-06-02 02:00,M,M,M,8.05
OKC,2021-06-02 02:05,M,M,M,4.60
OMA,2021-06-02 02:05,M,M,M,0.00
OJC,2021-06-02 02:05,M,M,M,0.00
ATY,2021-06-02 02:05,M,M,M,8.05
OKC,2021-06-02 02:10,M,M,M,4.60
OMA,2021-06-02 02:10,M,M,M,0.00
OJC,2021-06-02 02:10,M,M,M,0.00
ATY,2021-06-02 02:10,M,M,M,9.20
OKC,2021-06-02 02:15,M,M,M,2.30
OMA,2021-06-02 02:15,M,M,M,0.00
OJC,2021-06-02 02:15,M,M,M,0.00
ATY,2021-06-02 02:15,M,M,M,9.20
OKC,2021-06-02 02:20,M,M,M,5.75
OMA,2021-06-02 02:20,M,M,M,0.00
OJC,2021-06-02 02:20,M,M,M,0.00
ATY,2021-06-02 02:20,M,M,M,8.05
OKC,2021-06-02 02:25,M,M,M,2.30
OMA,2021-06-02 02:25,M,M,M,2.30
OJC,2021-06-02 02:25,M,M,M,0.00
ATY,2021-06-02 02:25,M,M,M,5.75
OKC,2021-06-02 02:30,M,M,M,4.60
OMA,2021-06-02 02:30,M,M,M,2.30
OJC,2021-06-02 02:30,M,M,M,0.00
ATY,2021-06-02 02:30,M,M,M,8.05
OKC,2021-06-02 02:35,M,M,M,2.30
OMA,2021-06-02 02:35,M,M,M,2.30
OJC,2021-06-02 02:35,M,M,M,0.00
ATY,2021-06-02 02:35,M,M,M,5.75
OKC,2021-06-02 02:40,M,M,M,4.60
OMA,2021-06-02 02:40,M,M,M,0.00
OJC,2021-06-02 02:40,M,M,M,0.00
ATY,2021-06-02 02:40,M,M,M,5.75
OKC,2021-06-02 02:45,M,M,M,2.30
OMA,2021-06-02 02:45,M,M,M,0.00
OJC,2021-06-02 02:45,M,M,M,0.00
