station,valid,tmpc,dwpc,relh,sped
RIC,2020-05-09 00:00,M,M,M,11.50
PHL,2020-05-09 00:00,M,M,M,24.15
CMH,2020-05-09 00:00,M,M,M,2.30
RIC,2020-05-09 00:05,M,M,M,9.20
PHL,2020-05-09 00:05,M,M,M,25.30
CMH,2020-05-09 00:05,M,M,M,0.00
RIC,2020-05-09 00:10,M,M,M,8.05
PHL,2020-05-09 00:10,M,M,M,18.40
CMH,2020-05-09 00:10,M,M,M,2.30
RIC,2020-05-09 00:15,M,M,M,10.35
PHL,2020-05-09 00:15,M,M,M,21.85
CMH,2020-05-09 00:15,M,M,M,2.30
RIC,2020-05-09 00:20,M,M,M,17.25
PHL,2020-05-09 00:20,M,M,M,23.00
CMH,2020-05-09 00:20,M,M,M,2.30
PHL,2020-05-09 00:21,3.28,0.61,82.66,21.85
RIC,2020-05-09 00:25,M,M,M,24.15
PHL,2020-05-09 00:25,M,M,M,25.30
CMH,2020-05-09 00:25,M,M,M,2.30
RIC,2020-05-09 00:28,7.78,5.61,86.16,28.75
RIC,2020-05-09 00:30,M,M,M,M
PHL,2020-05-09 00:30,M,M,M,20.70
CMH,2020-05-09 00:30,M,M,M,2.30
RIC,2020-05-09 00:35,M,M,M,M
PHL,2020-05-09 00:35,M,M,M,14.95
CMH,2020-05-09 00:35,M,M,M,2.30
RIC,2020-05-09 00:40,M,M,M,24.15
PHL,2020-05-09 00:40,M,M,M,12.65
CMH,2020-05-09 00:40,M,M,M,0.00
RIC,2020-05-09 00:45,M,M,M,20.70
PHL,2020-05-09 00:45,M,M,M,16.10
CMH,2020-05-09 00:45,M,M,M,2.30
RIC,2020-05-09 00:50,M,M,M,20.70
PHL,2020-05-09 00:50,M,M,M,18.40
CMH,2020-05-09 00:50,M,M,M,4.60
CMH,2020-05-09 00:51,1.11,-3.89,69.28,4.60
RIC,2020-05-09 00:54,5.61,2.78,81.98,18.40
PHL,2020-05-09 00:54,3.28,0.00,79.08,18.40
RIC,2020-05-09 00:55,M,M,M,17.25
PHL,2020-05-09 00:55,M,M,M,18.40
CMH,2020-05-09 00:55,M,M,M,2.30
RIC,2020-05-09 01:00,M,M,M,18.40
PHL,2020-05-09 01:00,M,M,M,17.25
CMH,2020-05-09 01:00,M,M,M,2.30
PHL,2020-05-09 01:03,3.28,0.00,79.08,17.25
RIC,2020-05-09 01:05,M,M,M,18.40
PHL,2020-05-09 01:05,M,M,M,18.40
CMH,2020-05-09 01:05,M,M,M,2.30
RIC,2020-05-09 01:10,M,M,M,16.10
PHL,2020-05-09 01:10,M,M,M,17.25
CMH,2020-05-09 01:10,M,M,M,2.30
RIC,2020-05-09 01:15,M,M,M,16.10
PHL,2020-05-09 01:15,M,M,M,17.25
CMH,2020-05-09 01:15,M,M,M,0.00
PHL,2020-05-09 01:17,3.28,-0.61,75.64,16.10
RIC,2020-05-09 01:20,M,M,M,14.95
PHL,2020-05-09 01:20,M,M,M,18.40
CMH,2020-05-09 01:20,M,M,M,2.30
RIC,2020-05-09 01:25,M,M,M,17.25
PHL,2020-05-09 01:25,M,M,M,19.55
CMH,2020-05-09 01:25,M,M,M,2.30
RIC,2020-05-09 01:30,M,M,M,14.95
PHL,2020-05-09 01:30,M,M,M,17.25
CMH,2020-05-09 01:30,M,M,M,2.30
RIC,2020-05-09 01:35,M,M,M,14.95
PHL,2020-05-09 01:35,M,M,M,19.55
CMH,2020-05-09 01:35,M,M,M,0.00
RIC,2020-05-09 01:40,M,M,M,14.95
PHL,2020-05-09 01:40,M,M,M,24.15
CMH,2020-05-09 01:40,M,M,M,0.00
