station,valid,tmpc,dwpc,relh,sped
RIC,2020-10-02 00:00,M,M,M,11.50
MDW,2020-10-02 00:00,M,M,M,5.75
PHL,2020-10-02 00:00,M,M,M,5.75
CMH,2020-10-02 00:00,M,M,M,0.00
RIC,2020-10-02 00:05,M,M,M,12.65
MDW,2020-10-02 00:05,M,M,M,5.75
PHL,2020-10-02 00:05,M,M,M,5.75
CMH,2020-10-02 00:05,M,M,M,0.00
RIC,2020-10-02 00:10,M,M,M,10.35
MDW,2020-10-02 00:10,M,M,M,5.75
PHL,2020-10-02 00:10,M,M,M,5.75
CMH,2020-10-02 00:10,M,M,M,0.00
RIC,2020-10-02 00:15,M,M,M,10.35
MDW,2020-10-02 00:15,M,M,M,5.75
PHL,2020-10-02 00:15,M,M,M,4.60
CMH,2020-10-02 00:15,M,M,M,2.30
RIC,2020-10-02 00:20,M,M,M,12.65
MDW,2020-10-02 00:20,M,M,M,5.75
PHL,2020-10-02 00:20,M,M,M,4.60
CMH,2020-10-02 00:20,M,M,M,2.30
RIC,2020-10-02 00:25,M,M,M,11.50
MDW,2020-10-02 00:25,M,M,M,5.75
PHL,2020-10-02 00:25,M,M,M,4.60
CMH,2020-10-02 00:25,M,M,M,2.30
RIC,2020-10-02 00:30,M,M,M,12.65
MDW,2020-10-02 00:30,M,M,M,5.75
PHL,2020-10-02 00:30,M,M,M,4.60
CMH,2020-10-02 00:30,M,M,M,2.30
RIC,2020-10-02 00:35,M,M,M,14.95
MDW,2020-10-02 00:35,M,M,M,5.75
PHL,2020-10-02 00:35,M,M,M,2.30
CMH,2020-10-02 00:35,M,M,M,4.60
RIC,2020-10-02 00:40,M,M,M,12.65
MDW,2020-10-02 00:40,M,M,M,5.75
PHL,2020-10-02 00:40,M,M,M,5.75
CMH,2020-10-02 00:40,M,M,M,4.60
RIC,2020-10-02 00:45,M,M,M,12.65
MDW,2020-10-02 00:45,M,M,M,5.75
PHL,2020-10-02 00:45,M,M,M,4.60
CMH,2020-10-02 00:45,M,M,M,4.60
PHL,2020-10-02 00:47,14.39,11.11,80.67,5.75
RIC,2020-10-02 00:50,M,M,M,12.65
