station,valid,tmpc,dwpc,relh,sped
LGA,2021-09-25 00:00,M,M,M,2.30
SYR,2021-09-25 00:00,M,M,M,2.30
SYR,2021-09-25 00:05,M,M,M,2.30
LGA,2021-09-25 00:05,M,M,M,2.30
SYR,2021-09-25 00:10,M,M,M,2.30
LGA,2021-09-25 00:10,M,M,M,2.30
LGA,2021-09-25 00:15,M,M,M,0.00
SYR,2021-09-25 00:15,M,M,M,2.30
LGA,2021-09-25 00:20,M,M,M,2.30
SYR,2021-09-25 00:20,M,M,M,0.00
SYR,2021-09-25 00:25,M,M,M,0.00
LGA,2021-09-25 00:25,M,M,M,2.30
LGA,2021-09-25 00:30,M,M,M,4.60
SYR,2021-09-25 00:30,M,M,M,0.00
SYR,2021-09-25 00:35,M,M,M,0.00
LGA,2021-09-25 00:35,M,M,M,4.60
SYR,2021-09-25 00:40,M,M,M,0.00
LGA,2021-09-25 00:40,M,M,M,4.60
LGA,2021-09-25 00:45,M,M,M,2.30
SYR,2021-09-25 00:45,M,M,M,0.00
SYR,2021-09-25 00:50,M,M,M,0.00
LGA,2021-09-25 00:50,M,M,M,2.30
LGA,2021-09-25 00:51,19.39,10.00,54.54,3.45
SYR,2021-09-25 00:54,12.22,11.11,92.92,0.00
SYR,2021-09-25 00:55,M,M,M,0.00
LGA,2021-09-25 00:55,M,M,M,2.30
LGA,2021-09-25 01:00,M,M,M,2.30
SYR,2021-09-25 01:00,M,M,M,0.00
LGA,2021-09-25 01:05,M,M,M,4.60
SYR,2021-09-25 01:05,M,M,M,2.30
LGA,2021-09-25 01:10,M,M,M,4.60
SYR,2021-09-25 01:10,M,M,M,0.00
SYR,2021-09-25 01:15,M,M,M,0.00
LGA,2021-09-25 01:15,M,M,M,2.30
SYR,2021-09-25 01:20,M,M,M,0.00
LGA,2021-09-25 01:20,M,M,M,0.00
SYR,2021-09-25 01:25,M,M,M,0.00
LGA,2021-09-25 01:25,M,M,M,2.30
LGA,2021-09-25 01:30,M,M,M,0.00
LGA,2021-09-25 01:35,M,M,M,0.00
SYR,2021-09-25 01:35,M,M,M,0.00
SYR,2021-09-25 01:40,M,M,M,0.00
LGA,2021-09-25 01:40,M,M,M,0.00
LGA,2021-09-25 01:45,M,M,M,0.00
SYR,2021-09-25 01:45,M,M,M,0.00
LGA,2021-09-25 01:50,M,M,M,4.60
SYR,2021-09-25 01:50,M,M,M,0.00
LGA,2021-09-25 01:51,19.39,10.00,54.54,4.60
SYR,2021-09-25 01:54,11.72,10.61,92.89,0.00
LGA,2021-09-25 01:55,M,M,M,5.75
SYR,2021-09-25 01:55,M,M,M,0.00
LGA,2021-09-25 02:00,M,M,M,5.75
SYR,2021-09-25 02:00,M,M,M,0.00
SYR,2021-09-25 02:05,M,M,M,2.30
LGA,2021-09-25 02:05,M,M,M,5.75
SYR,2021-09-25 02:10,M,M,M,4.60
LGA,2021-09-25 02:10,M,M,M,5.75
SYR,2021-09-25 02:15,M,M,M,4.60
LGA,2021-09-25 02:15,M,M,M,5.75
LGA,2021-09-25 02:20,M,M,M,4.60
SYR,2021-09-25 02:20,M,M,M,2.30
SYR,2021-09-25 02:25,M,M,M,2.30
LGA,2021-09-25 02:25,M,M,M,4.60
SYR,2021-09-25 02:30,M,M,M,0.00
LGA,2021-09-25 02:30,M,M,M,2.30
LGA,2021-09-25 02:35,M,M,M,0.00
SYR,2021-09-25 02:35,M,M,M,0.00
SYR,2021-09-25 02:40,M,M,M,0.00
LGA,2021-09-25 02:40,M,M,M,0.00
SYR,2021-09-25 02:45,M,M,M,0.00
LGA,2021-09-25 02:45,M,M,M,2.30
LGA,2021-09-25 02:50,M,M,M,2.30
SYR,2021-09-25 02:50,M,M,M,0.00
LGA,2021-09-25 02:51,18.28,11.11,62.96,3.45
SYR,2021-09-25 02:54,11.72,10.61,92.89,0.00
SYR,2021-09-25 02:55,M,M,M,0.00
LGA,2021-09-25 02:55,M,M,M,5.75
LGA,2021-09-25 03:00,M,M,M,5.75
SYR,2021-09-25 03:00,M,M,M,0.00
SYR,2021-09-25 03:05,M,M,M,2.30
LGA,2021-09-25 03:05,M,M,M,5.75
SYR,2021-09-25 03:10,M,M,M,2.30
LGA,2021-09-25 03:10,M,M,M,5.75
LGA,2021-09-25 03:15,M,M,M,5.75
SYR,2021-09-25 03:15,M,M,M,2.30
SYR,2021-09-25 03:20,M,M,M,4.60
LGA,2021-09-25 03:20,M,M,M,4.60
SYR,2021-09-25 03:25,M,M,M,5.75
LGA,2021-09-25 03:25,M,M,M,5.75
SYR,2021-09-25 03:30,M,M,M,5.75
LGA,2021-09-25 03:30,M,M,M,5.75
SYR,2021-09-25 03:35,M,M,M,5.75
LGA,2021-09-25 03:35,M,M,M,4.60
SYR,2021-09-25 03:40,M,M,M,4.60
LGA,2021-09-25 03:40,M,M,M,5.75
LGA,2021-09-25 03:45,M,M,M,5.75
SYR,2021-09-25 03:45,M,M,M,4.60
SYR,2021-09-25 03:50,M,M,M,4.60
LGA,2021-09-25 03:50,M,M,M,5.75
