station,valid,tmpc,dwpc,relh,sped
BUR,2021-01-18 00:00,M,M,M,4.60
FAT,2021-01-18 00:00,M,M,M,0.00
SFO,2021-01-18 00:00,M,M,M,0.00
BUR,2021-01-18 00:05,M,M,M,4.60
FAT,2021-01-18 00:05,M,M,M,0.00
SFO,2021-01-18 00:05,M,M,M,0.00
BUR,2021-01-18 00:10,M,M,M,4.60
FAT,2021-01-18 00:10,M,M,M,0.00
SFO,2021-01-18 00:10,M,M,M,0.00
BUR,2021-01-18 00:15,M,M,M,2.30
FAT,2021-01-18 00:15,M,M,M,0.00
SFO,2021-01-18 00:15,M,M,M,0.00
BUR,2021-01-18 00:20,M,M,M,4.60
FAT,2021-01-18 00:20,M,M,M,0.00
SFO,2021-01-18 00:20,M,M,M,0.00
BUR,2021-01-18 00:25,M,M,M,2.30
FAT,2021-01-18 00:25,M,M,M,0.00
SFO,2021-01-18 00:25,M,M,M,0.00
BUR,2021-01-18 00:30,M,M,M,2.30
FAT,2021-01-18 00:30,M,M,M,0.00
SFO,2021-01-18 00:30,M,M,M,0.00
BUR,2021-01-18 00:35,M,M,M,0.00
FAT,2021-01-18 00:35,M,M,M,0.00
SFO,2021-01-18 00:35,M,M,M,4.60
BUR,2021-01-18 00:40,M,M,M,0.00
FAT,2021-01-18 00:40,M,M,M,0.00
SFO,2021-01-18 00:40,M,M,M,0.00
BUR,2021-01-18 00:45,M,M,M,0.00
FAT,2021-01-18 00:45,M,M,M,0.00
SFO,2021-01-18 00:45,M,M,M,4.60
BUR,2021-01-18 00:50,M,M,M,0.00
FAT,2021-01-18 00:50,M,M,M,0.00
SFO,2021-01-18 00:50,M,M,M,4.60
CQT,2021-01-18 00:52,15.00,1.72,40.61,0.00
BUR,2021-01-18 00:53,14.39,-3.28,29.32,0.00
FAT,2021-01-18 00:53,9.39,6.11,79.98,0.00
BUR,2021-01-18 00:55,M,M,M,0.00
FAT,2021-01-18 00:55,M,M,M,0.00
SFO,2021-01-18 00:55,M,M,M,2.30
SFO,2021-01-18 00:56,12.22,7.78,74.26,3.45
BUR,2021-01-18 01:00,M,M,M,0.00
FAT,2021-01-18 01:00,M,M,M,0.00
SFO,2021-01-18 01:00,M,M,M,0.00
BUR,2021-01-18 01:05,M,M,M,0.00
FAT,2021-01-18 01:05,M,M,M,0.00
SFO,2021-01-18 01:05,M,M,M,0.00
BUR,2021-01-18 01:10,M,M,M,0.00
FAT,2021-01-18 01:10,M,M,M,0.00
SFO,2021-01-18 01:10,M,M,M,0.00
BUR,2021-01-18 01:15,M,M,M,0.00
FAT,2021-01-18 01:15,M,M,M,0.00
SFO,2021-01-18 01:15,M,M,M,0.00
BUR,2021-01-18 01:20,M,M,M,0.00
FAT,2021-01-18 01:20,M,M,M,4.60
SFO,2021-01-18 01:20,M,M,M,0.00
BUR,2021-01-18 01:25,M,M,M,0.00
FAT,2021-01-18 01:25,M,M,M,4.60
SFO,2021-01-18 01:25,M,M,M,0.00
BUR,2021-01-18 01:30,M,M,M,0.00
FAT,2021-01-18 01:30,M,M,M,0.00
SFO,2021-01-18 01:30,M,M,M,2.30
BUR,2021-01-18 01:35,M,M,M,0.00
FAT,2021-01-18 01:35,M,M,M,2.30
SFO,2021-01-18 01:35,M,M,M,4.60
BUR,2021-01-18 01:40,M,M,M,0.00
FAT,2021-01-18 01:40,M,M,M,2.30
SFO,2021-01-18 01:40,M,M,M,5.75
BUR,2021-01-18 01:45,M,M,M,0.00
FAT,2021-01-18 01:45,M,M,M,2.30
SFO,2021-01-18 01:45,M,M,M,2.30
BUR,2021-01-18 01:50,M,M,M,0.00
