station,valid,tmpc,dwpc,relh,sped
BUR,2020-05-07 00:00,M,M,M,0.00
FAT,2020-05-07 00:00,M,M,M,5.75
SFO,2020-05-07 00:00,M,M,M,8.05
BUR,2020-05-07 00:05,M,M,M,0.00
FAT,2020-05-07 00:05,M,M,M,5.75
SFO,2020-05-07 00:05,M,M,M,10.35
BUR,2020-05-07 00:10,M,M,M,0.00
FAT,2020-05-07 00:10,M,M,M,2.30
SFO,2020-05-07 00:10,M,M,M,10.35
BUR,2020-05-07 00:15,M,M,M,0.00
FAT,2020-05-07 00:15,M,M,M,2.30
SFO,2020-05-07 00:15,M,M,M,9.20
BUR,2020-05-07 00:20,M,M,M,0.00
FAT,2020-05-07 00:20,M,M,M,2.30
SFO,2020-05-07 00:20,M,M,M,9.20
BUR,2020-05-07 00:25,M,M,M,0.00
FAT,2020-05-07 00:25,M,M,M,2.30
SFO,2020-05-07 00:25,M,M,M,8.05
BUR,2020-05-07 00:30,M,M,M,0.00
FAT,2020-05-07 00:30,M,M,M,2.30
SFO,2020-05-07 00:30,M,M,M,8.05
BUR,2020-05-07 00:35,M,M,M,4.60
FAT,2020-05-07 00:35,M,M,M,2.30
SFO,2020-05-07 00:35,M,M,M,8.05
BUR,2020-05-07 00:40,M,M,M,2.30
FAT,2020-05-07 00:40,M,M,M,0.00
SFO,2020-05-07 00:40,M,M,M,10.35
BUR,2020-05-07 00:45,M,M,M,0.00
FAT,2020-05-07 00:45,M,M,M,0.00
SFO,2020-05-07 00:45,M,M,M,9.20
BUR,2020-05-07 00:50,M,M,M,0.00
FAT,2020-05-07 00:50,M,M,M,2.30
SFO,2020-05-07 00:50,M,M,M,9.20
BUR,2020-05-07 00:53,22.78,4.39,30.16,0.00
FAT,2020-05-07 00:53,18.28,1.11,31.55,0.00
BUR,2020-05-07 00:55,M,M,M,0.00
FAT,2020-05-07 00:55,M,M,M,0.00
SFO,2020-05-07 00:55,M,M,M,9.20
SFO,2020-05-07 00:56,12.78,7.78,71.60,9.20
BUR,2020-05-07 01:00,M,M,M,0.00
FAT,2020-05-07 01:00,M,M,M,2.30
SFO,2020-05-07 01:00,M,M,M,5.75
BUR,2020-05-07 01:05,M,M,M,0.00
FAT,2020-05-07 01:05,M,M,M,2.30
SFO,2020-05-07 01:05,M,M,M,4.60
BUR,2020-05-07 01:10,M,M,M,0.00
FAT,2020-05-07 01:10,M,M,M,2.30
SFO,2020-05-07 01:10,M,M,M,4.60
BUR,2020-05-07 01:15,M,M,M,2.30
FAT,2020-05-07 01:15,M,M,M,2.30
SFO,2020-05-07 01:15,M,M,M,5.75
BUR,2020-05-07 01:20,M,M,M,0.00
FAT,2020-05-07 01:20,M,M,M,2.30
SFO,2020-05-07 01:20,M,M,M,5.75
BUR,2020-05-07 01:25,M,M,M,2.30
FAT,2020-05-07 01:25,M,M,M,0.00
SFO,2020-05-07 01:25,M,M,M,8.05
BUR,2020-05-07 01:30,M,M,M,4.60
FAT,2020-05-07 01:30,M,M,M,0.00
SFO,2020-05-07 01:30,M,M,M,5.75
BUR,2020-05-07 01:35,M,M,M,0.00
FAT,2020-05-07 01:35,M,M,M,2.30
SFO,2020-05-07 01:35,M,M,M,5.75
BUR,2020-05-07 01:40,M,M,M,2.30
FAT,2020-05-07 01:40,M,M,M,2.30
SFO,2020-05-07 01:40,M,M,M,5.75
BUR,2020-05-07 01:45,M,M,M,2.30
FAT,2020-05-07 01:45,M,M,M,2.30
SFO,2020-05-07 01:45,M,M,M,5.75
BUR,2020-05-07 01:50,M,M,M,0.00
