station,valid,tmpc,dwpc,relh,sped
MSP,2020-11-15 00:08,1.72,1.11,95.71,9.20
OZW,2020-11-15 00:15,5.61,4.72,94.00,19.55
OZW,2020-11-15 00:35,6.00,4.78,91.86,23.00
SPI,2020-11-15 00:52,13.28,12.22,93.32,14.95
BTR,2020-11-15 00:53,20.61,19.39,92.71,6.90
LIT,2020-11-15 00:53,22.22,18.28,78.35,23.00
MSP,2020-11-15 00:53,1.72,1.11,95.71,11.50
DSM,2020-11-15 00:54,4.39,0.00,73.14,14.95
OZW,2020-11-15 00:55,6.00,5.00,93.30,17.25
OZW,2020-11-15 01:15,6.22,5.22,93.31,16.10
SPI,2020-11-15 01:24,13.89,12.22,89.68,14.95
MSP,2020-11-15 01:30,1.72,1.11,95.71,10.35
OZW,2020-11-15 01:35,6.22,5.50,95.13,19.55
LIT,2020-11-15 01:36,21.72,19.39,86.59,24.15
SPI,2020-11-15 01:38,13.89,12.22,89.68,13.80
MSP,2020-11-15 01:39,1.72,1.11,95.71,10.35
LIT,2020-11-15 01:41,20.61,18.28,86.48,35.65
LIT,2020-11-15 01:50,18.00,16.00,88.09,34.50
SPI,2020-11-15 01:52,13.89,12.22,89.68,14.95
BTR,2020-11-15 01:53,20.00,18.89,93.32,6.90
LIT,2020-11-15 01:53,17.22,14.39,83.42,31.05
MSP,2020-11-15 01:53,1.72,1.11,95.71,10.35
DSM,2020-11-15 01:54,5.61,1.11,72.78,24.15
OZW,2020-11-15 01:55,6.50,5.78,95.14,16.10
LIT,2020-11-15 02:07,16.72,12.78,77.53,28.75
OZW,2020-11-15 02:15,6.72,6.22,96.62,16.10
OZW,2020-11-15 02:35,6.72,6.22,96.62,18.40
SPI,2020-11-15 02:52,13.28,11.11,86.71,12.65
BTR,2020-11-15 02:53,19.39,18.89,96.93,4.60
LIT,2020-11-15 02:53,14.39,9.39,71.90,14.95
MSP,2020-11-15 02:53,1.72,0.61,92.32,14.95
DSM,2020-11-15 02:54,3.89,1.72,85.76,24.15
OZW,2020-11-15 02:55,6.72,6.39,97.73,18.40
OZW,2020-11-15 03:15,6.72,6.28,96.99,17.25
OZW,2020-11-15 03:35,6.61,6.28,97.73,17.25
SPI,2020-11-15 03:52,10.61,7.78,82.62,23.00
BTR,2020-11-15 03:53,18.89,18.28,96.24,0.00
LIT,2020-11-15 03:53,14.39,5.00,53.24,14.95
MSP,2020-11-15 03:53,2.22,-0.61,81.53,13.80
DSM,2020-11-15 03:54,3.89,1.72,85.76,14.95
OZW,2020-11-15 03:55,6.89,6.50,97.36,18.40
BTR,2020-11-15 04:02,18.00,18.00,100.00,0.00
MSP,2020-11-15 04:06,2.22,-0.61,81.53,12.65
BTR,2020-11-15 04:11,17.78,17.22,96.55,0.00
OZW,2020-11-15 04:15,7.11,6.39,95.16,17.25
BTR,2020-11-15 04:22,17.22,16.72,96.88,0.00
BTR,2020-11-15 04:27,17.78,17.22,96.55,0.00
BTR,2020-11-15 04:33,17.78,17.22,96.55,0.00
OZW,2020-11-15 04:35,7.22,6.39,94.44,20.70
BTR,2020-11-15 04:43,17.78,17.22,96.55,0.00
SPI,2020-11-15 04:52,8.28,2.78,68.27,27.60
BTR,2020-11-15 04:53,17.78,17.22,96.55,0.00
LIT,2020-11-15 04:53,13.89,1.72,43.63,19.55
MSP,2020-11-15 04:53,1.11,-2.22,78.43,17.25
DSM,2020-11-15 04:54,4.39,0.00,73.14,20.70
