station,valid,tmpc,dwpc,relh,sped
DAL,2021-04-17 00:00,M,M,M,18.40
HOU,2021-04-17 00:00,M,M,M,12.65
DAL,2021-04-17 00:05,M,M,M,14.95
HOU,2021-04-17 00:05,M,M,M,16.10
DAL,2021-04-17 00:10,M,M,M,16.10
HOU,2021-04-17 00:10,M,M,M,12.65
CVB,2021-04-17 00:15,17.78,12.11,69.41,14.95
DAL,2021-04-17 00:15,M,M,M,12.65
HOU,2021-04-17 00:15,M,M,M,12.65
DAL,2021-04-17 00:20,M,M,M,12.65
HOU,2021-04-17 00:20,M,M,M,12.65
DAL,2021-04-17 00:25,M,M,M,11.50
HOU,2021-04-17 00:25,M,M,M,12.65
DAL,2021-04-17 00:30,M,M,M,10.35
HOU,2021-04-17 00:30,M,M,M,12.65
CVB,2021-04-17 00:35,17.61,12.00,69.64,18.40
DAL,2021-04-17 00:35,M,M,M,12.65
HOU,2021-04-17 00:35,M,M,M,12.65
DAL,2021-04-17 00:40,M,M,M,10.35
HOU,2021-04-17 00:40,M,M,M,16.10
DAL,2021-04-17 00:45,M,M,M,12.65
HOU,2021-04-17 00:45,M,M,M,16.10
DAL,2021-04-17 00:50,M,M,M,12.65
HOU,2021-04-17 00:50,M,M,M,12.65
DAL,2021-04-17 00:53,12.22,8.89,80.07,18.40
HOU,2021-04-17 00:53,18.28,16.11,87.18,12.65
CVB,2021-04-17 00:55,17.22,11.50,69.05,17.25
DAL,2021-04-17 00:55,M,M,M,12.65
HOU,2021-04-17 00:55,M,M,M,12.65
DAL,2021-04-17 01:00,M,M,M,8.05
HOU,2021-04-17 01:00,M,M,M,11.50
DAL,2021-04-17 01:05,M,M,M,11.50
HOU,2021-04-17 01:05,M,M,M,11.50
DAL,2021-04-17 01:10,M,M,M,11.50
HOU,2021-04-17 01:10,M,M,M,12.65
CVB,2021-04-17 01:15,17.00,11.22,68.75,12.65
DAL,2021-04-17 01:15,M,M,M,16.10
HOU,2021-04-17 01:15,M,M,M,9.20
DAL,2021-04-17 01:20,M,M,M,12.65
HOU,2021-04-17 01:20,M,M,M,12.65
DAL,2021-04-17 01:21,11.72,8.89,82.76,13.80
DAL,2021-04-17 01:25,M,M,M,14.95
HOU,2021-04-17 01:25,M,M,M,11.50
DAL,2021-04-17 01:30,M,M,M,12.65
HOU,2021-04-17 01:30,M,M,M,11.50
CVB,2021-04-17 01:35,17.00,10.78,66.75,9.20
DAL,2021-04-17 01:35,M,M,M,11.50
HOU,2021-04-17 01:35,M,M,M,11.50
DAL,2021-04-17 01:40,M,M,M,12.65
HOU,2021-04-17 01:40,M,M,M,14.95
DAL,2021-04-17 01:45,M,M,M,17.25
HOU,2021-04-17 01:45,M,M,M,11.50
DAL,2021-04-17 01:50,M,M,M,12.65
HOU,2021-04-17 01:50,M,M,M,12.65
DAL,2021-04-17 01:53,11.72,7.78,76.75,12.65
HOU,2021-04-17 01:53,17.78,15.61,87.14,12.65
CVB,2021-04-17 01:55,17.00,10.78,66.75,9.20
DAL,2021-04-17 01:55,M,M,M,14.95
HOU,2021-04-17 01:55,M,M,M,12.65
DAL,2021-04-17 02:00,M,M,M,12.65
HOU,2021-04-17 02:00,M,M,M,11.50
DAL,2021-04-17 02:05,M,M,M,11.50
HOU,2021-04-17 02:05,M,M,M,17.25
DAL,2021-04-17 02:10,M,M,M,16.10
