station,valid,tmpc,dwpc,relh,sped
BUR,2020-05-15 00:00,M,M,M,8.05
FAT,2020-05-15 00:00,M,M,M,14.95
SFO,2020-05-15 00:00,M,M,M,11.50
BUR,2020-05-15 00:05,M,M,M,5.75
FAT,2020-05-15 00:05,M,M,M,14.95
SFO,2020-05-15 00:05,M,M,M,11.50
SFO,2020-05-15 00:08,15.00,12.22,83.46,12.65
BUR,2020-05-15 00:10,M,M,M,5.75
FAT,2020-05-15 00:10,M,M,M,14.95
SFO,2020-05-15 00:10,M,M,M,12.65
BUR,2020-05-15 00:15,M,M,M,5.75
FAT,2020-05-15 00:15,M,M,M,16.10
SFO,2020-05-15 00:15,M,M,M,16.10
BUR,2020-05-15 00:20,M,M,M,5.75
FAT,2020-05-15 00:20,M,M,M,12.65
SFO,2020-05-15 00:20,M,M,M,14.95
BUR,2020-05-15 00:25,M,M,M,5.75
FAT,2020-05-15 00:25,M,M,M,14.95
SFO,2020-05-15 00:25,M,M,M,12.65
BUR,2020-05-15 00:30,M,M,M,5.75
FAT,2020-05-15 00:30,M,M,M,17.25
SFO,2020-05-15 00:30,M,M,M,16.10
SFO,2020-05-15 00:32,15.00,12.78,86.56,14.95
BUR,2020-05-15 00:35,M,M,M,4.60
FAT,2020-05-15 00:35,M,M,M,16.10
SFO,2020-05-15 00:35,M,M,M,14.95
BUR,2020-05-15 00:40,M,M,M,5.75
FAT,2020-05-15 00:40,M,M,M,18.40
SFO,2020-05-15 00:40,M,M,M,14.95
BUR,2020-05-15 00:45,M,M,M,4.60
FAT,2020-05-15 00:45,M,M,M,16.10
SFO,2020-05-15 00:45,M,M,M,12.65
BUR,2020-05-15 00:50,M,M,M,4.60
FAT,2020-05-15 00:50,M,M,M,17.25
SFO,2020-05-15 00:50,M,M,M,12.65
BUR,2020-05-15 00:53,17.22,11.11,67.29,3.45
FAT,2020-05-15 00:53,17.78,10.61,62.85,18.40
BUR,2020-05-15 00:55,M,M,M,2.30
FAT,2020-05-15 00:55,M,M,M,23.00
SFO,2020-05-15 00:55,M,M,M,10.35
SFO,2020-05-15 00:56,14.39,12.22,86.82,11.50
BUR,2020-05-15 01:00,M,M,M,5.75
FAT,2020-05-15 01:00,M,M,M,18.40
SFO,2020-05-15 01:00,M,M,M,10.35
SFO,2020-05-15 01:03,14.39,11.72,84.00,11.50
BUR,2020-05-15 01:05,M,M,M,5.75
FAT,2020-05-15 01:05,M,M,M,17.25
SFO,2020-05-15 01:05,M,M,M,12.65
BUR,2020-05-15 01:10,M,M,M,4.60
FAT,2020-05-15 01:10,M,M,M,18.40
SFO,2020-05-15 01:10,M,M,M,11.50
BUR,2020-05-15 01:15,M,M,M,4.60
FAT,2020-05-15 01:15,M,M,M,18.40
SFO,2020-05-15 01:15,M,M,M,11.50
BUR,2020-05-15 01:20,M,M,M,4.60
