station,valid,tmpc,dwpc,relh,sped
RIC,2021-01-01 00:00,M,M,M,12.65
MDW,2021-01-01 00:00,M,M,M,2.30
PHL,2021-01-01 00:00,M,M,M,8.05
CMH,2021-01-01 00:00,M,M,M,4.60
RIC,2021-01-01 00:05,M,M,M,10.35
MDW,2021-01-01 00:05,M,M,M,0.00
PHL,2021-01-01 00:05,M,M,M,9.20
CMH,2021-01-01 00:05,M,M,M,5.75
RIC,2021-01-01 00:10,M,M,M,9.20
MDW,2021-01-01 00:10,M,M,M,2.30
PHL,2021-01-01 00:10,M,M,M,8.05
CMH,2021-01-01 00:10,M,M,M,5.75
RIC,2021-01-01 00:15,M,M,M,10.35
MDW,2021-01-01 00:15,M,M,M,0.00
PHL,2021-01-01 00:15,M,M,M,9.20
CMH,2021-01-01 00:15,M,M,M,5.75
RIC,2021-01-01 00:20,M,M,M,10.35
MDW,2021-01-01 00:20,M,M,M,0.00
PHL,2021-01-01 00:20,M,M,M,8.05
CMH,2021-01-01 00:20,M,M,M,5.75
MDW,2021-01-01 00:22,-2.78,-7.22,71.45,0.00
RIC,2021-01-01 00:25,M,M,M,10.35
MDW,2021-01-01 00:25,M,M,M,0.00
PHL,2021-01-01 00:25,M,M,M,5.75
CMH,2021-01-01 00:25,M,M,M,5.75
RIC,2021-01-01 00:30,M,M,M,12.65
MDW,2021-01-01 00:30,M,M,M,0.00
PHL,2021-01-01 00:30,M,M,M,9.20
CMH,2021-01-01 00:30,M,M,M,5.75
RIC,2021-01-01 00:35,M,M,M,12.65
MDW,2021-01-01 00:35,M,M,M,0.00
PHL,2021-01-01 00:35,M,M,M,8.05
CMH,2021-01-01 00:35,M,M,M,4.60
RIC,2021-01-01 00:40,M,M,M,14.95
MDW,2021-01-01 00:40,M,M,M,2.30
PHL,2021-01-01 00:40,M,M,M,5.75
CMH,2021-01-01 00:40,M,M,M,2.30
RIC,2021-01-01 00:45,M,M,M,12.65
MDW,2021-01-01 00:45,M,M,M,0.00
PHL,2021-01-01 00:45,M,M,M,5.75
CMH,2021-01-01 00:45,M,M,M,2.30
RIC,2021-01-01 00:50,M,M,M,14.95
MDW,2021-01-01 00:50,M,M,M,0.00
PHL,2021-01-01 00:50,M,M,M,5.75
CMH,2021-01-01 00:50,M,M,M,0.00
CMH,2021-01-01 00:51,-2.22,-4.39,85.08,0.00
MDW,2021-01-01 00:53,-3.28,-7.22,74.16,0.00
RIC,2021-01-01 00:54,6.11,-0.61,62.06,12.65
PHL,2021-01-01 00:54,0.61,-5.00,66.06,6.90
RIC,2021-01-01 00:55,M,M,M,12.65
MDW,2021-01-01 00:55,M,M,M,2.30
PHL,2021-01-01 00:55,M,M,M,5.75
CMH,2021-01-01 00:55,M,M,M,2.30
RIC,2021-01-01 01:00,M,M,M,12.65
MDW,2021-01-01 01:00,M,M,M,2.30
PHL,2021-01-01 01:00,M,M,M,5.75
CMH,2021-01-01 01:00,M,M,M,2.30
RIC,2021-01-01 01:05,M,M,M,12.65
MDW,2021-01-01 01:05,M,M,M,2.30
PHL,2021-01-01 01:05,M,M,M,8.05
CMH,2021-01-01 01:05,M,M,M,2.30
RIC,2021-01-01 01:10,M,M,M,12.65
MDW,2021-01-01 01:10,M,M,M,2.30
PHL,2021-01-01 01:10,M,M,M,8.05
CMH,2021-01-01 01:10,M,M,M,4.60
RIC,2021-01-01 01:15,M,M,M,11.50
MDW,2021-01-01 01:15,M,M,M,2.30
PHL,2021-01-01 01:15,M,M,M,5.75
CMH,2021-01-01 01:15,M,M,M,0.00
RIC,2021-01-01 01:20,M,M,M,9.20
