station,valid,tmpc,dwpc,relh,sped
OZW,2020-12-26 00:15,-6.22,-9.00,80.67,18.40
OZW,2020-12-26 00:35,-6.11,-9.00,79.99,14.95
SPI,2020-12-26 00:52,-6.11,-13.89,54.12,6.90
BTR,2020-12-26 00:53,0.00,-2.78,81.55,0.00
LIT,2020-12-26 00:53,-0.61,-7.78,58.36,4.60
MSP,2020-12-26 00:53,-11.11,-12.78,87.48,3.45
DSM,2020-12-26 00:54,-5.61,-7.78,84.68,3.45
OZW,2020-12-26 00:55,-6.00,-8.78,80.70,12.65
OZW,2020-12-26 01:15,-6.00,-8.89,80.01,13.80
OZW,2020-12-26 01:35,-6.00,-9.00,79.31,12.65
SPI,2020-12-26 01:52,-5.61,-13.89,52.10,9.20
BTR,2020-12-26 01:53,-0.61,-2.78,85.26,0.00
LIT,2020-12-26 01:53,-2.22,-8.28,63.19,4.60
MSP,2020-12-26 01:53,-10.61,-12.22,87.92,6.90
DSM,2020-12-26 01:54,-6.11,-8.28,84.62,5.75
OZW,2020-12-26 01:55,-6.00,-9.11,78.63,16.10
OZW,2020-12-26 02:15,-6.00,-9.22,77.94,12.65
OZW,2020-12-26 02:35,-6.11,-9.39,77.59,12.65
SPI,2020-12-26 02:52,-5.61,-13.28,54.75,8.05
BTR,2020-12-26 02:53,-1.11,-3.28,85.21,3.45
LIT,2020-12-26 02:53,-2.78,-7.78,68.45,5.75
MSP,2020-12-26 02:53,-10.61,-12.22,87.92,8.05
DSM,2020-12-26 02:54,-5.61,-7.22,88.40,0.00
OZW,2020-12-26 02:55,-6.22,-9.50,77.57,9.20
MSP,2020-12-26 03:09,-10.00,-11.11,91.57,5.75
OZW,2020-12-26 03:15,-6.28,-9.61,77.22,9.20
MSP,2020-12-26 03:17,-10.00,-10.61,95.28,4.60
OZW,2020-12-26 03:35,-6.22,-9.50,77.57,8.05
MSP,2020-12-26 03:51,-9.00,-11.00,85.40,0.00
SPI,2020-12-26 03:52,-6.11,-12.22,61.95,6.90
BTR,2020-12-26 03:53,-1.11,-2.78,88.44,0.00
LIT,2020-12-26 03:53,-2.22,-7.22,68.57,3.45
MSP,2020-12-26 03:53,-9.39,-10.61,90.81,0.00
DSM,2020-12-26 03:54,-6.11,-8.28,84.62,4.60
OZW,2020-12-26 03:55,-6.11,-9.61,76.24,11.50
OZW,2020-12-26 04:15,-6.22,-9.72,76.22,9.20
OZW,2020-12-26 04:35,-6.22,-9.78,75.89,12.65
SPI,2020-12-26 04:52,-8.28,-11.72,76.20,6.90
BTR,2020-12-26 04:53,-0.61,-3.28,82.15,0.00
LIT,2020-12-26 04:53,-2.22,-6.72,71.25,3.45
MSP,2020-12-26 04:53,-8.89,-9.39,96.16,0.00
DSM,2020-12-26 04:54,-7.22,-8.28,92.15,0.00
OZW,2020-12-26 04:55,-6.22,-9.78,75.89,10.35
OZW,2020-12-26 05:15,-6.11,-9.61,76.24,12.65
OZW,2020-12-26 05:35,-6.00,-9.50,76.26,10.35
SPI,2020-12-26 05:52,-7.78,-11.11,76.97,8.05
BTR,2020-12-26 05:53,-0.61,-3.28,82.15,3.45
LIT,2020-12-26 05:53,-1.11,-6.11,68.81,6.90
MSP,2020-12-26 05:53,-8.89,-10.00,91.64,3.45
DSM,2020-12-26 05:54,-6.72,-8.28,88.68,4.60
OZW,2020-12-26 05:55,-6.00,-9.50,76.26,9.20
OZW,2020-12-26 06:15,-5.78,-9.39,75.64,9.20
OZW,2020-12-26 06:35,-5.78,-9.50,74.98,10.35
SPI,2020-12-26 06:52,-7.22,-11.11,73.73,6.90
BTR,2020-12-26 06:53,-0.61,-3.89,78.48,0.00
LIT,2020-12-26 06:53,-1.11,-6.11,68.81,0.00
MSP,2020-12-26 06:53,-8.89,-9.39,96.16,4.60
DSM,2020-12-26 06:54,-6.72,-8.28,88.68,5.75
OZW,2020-12-26 06:55,-5.89,-9.50,75.62,9.20
OZW,2020-12-26 07:15,-5.78,-9.50,74.98,8.05
OZW,2020-12-26 07:35,-5.72,-9.28,75.98,9.20
SPI,2020-12-26 07:52,-6.72,-10.00,77.48,5.75
BTR,2020-12-26 07:53,0.61,-2.22,81.30,0.00
LIT,2020-12-26 07:53,-1.72,-5.61,74.76,0.00
MSP,2020-12-26 07:53,-8.89,-9.39,96.16,3.45
DSM,2020-12-26 07:54,-7.22,-8.89,87.87,0.00
OZW,2020-12-26 07:55,-5.61,-9.11,76.33,10.35
MSP,2020-12-26 08:10,-8.89,-9.39,96.16,4.60
OZW,2020-12-26 08:15,-5.50,-8.61,78.71,10.35
MSP,2020-12-26 08:19,-8.89,-9.39,96.16,4.60
MSP,2020-12-26 08:33,-8.89,-9.39,96.16,3.45
OZW,2020-12-26 08:35,-5.28,-8.28,79.43,8.05
SPI,2020-12-26 08:52,-3.89,-8.89,68.20,5.75
BTR,2020-12-26 08:53,5.61,-1.11,61.94,4.60
LIT,2020-12-26 08:53,3.28,-3.28,62.14,5.75
MSP,2020-12-26 08:53,-8.28,-8.89,95.35,0.00
DSM,2020-12-26 08:54,-5.00,-7.78,80.85,0.00
OZW,2020-12-26 08:55,-5.00,-8.00,79.47,9.20
MSP,2020-12-26 09:04,-8.28,-9.39,91.68,4.60
OZW,2020-12-26 09:15,-5.00,-8.00,79.47,9.20
OZW,2020-12-26 09:35,-4.89,-7.78,80.17,8.05
SPI,2020-12-26 09:52,-1.72,-8.28,60.90,0.00
BTR,2020-12-26 09:53,9.39,-2.22,44.10,5.75
LIT,2020-12-26 09:53,6.72,-2.78,50.73,6.90
MSP,2020-12-26 09:53,-7.78,-8.89,91.72,4.60
DSM,2020-12-26 09:54,-2.78,-6.72,74.25,6.90
OZW,2020-12-26 09:55,-4.72,-7.28,82.29,6.90
OZW,2020-12-26 10:15,-4.50,-6.89,83.38,9.20
OZW,2020-12-26 10:35,-4.50,-6.72,84.45,8.05
MSP,2020-12-26 10:44,-8.28,-9.39,91.68,4.60
SPI,2020-12-26 10:52,0.61,-7.78,53.40,3.45
BTR,2020-12-26 10:53,11.11,-5.00,31.93,5.75
LIT,2020-12-26 10:53,10.00,-1.72,43.92,11.50
MSP,2020-12-26 10:53,-7.78,-8.89,91.72,4.60
DSM,2020-12-26 10:54,-1.72,-6.72,68.67,5.75
OZW,2020-12-26 10:55,-4.61,-6.39,87.37,8.05
OZW,2020-12-26 11:15,-4.72,-6.11,89.99,6.90
MSP,2020-12-26 11:30,-7.78,-8.89,91.72,4.60
OZW,2020-12-26 11:35,-4.50,-6.00,89.25,6.90
SPI,2020-12-26 11:52,2.22,-6.72,51.61,0.00
BTR,2020-12-26 11:53,12.78,-4.39,29.96,8.05
LIT,2020-12-26 11:53,13.28,-1.72,35.36,13.80
MSP,2020-12-26 11:53,-7.78,-8.89,91.72,5.75
DSM,2020-12-26 11:54,-0.61,-5.61,68.91,6.90
OZW,2020-12-26 11:55,-4.50,-6.00,89.25,9.20
OZW,2020-12-26 12:15,-4.22,-6.00,87.41,8.05
OZW,2020-12-26 12:35,-4.00,-6.00,85.96,9.20
SPI,2020-12-26 12:52,3.89,-6.72,45.87,0.00
BTR,2020-12-26 12:53,13.89,-5.00,26.61,3.45
LIT,2020-12-26 12:53,15.00,-1.72,31.63,9.20
MSP,2020-12-26 12:53,-7.22,-8.28,92.15,3.45
DSM,2020-12-26 12:54,1.11,-5.00,63.72,5.75
OZW,2020-12-26 12:55,-3.78,-6.00,84.54,5.75
MSP,2020-12-26 13:08,-6.72,-8.28,88.68,3.45
OZW,2020-12-26 13:15,-3.61,-5.89,84.20,8.05
OZW,2020-12-26 13:35,-3.50,-5.61,85.29,6.90
SPI,2020-12-26 13:52,4.39,-6.11,46.41,3.45
BTR,2020-12-26 13:53,15.00,-2.78,29.25,4.60
LIT,2020-12-26 13:53,16.72,-1.11,29.63,9.20
MSP,2020-12-26 13:53,-5.61,-7.78,84.68,0.00
DSM,2020-12-26 13:54,2.22,-4.39,61.62,5.75
OZW,2020-12-26 13:55,-3.50,-5.61,85.29,5.75
MSP,2020-12-26 14:11,-5.61,-7.78,84.68,0.00
OZW,2020-12-26 14:15,-3.28,-5.28,86.04,6.90
OZW,2020-12-26 14:35,-3.11,-5.11,86.06,6.90
MSP,2020-12-26 14:36,-5.61,-7.78,84.68,0.00
SPI,2020-12-26 14:52,5.00,-6.11,44.47,6.90
BTR,2020-12-26 14:53,15.00,-2.22,30.48,4.60
LIT,2020-12-26 14:53,16.72,-1.11,29.63,6.90
MSP,2020-12-26 14:53,-5.61,-7.78,84.68,3.45
DSM,2020-12-26 14:54,2.78,-4.39,59.24,4.60
OZW,2020-12-26 14:55,-3.00,-5.61,82.17,6.90
OZW,2020-12-26 15:15,-3.11,-5.61,82.85,6.90
OZW,2020-12-26 15:35,-3.11,-5.50,83.56,6.90
SPI,2020-12-26 15:52,3.89,-5.61,49.93,6.90
BTR,2020-12-26 15:53,15.00,-2.78,29.25,6.90
LIT,2020-12-26 15:53,16.11,-1.72,29.45,12.65
MSP,2020-12-26 15:53,-5.61,-7.78,84.68,0.00
DSM,2020-12-26 15:54,2.22,-4.39,61.62,5.75
OZW,2020-12-26 15:55,-3.11,-6.00,80.44,6.90
OZW,2020-12-26 16:15,-3.11,-6.72,76.11,9.20
OZW,2020-12-26 16:35,-3.11,-6.61,76.76,6.90
SPI,2020-12-26 16:52,2.22,-4.39,61.62,4.60
BTR,2020-12-26 16:53,11.72,-1.72,39.16,4.60
LIT,2020-12-26 16:53,13.28,-0.61,38.36,10.35
MSP,2020-12-26 16:53,-5.61,-8.28,81.46,0.00
DSM,2020-12-26 16:54,1.11,-5.00,63.72,6.90
OZW,2020-12-26 16:55,-3.11,-6.78,75.79,6.90
OZW,2020-12-26 17:15,-3.11,-6.61,76.76,6.90
OZW,2020-12-26 17:35,-3.28,-6.28,79.73,5.75
SPI,2020-12-26 17:52,0.00,-5.00,69.04,4.60
BTR,2020-12-26 17:53,8.89,0.00,53.67,0.00
LIT,2020-12-26 17:53,10.00,-0.61,47.64,3.45
MSP,2020-12-26 17:53,-6.11,-8.28,84.62,3.45
DSM,2020-12-26 17:54,0.00,-5.00,69.04,4.60
OZW,2020-12-26 17:55,-3.39,-6.22,80.74,4.60
OZW,2020-12-26 18:15,-3.28,-6.22,80.07,5.75
OZW,2020-12-26 18:35,-3.28,-6.22,80.07,3.45
SPI,2020-12-26 18:52,-1.72,-5.61,74.76,5.75
BTR,2020-12-26 18:53,7.22,-0.61,57.50,0.00
LIT,2020-12-26 18:53,10.00,0.00,49.81,0.00
MSP,2020-12-26 18:53,-7.22,-8.89,87.87,5.75
DSM,2020-12-26 18:54,-0.61,-5.61,68.91,5.75
OZW,2020-12-26 18:55,-3.28,-6.11,80.75,4.60
OZW,2020-12-26 19:15,-3.28,-6.00,81.44,3.45
OZW,2020-12-26 19:35,-3.39,-6.00,82.12,3.45
SPI,2020-12-26 19:52,-2.22,-5.61,77.57,5.75
BTR,2020-12-26 19:53,5.00,0.00,70.08,4.60
LIT,2020-12-26 19:53,7.78,0.00,57.87,4.60
MSP,2020-12-26 19:53,-7.78,-8.89,91.72,0.00
DSM,2020-12-26 19:54,-0.61,-5.61,68.91,9.20
OZW,2020-12-26 19:55,-3.39,-6.00,82.12,3.45
OZW,2020-12-26 20:15,-3.50,-6.00,82.80,3.45
OZW,2020-12-26 20:35,-3.50,-6.00,82.80,3.45
SPI,2020-12-26 20:52,-2.78,-5.61,80.83,9.20
BTR,2020-12-26 20:53,7.22,-1.11,55.43,0.00
LIT,2020-12-26 20:53,6.72,0.61,65.02,5.75
MSP,2020-12-26 20:53,-6.72,-8.89,84.55,6.90
DSM,2020-12-26 20:54,-1.11,-6.11,68.81,8.05
OZW,2020-12-26 20:55,-3.50,-5.78,84.22,3.45
OZW,2020-12-26 21:15,-3.28,-5.61,83.89,3.45
OZW,2020-12-26 21:35,-3.28,-5.50,84.60,3.45
SPI,2020-12-26 21:52,-1.72,-4.39,82.00,9.20
BTR,2020-12-26 21:53,5.00,-0.61,67.03,4.60
LIT,2020-12-26 21:53,7.78,0.61,60.49,8.05
MSP,2020-12-26 21:53,-6.11,-8.28,84.62,3.45
DSM,2020-12-26 21:54,-1.72,-6.11,71.96,6.90
OZW,2020-12-26 21:55,-3.22,-5.28,85.68,4.60
OZW,2020-12-26 22:15,-3.11,-5.22,85.34,3.45
OZW,2020-12-26 22:35,-3.11,-5.11,86.06,3.45
SPI,2020-12-26 22:52,-1.72,-4.39,82.00,9.20
BTR,2020-12-26 22:53,5.61,0.00,67.17,3.45
LIT,2020-12-26 22:53,10.00,1.11,53.97,14.95
MSP,2020-12-26 22:53,-6.72,-8.28,88.68,4.60
DSM,2020-12-26 22:54,-2.22,-6.11,74.67,6.90
OZW,2020-12-26 22:55,-3.11,-5.00,86.78,3.45
OZW,2020-12-26 23:15,-3.11,-5.00,86.78,0.00
OZW,2020-12-26 23:35,-3.00,-5.00,86.07,3.45
SPI,2020-12-26 23:52,-2.78,-4.39,88.65,8.05
BTR,2020-12-26 23:53,3.28,0.61,82.66,0.00
LIT,2020-12-26 23:53,8.89,0.61,56.10,10.35
MSP,2020-12-26 23:53,-6.72,-8.28,88.68,5.75
DSM,2020-12-26 23:54,-2.22,-6.11,74.67,10.35
OZW,2020-12-26 23:55,-3.00,-4.78,87.53,3.45
