station,valid,tmpc,dwpc,relh,sped
RIC,2020-05-03 00:00,M,M,M,9.20
PHL,2020-05-03 00:00,M,M,M,5.75
CMH,2020-05-03 00:00,M,M,M,9.20
RIC,2020-05-03 00:05,M,M,M,9.20
PHL,2020-05-03 00:05,M,M,M,9.20
CMH,2020-05-03 00:05,M,M,M,10.35
RIC,2020-05-03 00:10,M,M,M,8.05
PHL,2020-05-03 00:10,M,M,M,9.20
CMH,2020-05-03 00:10,M,M,M,10.35
RIC,2020-05-03 00:15,M,M,M,9.20
PHL,2020-05-03 00:15,M,M,M,9.20
CMH,2020-05-03 00:15,M,M,M,10.35
RIC,2020-05-03 00:20,M,M,M,9.20
PHL,2020-05-03 00:20,M,M,M,9.20
CMH,2020-05-03 00:20,M,M,M,10.35
RIC,2020-05-03 00:25,M,M,M,8.05
PHL,2020-05-03 00:25,M,M,M,9.20
CMH,2020-05-03 00:25,M,M,M,11.50
RIC,2020-05-03 00:30,M,M,M,9.20
PHL,2020-05-03 00:30,M,M,M,10.35
CMH,2020-05-03 00:30,M,M,M,12.65
RIC,2020-05-03 00:35,M,M,M,8.05
PHL,2020-05-03 00:35,M,M,M,10.35
CMH,2020-05-03 00:35,M,M,M,10.35
RIC,2020-05-03 00:40,M,M,M,9.20
PHL,2020-05-03 00:40,M,M,M,9.20
CMH,2020-05-03 00:40,M,M,M,11.50
RIC,2020-05-03 00:45,M,M,M,9.20
PHL,2020-05-03 00:45,M,M,M,5.75
CMH,2020-05-03 00:45,M,M,M,10.35
RIC,2020-05-03 00:50,M,M,M,9.20
PHL,2020-05-03 00:50,M,M,M,5.75
CMH,2020-05-03 00:50,M,M,M,11.50
CMH,2020-05-03 00:51,21.72,12.78,56.77,11.50
RIC,2020-05-03 00:54,14.39,8.89,69.52,10.35
PHL,2020-05-03 00:54,16.72,5.00,45.84,5.75
RIC,2020-05-03 00:55,M,M,M,10.35
PHL,2020-05-03 00:55,M,M,M,5.75
CMH,2020-05-03 00:55,M,M,M,11.50
RIC,2020-05-03 01:00,M,M,M,10.35
PHL,2020-05-03 01:00,M,M,M,9.20
CMH,2020-05-03 01:00,M,M,M,10.35
RIC,2020-05-03 01:05,M,M,M,10.35
PHL,2020-05-03 01:05,M,M,M,9.20
CMH,2020-05-03 01:05,M,M,M,10.35
RIC,2020-05-03 01:10,M,M,M,10.35
PHL,2020-05-03 01:10,M,M,M,9.20
CMH,2020-05-03 01:10,M,M,M,11.50
RIC,2020-05-03 01:15,M,M,M,10.35
PHL,2020-05-03 01:15,M,M,M,10.35
CMH,2020-05-03 01:15,M,M,M,12.65
RIC,2020-05-03 01:20,M,M,M,10.35
PHL,2020-05-03 01:20,M,M,M,10.35
CMH,2020-05-03 01:20,M,M,M,10.35
RIC,2020-05-03 01:25,M,M,M,10.35
PHL,2020-05-03 01:25,M,M,M,11.50
CMH,2020-05-03 01:25,M,M,M,11.50
RIC,2020-05-03 01:30,M,M,M,10.35
PHL,2020-05-03 01:30,M,M,M,9.20
CMH,2020-05-03 01:30,M,M,M,12.65
RIC,2020-05-03 01:35,M,M,M,10.35
PHL,2020-05-03 01:35,M,M,M,9.20
CMH,2020-05-03 01:35,M,M,M,12.65
RIC,2020-05-03 01:40,M,M,M,10.35
PHL,2020-05-03 01:40,M,M,M,10.35
CMH,2020-05-03 01:40,M,M,M,10.35
RIC,2020-05-03 01:45,M,M,M,10.35
PHL,2020-05-03 01:45,M,M,M,8.05
CMH,2020-05-03 01:45,M,M,M,11.50
RIC,2020-05-03 01:50,M,M,M,10.35
PHL,2020-05-03 01:50,M,M,M,9.20
CMH,2020-05-03 01:50,M,M,M,9.20
CMH,2020-05-03 01:51,21.72,12.78,56.77,11.50
RIC,2020-05-03 01:54,15.00,8.89,66.83,10.35
PHL,2020-05-03 01:54,16.72,5.00,45.84,10.35
RIC,2020-05-03 01:55,M,M,M,10.35
PHL,2020-05-03 01:55,M,M,M,10.35
CMH,2020-05-03 01:55,M,M,M,12.65
RIC,2020-05-03 02:00,M,M,M,10.35
PHL,2020-05-03 02:00,M,M,M,11.50
CMH,2020-05-03 02:00,M,M,M,11.50
RIC,2020-05-03 02:05,M,M,M,10.35
PHL,2020-05-03 02:05,M,M,M,11.50
CMH,2020-05-03 02:05,M,M,M,10.35
RIC,2020-05-03 02:10,M,M,M,10.35
PHL,2020-05-03 02:10,M,M,M,11.50
CMH,2020-05-03 02:10,M,M,M,12.65
RIC,2020-05-03 02:15,M,M,M,10.35
PHL,2020-05-03 02:15,M,M,M,10.35
CMH,2020-05-03 02:15,M,M,M,11.50
RIC,2020-05-03 02:20,M,M,M,10.35
PHL,2020-05-03 02:20,M,M,M,10.35
CMH,2020-05-03 02:20,M,M,M,10.35
CMH,2020-05-03 02:21,21.11,13.28,60.89,10.35
RIC,2020-05-03 02:25,M,M,M,10.35
PHL,2020-05-03 02:25,M,M,M,8.05
CMH,2020-05-03 02:25,M,M,M,12.65
RIC,2020-05-03 02:30,M,M,M,9.20
PHL,2020-05-03 02:30,M,M,M,8.05
