station,valid,tmpc,dwpc,relh,sped
SYR,2021-10-22 00:00,M,M,M,11.50
LGA,2021-10-22 00:00,M,M,M,8.05
SYR,2021-10-22 00:05,M,M,M,10.35
LGA,2021-10-22 00:05,M,M,M,9.20
SYR,2021-10-22 00:10,M,M,M,14.95
LGA,2021-10-22 00:10,M,M,M,8.05
SYR,2021-10-22 00:15,M,M,M,11.50
LGA,2021-10-22 00:15,M,M,M,10.35
SYR,2021-10-22 00:20,M,M,M,10.35
LGA,2021-10-22 00:20,M,M,M,12.65
LGA,2021-10-22 00:25,M,M,M,12.65
SYR,2021-10-22 00:25,M,M,M,11.50
LGA,2021-10-22 00:30,M,M,M,11.50
LGA,2021-10-22 00:35,M,M,M,12.65
SYR,2021-10-22 00:35,M,M,M,12.65
LGA,2021-10-22 00:40,M,M,M,12.65
LGA,2021-10-22 00:45,M,M,M,11.50
SYR,2021-10-22 00:45,M,M,M,11.50
LGA,2021-10-22 00:50,M,M,M,9.20
SYR,2021-10-22 00:50,M,M,M,10.35
LGA,2021-10-22 00:51,18.89,12.22,65.21,9.20
SYR,2021-10-22 00:54,15.61,14.39,92.43,9.20
LGA,2021-10-22 00:55,M,M,M,9.20
SYR,2021-10-22 00:55,M,M,M,9.20
SYR,2021-10-22 01:00,M,M,M,5.75
LGA,2021-10-22 01:00,M,M,M,10.35
LGA,2021-10-22 01:05,M,M,M,9.20
SYR,2021-10-22 01:05,M,M,M,5.75
SYR,2021-10-22 01:10,M,M,M,8.05
LGA,2021-10-22 01:10,M,M,M,9.20
LGA,2021-10-22 01:15,M,M,M,9.20
SYR,2021-10-22 01:15,M,M,M,8.05
SYR,2021-10-22 01:20,M,M,M,9.20
LGA,2021-10-22 01:20,M,M,M,10.35
LGA,2021-10-22 01:25,M,M,M,9.20
SYR,2021-10-22 01:25,M,M,M,9.20
SYR,2021-10-22 01:30,M,M,M,10.35
LGA,2021-10-22 01:30,M,M,M,11.50
SYR,2021-10-22 01:35,M,M,M,9.20
LGA,2021-10-22 01:35,M,M,M,11.50
LGA,2021-10-22 01:40,M,M,M,11.50
SYR,2021-10-22 01:45,M,M,M,8.05
LGA,2021-10-22 01:45,M,M,M,12.65
SYR,2021-10-22 01:50,M,M,M,8.05
LGA,2021-10-22 01:50,M,M,M,11.50
LGA,2021-10-22 01:51,18.89,12.22,65.21,11.50
SYR,2021-10-22 01:54,16.11,14.39,89.52,8.05
LGA,2021-10-22 01:55,M,M,M,10.35
SYR,2021-10-22 01:55,M,M,M,9.20
SYR,2021-10-22 02:00,M,M,M,11.50
LGA,2021-10-22 02:00,M,M,M,10.35
SYR,2021-10-22 02:05,M,M,M,11.50
LGA,2021-10-22 02:05,M,M,M,10.35
SYR,2021-10-22 02:10,M,M,M,12.65
LGA,2021-10-22 02:10,M,M,M,11.50
SYR,2021-10-22 02:15,M,M,M,12.65
LGA,2021-10-22 02:15,M,M,M,9.20
SYR,2021-10-22 02:20,M,M,M,12.65
LGA,2021-10-22 02:20,M,M,M,10.35
SYR,2021-10-22 02:25,M,M,M,10.35
LGA,2021-10-22 02:25,M,M,M,11.50
SYR,2021-10-22 02:30,M,M,M,12.65
LGA,2021-10-22 02:30,M,M,M,10.35
LGA,2021-10-22 02:35,M,M,M,9.20
SYR,2021-10-22 02:35,M,M,M,14.95
SYR,2021-10-22 02:40,M,M,M,12.65
LGA,2021-10-22 02:40,M,M,M,11.50
SYR,2021-10-22 02:45,M,M,M,14.95
LGA,2021-10-22 02:45,M,M,M,11.50
LGA,2021-10-22 02:50,M,M,M,10.35
