station,valid,tmpc,dwpc,relh,sped
HIE,2021-04-28 00:00,M,M,M,0.00
BOS,2021-04-28 00:00,M,M,M,9.20
HIE,2021-04-28 00:05,M,M,M,0.00
BOS,2021-04-28 00:05,M,M,M,5.75
HIE,2021-04-28 00:10,M,M,M,0.00
BOS,2021-04-28 00:10,M,M,M,5.75
HIE,2021-04-28 00:15,M,M,M,0.00
BOS,2021-04-28 00:15,M,M,M,4.60
HIE,2021-04-28 00:20,M,M,M,0.00
BOS,2021-04-28 00:20,M,M,M,5.75
HIE,2021-04-28 00:25,M,M,M,0.00
BOS,2021-04-28 00:25,M,M,M,5.75
HIE,2021-04-28 00:30,M,M,M,0.00
BOS,2021-04-28 00:30,M,M,M,5.75
HIE,2021-04-28 00:35,M,M,M,0.00
BOS,2021-04-28 00:35,M,M,M,5.75
HIE,2021-04-28 00:40,M,M,M,0.00
BOS,2021-04-28 00:40,M,M,M,5.75
HIE,2021-04-28 00:45,M,M,M,0.00
BOS,2021-04-28 00:45,M,M,M,5.75
HIE,2021-04-28 00:50,M,M,M,0.00
BOS,2021-04-28 00:50,M,M,M,5.75
HIE,2021-04-28 00:52,0.00,-2.78,81.55,0.00
BOS,2021-04-28 00:54,15.61,0.00,34.49,5.75
HIE,2021-04-28 00:55,M,M,M,0.00
BOS,2021-04-28 00:55,M,M,M,5.75
HIE,2021-04-28 01:00,M,M,M,0.00
BOS,2021-04-28 01:00,M,M,M,4.60
HIE,2021-04-28 01:05,M,M,M,0.00
BOS,2021-04-28 01:05,M,M,M,4.60
HIE,2021-04-28 01:10,M,M,M,0.00
BOS,2021-04-28 01:10,M,M,M,2.30
BOS,2021-04-28 01:15,M,M,M,0.00
HIE,2021-04-28 01:20,M,M,M,0.00
HIE,2021-04-28 01:25,M,M,M,0.00
BOS,2021-04-28 01:25,M,M,M,0.00
HIE,2021-04-28 01:30,M,M,M,0.00
BOS,2021-04-28 01:30,M,M,M,2.30
BOS,2021-04-28 01:35,M,M,M,4.60
HIE,2021-04-28 01:40,M,M,M,0.00
BOS,2021-04-28 01:40,M,M,M,4.60
HIE,2021-04-28 01:45,M,M,M,0.00
BOS,2021-04-28 01:45,M,M,M,5.75
HIE,2021-04-28 01:50,M,M,M,0.00
BOS,2021-04-28 01:50,M,M,M,4.60
HIE,2021-04-28 01:52,1.11,-2.22,78.43,0.00
BOS,2021-04-28 01:54,13.28,3.28,50.71,3.45
HIE,2021-04-28 01:55,M,M,M,0.00
BOS,2021-04-28 01:55,M,M,M,2.30
HIE,2021-04-28 02:00,M,M,M,0.00
BOS,2021-04-28 02:00,M,M,M,2.30
HIE,2021-04-28 02:05,M,M,M,0.00
BOS,2021-04-28 02:05,M,M,M,0.00
HIE,2021-04-28 02:10,M,M,M,0.00
BOS,2021-04-28 02:10,M,M,M,5.75
HIE,2021-04-28 02:15,M,M,M,0.00
BOS,2021-04-28 02:15,M,M,M,2.30
HIE,2021-04-28 02:20,M,M,M,0.00
BOS,2021-04-28 02:20,M,M,M,10.35
HIE,2021-04-28 02:25,M,M,M,0.00
BOS,2021-04-28 02:25,M,M,M,8.05
HIE,2021-04-28 02:30,M,M,M,0.00
BOS,2021-04-28 02:30,M,M,M,11.50
HIE,2021-04-28 02:35,M,M,M,0.00
BOS,2021-04-28 02:35,M,M,M,10.35
HIE,2021-04-28 02:40,M,M,M,0.00
BOS,2021-04-28 02:40,M,M,M,10.35
