station,valid,tmpc,dwpc,relh,sped
OKC,2021-04-23 00:00,M,M,M,4.60
OMA,2021-04-23 00:00,M,M,M,21.85
OJC,2021-04-23 00:00,M,M,M,5.75
ATY,2021-04-23 00:00,M,M,M,14.95
OKC,2021-04-23 00:05,M,M,M,5.75
OMA,2021-04-23 00:05,M,M,M,21.85
OJC,2021-04-23 00:05,M,M,M,5.75
ATY,2021-04-23 00:05,M,M,M,14.95
OKC,2021-04-23 00:10,M,M,M,5.75
OMA,2021-04-23 00:10,M,M,M,25.30
OJC,2021-04-23 00:10,M,M,M,4.60
ATY,2021-04-23 00:10,M,M,M,14.95
OKC,2021-04-23 00:15,M,M,M,5.75
OMA,2021-04-23 00:15,M,M,M,23.00
OJC,2021-04-23 00:15,M,M,M,2.30
ATY,2021-04-23 00:15,M,M,M,16.10
OKC,2021-04-23 00:20,M,M,M,5.75
OMA,2021-04-23 00:20,M,M,M,20.70
OJC,2021-04-23 00:20,M,M,M,2.30
ATY,2021-04-23 00:20,M,M,M,14.95
OKC,2021-04-23 00:25,M,M,M,5.75
OMA,2021-04-23 00:25,M,M,M,18.40
OJC,2021-04-23 00:25,M,M,M,2.30
ATY,2021-04-23 00:25,M,M,M,12.65
OKC,2021-04-23 00:30,M,M,M,5.75
OMA,2021-04-23 00:30,M,M,M,18.40
OJC,2021-04-23 00:30,M,M,M,2.30
ATY,2021-04-23 00:30,M,M,M,16.10
OKC,2021-04-23 00:35,M,M,M,5.75
OMA,2021-04-23 00:35,M,M,M,23.00
OJC,2021-04-23 00:35,M,M,M,2.30
ATY,2021-04-23 00:35,M,M,M,12.65
OKC,2021-04-23 00:40,M,M,M,5.75
OMA,2021-04-23 00:40,M,M,M,18.40
OJC,2021-04-23 00:40,M,M,M,2.30
ATY,2021-04-23 00:40,M,M,M,14.95
OKC,2021-04-23 00:45,M,M,M,5.75
OMA,2021-04-23 00:45,M,M,M,17.25
OJC,2021-04-23 00:45,M,M,M,2.30
ATY,2021-04-23 00:45,M,M,M,14.95
OKC,2021-04-23 00:50,M,M,M,5.75
OMA,2021-04-23 00:50,M,M,M,17.25
OJC,2021-04-23 00:50,M,M,M,4.60
ATY,2021-04-23 00:50,M,M,M,12.65
OKC,2021-04-23 00:52,9.39,4.39,70.95,6.90
OMA,2021-04-23 00:52,10.61,-0.61,45.73,17.25
OJC,2021-04-23 00:53,6.11,4.39,88.71,4.60
ATY,2021-04-23 00:53,5.00,3.89,92.52,16.10
OKC,2021-04-23 00:55,M,M,M,5.75
OMA,2021-04-23 00:55,M,M,M,20.70
OJC,2021-04-23 00:55,M,M,M,4.60
ATY,2021-04-23 00:55,M,M,M,14.95
OKC,2021-04-23 01:00,M,M,M,8.05
OMA,2021-04-23 01:00,M,M,M,18.40
OJC,2021-04-23 01:00,M,M,M,5.75
ATY,2021-04-23 01:00,M,M,M,12.65
OKC,2021-04-23 01:05,M,M,M,8.05
OMA,2021-04-23 01:05,M,M,M,23.00
OJC,2021-04-23 01:05,M,M,M,5.75
ATY,2021-04-23 01:05,M,M,M,14.95
OKC,2021-04-23 01:10,M,M,M,9.20
OMA,2021-04-23 01:10,M,M,M,18.40
OJC,2021-04-23 01:10,M,M,M,8.05
ATY,2021-04-23 01:10,M,M,M,12.65
OKC,2021-04-23 01:15,M,M,M,8.05
OMA,2021-04-23 01:15,M,M,M,18.40
OJC,2021-04-23 01:15,M,M,M,5.75
ATY,2021-04-23 01:15,M,M,M,12.65
OKC,2021-04-23 01:20,M,M,M,9.20
OMA,2021-04-23 01:20,M,M,M,17.25
OJC,2021-04-23 01:20,M,M,M,5.75
ATY,2021-04-23 01:20,M,M,M,16.10
OKC,2021-04-23 01:25,M,M,M,9.20
OMA,2021-04-23 01:25,M,M,M,19.55
OJC,2021-04-23 01:25,M,M,M,5.75
ATY,2021-04-23 01:25,M,M,M,12.65
OKC,2021-04-23 01:30,M,M,M,10.35
OMA,2021-04-23 01:30,M,M,M,16.10
OJC,2021-04-23 01:30,M,M,M,5.75
ATY,2021-04-23 01:30,M,M,M,14.95
OKC,2021-04-23 01:35,M,M,M,11.50
OMA,2021-04-23 01:35,M,M,M,20.70
OJC,2021-04-23 01:35,M,M,M,5.75
ATY,2021-04-23 01:35,M,M,M,14.95
OKC,2021-04-23 01:40,M,M,M,12.65
OMA,2021-04-23 01:40,M,M,M,19.55
OJC,2021-04-23 01:40,M,M,M,5.75
ATY,2021-04-23 01:40,M,M,M,12.65
OKC,2021-04-23 01:45,M,M,M,12.65
OMA,2021-04-23 01:45,M,M,M,19.55
OJC,2021-04-23 01:45,M,M,M,5.75
ATY,2021-04-23 01:45,M,M,M,12.65
OKC,2021-04-23 01:50,M,M,M,11.50
OJC,2021-04-23 01:50,M,M,M,8.05
OKC,2021-04-23 01:52,10.00,4.39,68.10,11.50
OMA,2021-04-23 01:52,9.39,1.11,56.23,18.40
OJC,2021-04-23 01:53,6.11,4.39,88.71,8.05
ATY,2021-04-23 01:53,5.00,3.89,92.52,12.65
