station,valid,tmpc,dwpc,relh,sped
FAT,2021-10-07 00:00,M,M,M,5.75
SFO,2021-10-07 00:00,M,M,M,9.20
BUR,2021-10-07 00:00,M,M,M,5.75
BUR,2021-10-07 00:05,M,M,M,4.60
FAT,2021-10-07 00:05,M,M,M,5.75
SFO,2021-10-07 00:05,M,M,M,11.50
BUR,2021-10-07 00:10,M,M,M,2.30
SFO,2021-10-07 00:10,M,M,M,10.35
FAT,2021-10-07 00:10,M,M,M,5.75
FAT,2021-10-07 00:15,M,M,M,8.05
BUR,2021-10-07 00:15,M,M,M,4.60
SFO,2021-10-07 00:15,M,M,M,9.20
BUR,2021-10-07 00:20,M,M,M,2.30
FAT,2021-10-07 00:20,M,M,M,9.20
SFO,2021-10-07 00:20,M,M,M,5.75
FAT,2021-10-07 00:25,M,M,M,9.20
BUR,2021-10-07 00:25,M,M,M,4.60
SFO,2021-10-07 00:25,M,M,M,9.20
BUR,2021-10-07 00:30,M,M,M,4.60
SFO,2021-10-07 00:30,M,M,M,8.05
FAT,2021-10-07 00:30,M,M,M,8.05
BUR,2021-10-07 00:35,M,M,M,2.30
SFO,2021-10-07 00:35,M,M,M,5.75
FAT,2021-10-07 00:35,M,M,M,8.05
SFO,2021-10-07 00:40,M,M,M,8.05
BUR,2021-10-07 00:40,M,M,M,0.00
FAT,2021-10-07 00:40,M,M,M,8.05
SFO,2021-10-07 00:45,M,M,M,8.05
BUR,2021-10-07 00:45,M,M,M,4.60
FAT,2021-10-07 00:45,M,M,M,5.75
FAT,2021-10-07 00:50,M,M,M,8.05
SFO,2021-10-07 00:50,M,M,M,9.20
BUR,2021-10-07 00:50,M,M,M,5.75
CQT,2021-10-07 00:52,17.78,15.00,83.78,0.00
FAT,2021-10-07 00:53,18.89,10.00,56.27,9.20
BUR,2021-10-07 00:53,16.72,13.89,83.36,4.60
SFO,2021-10-07 00:55,M,M,M,9.20
BUR,2021-10-07 00:55,M,M,M,4.60
FAT,2021-10-07 00:55,M,M,M,9.20
SFO,2021-10-07 00:56,13.89,9.39,74.27,9.20
FAT,2021-10-07 01:00,M,M,M,11.50
BUR,2021-10-07 01:00,M,M,M,4.60
SFO,2021-10-07 01:00,M,M,M,5.75
FAT,2021-10-07 01:05,M,M,M,8.05
SFO,2021-10-07 01:05,M,M,M,9.20
BUR,2021-10-07 01:05,M,M,M,5.75
BUR,2021-10-07 01:10,M,M,M,4.60
SFO,2021-10-07 01:10,M,M,M,9.20
FAT,2021-10-07 01:10,M,M,M,9.20
BUR,2021-10-07 01:15,M,M,M,4.60
FAT,2021-10-07 01:15,M,M,M,8.05
SFO,2021-10-07 01:15,M,M,M,10.35
BUR,2021-10-07 01:20,M,M,M,2.30
SFO,2021-10-07 01:20,M,M,M,9.20
FAT,2021-10-07 01:20,M,M,M,9.20
BUR,2021-10-07 01:25,M,M,M,2.30
SFO,2021-10-07 01:25,M,M,M,9.20
FAT,2021-10-07 01:25,M,M,M,9.20
BUR,2021-10-07 01:30,M,M,M,2.30
SFO,2021-10-07 01:30,M,M,M,8.05
FAT,2021-10-07 01:30,M,M,M,9.20
BUR,2021-10-07 01:35,M,M,M,2.30
FAT,2021-10-07 01:35,M,M,M,9.20
SFO,2021-10-07 01:35,M,M,M,5.75
SFO,2021-10-07 01:40,M,M,M,9.20
BUR,2021-10-07 01:40,M,M,M,4.60
FAT,2021-10-07 01:40,M,M,M,10.35
FAT,2021-10-07 01:45,M,M,M,9.20
BUR,2021-10-07 01:45,M,M,M,2.30
SFO,2021-10-07 01:45,M,M,M,9.20
FAT,2021-10-07 01:50,M,M,M,9.20
BUR,2021-10-07 01:50,M,M,M,2.30
SFO,2021-10-07 01:50,M,M,M,10.35
BUR,2021-10-07 01:51,17.00,14.00,82.50,3.45
CQT,2021-10-07 01:52,18.28,15.00,81.19,0.00
BUR,2021-10-07 01:53,16.72,13.89,83.36,4.60
FAT,2021-10-07 01:53,17.78,7.22,49.99,8.05
SFO,2021-10-07 01:55,M,M,M,9.20
FAT,2021-10-07 01:55,M,M,M,9.20
BUR,2021-10-07 01:55,M,M,M,4.60
SFO,2021-10-07 01:56,13.28,9.39,77.28,9.20
SFO,2021-10-07 02:00,M,M,M,8.05
BUR,2021-10-07 02:00,M,M,M,5.75
FAT,2021-10-07 02:00,M,M,M,5.75
SFO,2021-10-07 02:05,M,M,M,10.35
BUR,2021-10-07 02:05,M,M,M,5.75
FAT,2021-10-07 02:05,M,M,M,5.75
FAT,2021-10-07 02:10,M,M,M,8.05
SFO,2021-10-07 02:10,M,M,M,10.35
BUR,2021-10-07 02:10,M,M,M,4.60
SFO,2021-10-07 02:15,M,M,M,11.50
BUR,2021-10-07 02:15,M,M,M,4.60
FAT,2021-10-07 02:15,M,M,M,8.05
SFO,2021-10-07 02:20,M,M,M,11.50
FAT,2021-10-07 02:20,M,M,M,5.75
BUR,2021-10-07 02:20,M,M,M,4.60
FAT,2021-10-07 02:25,M,M,M,5.75
BUR,2021-10-07 02:25,M,M,M,4.60
SFO,2021-10-07 02:25,M,M,M,10.35
CQT,2021-10-07 02:28,17.78,15.00,83.78,0.00
FAT,2021-10-07 02:30,M,M,M,5.75
BUR,2021-10-07 02:30,M,M,M,4.60
SFO,2021-10-07 02:30,M,M,M,12.65
BUR,2021-10-07 02:35,M,M,M,4.60
SFO,2021-10-07 02:35,M,M,M,11.50
FAT,2021-10-07 02:35,M,M,M,8.05
BUR,2021-10-07 02:35,16.11,13.28,83.29,4.60
FAT,2021-10-07 02:40,M,M,M,9.20
BUR,2021-10-07 02:40,M,M,M,2.30
SFO,2021-10-07 02:40,M,M,M,11.50
SFO,2021-10-07 02:45,M,M,M,10.35
BUR,2021-10-07 02:45,16.72,13.28,80.11,3.45
BUR,2021-10-07 02:45,M,M,M,2.30
FAT,2021-10-07 02:45,M,M,M,9.20
SFO,2021-10-07 02:50,M,M,M,8.05
FAT,2021-10-07 02:50,M,M,M,9.20
BUR,2021-10-07 02:50,M,M,M,5.75
CQT,2021-10-07 02:52,18.28,15.00,81.19,0.00
FAT,2021-10-07 02:53,16.72,6.11,49.52,8.05
BUR,2021-10-07 02:53,16.72,13.28,80.11,5.75
FAT,2021-10-07 02:55,M,M,M,9.20
SFO,2021-10-07 02:55,M,M,M,10.35
BUR,2021-10-07 02:55,M,M,M,5.75
SFO,2021-10-07 02:56,13.28,9.39,77.28,9.20
FAT,2021-10-07 03:00,M,M,M,10.35
SFO,2021-10-07 03:00,M,M,M,10.35
BUR,2021-10-07 03:00,M,M,M,5.75
SFO,2021-10-07 03:05,M,M,M,10.35
FAT,2021-10-07 03:05,M,M,M,9.20
BUR,2021-10-07 03:05,M,M,M,5.75
FAT,2021-10-07 03:10,M,M,M,8.05
SFO,2021-10-07 03:10,M,M,M,11.50
BUR,2021-10-07 03:10,M,M,M,5.75
BUR,2021-10-07 03:15,M,M,M,5.75
SFO,2021-10-07 03:15,M,M,M,11.50
FAT,2021-10-07 03:15,M,M,M,8.05
SFO,2021-10-07 03:20,M,M,M,14.95
FAT,2021-10-07 03:20,M,M,M,8.05
