station,valid,tmpc,dwpc,relh,sped
RIC,2020-06-10 00:00,M,M,M,8.05
MDW,2020-06-10 00:00,M,M,M,17.25
PHL,2020-06-10 00:00,M,M,M,9.20
CMH,2020-06-10 00:00,M,M,M,5.75
RIC,2020-06-10 00:05,M,M,M,8.05
MDW,2020-06-10 00:05,M,M,M,14.95
PHL,2020-06-10 00:05,M,M,M,5.75
CMH,2020-06-10 00:05,M,M,M,5.75
RIC,2020-06-10 00:10,M,M,M,5.75
MDW,2020-06-10 00:10,M,M,M,12.65
PHL,2020-06-10 00:10,M,M,M,4.60
CMH,2020-06-10 00:10,M,M,M,5.75
RIC,2020-06-10 00:15,M,M,M,8.05
MDW,2020-06-10 00:15,M,M,M,17.25
PHL,2020-06-10 00:15,M,M,M,5.75
CMH,2020-06-10 00:15,M,M,M,8.05
RIC,2020-06-10 00:20,M,M,M,8.05
MDW,2020-06-10 00:20,M,M,M,14.95
PHL,2020-06-10 00:20,M,M,M,2.30
CMH,2020-06-10 00:20,M,M,M,10.35
RIC,2020-06-10 00:25,M,M,M,9.20
MDW,2020-06-10 00:25,M,M,M,14.95
PHL,2020-06-10 00:25,M,M,M,2.30
CMH,2020-06-10 00:25,M,M,M,10.35
RIC,2020-06-10 00:30,M,M,M,10.35
MDW,2020-06-10 00:30,M,M,M,12.65
PHL,2020-06-10 00:30,M,M,M,0.00
CMH,2020-06-10 00:30,M,M,M,9.20
RIC,2020-06-10 00:35,M,M,M,9.20
MDW,2020-06-10 00:35,M,M,M,12.65
PHL,2020-06-10 00:35,M,M,M,0.00
CMH,2020-06-10 00:35,M,M,M,11.50
RIC,2020-06-10 00:40,M,M,M,10.35
MDW,2020-06-10 00:40,M,M,M,12.65
PHL,2020-06-10 00:40,M,M,M,2.30
CMH,2020-06-10 00:40,M,M,M,10.35
RIC,2020-06-10 00:45,M,M,M,9.20
MDW,2020-06-10 00:45,M,M,M,14.95
PHL,2020-06-10 00:45,M,M,M,2.30
