station,valid,tmpc,dwpc,relh,sped
BUR,2020-07-12 00:00,M,M,M,5.75
FAT,2020-07-12 00:00,M,M,M,12.65
SFO,2020-07-12 00:00,M,M,M,12.65
BUR,2020-07-12 00:05,M,M,M,5.75
FAT,2020-07-12 00:05,M,M,M,11.50
SFO,2020-07-12 00:05,M,M,M,12.65
BUR,2020-07-12 00:10,M,M,M,5.75
FAT,2020-07-12 00:10,M,M,M,11.50
SFO,2020-07-12 00:10,M,M,M,12.65
BUR,2020-07-12 00:15,M,M,M,5.75
FAT,2020-07-12 00:15,M,M,M,11.50
SFO,2020-07-12 00:15,M,M,M,12.65
BUR,2020-07-12 00:20,M,M,M,4.60
FAT,2020-07-12 00:20,M,M,M,11.50
SFO,2020-07-12 00:20,M,M,M,12.65
BUR,2020-07-12 00:25,M,M,M,4.60
FAT,2020-07-12 00:25,M,M,M,11.50
SFO,2020-07-12 00:25,M,M,M,12.65
BUR,2020-07-12 00:30,M,M,M,4.60
FAT,2020-07-12 00:30,M,M,M,11.50
SFO,2020-07-12 00:30,M,M,M,12.65
BUR,2020-07-12 00:35,M,M,M,2.30
FAT,2020-07-12 00:35,M,M,M,12.65
SFO,2020-07-12 00:35,M,M,M,11.50
BUR,2020-07-12 00:40,M,M,M,5.75
FAT,2020-07-12 00:40,M,M,M,11.50
SFO,2020-07-12 00:40,M,M,M,10.35
BUR,2020-07-12 00:45,M,M,M,5.75
FAT,2020-07-12 00:45,M,M,M,11.50
SFO,2020-07-12 00:45,M,M,M,10.35
BUR,2020-07-12 00:50,M,M,M,5.75
FAT,2020-07-12 00:50,M,M,M,11.50
SFO,2020-07-12 00:50,M,M,M,11.50
CQT,2020-07-12 00:52,21.72,14.39,63.05,0.00
BUR,2020-07-12 00:53,23.28,14.39,57.36,6.90
FAT,2020-07-12 00:53,29.39,7.22,24.81,11.50
BUR,2020-07-12 00:55,M,M,M,5.75
FAT,2020-07-12 00:55,M,M,M,10.35
SFO,2020-07-12 00:55,M,M,M,11.50
SFO,2020-07-12 00:56,13.28,9.39,77.28,10.35
BUR,2020-07-12 01:00,M,M,M,8.05
FAT,2020-07-12 01:00,M,M,M,11.50
SFO,2020-07-12 01:00,M,M,M,10.35
BUR,2020-07-12 01:05,M,M,M,8.05
FAT,2020-07-12 01:05,M,M,M,11.50
SFO,2020-07-12 01:05,M,M,M,11.50
BUR,2020-07-12 01:10,M,M,M,5.75
FAT,2020-07-12 01:10,M,M,M,12.65
SFO,2020-07-12 01:10,M,M,M,11.50
BUR,2020-07-12 01:15,M,M,M,5.75
FAT,2020-07-12 01:15,M,M,M,12.65
SFO,2020-07-12 01:15,M,M,M,10.35
BUR,2020-07-12 01:20,M,M,M,5.75
FAT,2020-07-12 01:20,M,M,M,12.65
SFO,2020-07-12 01:20,M,M,M,10.35
BUR,2020-07-12 01:25,M,M,M,5.75
FAT,2020-07-12 01:25,M,M,M,9.20
SFO,2020-07-12 01:25,M,M,M,10.35
BUR,2020-07-12 01:30,M,M,M,5.75
FAT,2020-07-12 01:30,M,M,M,11.50
SFO,2020-07-12 01:30,M,M,M,11.50
BUR,2020-07-12 01:35,M,M,M,5.75
FAT,2020-07-12 01:35,M,M,M,11.50
SFO,2020-07-12 01:35,M,M,M,10.35
BUR,2020-07-12 01:40,M,M,M,5.75
FAT,2020-07-12 01:40,M,M,M,12.65
SFO,2020-07-12 01:40,M,M,M,9.20
BUR,2020-07-12 01:45,M,M,M,4.60
FAT,2020-07-12 01:45,M,M,M,11.50
SFO,2020-07-12 01:45,M,M,M,11.50
BUR,2020-07-12 01:50,M,M,M,4.60
FAT,2020-07-12 01:50,M,M,M,11.50
SFO,2020-07-12 01:50,M,M,M,12.65
CQT,2020-07-12 01:52,21.11,14.39,65.45,0.00
BUR,2020-07-12 01:53,22.78,13.89,57.23,5.75
FAT,2020-07-12 01:53,27.78,8.28,29.28,11.50
BUR,2020-07-12 01:55,M,M,M,5.75
FAT,2020-07-12 01:55,M,M,M,8.05
SFO,2020-07-12 01:55,M,M,M,12.65
SFO,2020-07-12 01:56,13.28,10.00,80.52,11.50
BUR,2020-07-12 02:00,M,M,M,5.75
FAT,2020-07-12 02:00,M,M,M,9.20
SFO,2020-07-12 02:00,M,M,M,12.65
BUR,2020-07-12 02:05,M,M,M,2.30
FAT,2020-07-12 02:05,M,M,M,9.20
SFO,2020-07-12 02:05,M,M,M,11.50
BUR,2020-07-12 02:10,M,M,M,4.60
FAT,2020-07-12 02:10,M,M,M,9.20
SFO,2020-07-12 02:10,M,M,M,11.50
BUR,2020-07-12 02:15,M,M,M,4.60
FAT,2020-07-12 02:15,M,M,M,9.20
SFO,2020-07-12 02:15,M,M,M,11.50
BUR,2020-07-12 02:20,M,M,M,2.30
FAT,2020-07-12 02:20,M,M,M,9.20
SFO,2020-07-12 02:20,M,M,M,11.50
BUR,2020-07-12 02:25,M,M,M,2.30
FAT,2020-07-12 02:25,M,M,M,9.20
SFO,2020-07-12 02:25,M,M,M,11.50
BUR,2020-07-12 02:30,M,M,M,2.30
FAT,2020-07-12 02:30,M,M,M,9.20
SFO,2020-07-12 02:30,M,M,M,10.35
BUR,2020-07-12 02:35,M,M,M,2.30
FAT,2020-07-12 02:35,M,M,M,10.35
SFO,2020-07-12 02:35,M,M,M,10.35
BUR,2020-07-12 02:40,M,M,M,4.60
FAT,2020-07-12 02:40,M,M,M,9.20
SFO,2020-07-12 02:40,M,M,M,11.50
BUR,2020-07-12 02:45,M,M,M,2.30
FAT,2020-07-12 02:45,M,M,M,8.05
SFO,2020-07-12 02:45,M,M,M,11.50
BUR,2020-07-12 02:50,M,M,M,2.30
FAT,2020-07-12 02:50,M,M,M,8.05
SFO,2020-07-12 02:50,M,M,M,10.35
CQT,2020-07-12 02:52,21.11,15.00,68.09,0.00
BUR,2020-07-12 02:53,22.78,13.28,55.00,4.60
FAT,2020-07-12 02:53,26.72,8.28,31.15,8.05
BUR,2020-07-12 02:55,M,M,M,4.60
FAT,2020-07-12 02:55,M,M,M,8.05
SFO,2020-07-12 02:55,M,M,M,8.05
SFO,2020-07-12 02:56,12.78,9.39,79.85,9.20
BUR,2020-07-12 03:00,M,M,M,5.75
FAT,2020-07-12 03:00,M,M,M,8.05
SFO,2020-07-12 03:00,M,M,M,10.35
BUR,2020-07-12 03:05,M,M,M,4.60
FAT,2020-07-12 03:05,M,M,M,8.05
SFO,2020-07-12 03:05,M,M,M,9.20
BUR,2020-07-12 03:10,M,M,M,2.30
FAT,2020-07-12 03:10,M,M,M,9.20
SFO,2020-07-12 03:10,M,M,M,10.35
BUR,2020-07-12 03:15,M,M,M,4.60
FAT,2020-07-12 03:15,M,M,M,9.20
SFO,2020-07-12 03:15,M,M,M,10.35
BUR,2020-07-12 03:20,M,M,M,4.60
FAT,2020-07-12 03:20,M,M,M,8.05
SFO,2020-07-12 03:20,M,M,M,10.35
BUR,2020-07-12 03:25,M,M,M,4.60
FAT,2020-07-12 03:25,M,M,M,5.75
SFO,2020-07-12 03:25,M,M,M,10.35
BUR,2020-07-12 03:30,M,M,M,0.00
FAT,2020-07-12 03:30,M,M,M,2.30
SFO,2020-07-12 03:30,M,M,M,10.35
BUR,2020-07-12 03:35,M,M,M,2.30
FAT,2020-07-12 03:35,M,M,M,2.30
SFO,2020-07-12 03:35,M,M,M,10.35
BUR,2020-07-12 03:40,M,M,M,0.00
