station,valid,tmpc,dwpc,relh,sped
DAL,2020-06-09 00:00,M,M,M,8.05
HOU,2020-06-09 00:00,M,M,M,10.35
DAL,2020-06-09 00:05,M,M,M,8.05
HOU,2020-06-09 00:05,M,M,M,11.50
DAL,2020-06-09 00:10,M,M,M,9.20
HOU,2020-06-09 00:10,M,M,M,10.35
DAL,2020-06-09 00:15,M,M,M,10.35
HOU,2020-06-09 00:15,M,M,M,9.20
CVB,2020-06-09 00:15,29.39,24.11,73.27,M
DAL,2020-06-09 00:20,M,M,M,9.20
HOU,2020-06-09 00:20,M,M,M,9.20
DAL,2020-06-09 00:25,M,M,M,10.35
HOU,2020-06-09 00:25,M,M,M,9.20
DAL,2020-06-09 00:30,M,M,M,8.05
HOU,2020-06-09 00:30,M,M,M,9.20
DAL,2020-06-09 00:35,M,M,M,9.20
HOU,2020-06-09 00:35,M,M,M,8.05
CVB,2020-06-09 00:35,29.00,24.00,74.44,M
DAL,2020-06-09 00:40,M,M,M,9.20
HOU,2020-06-09 00:40,M,M,M,9.20
DAL,2020-06-09 00:45,M,M,M,11.50
HOU,2020-06-09 00:45,M,M,M,9.20
DAL,2020-06-09 00:50,M,M,M,10.35
HOU,2020-06-09 00:50,M,M,M,8.05
CVB,2020-06-09 00:50,28.50,24.22,77.67,M
DAL,2020-06-09 00:53,31.11,19.39,49.73,10.35
HOU,2020-06-09 00:53,27.22,24.39,84.53,8.05
DAL,2020-06-09 00:55,M,M,M,10.35
HOU,2020-06-09 00:55,M,M,M,8.05
DAL,2020-06-09 01:00,M,M,M,8.05
HOU,2020-06-09 01:00,M,M,M,8.05
DAL,2020-06-09 01:05,M,M,M,12.65
HOU,2020-06-09 01:05,M,M,M,8.05
DAL,2020-06-09 01:10,M,M,M,9.20
HOU,2020-06-09 01:10,M,M,M,9.20
DAL,2020-06-09 01:15,M,M,M,10.35
HOU,2020-06-09 01:15,M,M,M,8.05
CVB,2020-06-09 01:15,28.22,24.00,77.89,M
DAL,2020-06-09 01:20,M,M,M,9.20
HOU,2020-06-09 01:20,M,M,M,9.20
DAL,2020-06-09 01:25,M,M,M,11.50
HOU,2020-06-09 01:25,M,M,M,8.05
DAL,2020-06-09 01:30,M,M,M,11.50
HOU,2020-06-09 01:30,M,M,M,9.20
