station,valid,tmpc,dwpc,relh,sped
OKC,2020-06-18 00:00,M,M,M,12.65
OMA,2020-06-18 00:00,M,M,M,21.85
OJC,2020-06-18 00:00,M,M,M,10.35
ATY,2020-06-18 00:00,M,M,M,24.15
OKC,2020-06-18 00:05,M,M,M,12.65
OMA,2020-06-18 00:05,M,M,M,19.55
OJC,2020-06-18 00:05,M,M,M,12.65
ATY,2020-06-18 00:05,M,M,M,23.00
OKC,2020-06-18 00:10,M,M,M,12.65
OMA,2020-06-18 00:10,M,M,M,19.55
OJC,2020-06-18 00:10,M,M,M,12.65
ATY,2020-06-18 00:10,M,M,M,24.15
OKC,2020-06-18 00:15,M,M,M,12.65
OMA,2020-06-18 00:15,M,M,M,18.40
OJC,2020-06-18 00:15,M,M,M,11.50
ATY,2020-06-18 00:15,M,M,M,24.15
OKC,2020-06-18 00:20,M,M,M,12.65
OMA,2020-06-18 00:20,M,M,M,18.40
OJC,2020-06-18 00:20,M,M,M,12.65
ATY,2020-06-18 00:20,M,M,M,24.15
OKC,2020-06-18 00:25,M,M,M,12.65
OMA,2020-06-18 00:25,M,M,M,17.25
OJC,2020-06-18 00:25,M,M,M,11.50
ATY,2020-06-18 00:25,M,M,M,21.85
OKC,2020-06-18 00:30,M,M,M,12.65
OMA,2020-06-18 00:30,M,M,M,20.70
OJC,2020-06-18 00:30,M,M,M,11.50
ATY,2020-06-18 00:30,M,M,M,21.85
OKC,2020-06-18 00:35,M,M,M,14.95
OMA,2020-06-18 00:35,M,M,M,18.40
OJC,2020-06-18 00:35,M,M,M,12.65
ATY,2020-06-18 00:35,M,M,M,24.15
OKC,2020-06-18 00:40,M,M,M,16.10
OMA,2020-06-18 00:40,M,M,M,17.25
OJC,2020-06-18 00:40,M,M,M,12.65
ATY,2020-06-18 00:40,M,M,M,20.70
OKC,2020-06-18 00:45,M,M,M,12.65
OMA,2020-06-18 00:45,M,M,M,18.40
OJC,2020-06-18 00:45,M,M,M,12.65
ATY,2020-06-18 00:45,M,M,M,32.20
ATY,2020-06-18 00:49,23.00,16.00,64.69,32.20
OKC,2020-06-18 00:50,M,M,M,12.65
OMA,2020-06-18 00:50,M,M,M,18.40
OJC,2020-06-18 00:50,M,M,M,12.65
ATY,2020-06-18 00:50,22.22,16.11,68.31,32.20
OKC,2020-06-18 00:52,23.89,15.00,57.50,12.65
OMA,2020-06-18 00:52,25.61,18.89,66.39,19.55
OJC,2020-06-18 00:53,23.28,19.39,78.77,16.10
OKC,2020-06-18 00:55,M,M,M,12.65
OMA,2020-06-18 00:55,M,M,M,17.25
OJC,2020-06-18 00:55,M,M,M,12.65
ATY,2020-06-18 00:55,M,M,M,32.20
ATY,2020-06-18 00:56,20.00,16.72,81.41,29.90
OKC,2020-06-18 01:00,M,M,M,12.65
OMA,2020-06-18 01:00,M,M,M,19.55
OJC,2020-06-18 01:00,M,M,M,12.65
ATY,2020-06-18 01:00,M,M,M,26.45
OKC,2020-06-18 01:05,M,M,M,11.50
OMA,2020-06-18 01:05,M,M,M,19.55
OJC,2020-06-18 01:05,M,M,M,12.65
ATY,2020-06-18 01:05,M,M,M,20.70
OKC,2020-06-18 01:10,M,M,M,12.65
OMA,2020-06-18 01:10,M,M,M,18.40
OJC,2020-06-18 01:10,M,M,M,9.20
ATY,2020-06-18 01:10,M,M,M,19.55
OKC,2020-06-18 01:15,M,M,M,12.65
OMA,2020-06-18 01:15,M,M,M,19.55
OJC,2020-06-18 01:15,M,M,M,11.50
ATY,2020-06-18 01:15,M,M,M,12.65
ATY,2020-06-18 01:17,19.39,16.72,84.56,14.95
OKC,2020-06-18 01:20,M,M,M,12.65
OMA,2020-06-18 01:20,M,M,M,20.70
OJC,2020-06-18 01:20,M,M,M,12.65
ATY,2020-06-18 01:20,M,M,M,19.55
OKC,2020-06-18 01:25,M,M,M,12.65
OMA,2020-06-18 01:25,M,M,M,20.70
OJC,2020-06-18 01:25,M,M,M,10.35
ATY,2020-06-18 01:25,18.89,16.72,87.24,13.80
OKC,2020-06-18 01:30,M,M,M,14.95
OMA,2020-06-18 01:30,M,M,M,17.25
OJC,2020-06-18 01:30,M,M,M,10.35
ATY,2020-06-18 01:30,M,M,M,18.40
OKC,2020-06-18 01:35,M,M,M,14.95
OMA,2020-06-18 01:35,M,M,M,17.25
OJC,2020-06-18 01:35,M,M,M,12.65
ATY,2020-06-18 01:35,M,M,M,18.40
OKC,2020-06-18 01:40,M,M,M,14.95
OMA,2020-06-18 01:40,M,M,M,17.25
OJC,2020-06-18 01:40,M,M,M,11.50
ATY,2020-06-18 01:40,M,M,M,18.40
OKC,2020-06-18 01:45,M,M,M,12.65
OMA,2020-06-18 01:45,M,M,M,18.40
OJC,2020-06-18 01:45,M,M,M,11.50
ATY,2020-06-18 01:45,M,M,M,17.25
ATY,2020-06-18 01:46,18.89,17.22,90.05,17.25
OKC,2020-06-18 01:50,M,M,M,16.10
OMA,2020-06-18 01:50,M,M,M,19.55
OJC,2020-06-18 01:50,M,M,M,12.65
ATY,2020-06-18 01:50,M,M,M,17.25
OKC,2020-06-18 01:52,23.28,15.61,62.05,14.95
OMA,2020-06-18 01:52,25.00,18.89,68.85,17.25
OJC,2020-06-18 01:53,22.22,19.39,83.99,12.65
ATY,2020-06-18 01:53,18.89,17.22,90.05,17.25
OKC,2020-06-18 01:55,M,M,M,14.95
OMA,2020-06-18 01:55,M,M,M,18.40
OJC,2020-06-18 01:55,M,M,M,11.50
ATY,2020-06-18 01:55,M,M,M,14.95
OKC,2020-06-18 02:00,M,M,M,16.10
OMA,2020-06-18 02:00,M,M,M,19.55
OJC,2020-06-18 02:00,M,M,M,10.35
ATY,2020-06-18 02:00,M,M,M,11.50
ATY,2020-06-18 02:01,18.89,17.22,90.05,13.80
OKC,2020-06-18 02:05,M,M,M,12.65
OMA,2020-06-18 02:05,M,M,M,20.70
OJC,2020-06-18 02:05,M,M,M,11.50
ATY,2020-06-18 02:05,M,M,M,12.65
OKC,2020-06-18 02:10,M,M,M,12.65
OMA,2020-06-18 02:10,M,M,M,19.55
OJC,2020-06-18 02:10,M,M,M,10.35
ATY,2020-06-18 02:10,M,M,M,11.50
ATY,2020-06-18 02:11,18.28,17.22,93.56,9.20
OKC,2020-06-18 02:15,M,M,M,12.65
OMA,2020-06-18 02:15,M,M,M,19.55
OJC,2020-06-18 02:15,M,M,M,10.35
ATY,2020-06-18 02:15,M,M,M,11.50
ATY,2020-06-18 02:19,18.28,17.22,93.56,8.05
OKC,2020-06-18 02:20,M,M,M,12.65
OMA,2020-06-18 02:20,M,M,M,18.40
OJC,2020-06-18 02:20,M,M,M,9.20
ATY,2020-06-18 02:20,M,M,M,9.20
OKC,2020-06-18 02:25,M,M,M,12.65
OMA,2020-06-18 02:25,M,M,M,17.25
OJC,2020-06-18 02:25,M,M,M,10.35
ATY,2020-06-18 02:25,M,M,M,10.35
OKC,2020-06-18 02:30,M,M,M,12.65
OMA,2020-06-18 02:30,M,M,M,19.55
OJC,2020-06-18 02:30,M,M,M,9.20
ATY,2020-06-18 02:30,M,M,M,10.35
ATY,2020-06-18 02:34,18.28,17.22,93.56,6.90
OKC,2020-06-18 02:35,M,M,M,14.95
OMA,2020-06-18 02:35,M,M,M,17.25
OJC,2020-06-18 02:35,M,M,M,10.35
ATY,2020-06-18 02:35,M,M,M,5.75
ATY,2020-06-18 02:37,18.28,17.78,96.90,5.75
OKC,2020-06-18 02:40,M,M,M,14.95
OMA,2020-06-18 02:40,M,M,M,17.25
OJC,2020-06-18 02:40,M,M,M,8.05
ATY,2020-06-18 02:40,M,M,M,0.00
ATY,2020-06-18 02:43,18.28,17.78,96.90,0.00
OKC,2020-06-18 02:45,M,M,M,12.65
OMA,2020-06-18 02:45,M,M,M,19.55
OJC,2020-06-18 02:45,M,M,M,9.20
ATY,2020-06-18 02:45,M,M,M,2.30
ATY,2020-06-18 02:47,18.00,18.00,100.00,0.00
OKC,2020-06-18 02:50,M,M,M,12.65
OMA,2020-06-18 02:50,M,M,M,16.10
OJC,2020-06-18 02:50,M,M,M,8.05
ATY,2020-06-18 02:50,M,M,M,2.30
OKC,2020-06-18 02:52,22.78,15.61,63.96,13.80
OMA,2020-06-18 02:52,24.39,18.89,71.41,18.40
OJC,2020-06-18 02:53,21.11,19.39,89.90,6.90
ATY,2020-06-18 02:53,18.28,17.78,96.90,8.05
OKC,2020-06-18 02:55,M,M,M,12.65
OMA,2020-06-18 02:55,M,M,M,17.25
OJC,2020-06-18 02:55,M,M,M,5.75
ATY,2020-06-18 02:55,M,M,M,4.60
OKC,2020-06-18 03:00,M,M,M,14.95
OMA,2020-06-18 03:00,M,M,M,16.10
OJC,2020-06-18 03:00,M,M,M,5.75
ATY,2020-06-18 03:00,M,M,M,0.00
ATY,2020-06-18 03:04,18.28,17.78,96.90,5.75
OKC,2020-06-18 03:05,M,M,M,16.10
OMA,2020-06-18 03:05,M,M,M,18.40
OJC,2020-06-18 03:05,M,M,M,8.05
ATY,2020-06-18 03:05,M,M,M,5.75
ATY,2020-06-18 03:08,18.28,17.78,96.90,4.60
OKC,2020-06-18 03:10,M,M,M,14.95
OMA,2020-06-18 03:10,M,M,M,14.95
OJC,2020-06-18 03:10,M,M,M,8.05
ATY,2020-06-18 03:10,M,M,M,2.30
OKC,2020-06-18 03:15,M,M,M,14.95
OMA,2020-06-18 03:15,M,M,M,12.65
OJC,2020-06-18 03:15,M,M,M,8.05
ATY,2020-06-18 03:15,M,M,M,0.00
ATY,2020-06-18 03:16,18.28,17.78,96.90,0.00
OKC,2020-06-18 03:20,M,M,M,14.95
OMA,2020-06-18 03:20,M,M,M,14.95
OJC,2020-06-18 03:20,M,M,M,5.75
ATY,2020-06-18 03:20,M,M,M,0.00
OKC,2020-06-18 03:25,M,M,M,14.95
OMA,2020-06-18 03:25,M,M,M,16.10
OJC,2020-06-18 03:25,M,M,M,5.75
ATY,2020-06-18 03:25,M,M,M,0.00
ATY,2020-06-18 03:28,18.28,18.28,100.00,0.00
OKC,2020-06-18 03:30,M,M,M,14.95
OMA,2020-06-18 03:30,M,M,M,14.95
OJC,2020-06-18 03:30,M,M,M,5.75
ATY,2020-06-18 03:30,M,M,M,0.00
OKC,2020-06-18 03:35,M,M,M,16.10
OMA,2020-06-18 03:35,M,M,M,14.95
OJC,2020-06-18 03:35,M,M,M,8.05
ATY,2020-06-18 03:35,M,M,M,0.00
OKC,2020-06-18 03:40,M,M,M,16.10
OMA,2020-06-18 03:40,M,M,M,12.65
OJC,2020-06-18 03:40,M,M,M,9.20
ATY,2020-06-18 03:40,M,M,M,0.00
OKC,2020-06-18 03:45,M,M,M,12.65
OMA,2020-06-18 03:45,M,M,M,12.65
OJC,2020-06-18 03:45,M,M,M,9.20
ATY,2020-06-18 03:45,M,M,M,2.30
OKC,2020-06-18 03:50,M,M,M,14.95
OMA,2020-06-18 03:50,M,M,M,16.10
OJC,2020-06-18 03:50,M,M,M,8.05
ATY,2020-06-18 03:50,M,M,M,2.30
OKC,2020-06-18 03:52,22.78,15.61,63.96,14.95
OMA,2020-06-18 03:52,24.39,18.89,71.41,13.80
OJC,2020-06-18 03:53,21.11,19.39,89.90,9.20
ATY,2020-06-18 03:53,18.28,17.78,96.90,5.75
OKC,2020-06-18 03:55,M,M,M,14.95
OMA,2020-06-18 03:55,M,M,M,17.25
OJC,2020-06-18 03:55,M,M,M,8.05
ATY,2020-06-18 03:55,M,M,M,5.75
OKC,2020-06-18 04:00,M,M,M,11.50
OMA,2020-06-18 04:00,M,M,M,14.95
OJC,2020-06-18 04:00,M,M,M,8.05
ATY,2020-06-18 04:00,M,M,M,4.60
OKC,2020-06-18 04:05,M,M,M,11.50
OMA,2020-06-18 04:05,M,M,M,16.10
OJC,2020-06-18 04:05,M,M,M,9.20
ATY,2020-06-18 04:05,M,M,M,0.00
OKC,2020-06-18 04:10,M,M,M,14.95
OMA,2020-06-18 04:10,M,M,M,14.95
OJC,2020-06-18 04:10,M,M,M,9.20
ATY,2020-06-18 04:10,M,M,M,5.75
OKC,2020-06-18 04:15,M,M,M,12.65
OMA,2020-06-18 04:15,M,M,M,17.25
OJC,2020-06-18 04:15,M,M,M,8.05
ATY,2020-06-18 04:15,M,M,M,8.05
ATY,2020-06-18 04:18,18.89,18.28,96.24,8.05
OKC,2020-06-18 04:20,M,M,M,12.65
OMA,2020-06-18 04:20,M,M,M,14.95
OJC,2020-06-18 04:20,M,M,M,9.20
ATY,2020-06-18 04:20,M,M,M,5.75
OKC,2020-06-18 04:25,M,M,M,12.65
OMA,2020-06-18 04:25,M,M,M,16.10
OJC,2020-06-18 04:25,M,M,M,9.20
ATY,2020-06-18 04:25,M,M,M,5.75
OKC,2020-06-18 04:30,M,M,M,12.65
OMA,2020-06-18 04:30,M,M,M,16.10
OJC,2020-06-18 04:30,M,M,M,9.20
ATY,2020-06-18 04:30,M,M,M,5.75
ATY,2020-06-18 04:33,18.89,18.28,96.24,6.90
OKC,2020-06-18 04:35,M,M,M,12.65
OMA,2020-06-18 04:35,M,M,M,16.10
OJC,2020-06-18 04:35,M,M,M,10.35
ATY,2020-06-18 04:35,M,M,M,5.75
OKC,2020-06-18 04:40,M,M,M,12.65
OMA,2020-06-18 04:40,M,M,M,14.95
OJC,2020-06-18 04:40,M,M,M,9.20
ATY,2020-06-18 04:40,M,M,M,5.75
OKC,2020-06-18 04:45,M,M,M,12.65
OMA,2020-06-18 04:45,M,M,M,18.40
OJC,2020-06-18 04:45,M,M,M,9.20
ATY,2020-06-18 04:45,M,M,M,5.75
OKC,2020-06-18 04:50,M,M,M,11.50
OMA,2020-06-18 04:50,M,M,M,16.10
OJC,2020-06-18 04:50,M,M,M,8.05
ATY,2020-06-18 04:50,M,M,M,5.75
OKC,2020-06-18 04:52,22.22,16.11,68.31,10.35
OMA,2020-06-18 04:52,23.89,18.89,73.59,17.25
OJC,2020-06-18 04:53,20.61,19.39,92.71,9.20
ATY,2020-06-18 04:53,18.89,18.28,96.24,5.75
OKC,2020-06-18 04:55,M,M,M,11.50
OMA,2020-06-18 04:55,M,M,M,16.10
OJC,2020-06-18 04:55,M,M,M,8.05
ATY,2020-06-18 04:55,M,M,M,5.75
OKC,2020-06-18 05:00,M,M,M,11.50
OMA,2020-06-18 05:00,M,M,M,16.10
OJC,2020-06-18 05:00,M,M,M,8.05
ATY,2020-06-18 05:00,M,M,M,4.60
OKC,2020-06-18 05:05,M,M,M,10.35
OMA,2020-06-18 05:05,M,M,M,12.65
OJC,2020-06-18 05:05,M,M,M,8.05
ATY,2020-06-18 05:05,18.89,18.28,96.24,3.45
OKC,2020-06-18 05:10,M,M,M,11.50
OMA,2020-06-18 05:10,M,M,M,17.25
OJC,2020-06-18 05:10,M,M,M,8.05
ATY,2020-06-18 05:10,M,M,M,5.75
OKC,2020-06-18 05:15,M,M,M,11.50
OMA,2020-06-18 05:15,M,M,M,16.10
OJC,2020-06-18 05:15,M,M,M,8.05
ATY,2020-06-18 05:15,M,M,M,4.60
OKC,2020-06-18 05:20,M,M,M,11.50
OMA,2020-06-18 05:20,M,M,M,16.10
OJC,2020-06-18 05:20,M,M,M,9.20
ATY,2020-06-18 05:20,M,M,M,2.30
OKC,2020-06-18 05:25,M,M,M,10.35
OMA,2020-06-18 05:25,M,M,M,14.95
OJC,2020-06-18 05:25,M,M,M,8.05
ATY,2020-06-18 05:25,M,M,M,5.75
OKC,2020-06-18 05:30,M,M,M,10.35
OMA,2020-06-18 05:30,M,M,M,16.10
OJC,2020-06-18 05:30,M,M,M,5.75
ATY,2020-06-18 05:30,M,M,M,5.75
OKC,2020-06-18 05:35,M,M,M,11.50
OMA,2020-06-18 05:35,M,M,M,14.95
OJC,2020-06-18 05:35,M,M,M,5.75
ATY,2020-06-18 05:35,M,M,M,8.05
ATY,2020-06-18 05:39,19.39,18.28,93.29,8.05
OKC,2020-06-18 05:40,M,M,M,11.50
OMA,2020-06-18 05:40,M,M,M,18.40
OJC,2020-06-18 05:40,M,M,M,8.05
ATY,2020-06-18 05:40,M,M,M,8.05
OKC,2020-06-18 05:45,M,M,M,11.50
OMA,2020-06-18 05:45,M,M,M,18.40
OJC,2020-06-18 05:45,M,M,M,8.05
ATY,2020-06-18 05:45,M,M,M,8.05
OKC,2020-06-18 05:50,M,M,M,12.65
OMA,2020-06-18 05:50,M,M,M,17.25
OJC,2020-06-18 05:50,M,M,M,9.20
