station,valid,tmpc,dwpc,relh,sped
OKC,2021-04-14 00:00,M,M,M,16.10
OMA,2021-04-14 00:00,M,M,M,8.05
OJC,2021-04-14 00:00,M,M,M,2.30
ATY,2021-04-14 00:00,M,M,M,18.40
OKC,2021-04-14 00:05,M,M,M,14.95
OMA,2021-04-14 00:05,M,M,M,9.20
OJC,2021-04-14 00:05,M,M,M,2.30
ATY,2021-04-14 00:05,M,M,M,17.25
OKC,2021-04-14 00:10,M,M,M,17.25
OMA,2021-04-14 00:10,M,M,M,11.50
OJC,2021-04-14 00:10,M,M,M,2.30
ATY,2021-04-14 00:10,M,M,M,18.40
OKC,2021-04-14 00:15,M,M,M,17.25
OMA,2021-04-14 00:15,M,M,M,10.35
OJC,2021-04-14 00:15,M,M,M,2.30
ATY,2021-04-14 00:15,M,M,M,19.55
OKC,2021-04-14 00:18,8.89,6.11,82.72,17.25
OKC,2021-04-14 00:20,M,M,M,20.70
OMA,2021-04-14 00:20,M,M,M,11.50
OJC,2021-04-14 00:20,M,M,M,4.60
ATY,2021-04-14 00:20,M,M,M,19.55
OKC,2021-04-14 00:25,M,M,M,17.25
OMA,2021-04-14 00:25,M,M,M,11.50
OJC,2021-04-14 00:25,M,M,M,4.60
ATY,2021-04-14 00:25,M,M,M,18.40
ATY,2021-04-14 00:27,-2.78,-5.61,80.83,20.70
OKC,2021-04-14 00:30,M,M,M,20.70
OMA,2021-04-14 00:30,M,M,M,10.35
OJC,2021-04-14 00:30,M,M,M,2.30
ATY,2021-04-14 00:30,M,M,M,24.15
OKC,2021-04-14 00:35,M,M,M,18.40
OMA,2021-04-14 00:35,M,M,M,8.05
OJC,2021-04-14 00:35,M,M,M,2.30
ATY,2021-04-14 00:35,M,M,M,19.55
OKC,2021-04-14 00:40,M,M,M,17.25
OMA,2021-04-14 00:40,M,M,M,8.05
OJC,2021-04-14 00:40,M,M,M,2.30
ATY,2021-04-14 00:40,M,M,M,18.40
ATY,2021-04-14 00:42,-2.78,-5.61,80.83,20.70
OKC,2021-04-14 00:45,M,M,M,14.95
OMA,2021-04-14 00:45,M,M,M,5.75
OJC,2021-04-14 00:45,M,M,M,2.30
