"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/12/2020 00:00:00","EDT","CAPITL",61757,1040.3
"05/12/2020 00:00:00","EDT","CENTRL",61754,1506.3
"05/12/2020 00:00:00","EDT","DUNWOD",61760,489.1
"05/12/2020 00:00:00","EDT","GENESE",61753,905.5
"05/12/2020 00:00:00","EDT","HUD VL",61758,810.6
"05/12/2020 00:00:00","EDT","LONGIL",61762,1660.8
"05/12/2020 00:00:00","EDT","MHK VL",61756,750.1
"05/12/2020 00:00:00","EDT","MILLWD",61759,250.5
"05/12/2020 00:00:00","EDT","N.Y.C.",61761,4117.4
"05/12/2020 00:00:00","EDT","NORTH",61755,521.6
"05/12/2020 00:00:00","EDT","WEST",61752,1402.7
"05/12/2020 01:00:00","EDT","CAPITL",61757,1017
"05/12/2020 01:00:00","EDT","CENTRL",61754,1462.9
"05/12/2020 01:00:00","EDT","DUNWOD",61760,476.1
"05/12/2020 01:00:00","EDT","GENESE",61753,879.5
"05/12/2020 01:00:00","EDT","HUD VL",61758,777
"05/12/2020 01:00:00","EDT","LONGIL",61762,1594.1
"05/12/2020 01:00:00","EDT","MHK VL",61756,730.5
"05/12/2020 01:00:00","EDT","MILLWD",61759,238.1
"05/12/2020 01:00:00","EDT","N.Y.C.",61761,3952.4
"05/12/2020 01:00:00","EDT","NORTH",61755,518.4
"05/12/2020 01:00:00","EDT","WEST",61752,1366.9
"05/12/2020 02:00:00","EDT","CAPITL",61757,1005.9
"05/12/2020 02:00:00","EDT","CENTRL",61754,1447.4
"05/12/2020 02:00:00","EDT","DUNWOD",61760,462.3
"05/12/2020 02:00:00","EDT","GENESE",61753,873
"05/12/2020 02:00:00","EDT","HUD VL",61758,765
"05/12/2020 02:00:00","EDT","LONGIL",61762,1558
"05/12/2020 02:00:00","EDT","MHK VL",61756,720.3
"05/12/2020 02:00:00","EDT","MILLWD",61759,228.4
"05/12/2020 02:00:00","EDT","N.Y.C.",61761,3842.1
"05/12/2020 02:00:00","EDT","NORTH",61755,517.3
"05/12/2020 02:00:00","EDT","WEST",61752,1363.4
"05/12/2020 03:00:00","EDT","CAPITL",61757,1011.9
"05/12/2020 03:00:00","EDT","CENTRL",61754,1449.7
"05/12/2020 03:00:00","EDT","DUNWOD",61760,453.7
"05/12/2020 03:00:00","EDT","GENESE",61753,873
"05/12/2020 03:00:00","EDT","HUD VL",61758,760.6
"05/12/2020 03:00:00","EDT","LONGIL",61762,1541.3
"05/12/2020 03:00:00","EDT","MHK VL",61756,712.9
"05/12/2020 03:00:00","EDT","MILLWD",61759,225.9
"05/12/2020 03:00:00","EDT","N.Y.C.",61761,3794.8
"05/12/2020 03:00:00","EDT","NORTH",61755,518
"05/12/2020 03:00:00","EDT","WEST",61752,1359.4
"05/12/2020 04:00:00","EDT","CAPITL",61757,1034.7
"05/12/2020 04:00:00","EDT","CENTRL",61754,1483
"05/12/2020 04:00:00","EDT","DUNWOD",61760,456.6
"05/12/2020 04:00:00","EDT","GENESE",61753,887.6
"05/12/2020 04:00:00","EDT","HUD VL",61758,771.3
"05/12/2020 04:00:00","EDT","LONGIL",61762,1559
"05/12/2020 04:00:00","EDT","MHK VL",61756,726.4
"05/12/2020 04:00:00","EDT","MILLWD",61759,231.4
"05/12/2020 04:00:00","EDT","N.Y.C.",61761,3788.7
"05/12/2020 04:00:00","EDT","NORTH",61755,522.7
"05/12/2020 04:00:00","EDT","WEST",61752,1374.4
"05/12/2020 05:00:00","EDT","CAPITL",61757,1083.3
"05/12/2020 05:00:00","EDT","CENTRL",61754,1558.7
"05/12/2020 05:00:00","EDT","DUNWOD",61760,468.7
"05/12/2020 05:00:00","EDT","GENESE",61753,935.3
"05/12/2020 05:00:00","EDT","HUD VL",61758,800.1
"05/12/2020 05:00:00","EDT","LONGIL",61762,1611.8
"05/12/2020 05:00:00","EDT","MHK VL",61756,747.9
"05/12/2020 05:00:00","EDT","MILLWD",61759,242.6
"05/12/2020 05:00:00","EDT","N.Y.C.",61761,3867.4
"05/12/2020 05:00:00","EDT","NORTH",61755,533.9
"05/12/2020 05:00:00","EDT","WEST",61752,1426
"05/12/2020 06:00:00","EDT","CAPITL",61757,1144.7
"05/12/2020 06:00:00","EDT","CENTRL",61754,1656.6
"05/12/2020 06:00:00","EDT","DUNWOD",61760,491.7
"05/12/2020 06:00:00","EDT","GENESE",61753,984.8
"05/12/2020 06:00:00","EDT","HUD VL",61758,841.5
"05/12/2020 06:00:00","EDT","LONGIL",61762,1661.2
"05/12/2020 06:00:00","EDT","MHK VL",61756,808.6
"05/12/2020 06:00:00","EDT","MILLWD",61759,257.8
"05/12/2020 06:00:00","EDT","N.Y.C.",61761,4044.9
"05/12/2020 06:00:00","EDT","NORTH",61755,547.3
"05/12/2020 06:00:00","EDT","WEST",61752,1493.2
"05/12/2020 07:00:00","EDT","CAPITL",61757,1194.3
"05/12/2020 07:00:00","EDT","CENTRL",61754,1724.7
"05/12/2020 07:00:00","EDT","DUNWOD",61760,517.3
"05/12/2020 07:00:00","EDT","GENESE",61753,1025.1
"05/12/2020 07:00:00","EDT","HUD VL",61758,870.4
"05/12/2020 07:00:00","EDT","LONGIL",61762,1709
"05/12/2020 07:00:00","EDT","MHK VL",61756,849.6
"05/12/2020 07:00:00","EDT","MILLWD",61759,273
"05/12/2020 07:00:00","EDT","N.Y.C.",61761,4270.4
"05/12/2020 07:00:00","EDT","NORTH",61755,560
"05/12/2020 07:00:00","EDT","WEST",61752,1554.4
"05/12/2020 08:00:00","EDT","CAPITL",61757,1179.2
"05/12/2020 08:00:00","EDT","CENTRL",61754,1691.2
"05/12/2020 08:00:00","EDT","DUNWOD",61760,544.2
"05/12/2020 08:00:00","EDT","GENESE",61753,1030.1
"05/12/2020 08:00:00","EDT","HUD VL",61758,867.1
"05/12/2020 08:00:00","EDT","LONGIL",61762,1730.2
"05/12/2020 08:00:00","EDT","MHK VL",61756,860.9
"05/12/2020 08:00:00","EDT","MILLWD",61759,283.1
"05/12/2020 08:00:00","EDT","N.Y.C.",61761,4484.3
"05/12/2020 08:00:00","EDT","NORTH",61755,561.7
"05/12/2020 08:00:00","EDT","WEST",61752,1574.2
"05/12/2020 09:00:00","EDT","CAPITL",61757,1152.6
"05/12/2020 09:00:00","EDT","CENTRL",61754,1691.9
"05/12/2020 09:00:00","EDT","DUNWOD",61760,553.5
"05/12/2020 09:00:00","EDT","GENESE",61753,1029.7
"05/12/2020 09:00:00","EDT","HUD VL",61758,838.7
"05/12/2020 09:00:00","EDT","LONGIL",61762,1712.4
"05/12/2020 09:00:00","EDT","MHK VL",61756,853.3
"05/12/2020 09:00:00","EDT","MILLWD",61759,284
"05/12/2020 09:00:00","EDT","N.Y.C.",61761,4607
"05/12/2020 09:00:00","EDT","NORTH",61755,556.2
"05/12/2020 09:00:00","EDT","WEST",61752,1569.7
"05/12/2020 10:00:00","EDT","CAPITL",61757,1144.2
"05/12/2020 10:00:00","EDT","CENTRL",61754,1676.9
"05/12/2020 10:00:00","EDT","DUNWOD",61760,559.1
"05/12/2020 10:00:00","EDT","GENESE",61753,1030.8
"05/12/2020 10:00:00","EDT","HUD VL",61758,817.5
"05/12/2020 10:00:00","EDT","LONGIL",61762,1691.7
"05/12/2020 10:00:00","EDT","MHK VL",61756,856.4
"05/12/2020 10:00:00","EDT","MILLWD",61759,279.2
"05/12/2020 10:00:00","EDT","N.Y.C.",61761,4677.5
"05/12/2020 10:00:00","EDT","NORTH",61755,555.2
"05/12/2020 10:00:00","EDT","WEST",61752,1549.1
"05/12/2020 11:00:00","EDT","CAPITL",61757,1125
"05/12/2020 11:00:00","EDT","CENTRL",61754,1661.9
"05/12/2020 11:00:00","EDT","DUNWOD",61760,566
"05/12/2020 11:00:00","EDT","GENESE",61753,1029.6
"05/12/2020 11:00:00","EDT","HUD VL",61758,811.5
"05/12/2020 11:00:00","EDT","LONGIL",61762,1679.5
"05/12/2020 11:00:00","EDT","MHK VL",61756,859
"05/12/2020 11:00:00","EDT","MILLWD",61759,281.8
"05/12/2020 11:00:00","EDT","N.Y.C.",61761,4722.8
"05/12/2020 11:00:00","EDT","NORTH",61755,555.2
"05/12/2020 11:00:00","EDT","WEST",61752,1553.7
"05/12/2020 12:00:00","EDT","CAPITL",61757,1104.6
"05/12/2020 12:00:00","EDT","CENTRL",61754,1641.7
"05/12/2020 12:00:00","EDT","DUNWOD",61760,567.3
"05/12/2020 12:00:00","EDT","GENESE",61753,1025.8
"05/12/2020 12:00:00","EDT","HUD VL",61758,805.8
"05/12/2020 12:00:00","EDT","LONGIL",61762,1678.5
"05/12/2020 12:00:00","EDT","MHK VL",61756,848.9
"05/12/2020 12:00:00","EDT","MILLWD",61759,280.3
"05/12/2020 12:00:00","EDT","N.Y.C.",61761,4742.1
"05/12/2020 12:00:00","EDT","NORTH",61755,552.2
"05/12/2020 12:00:00","EDT","WEST",61752,1560.9
"05/12/2020 13:00:00","EDT","CAPITL",61757,1092.8
"05/12/2020 13:00:00","EDT","CENTRL",61754,1645.1
"05/12/2020 13:00:00","EDT","DUNWOD",61760,560
"05/12/2020 13:00:00","EDT","GENESE",61753,1032
"05/12/2020 13:00:00","EDT","HUD VL",61758,801.8
"05/12/2020 13:00:00","EDT","LONGIL",61762,1657.2
"05/12/2020 13:00:00","EDT","MHK VL",61756,823
"05/12/2020 13:00:00","EDT","MILLWD",61759,271.3
"05/12/2020 13:00:00","EDT","N.Y.C.",61761,4732.7
"05/12/2020 13:00:00","EDT","NORTH",61755,546.2
"05/12/2020 13:00:00","EDT","WEST",61752,1566.3
"05/12/2020 14:00:00","EDT","CAPITL",61757,1074
"05/12/2020 14:00:00","EDT","CENTRL",61754,1635.2
"05/12/2020 14:00:00","EDT","DUNWOD",61760,553.7
"05/12/2020 14:00:00","EDT","GENESE",61753,1028.6
"05/12/2020 14:00:00","EDT","HUD VL",61758,800.3
"05/12/2020 14:00:00","EDT","LONGIL",61762,1632.9
"05/12/2020 14:00:00","EDT","MHK VL",61756,808.4
"05/12/2020 14:00:00","EDT","MILLWD",61759,267.2
"05/12/2020 14:00:00","EDT","N.Y.C.",61761,4695.9
"05/12/2020 14:00:00","EDT","NORTH",61755,541.1
"05/12/2020 14:00:00","EDT","WEST",61752,1567.2
"05/12/2020 15:00:00","EDT","CAPITL",61757,1071.6
"05/12/2020 15:00:00","EDT","CENTRL",61754,1625.8
"05/12/2020 15:00:00","EDT","DUNWOD",61760,548.8
"05/12/2020 15:00:00","EDT","GENESE",61753,1061.3
"05/12/2020 15:00:00","EDT","HUD VL",61758,809
"05/12/2020 15:00:00","EDT","LONGIL",61762,1650.9
"05/12/2020 15:00:00","EDT","MHK VL",61756,830.2
"05/12/2020 15:00:00","EDT","MILLWD",61759,264.8
"05/12/2020 15:00:00","EDT","N.Y.C.",61761,4669.2
"05/12/2020 15:00:00","EDT","NORTH",61755,538.3
"05/12/2020 15:00:00","EDT","WEST",61752,1538.7
"05/12/2020 16:00:00","EDT","CAPITL",61757,1103.6
"05/12/2020 16:00:00","EDT","CENTRL",61754,1664.1
"05/12/2020 16:00:00","EDT","DUNWOD",61760,549.1
"05/12/2020 16:00:00","EDT","GENESE",61753,1085.3
"05/12/2020 16:00:00","EDT","HUD VL",61758,832.6
"05/12/2020 16:00:00","EDT","LONGIL",61762,1724.9
"05/12/2020 16:00:00","EDT","MHK VL",61756,847.2
"05/12/2020 16:00:00","EDT","MILLWD",61759,274.3
"05/12/2020 16:00:00","EDT","N.Y.C.",61761,4676.4
"05/12/2020 16:00:00","EDT","NORTH",61755,546
"05/12/2020 16:00:00","EDT","WEST",61752,1579.1
"05/12/2020 17:00:00","EDT","CAPITL",61757,1170.3
"05/12/2020 17:00:00","EDT","CENTRL",61754,1720.7
"05/12/2020 17:00:00","EDT","DUNWOD",61760,559.4
"05/12/2020 17:00:00","EDT","GENESE",61753,1111
"05/12/2020 17:00:00","EDT","HUD VL",61758,909.6
"05/12/2020 17:00:00","EDT","LONGIL",61762,1878.8
"05/12/2020 17:00:00","EDT","MHK VL",61756,894
"05/12/2020 17:00:00","EDT","MILLWD",61759,292
"05/12/2020 17:00:00","EDT","N.Y.C.",61761,4698.7
"05/12/2020 17:00:00","EDT","NORTH",61755,561.5
"05/12/2020 17:00:00","EDT","WEST",61752,1583.9
"05/12/2020 18:00:00","EDT","CAPITL",61757,1221.8
"05/12/2020 18:00:00","EDT","CENTRL",61754,1754.9
"05/12/2020 18:00:00","EDT","DUNWOD",61760,567.6
"05/12/2020 18:00:00","EDT","GENESE",61753,1107.9
"05/12/2020 18:00:00","EDT","HUD VL",61758,953.9
"05/12/2020 18:00:00","EDT","LONGIL",61762,2002.2
"05/12/2020 18:00:00","EDT","MHK VL",61756,904
"05/12/2020 18:00:00","EDT","MILLWD",61759,299.9
"05/12/2020 18:00:00","EDT","N.Y.C.",61761,4698.2
"05/12/2020 18:00:00","EDT","NORTH",61755,564.9
"05/12/2020 18:00:00","EDT","WEST",61752,1565.3
"05/12/2020 19:00:00","EDT","CAPITL",61757,1252.7
"05/12/2020 19:00:00","EDT","CENTRL",61754,1758.3
"05/12/2020 19:00:00","EDT","DUNWOD",61760,574.3
"05/12/2020 19:00:00","EDT","GENESE",61753,1080.6
"05/12/2020 19:00:00","EDT","HUD VL",61758,982.7
"05/12/2020 19:00:00","EDT","LONGIL",61762,2057.5
"05/12/2020 19:00:00","EDT","MHK VL",61756,903.2
"05/12/2020 19:00:00","EDT","MILLWD",61759,302.8
"05/12/2020 19:00:00","EDT","N.Y.C.",61761,4718.6
"05/12/2020 19:00:00","EDT","NORTH",61755,563.3
"05/12/2020 19:00:00","EDT","WEST",61752,1543.8
"05/12/2020 20:00:00","EDT","CAPITL",61757,1278.4
"05/12/2020 20:00:00","EDT","CENTRL",61754,1757
"05/12/2020 20:00:00","EDT","DUNWOD",61760,590.4
"05/12/2020 20:00:00","EDT","GENESE",61753,1085.5
"05/12/2020 20:00:00","EDT","HUD VL",61758,1013.5
"05/12/2020 20:00:00","EDT","LONGIL",61762,2116.1
"05/12/2020 20:00:00","EDT","MHK VL",61756,916.2
"05/12/2020 20:00:00","EDT","MILLWD",61759,309.5
"05/12/2020 20:00:00","EDT","N.Y.C.",61761,4762.8
"05/12/2020 20:00:00","EDT","NORTH",61755,568.8
"05/12/2020 20:00:00","EDT","WEST",61752,1565.8
"05/12/2020 21:00:00","EDT","CAPITL",61757,1231.1
"05/12/2020 21:00:00","EDT","CENTRL",61754,1718.3
"05/12/2020 21:00:00","EDT","DUNWOD",61760,580.4
"05/12/2020 21:00:00","EDT","GENESE",61753,1065.7
"05/12/2020 21:00:00","EDT","HUD VL",61758,983.7
"05/12/2020 21:00:00","EDT","LONGIL",61762,2048.7
"05/12/2020 21:00:00","EDT","MHK VL",61756,869
"05/12/2020 21:00:00","EDT","MILLWD",61759,299
"05/12/2020 21:00:00","EDT","N.Y.C.",61761,4685.6
"05/12/2020 21:00:00","EDT","NORTH",61755,563.7
"05/12/2020 21:00:00","EDT","WEST",61752,1583.4
"05/12/2020 22:00:00","EDT","CAPITL",61757,1147.6
"05/12/2020 22:00:00","EDT","CENTRL",61754,1620.8
"05/12/2020 22:00:00","EDT","DUNWOD",61760,548.6
"05/12/2020 22:00:00","EDT","GENESE",61753,999.9
"05/12/2020 22:00:00","EDT","HUD VL",61758,922.1
"05/12/2020 22:00:00","EDT","LONGIL",61762,1907.4
"05/12/2020 22:00:00","EDT","MHK VL",61756,812.6
"05/12/2020 22:00:00","EDT","MILLWD",61759,273.6
"05/12/2020 22:00:00","EDT","N.Y.C.",61761,4505.4
"05/12/2020 22:00:00","EDT","NORTH",61755,552.6
"05/12/2020 22:00:00","EDT","WEST",61752,1500.2
"05/12/2020 23:00:00","EDT","CAPITL",61757,1073.2
"05/12/2020 23:00:00","EDT","CENTRL",61754,1554.2
"05/12/2020 23:00:00","EDT","DUNWOD",61760,513.9
"05/12/2020 23:00:00","EDT","GENESE",61753,946.7
"05/12/2020 23:00:00","EDT","HUD VL",61758,859.4
"05/12/2020 23:00:00","EDT","LONGIL",61762,1759.2
"05/12/2020 23:00:00","EDT","MHK VL",61756,764.6
"05/12/2020 23:00:00","EDT","MILLWD",61759,248.7
"05/12/2020 23:00:00","EDT","N.Y.C.",61761,4276.2
"05/12/2020 23:00:00","EDT","NORTH",61755,541.2
"05/12/2020 23:00:00","EDT","WEST",61752,1435.9
