"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"06/04/2020 00:00:00","EDT","CAPITL",61757,1159
"06/04/2020 00:00:00","EDT","CENTRL",61754,1448.8
"06/04/2020 00:00:00","EDT","DUNWOD",61760,569.4
"06/04/2020 00:00:00","EDT","GENESE",61753,949.6
"06/04/2020 00:00:00","EDT","HUD VL",61758,910.2
"06/04/2020 00:00:00","EDT","LONGIL",61762,2015.9
"06/04/2020 00:00:00","EDT","MHK VL",61756,693.4
"06/04/2020 00:00:00","EDT","MILLWD",61759,259.9
"06/04/2020 00:00:00","EDT","N.Y.C.",61761,4894.9
"06/04/2020 00:00:00","EDT","NORTH",61755,494.2
"06/04/2020 00:00:00","EDT","WEST",61752,1424.1
"06/04/2020 01:00:00","EDT","CAPITL",61757,1110.2
"06/04/2020 01:00:00","EDT","CENTRL",61754,1396.2
"06/04/2020 01:00:00","EDT","DUNWOD",61760,542
"06/04/2020 01:00:00","EDT","GENESE",61753,908
"06/04/2020 01:00:00","EDT","HUD VL",61758,859.3
"06/04/2020 01:00:00","EDT","LONGIL",61762,1883
"06/04/2020 01:00:00","EDT","MHK VL",61756,665.7
"06/04/2020 01:00:00","EDT","MILLWD",61759,240.6
"06/04/2020 01:00:00","EDT","N.Y.C.",61761,4663.6
"06/04/2020 01:00:00","EDT","NORTH",61755,487.8
"06/04/2020 01:00:00","EDT","WEST",61752,1381
"06/04/2020 02:00:00","EDT","CAPITL",61757,1081.2
"06/04/2020 02:00:00","EDT","CENTRL",61754,1366
"06/04/2020 02:00:00","EDT","DUNWOD",61760,519.2
"06/04/2020 02:00:00","EDT","GENESE",61753,875.9
"06/04/2020 02:00:00","EDT","HUD VL",61758,825.2
"06/04/2020 02:00:00","EDT","LONGIL",61762,1804.9
"06/04/2020 02:00:00","EDT","MHK VL",61756,652.4
"06/04/2020 02:00:00","EDT","MILLWD",61759,226.4
"06/04/2020 02:00:00","EDT","N.Y.C.",61761,4501.3
"06/04/2020 02:00:00","EDT","NORTH",61755,486
"06/04/2020 02:00:00","EDT","WEST",61752,1341.2
"06/04/2020 03:00:00","EDT","CAPITL",61757,1066.6
"06/04/2020 03:00:00","EDT","CENTRL",61754,1344.1
"06/04/2020 03:00:00","EDT","DUNWOD",61760,502.3
"06/04/2020 03:00:00","EDT","GENESE",61753,858.5
"06/04/2020 03:00:00","EDT","HUD VL",61758,802.4
"06/04/2020 03:00:00","EDT","LONGIL",61762,1755.9
"06/04/2020 03:00:00","EDT","MHK VL",61756,635.3
"06/04/2020 03:00:00","EDT","MILLWD",61759,215.4
"06/04/2020 03:00:00","EDT","N.Y.C.",61761,4394.7
"06/04/2020 03:00:00","EDT","NORTH",61755,484.2
"06/04/2020 03:00:00","EDT","WEST",61752,1317
"06/04/2020 04:00:00","EDT","CAPITL",61757,1076.5
"06/04/2020 04:00:00","EDT","CENTRL",61754,1353.7
"06/04/2020 04:00:00","EDT","DUNWOD",61760,496.9
"06/04/2020 04:00:00","EDT","GENESE",61753,862.7
"06/04/2020 04:00:00","EDT","HUD VL",61758,799.3
"06/04/2020 04:00:00","EDT","LONGIL",61762,1744
"06/04/2020 04:00:00","EDT","MHK VL",61756,646.9
"06/04/2020 04:00:00","EDT","MILLWD",61759,216.6
"06/04/2020 04:00:00","EDT","N.Y.C.",61761,4360.5
"06/04/2020 04:00:00","EDT","NORTH",61755,486.2
"06/04/2020 04:00:00","EDT","WEST",61752,1316.9
"06/04/2020 05:00:00","EDT","CAPITL",61757,1105.2
"06/04/2020 05:00:00","EDT","CENTRL",61754,1389.1
"06/04/2020 05:00:00","EDT","DUNWOD",61760,500.4
"06/04/2020 05:00:00","EDT","GENESE",61753,882.6
"06/04/2020 05:00:00","EDT","HUD VL",61758,812.8
"06/04/2020 05:00:00","EDT","LONGIL",61762,1757.5
"06/04/2020 05:00:00","EDT","MHK VL",61756,672.4
"06/04/2020 05:00:00","EDT","MILLWD",61759,222.3
"06/04/2020 05:00:00","EDT","N.Y.C.",61761,4422
"06/04/2020 05:00:00","EDT","NORTH",61755,494.7
"06/04/2020 05:00:00","EDT","WEST",61752,1337.2
"06/04/2020 06:00:00","EDT","CAPITL",61757,1174.5
"06/04/2020 06:00:00","EDT","CENTRL",61754,1484.1
"06/04/2020 06:00:00","EDT","DUNWOD",61760,533.4
"06/04/2020 06:00:00","EDT","GENESE",61753,926.9
"06/04/2020 06:00:00","EDT","HUD VL",61758,855.3
"06/04/2020 06:00:00","EDT","LONGIL",61762,1834.1
"06/04/2020 06:00:00","EDT","MHK VL",61756,723.5
"06/04/2020 06:00:00","EDT","MILLWD",61759,237.4
"06/04/2020 06:00:00","EDT","N.Y.C.",61761,4717.5
"06/04/2020 06:00:00","EDT","NORTH",61755,504.6
"06/04/2020 06:00:00","EDT","WEST",61752,1389.3
"06/04/2020 07:00:00","EDT","CAPITL",61757,1255.2
"06/04/2020 07:00:00","EDT","CENTRL",61754,1587.8
"06/04/2020 07:00:00","EDT","DUNWOD",61760,587.1
"06/04/2020 07:00:00","EDT","GENESE",61753,1002.4
"06/04/2020 07:00:00","EDT","HUD VL",61758,910.3
"06/04/2020 07:00:00","EDT","LONGIL",61762,1993.7
"06/04/2020 07:00:00","EDT","MHK VL",61756,773.6
"06/04/2020 07:00:00","EDT","MILLWD",61759,256.3
"06/04/2020 07:00:00","EDT","N.Y.C.",61761,5130.8
"06/04/2020 07:00:00","EDT","NORTH",61755,516.6
"06/04/2020 07:00:00","EDT","WEST",61752,1493.7
"06/04/2020 08:00:00","EDT","CAPITL",61757,1305.3
"06/04/2020 08:00:00","EDT","CENTRL",61754,1663.8
"06/04/2020 08:00:00","EDT","DUNWOD",61760,650.7
"06/04/2020 08:00:00","EDT","GENESE",61753,1068.4
"06/04/2020 08:00:00","EDT","HUD VL",61758,964.2
"06/04/2020 08:00:00","EDT","LONGIL",61762,2206.5
"06/04/2020 08:00:00","EDT","MHK VL",61756,792
"06/04/2020 08:00:00","EDT","MILLWD",61759,289.4
"06/04/2020 08:00:00","EDT","N.Y.C.",61761,5543.3
"06/04/2020 08:00:00","EDT","NORTH",61755,519.6
"06/04/2020 08:00:00","EDT","WEST",61752,1581.7
"06/04/2020 09:00:00","EDT","CAPITL",61757,1327.5
"06/04/2020 09:00:00","EDT","CENTRL",61754,1708
"06/04/2020 09:00:00","EDT","DUNWOD",61760,698.4
"06/04/2020 09:00:00","EDT","GENESE",61753,1117.9
"06/04/2020 09:00:00","EDT","HUD VL",61758,1016.8
"06/04/2020 09:00:00","EDT","LONGIL",61762,2392.9
"06/04/2020 09:00:00","EDT","MHK VL",61756,816.6
"06/04/2020 09:00:00","EDT","MILLWD",61759,315.4
"06/04/2020 09:00:00","EDT","N.Y.C.",61761,5870.1
"06/04/2020 09:00:00","EDT","NORTH",61755,522
"06/04/2020 09:00:00","EDT","WEST",61752,1623.8
